,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
27270,06-08507,26,2,6,0,1,0,4,1,1,3305.1,3365,4,9,100000.0,8,501,N,2,2,2,2,144,86
27271,38-00100,48,2,1,0,1,0,2,1,1,73.0,770,3,9,0.0,0,501,N,2,2,2,2,34,26
27272,08-00803,18,1,6,0,1,N,N,3,0,3393.2,7460,10,7,2000.0,1,N,N,2,2,2,2,42,0
27273,13-04600,18,1,6,0,1,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,82,0
27274,06-07502,36,1,1,0,1,0,2,1,2,33632.6,6672,8,10,203000.0,9,501,N,2,2,2,2,85,84
27275,19-01700,65,1,1,0,1,2,6,1,1,3572.3,5170,6,5,0.0,0,183,N,2,2,2,2,502,705
27276,51-51255,41,2,6,0,1,0,N,1,1,11224.3,7380,10,9,82000.0,8,501,N,2,2,2,2,117,117
27277,51-01301,5,1,N,0,1,2,4,1,1,11162.8,N,N,1,N,N,501,N,2,2,2,2,88,58
27278,30-00600,61,2,1,0,1,0,2,1,1,16.3,6870,9,5,52000.0,7,456,N,2,2,2,2,39,46
27279,51-01301,22,2,6,0,1,0,N,1,2,11162.8,9470,16,9,10700.0,2,81,N,2,2,2,2,59,95
27280,24-01004,9,2,N,0,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,14,14
27281,24-01004,31,2,6,0,1,0,N,1,2,4187.9,7390,10,9,72000.0,7,501,N,2,2,2,2,95,81
27282,06-07502,34,2,1,0,1,1,3,1,2,33632.6,7380,10,9,72000.0,7,501,N,2,2,2,2,68,68
27283,51-51255,38,2,6,0,1,0,2,1,1,11224.3,7580,10,11,50000.0,6,501,N,2,2,2,2,131,66
27284,40-00200,62,2,1,0,1,0,2,1,1,90.7,4972,6,5,14900.0,3,398,N,2,2,2,2,180,274
27285,51-51255,15,2,6,0,1,2,4,1,1,11224.3,N,N,4,0.0,0,501,N,2,2,2,2,42,39
27286,26-02702,43,2,6,0,1,0,N,1,1,4817.2,7870,11,12,68000.0,8,501,N,2,2,2,2,87,88
27287,24-01004,11,1,N,0,1,1,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,16,15
27288,30-00600,7,1,N,0,1,2,4,1,1,16.3,N,N,2,N,N,312,N,2,2,2,2,67,50
27289,30-00600,56,2,1,0,1,0,2,1,1,16.3,770,3,5,28000.0,5,501,N,2,2,2,2,23,31
27290,36-04010,20,2,N,4,1,2,4,1,2,50441.6,N,N,3,N,N,218,N,1,2,2,2,24,28
27291,24-01004,65,1,1,0,1,0,2,1,1,4187.9,8191,12,11,552000.0,9,501,N,2,2,2,2,54,55
27292,24-01004,74,1,1,0,1,0,2,1,1,4187.9,7290,10,9,258000.0,9,501,N,2,2,2,2,54,54
27293,19-01700,16,1,N,0,1,1,2,1,1,3572.3,N,N,3,N,N,208,N,1,2,2,2,111,170
27294,51-01301,68,2,1,0,1,0,2,1,1,11162.8,9370,16,9,75000.0,7,501,N,2,2,2,2,94,94
27295,13-04600,33,1,6,0,1,0,N,1,1,3670.4,7380,10,9,110000.0,9,501,N,2,2,2,2,37,37
27296,30-00600,49,2,1,0,1,2,4,1,1,16.3,6170,7,10,56000.0,7,231,N,2,2,2,2,14,14
27297,30-00600,54,1,6,0,1,0,N,1,1,16.3,8290,12,5,3600.0,1,27,N,2,2,2,2,43,43
27298,24-01004,63,2,1,0,1,0,2,1,1,4187.9,7270,10,11,452400.0,9,501,N,2,2,2,2,62,59
27299,06-08507,56,2,1,0,1,0,4,1,1,3305.1,7490,10,9,30000.0,5,161,N,2,2,2,2,99,99
27300,51-51255,15,1,N,0,1,2,4,1,1,11224.3,N,N,4,N,N,501,N,2,2,2,2,36,35
27301,19-01700,21,1,6,1,1,0,N,1,2,3572.3,7870,11,5,2500.0,1,18,N,2,2,2,2,72,73
27302,24-01004,8,2,N,0,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,54,62
27303,19-01700,11,2,N,0,1,3,5,1,1,3572.3,N,N,3,N,N,501,N,2,2,2,2,76,111
27304,38-00100,80,1,1,0,1,0,2,1,1,73.0,N,N,8,90100.0,8,501,N,2,1,1,1,62,41
27305,51-01301,16,1,6,0,1,4,6,1,1,11162.8,N,N,3,1200.0,1,501,N,2,2,2,2,97,79
27306,06-08507,89,2,2,0,1,N,N,2,0,3305.1,N,N,5,0.0,0,N,N,1,1,2,1,70,0
27307,51-01301,27,1,6,0,1,0,N,1,2,11162.8,7380,10,9,175000.0,9,501,N,2,2,2,2,55,54
27308,06-08507,50,1,4,0,1,0,2,1,1,3305.1,7490,10,9,1600.0,1,12,N,2,2,2,2,122,103
27309,24-01004,74,1,1,0,1,0,2,1,1,4187.9,8564,14,9,202700.0,9,501,N,2,2,2,2,41,41
27310,30-00600,31,2,1,0,1,1,3,1,1,16.3,2370,4,9,75000.0,8,481,N,2,2,2,2,45,46
27311,08-00803,25,1,6,4,1,0,N,1,2,3393.2,9160,15,9,100000.0,8,501,N,2,2,2,2,205,176
27312,32-00405,24,1,6,1,1,0,N,1,2,7990.5,8770,15,5,35000.0,5,266,N,2,2,2,2,94,93
27313,06-08507,67,1,1,0,1,0,2,1,1,3305.1,4795,6,8,40300.0,6,501,N,2,2,2,2,86,87
27314,08-00803,10,1,N,0,1,3,5,1,1,3393.2,N,N,3,N,N,334,N,2,2,2,2,46,59
27315,40-00200,57,1,3,0,1,0,N,1,1,90.7,9470,16,5,26000.0,5,198,N,2,2,2,2,87,87
27316,51-51255,46,1,1,0,1,3,5,1,1,11224.3,7270,10,11,516000.0,9,501,N,2,2,2,2,38,48
27317,38-00100,32,2,6,0,1,0,N,1,1,73.0,7290,10,7,40000.0,5,301,N,2,2,2,2,97,97
27318,24-01004,44,2,1,0,1,2,4,1,1,4187.9,6490,8,10,185000.0,9,501,N,2,2,2,2,34,35
27319,51-01301,28,2,1,0,1,0,2,1,1,11162.8,6890,9,10,127000.0,9,501,N,2,2,2,2,67,55
27320,40-00200,36,2,1,0,1,3,5,1,2,90.7,8270,12,7,36000.0,6,501,N,2,2,2,2,155,155
27321,38-00100,34,2,1,0,1,1,3,1,1,73.0,1070,4,7,40000.0,5,315,N,2,2,2,2,53,52
27322,06-08507,5,1,N,0,1,2,4,1,1,3305.1,N,N,2,N,N,501,N,2,2,2,2,56,58
27323,08-00803,18,2,6,0,1,N,N,3,0,3393.2,8680,14,7,4300.0,1,N,N,2,2,2,2,77,0
27324,40-00200,58,1,1,0,1,0,2,1,2,90.7,8191,12,8,75000.0,8,501,N,2,2,2,2,49,49
27325,06-08507,57,1,1,0,1,0,2,1,1,3305.1,770,3,9,671000.0,9,501,N,2,2,2,2,141,139
27326,29-01901,27,1,1,0,1,0,2,1,2,5434.8,7280,10,10,70000.0,8,501,N,2,2,2,2,122,122
27327,08-00803,67,2,4,0,1,0,N,1,1,3393.2,8090,12,11,26900.0,4,223,N,2,2,2,2,47,47
27328,24-01004,6,1,N,0,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,53,48
27329,51-51255,24,1,6,0,1,0,N,1,2,11224.3,7290,10,8,10000.0,2,76,N,2,2,2,2,101,115
27330,06-07502,24,2,6,0,1,0,N,1,2,33632.6,7270,10,9,30000.0,5,227,N,2,2,2,2,70,70
27331,30-00600,15,1,6,0,1,3,5,1,1,16.3,N,N,4,1500.0,1,116,N,2,2,2,2,51,29
27332,24-01004,3,2,N,0,1,0,4,1,1,4187.9,N,N,2,N,N,501,N,N,N,2,2,53,53
27333,24-01004,12,2,6,1,1,1,3,1,2,4187.9,N,N,4,0.0,0,501,N,2,2,2,2,171,119
27334,38-00100,31,2,5,0,1,1,2,1,2,73.0,4971,6,9,23000.0,4,132,N,2,2,2,2,82,82
27335,06-07502,13,1,N,0,1,2,3,1,1,33632.6,N,N,3,N,N,501,N,2,2,2,2,63,76
27336,51-01301,17,2,6,0,1,3,6,1,1,11162.8,N,N,4,0.0,0,501,N,2,2,2,2,64,68
27337,24-01004,13,1,N,0,1,3,5,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,50,49
27338,30-00600,16,1,N,0,1,3,5,1,1,16.3,N,N,2,N,N,326,N,2,2,2,2,202,168
27339,19-01700,42,2,6,3,1,2,4,1,1,3572.3,2490,4,5,15000.0,3,121,N,2,2,2,2,276,275
27340,26-02702,38,1,4,0,1,0,N,1,1,4817.2,7870,11,9,112000.0,9,501,N,2,2,2,2,110,110
27341,38-00100,10,2,N,1,1,0,9,1,1,73.0,N,N,3,N,N,78,N,2,2,2,2,3,53
27342,38-00100,51,2,1,0,1,0,3,1,1,73.0,570,2,5,53000.0,7,451,N,2,2,2,2,23,21
27343,30-00600,45,1,1,0,1,3,5,1,1,16.3,8191,12,11,402000.0,9,501,N,2,2,2,2,69,69
27344,51-51255,35,2,4,0,1,0,N,1,2,11224.3,9590,16,10,115000.0,8,501,N,2,2,2,2,54,54
27345,38-00100,39,1,1,0,1,2,4,1,1,73.0,9590,16,8,102000.0,9,501,N,2,2,2,2,17,17
27346,24-01004,28,2,6,0,1,0,4,1,1,4187.9,8470,13,8,25000.0,4,501,N,2,2,2,2,115,90
27347,24-01004,65,1,4,0,1,0,N,1,1,4187.9,9380,16,10,169500.0,9,501,N,2,2,2,2,185,184
27348,24-01004,9,1,N,0,1,3,5,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,63,55
27349,51-51255,30,1,6,0,1,0,N,1,1,11224.3,9590,16,9,74000.0,7,501,4,2,2,2,2,89,88
27350,30-00600,82,1,4,0,1,0,N,1,1,16.3,N,N,9,52600.0,7,435,N,2,2,2,1,55,55
27351,08-00803,70,1,4,0,1,0,N,1,1,3393.2,1280,4,7,39200.0,5,320,N,2,2,2,2,58,58
27352,30-00600,54,1,1,0,1,0,2,1,1,16.3,7580,10,7,150000.0,9,501,N,2,2,2,2,19,18
27353,38-00100,56,1,1,0,1,0,2,1,1,73.0,N,N,5,25300.0,4,229,N,2,1,2,2,38,38
27354,24-01004,67,2,1,0,1,0,2,1,1,4187.9,7860,11,9,27000.0,4,501,N,2,2,2,2,44,42
27355,30-00600,9,2,N,0,1,3,5,1,1,16.3,N,N,2,N,N,71,N,2,2,2,2,13,13
27356,08-00803,20,1,6,0,1,0,N,1,2,3393.2,7870,11,7,4000.0,1,30,N,2,2,2,2,100,93
27357,30-00600,52,2,1,0,1,0,2,1,1,16.3,7860,11,7,30000.0,5,384,N,2,2,2,2,15,15
27358,51-01301,28,1,6,0,1,0,2,1,1,11162.8,7390,10,9,95000.0,8,501,N,2,2,2,2,71,93
27359,51-51255,44,2,1,0,1,3,5,1,1,11224.3,7270,10,11,151000.0,9,501,N,2,2,2,2,53,53
27360,51-51255,43,2,1,0,1,0,2,1,1,11224.3,9480,16,11,100000.0,8,501,N,2,2,2,2,103,78
27361,06-08507,55,2,4,0,1,0,2,1,1,3305.1,7290,10,9,48400.0,6,287,N,2,2,2,2,49,49
27362,38-00100,61,2,1,0,1,0,2,1,1,73.0,7860,11,9,100190.0,9,501,N,2,2,2,2,46,98
27363,38-00100,7,1,N,0,1,3,5,1,1,73.0,N,N,3,N,N,422,N,2,2,2,2,22,25
27364,30-00600,83,1,1,0,1,0,2,1,1,16.3,N,N,10,63200.0,8,501,N,2,1,2,1,55,55
27365,51-01301,25,2,6,0,1,0,N,1,2,11162.8,8191,12,9,45000.0,6,339,N,2,2,2,2,38,39
27366,38-00100,10,1,N,0,1,4,6,1,1,73.0,N,N,3,N,N,285,N,2,2,2,2,17,21
27367,32-00405,35,1,6,0,1,N,N,2,0,7990.5,7690,10,8,41600.0,6,N,N,1,2,2,2,129,0
27368,40-00200,48,1,1,0,1,1,3,1,1,90.7,7860,11,5,35000.0,6,468,N,2,2,2,1,23,23
27369,40-00200,68,1,3,0,1,0,N,1,1,90.7,N,N,6,16830.0,4,138,N,2,2,1,1,66,65
27370,30-00600,37,1,6,0,1,1,2,1,1,16.3,8680,14,6,5200.0,1,39,N,2,2,2,2,49,43
27371,19-01700,64,2,6,0,1,0,2,1,2,3572.3,9160,15,10,5000.0,1,201,N,2,2,2,1,65,64
27372,38-00100,79,1,1,0,1,0,2,1,1,73.0,N,N,5,14400.0,2,300,N,2,2,2,2,52,87
27373,06-07502,34,2,4,0,1,0,N,1,2,33632.6,7470,10,9,160000.0,9,501,N,2,2,2,2,92,93
27374,19-01700,49,2,1,0,1,3,5,1,1,3572.3,6870,9,9,0.0,0,171,N,2,2,2,2,106,131
27375,32-00405,22,2,6,1,1,0,5,1,1,7990.5,5170,6,5,26000.0,4,356,N,2,2,2,2,78,66
27376,08-00803,33,2,1,0,1,0,2,1,1,3393.2,7470,10,9,69000.0,7,501,N,2,2,2,2,93,92
27377,30-00600,55,1,1,0,1,2,4,1,1,16.3,6080,7,7,80000.0,8,310,N,2,2,2,2,15,15
27378,38-00100,75,2,1,0,1,0,2,1,1,73.0,N,N,5,12000.0,2,155,N,1,2,2,2,78,79
27379,51-51255,54,1,6,2,1,0,N,1,2,11224.3,9190,15,9,128000.0,9,501,N,2,2,2,2,165,165
27380,36-03710,85,2,4,2,1,0,2,1,2,52864.7,N,N,5,6000.0,2,78,N,2,1,1,1,92,92
27381,38-00100,54,2,1,0,1,0,2,1,1,73.0,770,3,7,9600.0,2,352,N,2,2,2,2,21,20
27382,19-01700,45,2,1,0,1,0,2,1,2,3572.3,4971,6,7,25000.0,4,368,N,2,2,2,2,125,125
27383,40-00200,64,2,2,0,1,0,N,1,1,90.7,N,N,6,18000.0,4,148,N,2,2,2,2,81,69
27384,51-51255,65,2,1,0,1,3,5,1,1,11224.3,9590,16,9,80000.0,7,297,N,2,2,2,2,65,65
27385,06-08507,21,1,6,0,1,0,3,1,1,3305.1,8680,14,5,3500.0,1,501,N,2,2,2,2,119,100
27386,38-00100,50,1,6,0,1,0,N,1,1,73.0,4490,5,5,52000.0,7,393,N,2,2,2,2,212,213
27387,38-00100,65,1,1,0,1,0,2,1,1,73.0,8770,15,5,189000.0,9,501,N,2,2,2,2,91,91
27388,24-01004,37,1,1,0,1,2,4,1,1,4187.9,9670,17,11,103500.0,8,501,N,2,2,2,2,100,100
27389,24-01004,28,1,6,0,1,0,N,1,2,4187.9,7860,11,9,63000.0,6,479,N,2,2,2,2,135,128
27390,24-01004,11,2,N,0,1,4,6,1,1,4187.9,N,N,3,N,N,62,N,2,2,2,2,32,31
27391,06-07502,32,1,6,0,1,0,N,1,1,33632.6,7380,10,9,180000.0,9,501,N,2,2,2,2,109,109
27392,06-07502,63,2,1,0,1,0,2,1,1,33632.6,7470,10,5,99000.0,8,501,N,2,2,2,2,183,183
27393,24-01004,17,2,6,0,1,1,3,1,2,4187.9,N,N,4,0.0,0,501,N,2,2,2,2,106,73
27394,38-00100,68,1,1,0,1,0,2,1,1,73.0,6170,7,7,70800.0,8,501,N,2,2,2,1,156,156
27395,24-01004,42,2,1,0,1,2,4,1,1,4187.9,7860,11,12,9900.0,2,501,N,2,2,2,2,34,34
27396,28-01100,57,1,4,0,1,0,N,1,1,2674.3,N,N,7,12000.0,3,91,N,2,2,2,2,61,62
27397,38-00100,60,2,1,0,1,0,2,1,1,73.0,570,2,8,80000.0,8,501,N,2,2,2,2,89,74
27398,24-01004,87,1,3,0,1,0,N,1,1,4187.9,7270,10,11,104500.0,8,501,N,2,2,2,2,15,14
27399,40-00200,49,1,6,0,1,1,2,1,1,90.7,6370,7,9,56000.0,8,319,N,2,2,2,2,201,201
27400,17-03529,50,1,1,0,1,3,5,1,2,15097.5,7380,10,10,220000.0,9,501,N,2,2,2,2,31,31
27401,30-00600,42,1,1,0,1,1,3,1,1,16.3,9080,15,8,38000.0,6,397,N,2,2,2,2,62,62
27402,38-00100,2,1,N,1,1,2,4,1,2,73.0,N,N,1,N,N,501,N,2,2,2,2,267,227
27403,38-00100,68,2,3,0,1,0,N,1,1,73.0,7860,11,5,75000.0,8,501,N,2,2,2,2,17,17
27404,08-00803,87,1,1,0,1,0,2,1,1,3393.2,7390,10,9,583000.0,9,501,N,2,2,2,2,96,96
27405,28-01100,65,1,4,0,1,0,N,1,2,2674.3,N,N,10,340000.0,9,501,N,2,1,2,2,124,124
27406,19-01700,34,2,1,0,1,3,5,1,1,3572.3,N,N,9,24000.0,4,252,5,1,2,2,2,140,93
27407,06-08507,68,2,4,0,1,0,N,1,1,3305.1,N,N,9,358600.0,9,501,N,2,2,2,2,47,48
27408,51-51255,1,2,N,0,1,2,4,1,1,11224.3,N,N,N,N,N,501,N,N,N,2,2,92,68
27409,24-01004,76,1,1,0,1,0,3,1,1,4187.9,7490,10,11,100000.0,8,501,N,2,2,2,2,69,68
27410,01-01301,69,2,2,0,1,0,3,1,1,2731.2,4770,6,10,16800.0,4,209,N,2,2,2,2,70,66
27411,24-01004,66,1,1,0,1,0,2,1,1,4187.9,7290,10,9,568800.0,9,501,N,2,2,2,2,71,70
27412,24-01004,4,2,N,0,1,2,4,1,1,4187.9,N,N,1,N,N,501,N,N,N,2,2,55,62
27413,29-01901,22,2,6,0,1,0,N,1,2,5434.8,7990,12,5,1000.0,1,7,N,2,2,2,2,56,82
27414,38-00100,42,1,1,0,1,2,4,1,1,73.0,7480,10,7,45000.0,6,501,N,2,2,2,2,24,26
27415,40-00200,43,1,1,0,1,1,4,1,1,90.7,6770,8,8,7500.0,2,501,N,2,2,2,2,47,46
27416,24-01004,75,2,1,0,1,0,2,1,1,4187.9,6770,8,10,324400.0,9,501,N,2,2,2,2,57,57
27417,32-00405,28,1,1,0,1,2,4,1,2,7990.5,8590,14,6,30000.0,5,115,N,2,2,2,2,104,64
27418,24-01004,79,1,1,0,1,0,2,1,1,4187.9,8564,14,9,202700.0,9,501,N,2,2,2,2,40,40
27419,24-01004,55,2,1,0,1,0,3,1,1,4187.9,7380,10,11,188000.0,9,501,N,2,2,2,2,6,7
27420,08-00803,22,1,6,0,1,N,N,3,0,3393.2,N,N,7,500.0,1,N,N,2,2,2,2,17,0
27421,51-51255,26,2,1,0,1,0,2,1,2,11224.3,7290,10,9,90100.0,8,501,N,2,2,2,2,56,67
27422,28-01100,32,1,1,0,1,0,2,1,1,2674.3,7280,10,10,89000.0,9,501,N,2,2,2,2,54,55
27423,51-01301,39,2,1,0,1,2,4,1,1,11162.8,6970,9,9,516000.0,9,501,N,2,2,2,2,103,104
27424,29-01901,45,1,6,0,1,N,N,2,0,5434.8,N,N,4,0.0,0,N,N,2,2,2,2,95,0
27425,06-07502,17,1,N,0,1,1,4,1,1,33632.6,N,N,3,N,N,501,N,2,2,2,2,127,152
27426,06-07502,49,2,6,0,1,0,N,1,2,33632.6,9170,15,9,92000.0,8,501,N,2,2,2,2,87,87
27427,36-03710,31,1,4,0,1,0,N,1,1,52864.7,7860,11,10,82000.0,8,501,N,2,2,2,2,63,63
27428,24-01004,24,2,6,2,1,0,N,1,2,4187.9,7280,10,10,75000.0,7,501,N,2,2,2,2,65,66
27429,51-01301,46,1,6,0,1,0,N,1,1,11162.8,7890,11,10,55000.0,6,418,N,2,2,2,2,79,79
27430,13-04600,48,2,1,0,1,3,5,1,1,3670.4,N,N,9,0.0,0,50,N,2,2,2,2,42,44
27431,06-08507,81,2,3,0,1,0,N,1,1,3305.1,N,N,7,106900.0,8,501,N,2,2,2,2,51,47
27432,38-00100,68,1,1,0,1,0,2,1,1,73.0,8270,12,5,50000.0,6,501,N,2,2,2,2,17,12
27433,24-01004,77,2,1,0,1,0,2,1,1,4187.9,N,N,5,32000.0,4,501,N,2,1,2,1,59,64
27434,29-01901,32,1,6,0,1,0,N,1,2,5434.8,6991,9,10,74000.0,8,501,N,2,2,2,2,121,121
27435,38-00100,27,1,1,0,1,0,2,1,2,73.0,8191,12,4,50000.0,6,434,N,2,2,2,2,153,153
27436,26-02702,28,2,6,0,1,0,N,1,1,4817.2,8191,12,11,62000.0,8,468,N,2,2,2,2,66,65
27437,51-51255,39,2,6,0,1,0,N,1,2,11224.3,6290,7,9,92000.0,8,501,N,2,2,2,2,101,101
27438,30-00600,10,2,N,0,1,2,4,1,1,16.3,N,N,3,N,N,246,N,2,2,2,2,27,52
27439,24-01004,42,2,1,0,1,0,2,1,1,4187.9,9480,16,10,148100.0,9,501,N,2,2,2,2,16,17
27440,30-00600,73,1,1,0,1,0,2,1,1,16.3,N,N,7,51800.0,7,387,N,2,1,2,1,131,131
27441,38-00100,70,2,4,0,1,0,N,1,1,73.0,8770,15,5,27330.0,4,226,N,2,2,2,2,66,67
27442,36-03710,28,2,6,4,1,2,3,1,2,52864.7,7860,11,7,18000.0,3,88,N,2,2,2,2,137,137
27443,19-01700,32,2,6,0,1,2,3,1,1,3572.3,7860,11,10,55000.0,7,268,N,2,2,2,2,96,96
27444,28-01100,41,1,6,0,1,0,N,1,1,2674.3,9370,16,12,102000.0,9,501,N,2,2,2,2,48,48
27445,24-01004,68,2,1,0,1,0,2,1,1,4187.9,8370,13,10,111030.0,8,501,N,2,2,2,2,17,19
27446,51-01301,49,2,1,0,1,0,2,1,1,11162.8,6970,9,12,612900.0,9,501,N,2,2,2,2,51,48
27447,28-01100,41,1,6,0,1,0,N,1,1,2674.3,9370,16,12,102000.0,9,501,N,2,2,2,2,49,49
27448,51-01301,15,1,N,0,1,2,4,1,1,11162.8,N,N,3,N,N,501,N,2,2,2,2,55,60
27449,51-51255,10,1,N,0,1,3,5,1,1,11224.3,N,N,3,N,N,501,N,2,2,2,2,45,51
27450,19-01700,15,1,N,1,1,2,4,1,2,3572.3,N,N,3,N,N,131,N,1,2,2,2,79,131
27451,08-00803,12,1,N,0,1,2,4,1,1,3393.2,N,N,3,N,N,501,N,2,2,2,2,45,63
27452,51-51255,30,2,1,0,1,0,2,1,2,11224.3,7290,10,9,946000.0,9,501,N,2,2,2,2,37,37
27453,19-01700,86,2,3,0,1,0,2,1,1,3572.3,N,N,5,19200.0,3,481,N,2,1,2,2,78,100
27454,19-01700,16,2,6,1,1,0,N,1,2,3572.3,7460,10,7,1000.0,1,7,N,2,2,2,2,129,132
27455,08-00803,22,2,6,0,1,0,2,1,1,3393.2,3380,4,7,15500.0,3,124,N,2,2,2,2,169,98
27456,38-00100,18,2,6,0,1,0,4,1,1,73.0,5580,6,7,1400.0,1,188,N,2,2,2,2,2,94
27457,38-00100,10,2,N,1,1,0,9,1,1,73.0,N,N,3,N,N,78,N,2,2,2,2,3,53
27458,17-03529,19,2,6,0,1,N,N,3,0,15097.5,N,N,7,0.0,0,N,N,2,2,2,2,66,0
27459,32-00405,2,1,N,0,1,3,5,1,1,7990.5,N,N,2,N,N,165,N,2,2,2,2,71,71
27460,19-01700,20,2,1,0,1,1,3,1,2,3572.3,4972,6,7,12000.0,2,177,N,2,2,2,2,111,91
27461,51-01301,53,1,1,0,1,1,3,1,2,11162.8,7460,10,10,112060.0,8,501,N,2,2,2,2,67,66
27462,51-01301,62,2,1,0,1,0,3,1,1,11162.8,9190,15,10,137000.0,9,501,N,2,2,2,2,69,84
27463,40-00200,62,1,1,0,1,0,2,1,1,90.7,8191,12,8,60000.0,8,501,N,2,2,2,1,29,47
27464,38-00100,6,2,N,0,1,3,5,1,1,73.0,N,N,2,N,N,501,N,2,2,2,2,79,64
27465,24-01004,74,2,1,0,1,0,3,1,1,4187.9,9170,15,10,196000.0,9,501,N,2,2,2,2,13,13
27466,38-00100,24,2,1,0,1,2,4,1,1,73.0,8470,13,7,0.0,0,188,N,2,2,2,2,15,35
27467,28-01100,70,2,1,0,1,0,2,1,1,2674.3,N,N,9,15000.0,4,501,N,2,2,2,2,95,94
27468,06-07502,50,2,1,0,1,1,3,1,2,33632.6,7270,10,11,24000.0,4,482,N,2,2,2,2,117,117
27469,51-51255,12,2,6,4,1,0,N,1,2,11224.3,7890,11,8,60000.0,7,453,N,2,2,2,2,355,213
27470,38-00100,61,2,1,0,1,0,2,1,1,73.0,8270,12,8,63000.0,7,501,N,2,2,2,2,89,71
27471,06-07502,32,1,6,0,1,0,N,1,2,33632.6,5170,6,9,140000.0,9,501,N,2,2,2,2,70,70
27472,19-01700,71,2,3,0,1,0,4,1,1,3572.3,6870,9,8,33300.0,5,173,N,2,2,2,2,132,133
27473,40-00200,71,2,3,0,1,0,N,1,1,90.7,N,N,5,21000.0,4,172,N,2,2,2,2,95,94
27474,38-00100,40,1,1,0,1,0,3,1,1,73.0,6170,7,7,60000.0,7,501,N,2,2,2,2,167,276
27475,06-08507,23,1,6,0,1,0,4,1,1,3305.1,3690,4,9,0.0,0,501,N,2,2,2,2,114,85
27476,24-01004,12,1,N,0,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,112,88
27477,30-00600,58,1,1,0,1,0,2,1,1,16.3,770,3,7,38400.0,6,317,N,2,2,2,2,43,24
27478,29-01901,69,2,1,0,1,0,2,1,1,5434.8,N,N,10,84000.0,9,501,N,2,2,2,2,62,59
27479,24-01004,53,1,1,2,1,1,3,1,2,4187.9,9590,16,10,75000.0,7,501,N,2,2,2,2,238,205
27480,13-04600,28,1,6,0,1,1,3,1,1,3670.4,7270,10,7,35000.0,6,321,N,2,2,2,2,47,48
27481,26-02702,20,1,6,0,1,0,N,1,2,4817.2,8191,12,7,8000.0,2,60,N,2,2,2,2,250,233
