"AGEP","RAC1P","MSP","SEX","HOUSING_TYPE","OWN_RENT","DVET","DEYE","PINCP_DECILE","EDU"
"36","1","4","2","1","1","N","2","5","9"
"13","1","N","1","1","1","N","2","N","3"
"23","2","6","2","1","2","N","2","5","7"
"11","1","N","2","1","2","N","2","N","3"
"7","1","N","2","1","1","N","2","N","3"
"92","1","4","1","2","0","N","2","4","4"
"33","1","1","2","1","1","N","2","4","6"
"70","1","1","1","1","1","N","2","9","10"
"45","1","4","2","1","2","N","2","3","9"
"65","1","1","1","1","1","N","2","9","9"
"60","1","1","1","1","1","N","2","0","9"
"72","1","4","1","1","1","N","2","9","7"
"59","1","1","1","1","1","N","2","9","7"
"9","1","N","1","1","1","N","2","N","3"
"27","8","1","1","1","1","N","2","4","7"
"13","1","N","1","1","1","N","2","N","3"
"2","6","N","2","1","1","N","2","N","N"
"58","9","1","1","1","1","N","2","4","9"
"27","9","6","2","1","1","N","2","2","7"
"2","2","N","2","1","1","N","2","N","N"
"11","1","N","2","1","1","N","2","N","3"
"29","1","6","1","1","1","N","2","5","7"
"49","1","4","1","1","2","N","2","9","9"
"60","1","6","1","1","2","N","2","7","9"
"54","1","1","1","1","1","N","2","9","9"
"40","1","1","2","1","1","N","2","8","7"
"67","1","1","2","1","1","N","2","5","7"
"57","6","1","1","1","1","N","2","8","9"
"70","1","1","1","1","1","N","2","9","9"
"14","1","N","1","1","1","N","2","N","3"
"61","1","1","2","1","1","N","2","3","9"
"27","1","1","1","1","1","N","2","6","10"
"4","1","N","2","1","1","N","2","N","1"
"19","1","6","2","1","1","N","2","0","5"
"71","1","1","1","1","1","N","2","5","5"
"4","1","N","1","1","1","N","2","N","2"
"67","1","1","1","1","1","N","2","8","9"
"67","1","1","1","1","1","N","2","9","9"
"47","3","6","1","1","1","N","2","8","5"
"15","1","6","2","1","1","N","2","0","4"
"41","1","1","2","1","1","N","2","3","8"
"14","1","N","1","1","1","N","2","N","3"
"66","1","3","2","1","1","N","2","8","7"
"70","1","4","2","1","1","N","2","3","4"
"32","1","6","1","1","1","N","2","4","3"
"48","1","1","1","1","1","N","2","9","9"
"21","1","2","2","3","0","N","2","4","6"
"52","1","1","2","1","1","N","2","3","11"
"21","1","6","2","1","2","N","2","4","4"
"22","1","6","1","1","2","N","2","7","7"
"1","2","N","1","1","2","N","2","N","N"
"49","3","1","1","1","1","N","2","8","7"
"10","1","N","2","1","1","N","2","N","3"
"32","1","6","2","1","1","N","2","4","7"
"16","1","6","2","1","1","N","2","1","4"
"52","1","1","1","1","1","2","2","9","8"
"20","1","1","2","1","1","N","2","3","3"
"61","1","1","1","1","1","N","2","8","7"
"17","1","6","2","1","1","N","2","2","4"
"39","1","6","2","1","1","N","2","6","6"
"68","1","1","2","1","2","N","1","4","8"
"4","1","N","2","1","2","N","2","N","1"
"50","1","1","2","1","1","N","2","9","9"
"62","1","1","2","1","1","N","2","8","7"
"35","1","1","1","1","1","N","2","6","5"
"69","1","3","2","1","1","N","2","2","10"
"23","1","6","1","1","1","N","2","3","5"
"13","9","N","2","1","1","N","2","N","3"
"1","1","N","1","1","1","N","2","N","N"
"29","2","6","2","2","0","N","2","0","5"
"92","1","3","2","1","2","N","2","3","7"
"3","1","N","2","1","1","N","2","N","3"
"41","1","1","1","1","2","N","2","7","11"
"19","8","6","2","1","1","N","2","1","4"
"49","1","1","2","1","2","N","2","4","5"
"79","1","4","1","2","0","N","2","3","5"
"58","1","1","2","1","1","N","2","3","3"
"54","1","4","1","1","1","N","2","9","7"
"30","6","1","2","1","1","N","2","8","5"
"12","8","N","2","1","1","N","2","N","3"
"61","1","3","2","1","2","N","2","7","5"
"11","1","N","1","1","1","N","2","N","3"
"92","1","3","2","1","2","N","2","4","5"
"29","2","5","2","3","0","N","2","3","7"
"37","1","1","1","1","1","N","2","7","7"
"61","1","6","2","1","2","N","2","0","6"
"42","2","1","1","1","1","N","2","9","12"
"51","1","1","1","1","1","N","2","0","7"
"30","1","1","2","1","1","N","2","2","9"
"61","1","1","2","1","1","N","2","0","9"
"47","1","1","1","1","1","N","2","6","9"
"25","1","1","2","1","1","N","2","9","7"
"82","1","1","2","1","1","N","2","8","12"
"60","1","4","1","1","1","N","2","7","12"
"19","1","6","1","1","1","N","2","0","7"
"75","1","1","2","1","1","N","2","4","8"
"42","1","1","1","1","1","N","2","6","7"
"72","1","3","2","1","2","N","2","0","5"
"45","1","1","1","1","1","N","2","9","9"
"10","1","N","2","1","2","N","2","N","3"
"17","8","6","1","1","1","N","2","0","4"
"46","1","6","1","1","1","N","2","4","4"
"63","1","1","1","1","1","N","2","8","8"
"64","1","1","2","1","1","N","2","9","7"
"34","1","1","1","1","2","N","2","7","6"
"10","9","N","2","1","1","N","2","N","3"
"4","1","N","1","1","2","N","2","N","2"
"32","1","1","2","1","1","N","2","4","9"
"3","1","N","1","1","2","N","2","N","1"
"6","8","N","1","1","1","N","2","N","2"
"46","9","1","2","1","1","N","2","0","9"
"53","1","3","1","1","1","N","2","5","6"
"59","1","6","1","1","1","N","2","7","7"
"53","1","1","1","1","1","N","2","9","7"
"40","1","1","1","1","1","N","2","0","1"
"56","1","1","2","1","1","N","2","9","9"
"45","2","2","1","2","0","N","2","2","7"
"47","1","1","2","1","1","N","2","7","9"
"84","1","3","2","1","1","N","1","4","7"
"37","1","1","2","1","1","N","2","6","9"
"39","1","1","2","1","1","N","2","1","7"
"24","1","6","2","1","1","N","2","7","9"
"34","1","1","1","1","1","N","2","5","4"
"76","1","3","2","1","1","N","2","2","7"
"46","1","1","2","1","1","N","2","7","8"
"62","1","1","1","1","1","N","2","8","7"
"58","1","1","2","1","1","N","2","6","7"
"23","1","6","1","1","2","N","2","5","7"
"57","1","1","1","1","1","N","2","9","10"
"39","1","1","1","1","1","N","2","5","9"
"0","9","N","1","1","1","N","2","N","N"
"32","1","1","1","1","2","N","2","4","5"
"50","1","1","2","1","1","N","2","8","9"
"4","1","N","1","1","1","N","2","N","2"
"4","1","N","1","1","1","N","2","N","1"
"68","1","3","1","1","2","N","2","8","4"
"17","2","6","1","1","2","N","2","0","5"
"10","1","N","2","1","1","N","2","N","3"
"75","1","1","1","1","1","N","2","4","4"
"21","8","6","2","1","1","N","2","1","6"
"0","8","N","2","1","2","N","2","N","N"
"59","1","1","2","1","2","N","2","3","6"
"37","1","4","2","1","1","N","2","1","10"
"13","1","N","2","1","1","N","2","N","3"
"59","1","1","1","1","1","N","2","9","11"
"60","1","4","1","1","2","N","2","3","7"
"81","1","4","2","1","1","N","2","4","5"
"76","1","1","2","1","1","N","1","5","9"
"17","8","6","1","1","2","N","2","0","4"
"84","1","3","2","1","1","N","2","4","3"
"68","1","4","1","1","2","N","2","7","9"
"57","1","1","1","1","1","N","2","9","10"
"61","1","4","1","1","1","N","2","7","9"
"32","1","4","2","1","2","N","2","7","7"
"29","1","2","1","1","1","N","2","5","7"
"66","1","5","2","1","1","N","2","5","5"
"57","1","1","1","1","1","4","2","6","9"
"28","1","1","1","1","1","N","2","4","7"
"36","2","1","2","1","1","N","2","9","10"
"59","1","1","2","1","1","N","2","5","5"
"48","1","1","1","1","1","N","2","4","7"
"9","1","N","1","1","1","N","2","N","3"
"10","1","N","1","1","1","N","2","N","3"
"21","1","6","1","1","1","N","2","6","5"
"0","9","N","2","1","1","N","2","N","N"
"46","1","4","1","1","1","N","2","4","5"
"74","1","3","1","1","1","N","2","4","7"
"28","9","6","1","1","1","N","2","9","7"
"81","1","1","1","1","2","N","2","4","9"
"9","8","N","1","1","2","N","2","N","3"
"22","1","6","2","1","2","N","2","3","8"
"66","1","1","1","1","1","N","2","3","9"
"62","1","1","2","1","1","N","2","0","11"
"49","1","1","2","1","1","N","2","8","7"
"26","2","6","2","1","1","N","1","5","5"
"2","1","N","1","1","1","N","2","N","N"
"34","1","6","1","1","1","N","2","2","8"
"51","1","1","2","1","1","N","2","6","9"
"15","1","6","1","1","1","N","2","0","3"
"9","1","N","1","1","1","N","2","N","3"
"6","2","N","2","1","1","N","2","N","2"
"79","1","4","2","1","1","N","2","3","5"
"24","1","1","1","1","2","N","2","7","9"
"36","1","4","2","1","2","N","2","4","5"
"60","1","4","2","1","1","N","2","5","7"
"2","1","N","1","1","2","N","2","N","N"
"52","1","2","2","1","1","N","2","2","5"
"56","1","4","1","1","1","N","2","9","10"
"63","1","6","2","1","1","N","2","2","6"
"61","1","1","1","1","1","N","2","9","9"
"66","1","1","2","1","1","N","2","8","10"
"27","1","1","2","1","1","N","2","4","9"
"32","1","6","1","1","1","N","2","8","9"
"62","1","1","2","1","1","N","2","8","7"
"13","1","N","1","1","2","N","2","N","3"
"8","1","N","1","1","1","N","2","N","3"
"75","1","4","2","1","1","N","2","2","3"
"2","1","N","2","1","1","N","2","N","N"
"36","1","1","1","1","1","N","2","6","1"
"55","1","1","2","1","1","N","2","8","10"
"80","1","1","1","1","2","N","2","3","5"
"10","9","N","2","1","1","N","2","N","3"
"57","1","1","2","1","1","N","1","0","7"
"66","1","1","1","1","1","N","2","9","9"
"61","1","6","2","1","1","N","2","2","10"
"34","1","6","2","1","1","N","2","7","8"
"59","1","4","2","1","2","N","1","0","4"
"87","1","1","2","1","2","N","2","4","7"
"17","1","6","1","1","1","N","2","3","4"
"24","1","6","2","1","2","N","2","0","5"
"47","2","1","2","1","1","N","2","9","12"
"49","1","1","1","1","2","N","2","4","5"
"81","1","1","1","1","1","5","2","8","8"
"71","1","3","1","1","1","N","2","5","7"
"75","1","1","2","1","1","N","2","6","5"
"32","1","2","1","1","2","N","2","7","5"
"15","2","6","2","2","0","N","2","0","4"
"55","1","1","2","1","1","N","2","1","4"
"60","1","1","1","1","1","N","2","7","5"
"59","1","1","2","1","1","N","2","6","5"
"3","1","N","2","1","1","N","2","N","2"
"44","9","1","2","1","1","N","2","4","5"
"70","1","1","2","1","1","N","2","6","10"
"39","1","1","2","1","1","N","2","0","9"
"79","9","4","1","2","0","N","2","4","7"
"74","1","1","1","1","1","N","2","3","7"
"6","2","N","2","1","2","N","2","N","2"
"58","1","1","1","1","1","N","2","2","4"
"51","1","4","2","1","2","N","2","5","7"
"66","1","4","2","1","1","N","2","3","5"
"15","1","6","2","1","2","N","2","0","4"
"92","1","1","2","1","2","N","1","3","7"
"18","1","6","1","1","1","N","2","0","4"
"47","1","1","2","1","1","N","2","0","7"
"6","1","N","1","1","1","N","2","N","2"
"57","1","1","2","1","1","N","2","9","9"
"18","1","6","2","1","1","N","2","0","4"
"23","2","6","2","1","2","N","2","7","9"
"47","1","1","2","1","1","N","2","9","7"
"32","1","1","1","1","1","N","2","7","10"
"45","1","1","1","1","1","5","2","8","10"
"31","1","1","1","1","1","N","2","7","7"
"17","1","6","2","1","1","N","2","1","4"
"38","1","4","2","1","2","N","2","4","5"
"73","1","1","1","1","1","2","2","8","9"
"49","2","1","1","1","1","N","2","7","9"
"23","1","6","1","1","1","N","2","4","5"
"2","1","N","1","1","1","N","2","N","N"
"14","1","N","1","1","1","N","2","N","3"
"18","1","6","1","1","1","N","2","6","4"
"42","1","4","1","1","2","N","2","8","7"
"15","1","6","2","1","1","N","2","0","4"
"8","1","N","1","1","2","N","2","N","3"
"7","1","N","2","1","2","N","2","N","3"
"4","1","N","1","1","1","N","2","N","1"
"0","1","N","2","1","2","N","2","N","N"
"59","1","1","1","1","1","N","2","9","9"
"26","1","1","1","1","2","N","2","7","6"
"54","2","1","2","1","1","N","2","7","7"
"6","1","N","1","1","1","N","2","N","2"
"62","1","1","2","1","1","N","2","1","4"
"59","1","1","2","1","1","N","2","8","9"
"81","1","1","2","1","1","N","1","3","5"
"53","1","1","1","1","2","N","2","9","9"
"67","1","4","2","1","1","N","2","1","6"
"21","2","6","1","2","0","N","2","2","3"
"60","1","1","2","1","1","N","2","2","5"
"62","1","1","2","1","1","N","1","2","7"
"32","1","6","2","1","1","N","2","0","8"
"48","1","1","2","1","1","N","1","0","10"
"1","1","N","1","1","1","N","2","N","N"
"23","1","6","1","1","2","N","2","5","4"
"49","1","1","1","1","1","N","2","5","7"
"31","1","5","2","1","1","N","2","3","7"
"70","1","4","1","1","1","N","2","4","8"
"15","1","6","2","1","1","N","2","0","3"
"29","1","1","1","1","2","N","2","5","9"
"23","1","6","2","1","2","N","2","4","9"
"23","1","6","1","1","1","N","2","4","8"
"34","1","1","2","1","2","N","2","5","8"
"57","1","1","2","1","1","N","2","0","5"
"5","2","N","1","1","1","N","2","N","1"
"49","1","1","1","1","1","N","2","9","9"
"37","1","1","1","1","1","N","2","9","9"
"69","1","4","2","1","1","N","2","6","11"
"71","1","1","2","1","1","N","2","2","4"
"33","2","6","1","2","0","N","2","0","9"
"28","1","1","2","1","1","N","2","0","7"
"40","1","4","2","1","2","N","2","6","9"
"30","1","4","2","1","1","N","2","8","9"
"21","2","5","2","3","0","N","2","2","6"
"11","1","N","1","1","2","N","2","N","3"
"35","1","1","2","1","1","N","2","3","9"
"62","1","1","1","1","2","N","2","8","7"
"12","1","N","2","1","2","N","2","N","3"
"48","1","1","2","1","1","N","2","9","9"
"39","1","4","1","1","1","N","2","5","8"
"40","1","1","1","1","2","N","2","7","8"
"10","2","N","1","1","1","N","2","N","3"
"52","1","1","1","1","1","N","2","6","9"
"57","1","4","2","1","2","N","2","3","6"
"37","1","1","1","1","1","N","2","8","9"
"26","6","1","2","1","1","N","2","8","8"
"55","1","1","2","1","1","N","1","0","5"
"11","1","N","1","1","1","N","2","N","3"
"12","1","N","2","1","2","N","2","N","3"
"30","1","4","2","1","2","N","2","4","7"
"66","1","5","2","1","1","N","2","8","7"
"32","6","1","2","1","2","N","2","5","9"
"45","1","1","1","1","1","N","2","0","1"
"79","1","1","1","1","1","N","2","5","9"
"54","1","1","1","1","1","N","2","9","7"
"49","1","1","1","1","1","N","2","6","4"
"55","1","1","1","1","1","N","2","6","8"
"59","1","4","1","1","1","N","2","7","9"
"12","1","N","2","1","1","N","2","N","3"
"27","1","6","1","1","1","N","2","4","8"
"41","1","6","1","1","1","N","2","3","7"
"47","1","1","1","1","1","N","2","9","9"
"54","1","1","1","1","1","N","2","9","9"
"31","1","1","2","1","1","N","2","7","9"
"30","1","1","1","1","1","N","2","5","5"
"7","1","N","2","1","2","N","2","N","3"
"35","1","1","2","1","1","N","2","3","5"
"32","1","1","1","1","1","N","2","2","5"
"34","1","1","1","1","1","N","2","8","9"
"13","1","N","2","1","2","N","2","N","3"
"29","1","1","2","1","1","N","2","2","9"
"44","1","1","1","1","1","N","2","9","5"
"69","1","1","2","1","1","N","2","5","9"
"66","1","5","2","1","2","N","2","2","9"
"46","1","1","2","1","1","N","2","6","7"
"83","1","1","2","1","1","N","1","3","7"
"49","1","1","2","1","1","N","2","3","5"
"24","1","6","2","1","2","N","2","5","5"
"45","1","1","1","1","1","N","2","7","9"
"59","1","4","2","1","1","N","2","7","9"
"54","2","4","2","1","2","N","2","6","5"
"64","1","4","2","1","1","N","2","7","8"
"17","1","6","1","1","1","N","2","2","7"
"47","6","1","2","1","1","N","2","0","9"
"70","1","1","1","1","1","N","2","8","9"
"35","1","1","2","1","1","N","2","6","7"
"69","1","4","2","1","2","N","2","4","7"
"61","6","1","1","1","1","N","2","0","4"
"81","1","1","1","1","1","N","2","6","9"
"61","1","1","1","1","1","N","2","9","9"
"13","9","N","2","1","1","N","2","N","3"
"25","1","4","1","1","1","N","2","2","7"
"53","1","1","2","1","1","N","2","7","8"
"57","2","4","2","1","1","N","2","6","5"
"2","1","N","2","1","1","N","2","N","N"
"18","1","6","2","1","1","N","2","0","5"
"47","1","1","1","1","1","N","2","8","11"
"28","1","6","2","1","1","N","2","5","8"
"40","1","1","2","1","1","N","2","2","8"
"38","1","1","1","1","2","N","2","8","7"
"7","1","N","1","1","2","N","2","N","3"
"13","1","N","2","1","1","N","2","N","3"
"34","1","6","1","1","1","N","2","4","8"
"1","1","N","1","1","2","N","2","N","N"
"41","1","1","1","1","1","N","2","9","9"
"47","1","1","1","1","1","N","2","8","12"
"23","1","6","2","1","1","N","2","6","5"
"18","1","6","2","1","2","N","2","0","4"
"16","2","6","2","1","1","N","2","2","4"
"79","1","4","2","1","2","N","2","3","4"
"45","1","2","2","1","1","N","2","0","5"
"30","1","1","2","1","2","N","2","0","5"
"65","1","1","1","1","1","N","2","8","10"
"9","1","N","1","1","1","N","2","N","3"
"54","1","4","2","1","1","N","2","7","9"
"17","1","6","2","1","1","N","2","3","4"
"41","1","1","2","1","1","N","2","3","8"
"62","1","1","2","1","1","N","2","5","4"
"21","6","6","1","1","1","N","2","2","11"
"14","1","N","2","1","1","N","2","N","3"
"70","1","1","2","1","1","N","2","9","9"
"42","2","4","2","1","1","N","2","9","7"
"11","1","N","2","1","1","N","2","N","3"
"19","1","6","2","1","1","N","2","0","7"
"63","1","3","2","1","1","N","2","7","7"
"63","1","1","2","1","1","N","2","3","9"
"15","1","6","1","1","2","N","2","0","4"
"64","1","4","2","1","2","N","2","3","5"
"31","1","1","2","1","2","N","2","6","9"
"51","1","1","2","1","1","N","2","7","9"
"50","1","1","1","1","1","5","2","9","10"
"43","1","1","1","1","1","N","2","0","1"
"32","1","1","2","1","1","N","2","0","9"
"48","6","1","2","1","1","N","2","5","3"
"58","1","4","2","1","1","N","2","3","8"
"56","1","1","2","1","1","N","2","6","7"
"30","6","2","1","1","1","N","2","2","5"
"50","1","1","2","1","1","N","2","2","7"
"70","1","1","1","1","1","N","2","4","6"
"0","9","N","2","1","2","N","2","N","N"
"35","1","6","1","1","2","N","2","7","5"
"72","1","1","1","1","1","N","2","8","10"
"53","1","1","1","1","1","N","2","8","7"
"49","6","1","1","1","1","N","2","8","9"
"47","1","1","1","1","1","N","2","6","7"
"12","1","N","1","1","2","N","2","N","3"
"52","1","1","1","1","1","2","2","8","5"
"46","1","1","1","1","1","N","2","4","5"
"47","6","1","1","1","1","N","2","8","8"
"83","1","1","2","1","1","N","2","2","9"
"73","1","1","2","1","2","N","2","5","5"
"18","8","6","2","1","2","N","2","3","4"
"14","1","N","2","1","1","N","2","N","3"
"23","2","6","1","1","2","N","2","4","9"
"27","1","4","1","1","2","N","2","4","5"
"66","1","4","1","1","1","N","2","6","5"
"19","1","6","2","1","2","N","2","1","7"
"13","1","N","1","1","1","N","2","N","3"
"39","1","1","1","1","1","N","2","9","7"
"11","1","N","2","1","1","N","2","N","3"
"54","1","5","2","1","2","N","2","8","8"
"84","1","3","2","1","1","N","2","5","7"
"15","1","6","1","1","1","N","2","0","4"
"80","1","4","2","2","0","N","2","2","6"
"31","1","1","2","1","1","N","2","6","7"
"8","1","N","1","1","2","N","2","N","3"
"0","1","N","1","1","1","N","2","N","N"
"85","1","1","1","1","1","N","2","6","5"
"76","1","1","1","1","1","N","2","7","8"
"72","1","4","1","1","1","N","2","7","10"
"21","2","6","2","3","0","N","2","2","6"
"29","8","1","2","1","1","N","2","6","6"
"61","1","3","2","1","1","N","2","0","5"
"41","1","6","2","1","1","N","2","4","8"
"36","1","1","2","1","1","N","2","8","7"
"17","1","6","2","1","2","N","2","0","5"
"3","9","N","2","1","1","N","2","N","2"
"66","1","1","2","1","1","N","2","4","9"
"63","1","1","2","1","1","N","2","1","6"
"15","1","6","2","1","2","N","2","0","3"
"55","1","4","2","1","1","N","2","8","7"
"72","1","1","2","1","1","N","2","6","10"
"44","1","1","2","1","2","N","2","0","9"
"58","1","1","1","1","1","N","2","9","7"
"3","1","N","1","1","1","N","2","N","1"
"36","1","1","2","1","1","N","2","6","7"
"31","1","1","2","1","1","N","2","4","7"
"46","1","1","2","1","1","N","2","5","5"
"23","1","1","2","1","2","N","2","6","7"
"39","1","1","1","1","1","N","2","6","10"
"66","1","3","2","1","1","N","2","5","12"
"63","2","3","2","1","1","N","2","6","8"
"66","1","1","2","1","1","N","2","4","10"
"55","1","1","1","1","2","N","2","5","8"
"11","1","N","1","1","1","N","2","N","4"
"5","1","N","1","1","2","N","2","N","1"
"16","1","6","2","1","1","N","2","0","4"
"23","1","6","1","1","1","N","2","2","6"
"61","1","1","2","1","1","N","2","0","5"
"25","1","1","2","1","1","N","2","7","9"
"70","1","1","1","1","1","4","2","8","8"
"54","1","1","1","1","1","N","2","9","10"
"60","1","1","1","1","1","N","2","3","4"
"57","1","1","1","1","1","N","2","0","7"
"16","1","6","2","1","1","N","2","1","4"
"16","1","6","2","1","1","N","2","0","4"
"73","1","1","2","1","1","N","2","5","11"
"54","1","1","2","1","1","N","2","3","9"
"54","1","1","1","1","1","N","2","9","9"
"3","1","N","2","1","1","N","2","N","2"
"60","1","4","2","1","2","N","1","2","7"
"71","1","4","2","1","2","N","2","6","8"
"15","1","6","2","1","2","N","2","0","4"
"19","1","6","2","1","1","N","2","0","7"
"48","1","1","1","1","1","N","2","9","10"
"43","1","1","1","1","1","N","2","6","8"
"6","1","N","2","1","1","N","2","N","2"
"66","1","4","2","1","1","N","2","1","5"
"44","1","1","1","1","1","N","2","9","8"
"9","1","N","1","1","1","N","2","N","3"
"84","1","3","2","1","2","N","1","3","4"
"43","1","1","1","1","1","N","2","0","7"
"11","1","N","1","1","1","N","2","N","3"
"35","1","6","2","1","1","N","2","4","7"
"11","1","N","1","1","1","N","2","N","3"
"33","2","2","1","1","2","N","2","5","5"
"54","1","1","2","1","1","N","2","4","5"
"22","1","6","1","1","2","N","2","4","7"
"37","1","6","1","1","1","N","2","3","9"
"57","1","1","1","1","2","N","2","9","5"
"3","1","N","1","1","1","N","2","N","2"
"8","2","N","2","1","1","N","2","N","3"
"66","1","1","2","1","1","N","2","7","7"
"68","1","1","1","1","2","N","2","6","7"
"8","1","N","1","1","1","N","2","N","3"
"30","1","1","1","1","1","N","2","6","8"
"33","1","6","2","1","2","N","2","6","10"
"3","1","N","2","1","2","N","2","N","1"
"13","1","N","1","1","1","N","2","N","3"
"39","1","4","1","1","1","N","2","8","5"
"38","1","1","1","1","2","N","2","6","5"
"62","1","1","1","1","1","N","2","8","7"
"28","1","1","1","1","2","N","2","2","9"
"15","1","6","1","1","2","N","2","0","3"
"5","6","N","1","1","1","N","2","N","2"
"52","9","1","1","1","2","N","2","6","9"
"52","1","1","1","1","1","N","2","9","9"
"14","1","N","1","1","1","N","2","N","3"
"36","1","4","1","1","1","N","2","8","7"
"8","1","N","1","1","1","N","2","N","3"
"64","1","4","2","1","2","N","2","4","5"
"84","1","1","2","1","1","N","2","2","6"
"30","1","4","2","1","1","N","2","1","5"
"15","1","6","1","1","1","N","2","0","4"
"64","6","3","2","1","1","N","2","5","8"
"53","1","1","1","1","1","N","2","8","5"
"73","1","1","2","1","1","N","2","3","5"
"66","2","3","2","1","1","N","2","5","7"
"54","1","1","2","1","1","N","2","9","9"
"59","1","4","1","1","2","N","2","4","7"
"55","1","5","2","1","1","N","2","5","7"
"72","1","1","2","1","1","N","2","6","7"
"60","1","1","1","1","1","N","2","3","5"
"9","1","N","2","1","1","N","2","N","3"
"66","1","1","1","1","2","N","2","2","3"
"75","1","1","2","1","1","N","1","3","5"
"30","1","1","1","1","2","N","2","5","6"
"36","1","5","2","1","2","N","2","2","1"
"33","1","1","2","1","2","N","2","6","6"
"63","1","1","1","1","1","N","2","5","5"
"32","1","1","2","1","1","N","2","5","9"
"58","1","1","1","1","1","N","2","0","5"
"51","1","1","2","1","1","N","2","8","7"
"56","1","1","2","1","1","N","2","3","9"
"12","1","N","2","1","2","N","2","N","3"
"63","1","1","1","1","1","N","2","9","9"
"46","1","1","1","1","1","N","2","8","8"
"62","1","1","1","1","1","N","2","6","5"
"46","1","1","2","1","1","N","2","6","8"
"35","1","1","2","1","1","N","2","3","7"
"45","1","1","2","1","1","N","2","5","5"
"52","1","1","1","1","1","N","2","5","5"
"58","1","1","2","1","1","N","2","7","12"
"75","1","4","2","1","1","N","2","9","7"
"21","2","6","1","1","1","N","2","3","5"
"7","1","N","2","1","1","N","2","N","3"
"41","1","1","2","1","1","N","2","0","5"
"48","1","1","2","1","2","N","2","6","9"
"31","1","6","1","1","2","N","2","6","9"
"5","1","N","2","1","1","N","2","N","1"
"28","1","6","2","1","1","N","2","5","7"
"79","1","3","2","1","1","N","2","6","4"
"37","8","6","2","1","1","N","2","5","6"
"21","6","6","1","1","1","N","2","4","8"
"13","1","N","1","1","1","N","2","N","3"
"61","1","1","1","1","1","N","2","0","10"
"27","1","1","1","1","2","N","2","7","7"
"27","1","6","2","1","1","N","2","4","9"
"27","1","6","1","1","2","N","2","5","5"
"32","1","1","1","1","2","N","2","6","8"
"33","1","1","1","1","1","N","2","8","7"
"28","1","1","1","1","1","N","2","4","10"
"29","1","1","1","1","1","N","2","7","10"
"51","1","6","1","1","1","N","2","2","7"
"77","1","1","2","1","2","N","2","4","4"
"4","1","N","1","1","1","N","2","N","1"
"61","1","1","1","1","1","N","2","9","9"
"70","3","1","2","1","1","N","2","9","12"
"5","1","N","1","1","1","N","2","N","2"
"55","1","1","2","1","1","N","2","8","9"
"28","1","1","1","1","1","N","2","7","8"
"81","2","2","1","2","0","N","2","3","4"
"18","1","6","1","1","1","N","2","0","5"
"11","6","N","1","1","1","N","2","N","3"
"40","1","1","1","1","1","N","2","6","7"
"84","1","4","2","1","2","N","2","3","4"
"58","1","4","2","1","1","N","1","2","5"
"53","1","1","1","1","1","N","2","4","7"
"40","1","1","1","1","1","N","2","0","9"
"61","1","1","2","1","1","N","2","5","9"
"50","1","1","1","1","1","N","2","8","8"
"48","1","4","1","1","1","N","2","6","9"
"59","1","4","2","1","2","N","2","5","5"
"81","8","3","1","1","1","N","2","2","8"
