,EDU,HISP,INDP_CAT,MSP,OWN_RENT,PINCP_DECILE_x,PUMA,RAC1P,SEX,PINCP_DECILE_y,percent_match
209,10,0,17,1,2,7,48-02515,1,1,9,0.0
210,7,1,11,1,1,5,48-02515,1,2,1,0.0
211,7,0,7,6,1,4,48-02101,1,1,7,0.0
212,9,0,12,4,1,6,48-02507,1,1,9,0.0
213,7,0,5,1,2,6,48-02507,1,1,5,0.0
214,6,1,N,1,1,3,48-02510,1,2,0,0.0
215,9,1,11,6,1,7,48-02515,1,2,6,0.0
216,9,1,11,1,1,7,48-02507,1,2,8,0.0
217,5,0,7,1,1,2,48-02102,1,2,0,0.0
218,8,0,10,1,1,6,48-02510,1,1,7,0.0
219,5,0,13,1,1,3,48-02102,1,2,4,0.0
220,5,0,11,6,2,0,48-02515,1,2,3,0.0
221,4,0,N,1,2,3,48-02101,1,2,0,0.0
222,5,0,10,6,2,1,48-02507,1,2,3,0.0
223,6,1,6,1,1,7,48-02101,1,1,5,0.0
224,10,0,N,3,2,7,48-02515,1,2,8,0.0
225,5,0,N,1,1,0,48-02516,6,2,0,100.0
226,8,1,12,1,1,6,48-02101,1,2,2,0.0
227,5,0,4,6,2,0,48-02101,1,1,8,0.0
228,1,1,N,N,1,N,48-02515,1,2,N,100.0
229,5,0,3,6,1,4,48-02102,1,1,4,100.0
230,5,0,8,1,1,2,48-02507,1,1,9,0.0
231,6,0,9,1,1,8,48-02516,1,1,6,0.0
232,4,0,N,4,1,0,48-02515,1,2,4,0.0
233,4,0,14,6,1,0,48-02516,2,1,0,100.0
234,2,0,N,N,1,N,48-02102,2,2,N,100.0
235,5,0,6,6,2,4,48-02102,1,2,6,0.0
236,8,0,N,3,2,3,48-02507,1,1,2,0.0
237,7,0,14,1,2,2,48-02516,2,2,4,0.0
238,7,0,10,6,1,8,48-02507,1,1,9,0.0
239,3,1,N,N,2,N,48-02101,9,2,N,100.0
240,N,1,N,N,1,N,48-02507,1,2,N,100.0
241,9,0,N,1,1,3,48-02507,2,2,5,0.0
242,7,0,5,1,1,6,48-02510,1,2,6,100.0
243,N,1,N,N,2,N,48-02507,1,2,N,100.0
244,1,4,N,N,1,N,48-02507,8,2,N,100.0
245,7,1,7,1,1,9,48-02516,1,1,5,0.0
246,7,1,14,6,1,1,48-02101,1,1,8,0.0
247,4,0,7,1,1,5,48-02516,1,1,3,0.0
248,9,0,11,6,1,8,48-02507,1,2,6,0.0
249,7,0,10,6,2,3,48-02101,1,2,9,0.0
250,5,0,9,1,1,7,48-02516,1,1,9,0.0
251,5,0,6,1,2,8,48-02102,1,1,9,0.0
252,9,0,6,1,1,4,48-02515,1,2,2,0.0
253,8,0,12,4,1,6,48-02515,1,2,8,0.0
254,10,0,N,3,2,6,48-02510,1,2,7,0.0
255,6,0,6,6,2,5,48-02101,1,2,2,0.0
256,9,0,4,1,1,8,48-02510,2,1,9,0.0
257,9,0,14,1,1,6,48-02507,1,1,8,0.0
258,5,0,18,6,1,2,48-02102,1,2,0,0.0
259,7,0,N,4,2,6,48-02515,1,2,3,0.0
260,8,0,11,1,2,7,48-02102,1,2,5,0.0
261,10,0,12,1,1,6,48-02507,1,1,9,0.0
262,6,0,N,4,1,0,48-02510,1,2,2,0.0
263,7,1,6,1,1,3,48-02510,1,1,8,0.0
264,4,0,10,6,2,0,48-02101,1,1,2,0.0
265,3,0,N,2,0,2,48-02515,1,1,2,100.0
266,6,0,3,1,1,8,48-02510,1,1,2,0.0
267,8,0,N,6,1,4,48-02101,1,2,0,0.0
268,5,0,6,4,1,1,48-02102,1,2,4,0.0
269,4,0,15,1,1,3,48-02102,6,2,9,0.0
270,6,1,7,1,1,8,48-02507,1,1,6,0.0
271,5,0,18,6,1,5,48-02101,1,2,0,0.0
272,5,0,N,3,2,4,48-02515,1,2,8,0.0
273,3,1,N,N,1,N,48-02101,9,1,N,100.0
274,6,0,4,1,1,6,48-02102,1,1,9,0.0
275,5,0,9,1,1,9,48-02507,1,1,5,0.0
276,7,0,17,1,1,7,48-02102,1,1,7,100.0
277,7,0,7,4,1,8,48-02102,1,1,4,0.0
278,5,0,14,4,2,2,48-02507,1,1,3,0.0
279,7,0,12,1,2,5,48-02101,1,1,4,0.0
280,5,0,14,1,2,2,48-02102,1,1,2,100.0
281,7,0,N,4,2,3,48-02516,2,2,6,0.0
282,8,0,14,1,1,5,48-02516,1,2,9,0.0
283,7,0,5,1,2,7,48-02516,1,1,6,0.0
284,5,0,12,1,1,2,48-02507,1,2,6,0.0
285,9,0,14,1,1,8,48-02516,1,1,7,0.0
286,2,1,N,N,1,N,48-02510,1,2,N,100.0
287,5,0,9,1,1,8,48-02515,1,1,9,0.0
288,7,0,4,1,2,8,48-02510,1,1,8,100.0
289,9,0,10,1,2,9,48-02516,1,1,9,100.0
290,5,0,N,1,1,3,48-02101,2,1,2,0.0
291,7,0,7,1,1,6,48-02102,2,1,4,0.0
292,1,1,N,N,1,N,48-02510,1,1,N,100.0
293,3,0,N,1,1,0,48-02515,1,2,2,0.0
294,7,0,16,4,1,8,48-02101,1,1,7,0.0
295,3,2,N,N,1,N,48-02516,8,2,N,100.0
296,12,0,10,1,1,9,48-02101,1,1,8,0.0
297,6,0,N,3,2,3,48-02102,1,2,1,0.0
298,11,0,N,1,1,3,48-02101,1,1,8,0.0
299,7,0,4,1,2,8,48-02101,1,1,6,0.0
300,7,0,N,6,2,0,48-02507,1,2,0,100.0
301,4,0,4,1,1,3,48-02102,1,2,7,0.0
302,7,0,7,4,1,8,48-02510,1,1,7,0.0
303,5,1,N,1,2,0,48-02515,1,2,0,100.0
304,3,0,N,N,2,N,48-02101,2,2,N,100.0
305,4,1,15,6,1,0,48-02101,1,1,1,0.0
306,8,0,N,1,1,3,48-02516,1,1,5,0.0
307,10,0,5,1,1,8,48-02507,1,1,8,100.0
308,4,0,4,6,1,5,48-02101,1,1,2,0.0
309,8,0,N,6,2,0,48-02515,1,1,3,0.0
310,7,0,7,4,1,9,48-02101,1,1,7,0.0
311,5,1,N,1,1,2,48-02510,1,2,0,0.0
312,3,0,N,N,2,N,48-02101,9,2,N,100.0
313,3,0,N,N,2,N,48-02101,2,1,N,100.0
314,11,0,12,1,1,9,48-02510,1,1,9,100.0
315,9,0,4,1,1,7,48-02516,2,1,8,0.0
316,5,4,12,1,1,5,48-02102,8,2,4,0.0
317,4,1,6,6,1,0,48-02102,1,1,6,0.0
318,9,1,11,1,1,7,48-02515,1,2,7,100.0
319,9,0,5,1,1,7,48-02515,1,2,9,0.0
320,5,0,7,6,2,1,48-02516,1,2,4,0.0
321,8,0,3,1,1,6,48-02516,1,1,7,0.0
322,7,0,N,1,1,3,48-02101,2,2,9,0.0
323,7,0,16,1,1,3,48-02102,1,2,8,0.0
324,5,0,10,6,2,0,48-02516,1,1,5,0.0
325,10,0,4,1,1,9,48-02507,1,2,8,0.0
326,4,1,N,1,1,0,48-02516,1,2,0,100.0
327,7,0,14,1,2,7,48-02515,1,2,0,0.0
328,8,0,7,1,1,7,48-02102,1,2,5,0.0
329,9,0,4,6,2,8,48-02516,1,1,7,0.0
330,6,0,N,1,2,2,48-02510,1,2,0,0.0
331,7,0,14,1,1,5,48-02515,1,2,3,0.0
332,7,1,10,6,1,4,48-02101,1,2,2,0.0
333,4,0,7,4,1,4,48-02516,1,1,0,0.0
334,10,0,11,6,2,8,48-02515,1,2,7,0.0
335,9,0,11,1,2,7,48-02515,1,2,5,0.0
336,5,0,10,6,1,0,48-02102,1,2,0,100.0
337,8,1,12,4,1,8,48-02510,1,2,5,0.0
338,5,0,14,1,1,8,48-02516,1,1,8,100.0
339,7,0,7,1,1,6,48-02510,1,2,7,0.0
340,7,0,N,3,1,2,48-02507,1,1,3,0.0
341,7,0,13,3,1,6,48-02101,1,2,2,0.0
342,4,0,N,1,1,2,48-02510,2,1,9,0.0
343,9,0,N,5,1,0,48-02101,1,1,8,0.0
344,4,1,2,1,1,0,48-02516,1,1,9,0.0
345,11,0,N,4,1,0,48-02515,1,1,9,0.0
346,8,0,12,1,1,2,48-02515,1,1,8,0.0
347,7,1,6,6,1,0,48-02515,1,1,5,0.0
348,8,0,4,6,1,7,48-02101,1,2,5,0.0
349,7,0,12,1,1,8,48-02102,2,1,6,0.0
350,9,1,9,1,1,9,48-02101,1,2,6,0.0
351,7,1,14,6,1,5,48-02515,1,2,1,0.0
352,8,0,11,3,1,7,48-02516,1,2,6,0.0
353,9,0,N,1,1,8,48-02102,9,1,8,100.0
354,3,0,N,3,1,4,48-02516,1,1,2,0.0
355,7,0,N,1,1,0,48-02507,2,1,3,0.0
356,7,0,N,6,0,3,48-02515,9,2,1,0.0
357,9,0,9,1,1,8,48-02507,2,2,6,0.0
358,4,0,3,1,1,5,48-02101,1,1,9,0.0
359,6,0,9,1,1,9,48-02515,1,2,6,0.0
360,7,0,10,6,1,5,48-02102,1,1,3,0.0
361,5,0,11,2,1,1,48-02102,1,2,6,0.0
362,4,1,N,6,2,0,48-02510,1,1,0,100.0
363,9,0,7,6,1,2,48-02516,1,2,0,0.0
364,9,0,8,1,1,9,48-02515,1,1,9,100.0
365,4,1,6,6,1,5,48-02101,1,1,1,0.0
366,9,0,N,4,1,9,48-02507,1,1,6,0.0
367,5,0,11,6,2,5,48-02516,1,2,4,0.0
368,7,0,8,1,2,9,48-02515,1,2,2,0.0
369,4,1,14,6,1,5,48-02102,1,1,2,0.0
370,4,0,11,1,1,2,48-02102,1,1,7,0.0
371,5,1,15,1,1,0,48-02515,1,2,1,0.0
372,7,0,14,4,2,1,48-02102,1,2,6,0.0
373,9,0,1,1,1,9,48-02516,1,2,7,0.0
374,7,1,3,6,1,2,48-02102,1,1,5,0.0
375,7,1,6,6,1,1,48-02516,1,1,3,0.0
376,5,0,12,4,2,6,48-02507,1,2,3,0.0
377,4,0,N,N,1,4,48-02101,1,1,N,0.0
378,N,0,N,N,1,N,48-02101,2,2,N,100.0
379,8,0,N,4,2,9,48-02510,1,2,4,0.0
380,N,0,N,N,1,N,48-02507,9,1,N,100.0
381,4,0,0,6,1,4,48-02102,1,1,1,0.0
382,4,0,15,6,1,4,48-02101,1,1,1,0.0
383,8,0,11,1,1,8,48-02101,1,1,7,0.0
384,5,0,9,1,2,9,48-02102,1,1,8,0.0
385,7,1,N,1,1,4,48-02516,1,1,6,0.0
386,8,0,11,6,1,6,48-02101,1,1,5,0.0
387,5,0,8,1,1,2,48-02516,1,1,8,0.0
388,5,1,N,6,2,0,48-02516,1,2,0,100.0
389,5,1,11,1,1,6,48-02101,1,2,4,0.0
390,6,1,N,1,1,2,48-02515,1,2,3,0.0
391,5,0,4,4,2,6,48-02101,1,1,4,0.0
392,7,0,14,1,2,2,48-02516,1,2,4,0.0
393,3,2,N,N,2,N,48-02515,1,2,N,100.0
394,4,1,10,1,1,4,48-02101,1,1,4,100.0
395,4,0,10,6,1,0,48-02516,1,1,7,0.0
396,7,0,6,6,1,5,48-02515,2,1,2,0.0
397,5,0,6,6,2,0,48-02507,2,1,4,0.0
398,9,0,7,1,2,8,48-02507,2,1,3,0.0
399,10,0,11,1,1,9,48-02101,2,1,8,0.0
400,9,1,10,1,1,8,48-02507,1,1,8,100.0
401,7,0,12,1,1,9,48-02516,2,1,5,0.0
402,4,0,4,1,1,9,48-02515,1,1,5,0.0
403,5,0,9,4,1,6,48-02510,1,1,7,0.0
404,5,0,14,6,1,2,48-02101,9,2,2,100.0
405,7,0,14,6,1,1,48-02101,1,2,0,0.0
406,7,0,12,4,1,6,48-02507,1,2,3,0.0
407,2,4,N,N,1,N,48-02102,1,1,N,100.0
408,7,0,11,6,1,3,48-02507,1,2,1,0.0
409,6,0,7,6,1,3,48-02102,1,1,5,0.0
410,5,0,14,4,1,3,48-02102,1,2,7,0.0
411,9,0,1,1,2,6,48-02515,1,2,9,0.0
412,5,0,9,1,2,4,48-02102,1,2,2,0.0
413,9,0,N,4,2,0,48-02507,1,2,2,0.0
414,2,0,N,N,1,N,48-02101,2,1,N,100.0
415,9,0,10,4,1,9,48-02102,1,1,8,0.0
416,9,0,12,4,2,7,48-02507,1,2,9,0.0
417,7,0,5,6,2,5,48-02515,1,1,7,0.0
418,4,1,N,6,1,0,48-02507,1,2,0,100.0
419,5,0,12,4,1,7,48-02510,1,2,4,0.0
420,8,0,6,4,1,6,48-02510,1,1,7,0.0
421,5,0,17,1,1,7,48-02515,1,1,5,0.0
422,11,0,12,1,1,8,48-02516,1,1,9,0.0
423,4,0,N,6,1,0,48-02516,9,1,1,0.0
424,9,0,7,6,1,7,48-02102,1,1,7,100.0
425,5,0,5,1,1,7,48-02516,1,1,5,0.0
426,9,0,11,1,2,8,48-02507,2,1,8,100.0
427,3,1,N,6,2,0,48-02515,1,1,0,100.0
428,5,0,7,4,1,4,48-02101,1,1,6,0.0
429,5,0,N,4,2,3,48-02515,1,2,1,0.0
430,9,0,6,1,1,6,48-02510,2,1,9,0.0
431,8,0,6,6,1,5,48-02101,1,1,5,100.0
432,7,0,7,6,1,1,48-02507,1,2,8,0.0
433,6,0,4,1,2,5,48-02515,1,1,5,100.0
434,4,0,6,6,1,4,48-02510,9,2,3,0.0
435,5,0,14,1,1,4,48-02507,1,1,6,0.0
436,9,0,9,4,1,9,48-02510,1,1,2,0.0
437,9,0,6,1,1,6,48-02510,6,1,9,0.0
438,5,0,10,1,1,6,48-02510,1,1,6,100.0
439,9,0,11,6,2,2,48-02510,1,2,7,0.0
440,3,0,N,4,2,0,48-02101,1,2,3,0.0
441,7,0,6,6,2,3,48-02101,2,2,2,0.0
442,3,1,N,3,1,6,48-02101,1,2,3,0.0
443,7,0,4,1,1,7,48-02507,1,2,7,100.0
444,5,0,8,1,1,5,48-02101,1,2,8,0.0
445,5,0,11,4,1,1,48-02101,1,1,6,0.0
446,8,0,3,1,1,7,48-02510,1,1,8,0.0
447,7,0,0,6,1,4,48-02101,1,1,5,0.0
448,N,0,N,N,2,N,48-02515,2,1,N,100.0
449,4,0,N,6,1,0,48-02101,2,2,2,0.0
450,4,1,N,6,2,0,48-02510,1,2,0,100.0
451,6,0,10,6,1,0,48-02515,1,1,5,0.0
452,9,0,11,1,2,5,48-02102,1,2,7,0.0
453,4,0,N,N,1,N,48-02101,1,2,N,100.0
454,4,0,6,1,1,4,48-02101,1,2,4,100.0
455,5,0,12,4,2,7,48-02516,1,2,5,0.0
456,5,0,13,4,1,3,48-02510,1,2,4,0.0
457,7,0,8,1,1,2,48-02510,1,2,9,0.0
458,6,0,7,1,1,9,48-02102,1,1,1,0.0
459,5,0,3,6,2,8,48-02515,1,1,7,0.0
460,5,0,10,4,1,5,48-02102,1,2,7,0.0
461,6,0,N,1,2,0,48-02101,1,2,3,0.0
