HISP,SEX,DEAR,PINCP,NOC,EDU,RAC1P,DEYE,DPHY,DENSITY,MSP,POVPIP,HOUSING_TYPE,OWN_RENT,NPF,AGEP,PINCP_DECILE,DVET,INDP_CAT,PUMA,DREM
0,1,2,219000.0,4,6,1,2,2,3904.0,4,243,1,1,8,46,8,N,11,48-02507,2
1,2,2,170700.0,0,9,1,2,2,3904.0,1,501,1,1,3,58,2,N,9,48-02507,2
0,1,2,300.0,0,5,1,2,2,1984.0,6,501,1,2,2,51,0,N,10,48-02515,2
0,2,2,480700.0,2,2,1,1,N,448.0,N,169,1,2,5,64,N,N,N,48-02101,N
1,2,2,0.0,2,7,1,2,2,3904.0,1,462,1,1,5,41,5,N,0,48-02507,2
0,2,2,36600.0,0,9,1,2,2,1216.0,1,111,1,1,2,40,9,N,6,48-02516,2
0,1,2,47290.0,0,5,1,2,1,448.0,2,290,1,1,2,82,2,N,14,48-02102,1
0,2,2,10520.0,2,3,6,2,2,1216.0,N,13,1,1,4,29,N,N,N,48-02516,2
0,2,2,N,1,8,1,2,2,1216.0,1,226,1,2,5,12,6,N,9,48-02516,2
0,2,2,980.0,2,9,1,2,2,1216.0,4,362,1,2,3,14,1,N,13,48-02516,2
0,2,2,93900.0,2,8,1,2,2,3904.0,3,226,1,2,N,32,4,N,11,48-02507,2
0,1,2,480700.0,2,1,1,2,N,448.0,N,258,1,1,4,43,N,N,N,48-02101,N
0,2,2,370600.0,1,9,1,2,2,1216.0,4,205,1,2,5,9,2,N,N,48-02516,2
0,2,2,96000.0,2,5,1,2,2,448.0,1,501,1,1,4,57,8,N,N,48-02102,2
1,1,2,93900.0,0,3,1,2,2,448.0,N,371,1,1,7,19,N,N,N,48-02101,1
0,1,2,19800.0,2,3,1,2,2,1216.0,N,153,1,2,4,73,4,N,N,48-02516,2
0,2,2,0.0,0,7,9,2,2,3904.0,3,501,1,2,N,35,4,N,N,48-02507,2
1,2,1,219700.0,0,6,1,2,1,1216.0,1,304,1,1,2,12,8,N,11,48-02516,2
0,1,2,28030.0,3,3,1,2,2,3904.0,N,205,1,1,4,27,N,N,N,48-02507,2
0,1,2,152500.0,0,7,1,2,2,448.0,4,191,1,1,N,32,9,N,N,48-02102,2
0,1,2,108800.0,0,3,1,2,2,448.0,1,13,1,1,4,7,4,N,14,48-02102,2
0,2,2,0.0,1,8,1,2,2,448.0,1,191,1,2,3,16,9,N,6,48-02102,2
0,1,2,80040.0,4,5,1,2,2,1216.0,6,501,1,1,6,54,8,N,6,48-02516,2
0,1,2,23100.0,2,5,1,2,2,448.0,3,501,1,2,3,14,7,N,10,48-02102,2
1,1,2,0.0,0,9,1,2,2,1216.0,1,443,1,1,3,50,6,N,7,48-02516,2
0,2,2,0.0,0,9,1,2,2,448.0,1,501,1,1,4,31,9,N,N,48-02101,2
0,1,2,219700.0,5,5,2,2,2,448.0,6,264,1,2,6,5,1,N,14,48-02102,2
0,1,2,N,3,5,1,2,2,3904.0,1,N,1,1,6,92,9,N,N,48-02507,2
0,1,2,49100.0,2,7,1,2,2,448.0,3,501,1,1,N,50,4,N,N,48-02101,2
0,1,2,248000.0,3,11,2,2,1,448.0,2,499,1,2,6,59,2,N,6,48-02101,2
0,2,1,11300.0,0,5,1,2,1,1984.0,5,19,1,1,N,23,2,N,9,48-02515,2
0,2,1,95600.0,0,8,1,2,2,448.0,4,226,1,1,N,31,0,N,N,48-02102,2
0,1,2,130600.0,0,5,1,2,1,3136.0,2,239,1,1,2,7,2,N,11,48-02510,2
0,2,2,0.0,1,9,1,2,2,448.0,N,169,1,2,5,26,N,N,N,48-02102,2
0,2,2,59800.0,0,7,1,2,2,448.0,1,290,1,1,2,16,5,N,N,48-02101,2
0,1,2,39930.0,0,9,1,2,2,448.0,1,501,1,1,2,14,9,N,9,48-02102,2
1,1,2,80040.0,0,8,1,2,2,1600.0,4,136,1,1,N,16,7,N,9,48-02102,2
1,1,2,18700.0,5,4,1,2,2,1984.0,6,191,1,1,7,43,3,N,14,48-02515,2
0,2,2,0.0,2,4,1,2,2,1984.0,4,501,1,1,5,62,3,N,9,48-02515,2
0,1,2,0.0,1,9,1,2,2,2368.0,4,501,1,2,5,48,7,N,12,48-02510,2
0,2,2,219700.0,2,7,1,2,2,3904.0,6,501,1,2,4,58,5,N,6,48-02507,2
0,2,2,105000.0,2,9,1,2,2,1216.0,1,290,1,1,4,26,0,N,10,48-02516,2
0,2,2,0.0,0,9,1,2,1,448.0,1,501,1,2,2,77,0,N,13,48-02101,1
0,2,2,108800.0,1,9,1,2,1,448.0,1,1,1,2,3,92,6,N,9,48-02102,2
0,2,2,17300.0,0,9,2,2,2,1984.0,1,305,1,1,2,50,5,6,11,48-02515,2
0,2,2,20900.0,0,5,2,2,2,448.0,1,501,1,1,2,37,0,N,N,48-02101,2
1,2,2,17300.0,N,4,1,2,1,448.0,6,111,3,0,N,66,2,N,15,48-02101,2
0,1,2,95600.0,0,12,1,2,2,3904.0,1,499,1,1,7,24,8,N,N,48-02507,2
0,2,1,284300.0,0,9,1,2,1,3904.0,1,501,1,1,2,46,3,N,N,48-02507,2
3,2,2,17300.0,N,6,1,2,2,448.0,N,169,3,0,8,62,N,N,N,48-02102,2
0,1,2,219700.0,0,10,1,2,2,448.0,1,501,1,1,3,23,9,N,4,48-02102,2
0,2,2,95600.0,3,5,1,2,2,1216.0,N,111,1,2,5,50,N,N,N,48-02516,2
0,1,2,83000.0,0,7,1,2,2,448.0,4,N,1,1,N,36,7,N,N,48-02102,2
0,2,2,10520.0,2,2,1,2,N,1216.0,N,496,1,1,3,12,N,N,N,48-02516,N
0,1,2,28030.0,1,3,9,2,2,448.0,N,467,1,1,3,32,1,N,N,48-02101,2
1,2,2,N,3,N,1,2,N,448.0,N,234,1,2,5,71,N,N,N,48-02101,N
0,1,2,47600.0,3,2,1,2,N,448.0,N,501,1,2,5,11,N,N,16,48-02102,N
0,1,2,260000.0,3,8,1,2,2,1216.0,1,501,1,1,5,56,4,N,11,48-02516,2
1,1,2,83000.0,0,9,1,2,2,3136.0,1,378,1,1,2,29,2,N,3,48-02510,2
1,1,2,274000.0,2,N,1,2,N,448.0,N,501,1,1,4,25,N,N,N,48-02102,N
0,2,2,980.0,0,10,1,2,2,3136.0,1,205,1,1,2,57,5,N,16,48-02510,2
0,1,2,20000.0,0,10,1,2,2,3904.0,1,316,1,1,2,16,9,N,10,48-02516,2
1,2,2,36600.0,1,9,1,2,2,448.0,6,501,1,1,2,43,1,N,14,48-02101,2
0,1,2,32400.0,0,5,1,2,2,3136.0,1,1,1,1,2,30,5,N,N,48-02510,2
0,2,2,109000.0,2,1,1,2,2,448.0,N,501,1,1,4,88,N,N,N,48-02102,2
0,1,2,59400.0,2,4,1,2,2,448.0,1,501,1,1,4,42,7,N,N,48-02101,2
1,2,2,N,0,7,1,2,2,448.0,1,259,1,1,5,86,2,N,6,48-02101,2
0,1,2,0.0,0,7,1,2,2,3136.0,1,302,1,1,2,30,7,N,N,48-02510,2
0,1,2,N,2,3,1,2,2,448.0,1,501,1,1,4,52,6,N,10,48-02101,2
1,2,2,0.0,0,5,1,2,2,448.0,1,261,1,2,3,58,4,N,N,48-02101,2
0,1,2,4400.0,0,10,2,2,2,3136.0,1,305,1,1,3,13,9,N,7,48-02510,2
0,2,2,83000.0,3,5,1,2,2,3136.0,6,501,1,1,5,35,3,N,14,48-02510,2
0,2,2,83000.0,3,7,1,2,2,3904.0,6,91,1,2,5,36,2,N,12,48-02507,2
0,1,2,2800.0,0,9,1,2,2,3904.0,1,305,1,1,2,34,9,N,6,48-02507,2
0,1,2,79700.0,0,5,1,2,2,448.0,6,501,1,1,5,40,0,N,4,48-02101,2
0,2,2,80040.0,1,5,1,2,2,448.0,4,456,1,1,3,11,2,N,N,48-02101,2
0,1,2,300.0,1,8,1,2,2,448.0,6,133,1,1,2,48,0,N,14,48-02101,2
1,1,2,26700.0,2,9,1,2,2,1216.0,1,501,1,1,4,30,5,3,17,48-02516,2
0,1,2,47290.0,2,3,1,2,2,3136.0,N,251,1,2,4,57,N,N,N,48-02510,2
0,1,2,99000.0,3,3,8,2,2,1216.0,N,191,1,1,5,84,N,N,N,48-02516,2
0,2,2,N,0,7,6,2,2,448.0,4,309,1,1,N,84,1,N,5,48-02510,2
0,1,1,31960.0,N,5,1,2,1,448.0,2,501,2,0,N,92,2,N,6,48-02101,1
1,2,2,72600.0,4,3,6,2,2,448.0,N,248,1,1,6,75,N,N,N,48-02102,2
0,1,2,54500.0,0,10,1,2,2,3904.0,1,501,1,2,3,61,9,N,N,48-02507,2
1,1,2,121960.0,2,4,8,2,2,448.0,6,226,1,1,4,25,8,N,16,48-02101,2
0,1,2,20000.0,0,7,1,2,2,1216.0,1,501,1,1,2,70,6,N,3,48-02516,2
0,2,2,5450.0,2,4,6,2,2,3904.0,1,13,1,1,4,52,0,N,15,48-02507,2
1,1,2,47290.0,2,3,1,2,2,3904.0,N,501,1,1,8,59,N,N,N,48-02507,2
0,1,2,0.0,3,9,1,2,2,3136.0,6,136,1,2,5,41,2,N,14,48-02510,2
0,2,2,80040.0,0,7,1,2,2,448.0,1,102,1,1,2,68,8,N,14,48-02101,2
0,1,2,219000.0,1,6,1,2,2,3904.0,4,305,1,1,3,48,3,N,11,48-02507,2
0,1,1,13000.0,3,7,1,2,2,448.0,1,501,1,1,3,16,3,N,0,48-02102,2
0,2,2,27100.0,0,3,1,2,2,3904.0,N,501,1,1,6,21,N,N,N,48-02507,2
0,2,2,5450.0,3,5,1,2,2,3904.0,1,501,1,1,4,57,8,N,5,48-02507,2
0,2,2,20900.0,0,9,1,2,2,448.0,1,501,1,1,2,49,4,N,13,48-02101,2
0,2,2,206600.0,4,7,1,2,2,3136.0,1,205,1,1,6,65,9,N,15,48-02510,2
0,1,2,99000.0,2,9,1,2,2,448.0,1,501,1,1,4,7,6,N,4,48-02101,2
0,1,2,980.0,11,5,1,2,2,448.0,1,226,1,2,4,28,6,N,3,48-02102,2
0,1,2,96000.0,0,7,1,2,2,448.0,1,362,1,2,2,70,8,N,N,48-02102,2
0,2,2,80040.0,0,7,1,2,2,3904.0,1,501,1,1,4,92,5,N,10,48-02507,2
1,2,2,86300.0,0,7,2,2,2,448.0,1,153,1,1,2,84,5,N,11,48-02101,2
0,2,1,31960.0,N,4,1,2,2,3904.0,6,467,3,0,N,55,8,N,12,48-02507,2
0,1,2,80040.0,0,4,9,2,2,1216.0,4,371,1,2,2,66,8,N,10,48-02507,2
0,2,2,N,0,10,1,2,2,1984.0,1,501,1,2,5,61,8,N,13,48-02515,2
0,1,2,39930.0,0,9,1,2,2,3136.0,6,501,1,1,6,58,8,N,3,48-02510,2
1,2,2,109000.0,0,9,1,2,1,448.0,1,501,1,1,2,43,7,N,3,48-02101,2
0,1,2,80040.0,1,12,1,2,2,3904.0,1,501,1,1,2,51,5,N,3,48-02507,2
0,1,2,N,0,5,1,2,2,448.0,3,309,1,1,N,47,7,N,N,48-02101,2
0,1,2,5450.0,0,4,1,2,2,3136.0,6,501,1,1,4,4,0,N,14,48-02510,2
0,1,2,0.0,0,3,1,2,2,448.0,2,501,1,1,2,71,2,6,N,48-02102,2
0,2,2,2430.0,0,7,1,2,2,448.0,3,501,1,1,2,15,6,N,N,48-02101,2
0,1,2,26600.0,0,7,1,2,2,448.0,6,371,1,1,2,68,4,N,9,48-02102,2
1,2,2,61800.0,1,4,1,2,2,1216.0,6,13,1,1,3,13,2,N,12,48-02516,2
0,2,2,N,11,2,9,2,2,448.0,N,501,1,1,4,82,N,N,N,48-02510,2
0,1,2,170700.0,3,5,1,2,2,1216.0,1,371,1,1,5,37,8,N,8,48-02507,2
0,1,2,N,0,7,1,2,2,448.0,6,501,1,1,4,75,3,N,4,48-02102,2
0,2,2,75000.0,3,2,1,2,2,448.0,N,501,1,1,5,53,N,N,N,48-02102,2
0,2,2,230000.0,0,7,1,2,2,448.0,1,501,1,1,2,62,7,N,11,48-02102,2
0,2,2,79700.0,0,1,1,2,2,448.0,6,309,1,2,2,41,3,N,8,48-02101,2
0,2,2,N,0,7,1,2,2,1984.0,4,501,1,1,N,40,2,N,N,48-02515,2
0,1,2,36600.0,0,9,1,2,2,3136.0,1,114,1,1,2,11,5,N,10,48-02510,2
0,1,2,32400.0,2,5,1,2,2,1984.0,6,474,1,2,3,59,0,N,14,48-02515,2
0,1,2,N,0,6,1,2,2,448.0,1,501,1,1,2,13,8,N,15,48-02101,2
1,2,1,0.0,0,7,1,2,2,1984.0,1,336,1,1,2,2,8,N,12,48-02515,2
0,1,2,47290.0,0,7,1,2,2,448.0,1,501,1,1,4,21,0,N,N,48-02102,2
0,1,2,0.0,2,5,1,2,2,448.0,6,97,1,1,4,13,5,3,15,48-02102,2
0,2,2,170700.0,0,9,9,2,2,1216.0,1,501,1,1,2,42,8,N,13,48-02516,2
0,2,2,N,0,5,1,2,2,448.0,6,501,1,2,N,2,0,N,14,48-02101,2
0,2,2,0.0,2,3,1,2,2,1984.0,N,501,1,2,5,58,N,N,N,48-02515,2
0,2,2,20900.0,0,5,1,2,2,448.0,1,183,1,1,3,72,4,N,6,48-02101,2
0,1,2,95600.0,0,4,1,2,2,448.0,6,501,1,1,3,43,3,N,N,48-02101,2
1,1,2,47600.0,1,4,1,2,2,448.0,6,501,1,2,4,60,6,N,4,48-02102,2
0,1,2,83000.0,0,7,1,2,2,448.0,1,205,1,1,3,61,8,N,15,48-02102,2
0,2,2,80040.0,0,10,1,2,2,3136.0,1,362,1,1,2,41,2,N,12,48-02510,2
0,2,2,47600.0,2,7,1,2,2,3136.0,1,501,1,1,4,43,8,N,11,48-02510,2
0,2,2,80040.0,2,3,1,2,2,1216.0,N,N,1,1,4,65,N,N,N,48-02516,2
0,1,2,31960.0,0,5,2,2,2,1216.0,1,305,1,1,4,53,6,N,10,48-02516,2
0,2,2,302000.0,1,5,1,2,2,3136.0,1,501,1,1,3,45,0,N,12,48-02510,2
0,2,2,105000.0,0,9,2,2,2,448.0,1,472,1,1,2,54,9,N,11,48-02101,2
0,2,2,28030.0,0,3,1,2,2,1984.0,N,65,1,2,2,50,N,N,N,48-02515,2
0,2,2,18700.0,0,9,1,2,2,1216.0,6,226,1,1,N,60,0,N,15,48-02516,2
0,2,1,248000.0,0,7,6,2,2,448.0,1,501,1,1,2,15,8,N,5,48-02101,2
4,2,2,32400.0,0,7,1,2,2,448.0,1,467,1,1,2,39,1,N,6,48-02101,2
1,1,2,59800.0,2,4,1,2,2,448.0,6,501,1,1,4,39,5,N,6,48-02101,2
0,1,2,130600.0,0,6,1,2,2,1216.0,4,191,1,1,N,60,7,N,7,48-02516,2
1,1,2,17300.0,11,9,1,2,2,448.0,1,501,1,2,4,67,9,6,14,48-02101,2
0,1,2,130600.0,2,5,1,2,1,1600.0,1,226,1,1,3,14,8,N,9,48-02102,2
0,2,2,170700.0,0,7,1,2,2,1984.0,1,13,1,1,2,34,0,N,N,48-02515,2
0,2,2,980.0,0,9,1,2,2,1216.0,1,264,1,1,2,82,5,N,N,48-02516,2
0,2,2,47600.0,3,11,1,2,2,1984.0,3,221,1,2,6,20,7,N,N,48-02515,2
0,2,2,105000.0,2,3,9,2,2,1216.0,N,83,1,2,4,5,N,N,N,48-02516,2
0,1,2,300.0,0,5,1,2,2,1984.0,6,355,1,2,2,62,0,N,6,48-02515,2
0,2,2,0.0,0,6,1,2,2,448.0,1,501,1,1,2,27,0,N,6,48-02101,2
0,2,2,370600.0,5,5,1,2,2,3904.0,6,501,1,2,6,77,0,N,N,48-02507,2
0,1,2,80040.0,0,7,6,2,2,3136.0,1,499,1,1,2,4,5,N,10,48-02510,2
4,1,2,17300.0,4,3,1,2,2,1216.0,N,32,1,1,6,82,N,N,N,48-02516,2
0,1,2,28030.0,0,3,1,2,2,1984.0,N,251,1,1,7,50,N,N,N,48-02515,2
0,1,2,0.0,1,3,1,2,2,1216.0,N,324,1,1,5,52,N,N,N,48-02507,2
0,2,2,N,0,3,1,2,2,3904.0,N,429,1,1,7,13,N,N,N,48-02507,2
0,2,2,N,4,7,1,2,2,3136.0,3,501,1,1,6,53,4,N,5,48-02510,2
0,1,2,72600.0,0,5,1,2,2,448.0,6,434,1,1,N,66,3,N,8,48-02101,2
0,1,2,228100.0,0,4,1,2,2,1216.0,6,136,1,1,6,4,6,N,6,48-02516,2
0,2,2,25900.0,2,10,1,2,2,1216.0,1,191,1,1,3,22,7,N,14,48-02516,2
0,2,2,370600.0,0,3,1,2,2,448.0,1,N,1,1,2,12,7,N,15,48-02102,2
0,2,2,40000.0,3,4,1,2,2,2368.0,N,501,1,1,5,36,N,N,N,48-02510,2
0,1,2,59800.0,0,9,1,2,2,1984.0,1,501,1,2,5,26,5,N,8,48-02515,2
0,1,2,80040.0,2,2,1,2,2,3136.0,N,261,1,1,4,37,N,N,N,48-02510,2
0,1,2,219000.0,0,4,1,2,2,1984.0,6,290,1,1,2,60,0,N,7,48-02515,2
0,2,2,47600.0,0,5,1,2,2,1216.0,1,378,1,1,2,61,6,N,11,48-02516,2
0,1,2,219700.0,0,7,1,2,2,1216.0,1,305,1,1,2,66,8,N,N,48-02516,2
0,2,2,47290.0,2,N,9,2,N,448.0,N,462,1,1,4,77,N,N,N,48-02101,N
0,2,2,219700.0,0,7,1,2,2,448.0,1,264,1,1,2,6,5,N,7,48-02101,2
1,2,2,980.0,0,3,1,1,2,448.0,N,191,1,1,2,69,N,N,N,48-02102,2
0,2,2,32400.0,2,3,1,2,2,448.0,N,102,1,2,3,6,N,N,N,48-02102,2
1,2,2,25900.0,0,5,1,2,2,3904.0,6,501,1,1,N,40,7,N,N,48-02507,2
1,1,1,219000.0,0,N,1,2,N,3136.0,N,304,1,1,3,33,N,N,N,48-02510,N
0,2,2,140.0,1,8,1,2,2,1216.0,N,191,1,2,4,72,N,N,N,48-02507,2
0,2,2,32400.0,1,5,1,2,2,1984.0,1,501,1,1,3,9,5,N,4,48-02515,2
1,2,2,219000.0,4,7,1,2,2,3136.0,1,499,1,1,6,71,3,N,15,48-02510,2
0,1,2,20900.0,0,10,1,2,2,448.0,1,153,1,1,2,36,9,N,7,48-02102,2
0,1,2,300.0,3,3,1,2,2,1984.0,N,355,1,1,5,36,1,N,N,48-02515,2
0,2,2,219000.0,2,8,1,2,2,3136.0,N,501,3,0,5,5,N,N,N,48-02510,2
1,2,2,N,0,9,2,2,2,448.0,4,114,1,1,N,64,0,N,12,48-02102,2
0,2,1,N,1,7,1,2,1,448.0,3,13,1,2,3,33,7,N,N,48-02101,2
0,2,2,7800.0,1,5,1,2,1,448.0,1,261,1,2,2,61,0,3,6,48-02102,2
1,1,2,83000.0,0,10,1,2,2,448.0,1,248,1,1,2,64,9,N,10,48-02102,2
0,1,2,9200.0,0,9,9,2,2,1216.0,1,443,1,1,2,19,8,N,11,48-02516,2
1,2,2,47290.0,0,10,1,2,2,448.0,1,226,1,1,5,88,0,N,16,48-02101,2
0,2,2,19800.0,0,7,6,2,1,1984.0,1,136,1,1,2,42,6,N,11,48-02515,2
1,2,2,95600.0,0,6,1,2,2,1216.0,4,309,1,2,N,23,7,N,11,48-02516,2
0,1,1,0.0,N,9,1,2,2,3136.0,6,102,2,0,N,40,2,N,16,48-02510,2
0,2,2,0.0,0,9,2,2,2,2368.0,1,501,1,1,5,88,5,N,7,48-02510,2
0,2,2,47290.0,0,9,1,2,2,448.0,1,305,1,1,2,46,8,N,7,48-02102,2
0,1,2,248000.0,2,N,1,2,N,1216.0,N,483,1,2,3,36,N,N,N,48-02516,N
0,1,2,49100.0,1,4,1,2,2,448.0,1,465,1,1,4,23,6,N,9,48-02102,2
4,2,2,N,2,7,8,2,2,1216.0,1,226,1,1,4,13,3,N,9,48-02516,2
0,1,2,105000.0,0,9,1,2,2,1216.0,1,501,1,1,2,92,4,N,8,48-02516,2
0,1,2,980.0,3,10,1,2,2,448.0,N,496,1,1,4,46,N,N,N,48-02102,2
1,2,2,10520.0,3,3,8,2,2,448.0,N,467,1,1,3,1,N,N,N,48-02101,2
0,2,2,10520.0,0,4,1,2,2,3904.0,1,205,1,1,2,70,3,N,N,48-02507,2
0,1,2,9200.0,0,7,1,2,2,1984.0,1,473,1,1,4,29,0,N,4,48-02515,2
0,2,2,59400.0,0,3,2,2,2,1216.0,4,102,1,1,2,37,1,N,6,48-02516,2
0,1,2,5450.0,0,8,1,2,2,448.0,1,83,1,1,2,11,9,N,N,48-02102,2
0,2,2,N,0,7,1,2,1,448.0,1,501,1,1,2,75,0,N,N,48-02102,1
0,1,2,108800.0,0,5,8,2,2,1600.0,1,226,1,1,2,75,9,N,N,48-02102,2
1,2,2,79700.0,1,4,1,2,2,448.0,1,226,1,2,4,61,4,N,N,48-02101,2
1,2,2,80040.0,0,9,1,2,2,448.0,1,501,1,2,2,5,0,N,12,48-02101,2
0,1,2,47290.0,0,7,1,2,2,1216.0,1,169,1,1,2,69,4,N,7,48-02516,2
0,1,2,N,0,7,1,2,2,1984.0,1,102,1,1,2,82,0,N,12,48-02515,2
0,2,2,N,0,4,1,2,2,448.0,6,501,1,1,4,77,5,N,11,48-02102,2
0,1,2,219700.0,1,1,1,2,2,3136.0,N,467,1,1,4,12,N,6,N,48-02510,N
0,2,1,219000.0,0,9,2,2,1,1216.0,1,226,1,1,3,51,7,N,4,48-02516,2
0,2,2,26600.0,3,2,1,2,2,448.0,N,501,1,2,5,33,N,N,N,48-02102,2
0,1,2,79700.0,0,7,1,2,2,3136.0,3,501,1,1,N,40,7,N,N,48-02510,2
0,1,2,80040.0,0,4,1,2,2,448.0,4,136,1,2,3,26,8,N,N,48-02102,2
1,1,2,99000.0,0,7,1,2,2,1216.0,1,290,1,1,2,33,9,N,12,48-02516,2
0,2,2,0.0,0,5,1,2,2,448.0,3,32,1,2,N,18,4,N,N,48-02101,2
0,2,2,105000.0,4,10,1,2,2,1216.0,1,501,1,1,6,47,7,N,5,48-02516,2
0,2,2,23700.0,1,5,1,2,2,1216.0,4,305,1,2,3,44,1,N,N,48-02516,2
0,2,2,105000.0,3,7,1,2,2,448.0,1,136,1,1,3,41,6,N,10,48-02101,2
0,1,2,95600.0,0,7,1,2,2,1216.0,1,290,1,2,2,55,9,N,6,48-02516,2
0,1,2,N,0,7,2,2,2,448.0,1,N,1,1,2,40,6,N,16,48-02101,2
0,2,2,61800.0,0,9,1,2,2,1984.0,1,111,1,1,2,76,6,N,N,48-02515,2
0,1,2,790.0,1,8,1,2,2,448.0,6,304,1,2,5,60,6,N,N,48-02101,2
1,1,2,39930.0,0,2,6,2,N,448.0,N,N,1,2,13,53,N,N,N,48-02102,N
0,1,2,32400.0,0,1,1,2,N,1984.0,N,501,1,1,4,29,N,N,N,48-02515,N
0,2,2,0.0,0,5,1,2,2,1216.0,1,501,1,1,2,46,1,N,N,48-02516,2
0,1,2,47600.0,1,2,1,2,2,3136.0,N,336,1,1,3,73,N,N,N,48-02510,2
0,1,2,44100.0,0,7,1,2,2,1984.0,6,114,1,1,N,27,1,N,10,48-02515,2
1,2,2,26600.0,3,3,1,2,2,1984.0,N,324,1,2,4,37,N,3,N,48-02515,2
0,2,2,N,0,4,1,2,2,1984.0,6,10,1,1,3,92,0,N,12,48-02515,2
0,2,2,9120.0,0,4,1,2,1,448.0,1,434,1,2,7,13,8,N,N,48-02101,2
0,2,2,0.0,0,10,1,2,2,3904.0,1,324,1,1,2,17,2,N,N,48-02507,2
0,1,1,10520.0,5,3,6,2,2,3136.0,N,501,1,1,7,73,N,N,N,48-02510,2
0,2,2,0.0,0,3,8,2,2,448.0,N,501,1,1,2,44,N,N,11,48-02102,2
0,2,2,28030.0,0,9,1,2,2,1216.0,4,499,1,2,N,33,0,N,N,48-02516,2
