,EDU,HISP,INDP_CAT,MSP,OWN_RENT,PINCP_DECILE_x,PUMA,RAC1P,SEX,PINCP_DECILE_y,percent_match
168,11,0,12,1,1,6,17-03529,2,2,9,0.0
169,9,0,4,6,2,5,17-03529,2,1,5,100.0
170,9,0,6,6,2,1,28-01100,1,2,1,100.0
171,8,0,N,1,1,4,28-01100,2,1,5,0.0
172,5,0,11,6,1,4,08-00803,1,2,4,100.0
173,5,0,10,4,1,6,38-00100,1,2,6,100.0
174,5,0,N,1,2,6,06-07502,6,2,2,0.0
175,7,0,12,6,2,4,28-01100,2,1,5,0.0
176,4,4,N,6,1,0,32-00405,8,2,0,100.0
177,5,0,N,1,1,1,26-02702,6,2,1,100.0
178,7,0,11,4,2,6,32-00405,2,2,3,0.0
179,4,0,6,1,2,2,36-04010,2,1,5,0.0
180,5,0,16,1,1,9,30-00600,3,1,0,0.0
181,10,0,N,1,2,6,51-51255,1,1,8,0.0
182,7,0,7,1,1,5,19-01700,1,2,5,100.0
183,8,0,12,6,1,6,13-04600,2,2,7,0.0
184,8,0,4,6,1,8,38-00100,1,1,9,0.0
185,7,0,N,4,1,2,24-01004,1,2,3,0.0
186,12,0,11,6,1,8,24-01004,1,2,9,0.0
187,5,0,12,4,1,5,40-00200,3,2,3,0.0
188,7,0,N,1,1,0,30-00600,9,2,0,100.0
189,2,0,N,N,1,N,51-01301,2,1,N,100.0
190,7,0,6,4,1,1,13-04600,2,2,4,0.0
191,7,0,N,1,1,3,06-08507,6,1,9,0.0
192,N,4,N,N,2,N,51-51255,1,2,N,100.0
193,4,0,N,3,2,2,40-00200,3,2,2,100.0
194,10,0,N,1,1,6,24-01004,8,2,0,0.0
195,4,2,N,6,2,0,36-03710,2,1,0,100.0
196,11,0,N,3,1,9,24-01004,6,1,6,0.0
197,7,0,9,6,2,4,19-01700,1,2,5,0.0
198,9,0,14,1,2,3,26-02702,1,2,0,0.0
199,5,4,N,5,2,3,36-03710,2,2,3,100.0
200,9,1,11,1,2,1,06-08507,1,2,0,0.0
201,12,0,8,1,1,9,06-08507,6,2,9,100.0
202,5,0,13,6,2,2,36-04010,1,2,4,0.0
203,8,0,6,1,1,4,17-03531,2,1,6,0.0
204,9,0,5,6,2,0,06-07502,1,2,8,0.0
205,5,0,N,4,1,0,28-01100,1,2,3,0.0
206,10,0,11,1,2,6,26-02702,1,1,1,0.0
207,9,0,N,3,2,4,51-51255,1,2,9,0.0
208,1,0,N,N,2,N,06-07502,1,2,N,100.0
209,8,0,N,1,1,2,17-03529,2,2,3,0.0
210,6,0,7,6,2,5,30-00600,1,1,7,0.0
211,4,0,N,2,2,2,29-01901,2,2,4,0.0
212,5,0,14,6,2,7,17-03531,2,1,4,0.0
213,4,0,N,6,0,0,38-00100,3,1,0,100.0
214,4,0,18,6,2,0,17-03529,2,2,0,100.0
215,7,0,N,1,2,5,26-02702,6,2,0,0.0
216,7,0,N,6,2,2,28-01100,1,2,4,0.0
217,10,0,10,6,1,9,06-08507,1,1,9,100.0
218,9,0,14,4,2,3,17-03529,2,2,2,0.0
219,4,0,6,6,1,3,30-00600,3,1,1,0.0
220,5,0,7,1,2,4,19-01700,1,1,4,100.0
221,5,0,6,1,1,1,29-01901,2,2,4,0.0
222,7,0,15,1,1,2,06-08507,1,2,5,0.0
223,2,0,N,N,1,N,30-00600,9,1,N,100.0
224,5,0,N,3,1,6,13-04600,2,1,3,0.0
225,9,1,12,6,2,5,06-08507,8,2,5,100.0
226,9,0,4,1,2,7,28-01100,2,1,7,100.0
227,3,1,9,6,2,5,32-00405,8,2,2,0.0
228,4,0,10,6,2,9,36-04010,2,1,4,0.0
229,5,0,18,4,1,0,40-00200,3,1,0,100.0
230,8,0,8,1,1,6,38-00100,1,1,7,0.0
231,3,1,14,1,1,4,32-00405,1,2,6,0.0
232,4,0,N,6,1,0,13-04600,6,2,0,100.0
233,1,0,N,N,1,N,24-01004,6,2,N,100.0
234,3,0,N,N,1,N,38-00100,9,1,N,100.0
235,12,0,10,6,1,8,13-04600,2,1,9,0.0
236,5,0,N,4,0,2,13-04600,2,1,2,100.0
237,5,0,12,1,1,5,06-08507,1,2,3,0.0
238,9,0,14,6,2,9,30-00600,1,1,8,0.0
239,12,0,16,1,1,9,08-00803,1,1,7,0.0
240,10,0,8,1,2,9,24-01004,1,2,8,0.0
241,9,0,9,1,2,6,51-01301,1,1,8,0.0
242,7,0,16,4,2,5,13-04600,2,2,7,0.0
243,8,0,6,1,1,9,24-01004,6,1,5,0.0
244,7,0,15,1,1,3,19-01700,1,1,4,0.0
245,9,0,14,4,1,2,38-00100,1,2,3,0.0
246,10,0,14,6,1,1,24-01004,1,2,6,0.0
247,5,0,N,2,0,0,38-00100,1,2,1,0.0
248,12,0,10,1,2,8,51-01301,1,1,2,0.0
249,10,0,15,4,1,5,24-01004,1,2,9,0.0
250,9,1,11,1,1,2,06-08507,1,2,5,0.0
251,9,0,15,1,1,7,06-08507,6,2,2,0.0
252,5,0,14,6,2,1,24-01004,1,1,3,0.0
253,2,0,N,N,1,N,17-03529,9,2,N,100.0
254,4,0,14,6,2,1,17-03531,2,1,1,100.0
255,7,0,12,6,2,2,38-00100,1,2,2,100.0
256,5,0,14,6,2,1,32-00405,1,1,7,0.0
257,7,0,11,6,2,3,26-02702,2,2,1,0.0
258,2,0,N,N,1,N,06-07502,6,2,N,100.0
259,3,0,N,3,0,3,13-04600,2,1,1,0.0
260,5,0,N,6,2,2,06-08507,1,2,0,0.0
261,5,0,7,6,1,7,13-04600,1,2,5,0.0
262,9,0,N,6,2,0,51-51255,6,2,0,100.0
263,9,0,10,6,1,7,17-03529,1,1,9,0.0
264,6,0,6,1,1,9,32-00405,1,1,7,0.0
265,7,0,16,6,1,8,19-01700,6,1,3,0.0
266,6,0,9,6,2,6,17-03529,2,2,4,0.0
267,7,0,10,6,2,4,19-01700,1,2,1,0.0
268,7,1,N,6,0,0,08-00803,1,1,0,100.0
269,7,0,3,6,1,2,08-00803,1,1,5,0.0
270,4,0,14,6,1,0,28-01100,2,1,0,100.0
271,5,0,7,6,2,1,36-04010,2,2,5,0.0
272,10,0,9,6,2,8,08-00803,1,1,4,0.0
273,10,0,16,4,2,5,51-51255,1,2,8,0.0
274,5,0,7,1,1,7,51-51255,1,1,7,100.0
275,12,0,11,1,2,8,26-02702,1,2,8,100.0
276,10,0,11,1,1,4,24-01004,9,2,7,0.0
277,7,0,14,1,1,4,06-08507,1,2,9,0.0
278,7,0,14,6,0,0,29-01901,1,2,1,0.0
279,6,0,6,6,1,7,36-04010,2,2,6,0.0
280,10,0,12,6,2,7,29-01901,2,2,4,0.0
281,7,0,10,6,2,8,38-00100,1,1,5,0.0
282,5,0,9,6,2,6,36-04010,2,1,5,0.0
283,10,0,10,6,2,9,29-01901,2,1,6,0.0
284,4,0,6,6,1,7,51-51255,1,1,3,0.0
285,9,0,3,1,1,8,51-51255,1,2,7,0.0
286,5,0,4,4,1,8,29-01901,2,1,8,100.0
287,10,0,11,6,1,9,51-51255,6,2,3,0.0
288,11,0,10,4,1,8,24-01004,1,2,9,0.0
289,5,0,N,3,1,4,13-04600,6,2,2,0.0
290,8,0,10,6,2,9,08-00803,1,2,7,0.0
291,11,0,10,1,1,9,51-01301,6,1,9,100.0
292,9,0,13,1,1,9,51-51255,1,2,3,0.0
293,10,0,14,6,2,2,17-03529,6,2,1,0.0
294,5,0,4,6,2,5,29-01901,2,1,7,0.0
295,9,0,4,1,1,9,28-01100,1,2,9,100.0
296,3,4,N,1,2,6,36-03710,2,2,3,0.0
297,10,0,15,1,1,9,51-01301,1,1,9,100.0
298,10,0,16,6,2,9,51-51255,6,1,5,0.0
299,5,0,12,1,2,5,30-00600,1,1,7,0.0
300,4,0,0,1,1,0,30-00600,1,1,6,0.0
301,5,0,16,6,2,6,13-04600,2,1,7,0.0
302,9,0,10,1,2,3,08-00803,1,2,3,100.0
303,3,2,N,6,2,0,36-03710,8,2,2,0.0
304,6,0,12,1,1,5,29-01901,2,2,3,0.0
305,4,0,15,1,1,7,38-00100,1,1,3,0.0
306,5,0,N,6,2,0,06-07502,1,2,4,0.0
307,9,0,3,4,1,5,24-01004,1,1,7,0.0
308,9,0,0,1,1,4,08-00803,1,2,6,0.0
309,9,0,4,6,2,4,08-00803,6,1,8,0.0
310,12,0,11,4,2,7,29-01901,2,2,7,100.0
311,12,0,16,6,1,0,24-01004,1,2,9,0.0
312,4,1,N,6,0,0,36-03710,1,1,0,100.0
313,7,0,15,6,2,7,29-01901,2,2,5,0.0
314,10,0,14,1,1,5,17-03531,2,2,8,0.0
315,7,0,10,6,1,0,38-00100,1,2,5,0.0
316,9,0,8,6,1,7,17-03529,1,1,7,100.0
317,9,0,3,1,1,4,06-08507,6,1,9,0.0
318,8,0,N,6,2,2,38-00100,1,1,5,0.0
319,8,0,6,6,2,3,38-00100,1,1,6,0.0
320,10,0,14,1,2,6,08-00803,1,2,1,0.0
321,5,1,N,4,2,4,32-00405,8,1,0,0.0
322,7,0,10,1,2,3,28-01100,2,1,5,0.0
323,8,0,N,6,1,5,17-03529,2,2,2,0.0
324,5,0,N,1,1,0,51-51255,1,2,2,0.0
325,4,0,14,1,1,1,40-00200,1,2,1,100.0
326,9,0,6,6,2,4,51-01301,2,1,6,0.0
327,10,0,6,1,1,4,06-08507,6,2,9,0.0
328,7,1,N,1,2,2,36-03710,8,2,0,0.0
329,7,0,14,6,2,1,51-51255,1,2,4,0.0
330,10,0,8,1,2,5,06-07502,1,1,9,0.0
331,10,0,4,1,2,2,06-08507,6,2,7,0.0
332,9,0,N,2,1,2,51-01301,1,2,9,0.0
333,5,4,N,6,1,1,36-04010,2,2,2,0.0
334,5,0,3,1,1,9,17-03529,2,1,3,0.0
335,4,0,10,6,2,2,01-01301,2,2,3,0.0
336,8,0,9,1,1,8,06-07502,6,1,9,0.0
337,3,2,N,6,0,0,36-03710,8,1,3,0.0
338,3,0,N,3,2,3,17-03529,2,2,2,0.0
339,10,0,8,6,2,9,17-03529,1,1,1,0.0
340,9,0,8,1,1,9,51-51255,1,2,9,100.0
341,7,0,11,1,2,5,29-01901,2,1,5,100.0
342,N,4,N,N,2,N,36-03710,1,2,N,100.0
343,8,0,6,1,1,8,24-01004,1,2,2,0.0
344,10,0,N,6,1,0,51-51255,6,1,6,0.0
345,10,0,N,6,2,9,51-01301,1,1,0,0.0
346,4,4,N,3,2,2,36-03710,1,2,3,0.0
347,7,0,7,2,2,5,17-03529,2,1,7,0.0
348,5,0,10,6,1,1,38-00100,1,1,0,0.0
349,9,0,6,1,1,8,24-01004,6,1,6,0.0
350,7,0,3,6,2,3,06-08507,1,1,8,0.0
351,5,1,N,1,1,4,32-00405,8,2,0,0.0
352,4,0,15,6,2,2,13-04600,2,1,2,100.0
353,7,0,11,6,2,3,19-01700,1,1,1,0.0
354,8,0,6,6,2,4,36-04010,2,1,3,0.0
355,5,0,15,6,2,7,01-01301,2,1,2,0.0
356,7,0,10,2,1,5,17-03531,2,1,5,100.0
357,10,0,15,1,1,3,28-01100,1,2,9,0.0
358,7,4,12,5,2,3,36-03710,8,2,3,100.0
359,1,0,N,N,1,N,30-00600,9,1,N,100.0
360,6,0,14,1,2,5,32-00405,1,1,5,100.0
361,10,0,14,6,1,9,51-01301,1,1,6,0.0
362,3,0,N,6,2,3,01-01301,2,1,0,0.0
363,5,0,4,6,2,4,29-01901,1,1,6,0.0
364,9,0,5,1,1,8,51-51255,1,1,9,0.0
365,8,0,3,1,2,4,38-00100,1,2,4,100.0
366,7,0,N,4,0,0,17-03529,1,2,2,0.0
367,9,0,9,6,2,6,08-00803,9,2,6,100.0
368,10,0,12,1,1,9,17-03531,2,2,6,0.0
369,8,0,7,1,1,7,17-03531,2,1,5,0.0
370,10,0,4,6,1,9,06-08507,1,1,5,0.0
371,8,0,1,4,1,7,30-00600,1,1,8,0.0
372,6,0,10,5,2,1,28-01100,2,1,5,0.0
373,9,0,10,1,2,2,38-00100,1,1,9,0.0
374,5,0,6,3,1,7,38-00100,1,2,2,0.0
375,9,0,9,1,2,4,13-04600,2,2,9,0.0
376,9,0,10,6,2,8,51-51255,6,2,0,0.0
377,10,0,16,1,2,8,51-51255,2,2,8,100.0
378,10,0,11,3,1,3,17-03529,2,2,9,0.0
379,N,0,N,N,1,N,30-00600,9,2,N,100.0
380,5,0,10,6,2,4,32-00405,1,2,2,0.0
381,12,0,11,1,2,9,51-51255,1,1,8,0.0
382,9,0,12,1,1,7,01-01301,2,2,7,100.0
383,9,0,10,1,1,6,51-51255,2,1,8,0.0
384,9,0,16,4,1,5,13-04600,2,2,5,100.0
385,9,0,14,6,1,0,13-04600,2,2,7,0.0
386,9,0,13,6,2,1,24-01004,1,2,4,0.0
387,5,0,6,6,2,6,51-01301,1,2,5,0.0
388,10,0,10,6,1,8,13-04600,1,1,2,0.0
389,4,0,N,4,1,0,40-00200,1,2,3,0.0
390,8,0,4,6,2,8,17-03529,2,1,7,0.0
391,5,0,7,6,1,3,40-00200,1,1,2,0.0
392,7,0,9,4,2,8,13-04600,2,2,5,0.0
393,7,0,12,1,1,8,40-00200,1,1,5,0.0
394,9,0,9,6,2,8,51-51255,6,1,7,0.0
395,5,0,6,2,1,2,19-01700,1,2,1,0.0
396,7,0,7,6,2,3,13-04600,2,1,3,100.0
397,7,0,N,6,2,0,13-04600,1,2,0,100.0
398,9,0,12,4,2,3,28-01100,2,2,8,0.0
399,4,0,N,1,2,0,29-01901,1,1,3,0.0
400,9,0,13,4,1,1,30-00600,1,2,5,0.0
401,12,0,N,1,1,0,06-08507,6,2,2,0.0
402,4,0,6,6,1,1,19-01700,1,1,1,100.0
403,6,0,N,6,2,2,17-03531,2,1,1,0.0
404,4,0,3,6,1,2,13-04600,2,1,3,0.0
405,9,0,16,4,1,3,40-00200,3,2,8,0.0
406,5,0,3,6,2,7,19-01700,1,1,5,0.0
407,11,4,10,1,1,9,51-01301,1,1,9,100.0
408,10,0,12,6,1,0,26-02702,1,2,8,0.0
409,3,0,N,N,0,N,17-03529,2,1,N,100.0
410,5,0,14,1,2,3,01-01301,2,1,4,0.0
411,10,0,16,1,1,6,17-03529,2,2,8,0.0
412,9,0,13,1,1,9,19-01700,1,2,8,0.0
413,8,0,10,1,1,9,40-00200,1,2,4,0.0
414,9,0,10,1,1,6,13-04600,1,1,0,0.0
415,5,0,0,1,1,7,38-00100,3,1,3,0.0
416,5,0,9,1,1,6,24-01004,1,1,2,0.0
417,3,0,N,3,2,4,13-04600,2,2,2,0.0
418,7,0,16,6,2,5,36-04010,2,1,5,100.0
419,7,0,14,6,2,0,17-03529,6,2,1,0.0
420,7,0,6,6,1,1,40-00200,3,1,0,0.0
421,5,0,N,1,2,0,17-03531,2,2,0,100.0
422,9,0,N,3,2,5,13-04600,2,2,6,0.0
423,5,0,14,6,1,1,17-03529,2,1,1,100.0
424,10,0,16,6,1,8,24-01004,1,1,7,0.0
425,10,0,10,4,2,8,13-04600,2,1,3,0.0
426,9,0,N,2,0,0,51-01301,1,2,0,100.0
427,10,0,13,2,1,6,51-51255,1,2,2,0.0
428,9,0,11,6,1,1,06-08507,1,2,6,0.0
429,7,0,4,1,1,5,28-01100,2,1,8,0.0
430,5,0,9,6,2,8,30-00600,1,1,6,0.0
431,5,0,16,6,2,6,13-04600,2,2,2,0.0
432,7,0,11,1,2,6,51-51255,1,2,6,100.0
433,10,0,9,1,1,9,29-01901,1,1,5,0.0
434,8,0,14,6,2,2,28-01100,2,2,4,0.0
435,9,0,14,1,2,2,08-00803,1,2,4,0.0
436,9,0,6,6,2,5,06-08507,6,1,8,0.0
437,4,0,6,6,1,0,01-01301,2,2,1,0.0
438,5,0,N,1,2,2,51-51255,2,2,0,0.0
439,7,0,9,1,2,4,06-07502,1,1,9,0.0
440,7,0,14,6,2,0,29-01901,2,2,1,0.0
441,4,0,11,6,1,1,38-00100,1,1,1,100.0
442,11,0,11,1,1,7,28-01100,2,2,9,0.0
443,7,4,N,1,1,5,51-51255,1,2,0,0.0
444,3,0,N,N,1,N,17-03529,6,1,N,100.0
445,9,0,11,6,1,8,06-08507,1,1,2,0.0
446,5,0,3,1,1,4,06-08507,1,1,9,0.0
447,11,0,10,1,2,9,24-01004,1,2,6,0.0
448,3,0,N,1,1,0,19-01700,1,1,5,0.0
449,4,0,14,6,2,5,36-04010,2,2,1,0.0
450,9,0,12,3,1,7,30-00600,1,2,9,0.0
451,9,0,9,6,1,1,24-01004,2,1,6,0.0
452,7,0,9,6,0,0,26-02702,1,2,8,0.0
453,4,0,15,6,1,5,30-00600,1,1,2,0.0
454,7,1,10,6,2,3,32-00405,1,1,3,100.0
455,8,0,4,6,2,4,17-03529,2,2,4,100.0
456,10,0,11,4,2,5,06-08507,1,2,8,0.0
457,8,0,N,1,1,2,32-00405,1,2,2,100.0
458,11,0,10,1,1,9,19-01700,1,2,2,0.0
459,7,0,8,6,2,6,17-03529,1,1,8,0.0
460,9,0,14,6,1,4,51-01301,1,2,5,0.0
461,9,0,9,6,1,7,51-01301,1,1,8,0.0
462,1,0,N,N,2,N,06-08507,1,1,N,100.0
463,5,0,7,4,2,5,28-01100,2,1,6,0.0
464,10,3,16,4,2,8,51-51255,1,2,6,0.0
465,3,0,N,N,2,N,13-04600,6,2,N,100.0
466,7,0,11,6,1,4,17-03531,2,2,0,0.0
467,7,0,N,4,2,2,01-01301,2,2,4,0.0
468,4,0,12,6,2,0,38-00100,1,2,3,0.0
469,5,0,14,6,1,3,51-51255,1,1,1,0.0
470,8,0,15,1,2,4,36-04010,2,2,7,0.0
471,8,0,11,1,2,5,13-04600,2,2,4,0.0
472,5,0,16,1,2,3,19-01700,1,1,5,0.0
473,5,0,N,6,1,0,24-01004,6,1,0,100.0
474,5,0,5,1,1,8,17-03529,2,1,9,0.0
475,5,0,12,1,2,5,30-00600,1,2,4,0.0
476,1,4,N,N,1,N,24-01004,1,1,N,100.0
