AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE
47,6,N,2,1,1,N,2
64,6,1,2,1,1,N,2
56,6,1,2,1,1,N,2
56,6,1,2,1,1,N,2
67,6,1,1,1,1,N,2
38,6,1,2,1,1,N,2
57,6,1,2,1,1,N,2
2,6,4,2,1,1,N,2
10,6,N,2,1,1,N,2
57,6,1,2,1,1,N,2
49,6,6,1,1,1,N,2
29,6,6,1,1,1,N,2
49,6,6,2,1,1,N,2
21,6,1,2,1,2,N,2
47,6,1,1,1,1,N,2
64,6,6,2,1,1,N,2
1,6,1,2,1,1,N,2
12,6,1,2,1,1,N,2
70,6,1,2,1,1,N,1
45,6,1,1,1,1,N,2
45,6,1,1,1,1,N,2
63,6,6,2,1,1,N,2
54,6,1,1,1,1,N,2
17,6,1,2,1,1,N,2
60,6,1,1,1,1,N,2
6,6,6,2,1,1,N,2
12,6,N,1,1,1,N,2
46,6,6,1,1,1,N,2
65,6,1,2,1,1,N,2
63,6,1,2,1,1,N,2
67,6,6,2,1,1,N,2
11,6,1,2,1,1,N,2
