,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
9366,48-02515,47,1,1,0,1,2,4,1,1,2134.8,6070,7,9,483000.0,9,501,N,2,2,2,2,26,26
9367,48-02101,56,2,1,0,1,0,3,1,1,357.4,9070,15,5,40000.0,6,501,N,2,2,2,2,105,118
9368,48-02102,74,1,1,0,1,0,2,1,1,450.9,N,N,8,42000.0,6,347,N,2,2,1,1,97,98
9369,48-02101,46,1,1,0,1,0,3,1,1,357.4,2670,4,9,140000.0,9,501,N,2,2,2,2,63,63
9370,48-02510,22,1,6,0,1,0,N,1,2,3092.4,7860,11,7,35200.0,6,266,N,2,2,2,2,44,44
9371,48-02516,75,1,1,0,1,0,3,1,1,1338.4,7870,11,10,69900.0,8,501,2,2,2,2,2,61,62
9372,48-02102,18,2,6,0,1,3,5,1,2,450.9,N,N,4,0.0,0,166,N,2,2,2,2,249,201
9373,48-02102,50,1,1,0,1,0,4,1,1,450.9,4880,6,7,48400.0,7,406,N,2,2,2,2,57,56
9374,48-02516,37,2,1,4,1,5,7,1,2,1338.4,N,N,5,0.0,0,159,N,2,2,2,2,231,228
9375,48-02515,49,1,1,0,1,1,3,1,1,2134.8,6390,7,5,40000.0,6,252,N,2,2,2,2,62,47
9376,48-02102,38,1,1,0,1,2,4,1,1,450.9,3080,4,7,49800.0,7,389,N,2,2,2,2,25,23
9377,48-02101,55,1,1,0,1,1,5,1,1,357.4,7390,10,7,150000.0,9,501,2,1,1,2,2,118,118
9378,48-02101,73,2,1,0,1,0,2,1,1,357.4,N,N,6,16700.0,3,289,N,2,2,2,2,24,24
9379,48-02101,60,1,6,0,1,0,N,1,1,357.4,N,N,4,17000.0,3,129,N,2,1,2,2,78,78
9380,48-02101,54,1,1,0,1,0,3,1,1,357.4,4870,6,5,63000.0,7,501,N,2,2,1,2,109,109
9381,48-02507,61,2,1,0,1,0,3,1,1,3731.1,7860,11,9,24000.0,4,501,N,2,2,2,2,68,68
9382,48-02102,54,1,1,0,1,0,3,1,1,450.9,7380,10,9,138000.0,9,501,N,2,2,2,2,116,115
9383,48-02515,80,2,1,0,1,0,2,1,1,2134.8,6970,9,7,608800.0,9,501,N,2,2,2,2,12,11
9384,48-02507,75,2,1,0,1,0,2,1,1,3731.1,N,N,10,17700.0,4,501,N,2,2,2,2,88,74
9385,48-02102,80,2,4,0,1,0,N,1,1,450.9,N,N,7,50000.0,7,410,N,2,2,2,2,10,10
9386,48-02101,69,2,1,0,1,0,2,1,1,357.4,8191,12,10,51200.0,7,501,N,1,2,2,2,78,56
9387,48-02516,68,1,1,0,1,0,2,1,1,1338.4,7690,10,5,26650.0,5,370,N,2,2,2,2,39,39
9388,48-02101,60,2,1,0,1,0,2,1,1,357.4,8680,14,4,55000.0,7,459,N,2,2,1,1,101,109
9389,48-02507,45,1,1,0,1,4,6,1,1,3731.1,4670,6,7,70000.0,8,207,N,2,2,2,2,55,55
9390,48-02510,16,1,6,0,1,2,4,1,1,3092.4,N,N,3,0.0,0,501,N,2,2,2,2,80,104
9391,48-02515,81,2,4,0,1,0,N,1,1,2134.8,N,N,7,37100.0,6,303,N,2,1,2,2,53,54
9392,48-02101,23,1,6,1,1,0,3,1,1,357.4,770,3,5,56000.0,7,469,N,2,2,2,2,49,48
9393,48-02510,33,2,1,0,1,0,2,1,1,3092.4,6970,9,9,51000.0,7,501,N,2,2,2,2,81,72
9394,48-02507,57,1,1,0,1,0,2,1,1,3731.1,770,3,7,50100.0,7,501,N,2,2,2,2,49,48
9395,48-02101,9,1,N,0,1,3,7,1,1,357.4,N,N,3,N,N,382,N,2,2,2,2,53,53
9396,48-02510,53,2,1,0,1,2,5,1,1,3092.4,7071,9,9,4500.0,2,501,N,2,2,2,2,91,91
9397,48-02507,17,1,6,0,1,1,5,1,1,3731.1,N,N,4,0.0,0,440,N,2,2,2,2,169,202
9398,48-02515,3,1,N,1,1,2,4,1,2,2134.8,N,N,2,N,N,304,N,N,N,2,2,152,107
9399,48-02507,55,2,1,0,1,0,3,1,1,3731.1,8680,14,6,27000.0,5,323,N,2,2,2,2,97,96
9400,48-02102,50,1,1,0,1,0,2,1,1,450.9,9590,16,9,67700.0,8,501,2,2,1,2,2,89,89
9401,48-02516,63,2,1,0,1,0,2,1,1,1338.4,7860,11,9,33100.0,5,375,N,2,2,2,2,71,72
9402,48-02510,79,2,2,0,1,N,N,2,0,3092.4,N,N,5,15220.0,3,N,N,1,2,2,1,22,0
9403,48-02515,44,2,4,1,1,N,N,2,0,2134.8,8170,12,4,41000.0,6,N,N,1,2,2,2,76,0
9404,48-02101,69,2,1,0,1,0,2,1,1,357.4,N,N,6,12000.0,3,488,N,2,1,2,2,53,70
9405,48-02102,53,1,4,0,1,0,4,1,1,450.9,4690,6,5,42000.0,6,320,N,2,2,2,2,40,33
9406,48-02516,58,2,1,0,1,0,2,1,2,1338.4,8980,15,7,75000.0,8,501,N,2,2,2,2,89,97
9407,48-02510,29,2,6,0,1,0,2,1,1,3092.4,8680,14,9,10400.0,3,290,N,2,2,2,2,116,73
9408,48-02101,68,2,1,0,1,0,2,1,1,357.4,8180,12,7,13800.0,3,501,N,2,2,2,2,10,12
9409,48-02515,45,1,6,0,1,0,N,1,1,2134.8,770,3,5,8500.0,2,64,N,2,2,2,2,126,126
9410,48-02507,48,2,1,0,1,3,5,1,1,3731.1,8370,13,10,93030.0,8,501,N,2,2,2,2,61,49
9411,48-02515,21,1,6,1,1,1,2,1,1,2134.8,N,N,4,0.0,0,119,N,2,2,2,2,157,104
9412,48-02510,16,2,6,1,1,2,4,1,2,3092.4,N,N,4,0.0,0,493,N,2,2,2,2,183,127
9413,48-02516,12,2,N,0,1,2,4,1,1,1338.4,N,N,3,N,N,501,N,2,2,2,2,17,16
9414,48-02101,58,1,1,0,1,0,3,1,1,357.4,490,1,7,31400.0,5,407,N,2,2,2,2,70,69
9415,48-02510,26,1,4,1,1,0,3,1,1,3092.4,7480,10,7,30000.0,5,501,N,2,2,2,2,99,62
9416,48-02102,48,2,1,0,1,0,2,1,1,450.9,N,N,7,0.0,0,382,N,2,2,2,2,37,44
9417,48-02102,54,2,1,0,1,0,2,1,1,450.9,7780,10,6,11300.0,3,493,N,2,2,2,2,122,98
9418,48-02510,33,1,6,0,1,0,N,1,2,3092.4,6970,9,10,40000.0,6,305,N,2,2,2,2,60,60
9419,48-02516,25,1,6,0,1,0,N,1,2,1338.4,5391,6,7,7600.0,2,57,N,2,2,2,2,120,75
9420,48-02515,2,2,N,1,1,1,3,1,2,2134.8,N,N,N,N,N,102,N,N,N,2,2,317,223
9421,48-02101,28,2,6,0,1,0,2,1,1,357.4,7470,10,11,75000.0,8,501,N,2,2,2,2,152,82
9422,48-02102,46,2,1,0,1,0,3,1,1,450.9,9370,16,5,45020.0,6,501,N,2,2,2,2,72,71
9423,48-02507,41,2,1,0,1,3,5,1,1,3731.1,7860,11,9,10000.0,2,338,N,2,2,2,2,26,26
9424,48-02515,63,2,1,0,1,0,2,1,1,2134.8,8191,12,9,10700.0,3,501,N,2,2,2,2,47,47
9425,48-02507,23,1,6,0,1,0,2,1,2,3731.1,5391,6,5,16200.0,3,242,N,2,2,2,2,54,40
9426,48-02510,55,2,1,0,1,0,2,1,1,3092.4,8680,14,6,530.0,1,121,N,2,2,2,2,68,62
9427,48-02101,8,2,N,0,1,2,4,1,1,357.4,N,N,3,N,N,409,N,2,2,2,2,462,471
9428,48-02515,66,1,1,0,1,0,2,1,1,2134.8,N,N,7,6000.0,2,501,N,2,2,2,2,49,50
9429,48-02101,69,2,3,0,1,0,N,1,1,357.4,4971,6,4,20000.0,4,165,N,2,2,2,2,25,25
9430,48-02101,44,2,1,0,1,3,5,1,1,357.4,7860,11,9,80000.0,8,290,N,2,2,2,2,71,71
9431,48-02516,14,1,6,0,1,1,3,1,1,1338.4,N,N,4,0.0,0,501,N,2,2,2,2,257,243
9432,48-02515,59,2,1,0,1,0,3,1,1,2134.8,3580,4,9,150000.0,9,501,N,2,2,2,2,18,18
9433,48-02507,10,1,N,0,1,2,4,1,1,3731.1,N,N,3,N,N,501,N,2,2,2,2,32,28
9434,48-02101,7,2,N,0,1,5,7,1,1,357.4,N,N,1,N,N,135,N,2,2,2,2,18,27
9435,48-02516,8,1,N,0,1,3,5,1,1,1338.4,N,N,3,N,N,278,N,2,2,2,2,158,156
9436,48-02507,23,2,6,1,1,0,3,1,1,3731.1,9290,15,7,3200.0,1,400,N,2,2,2,2,98,82
9437,48-02515,57,2,4,1,1,0,N,1,1,2134.8,8191,12,12,125000.0,9,501,N,2,2,2,2,94,93
9438,48-02510,39,1,1,0,1,3,5,1,1,3092.4,7190,9,9,62000.0,7,206,N,2,2,2,2,66,65
9439,48-02516,30,1,6,1,1,0,N,1,1,1338.4,8191,12,5,22000.0,4,168,N,2,2,2,2,153,110
9440,48-02515,61,2,3,0,1,0,2,1,1,2134.8,N,N,5,980.0,1,5,N,2,2,2,2,159,155
9441,48-02507,61,2,1,0,1,0,2,1,1,3731.1,N,N,8,0.0,0,501,N,2,2,2,2,46,53
9442,48-02101,0,1,N,1,1,0,4,1,1,357.4,N,N,N,N,N,227,N,N,N,2,2,36,51
9443,48-02515,34,1,1,1,1,2,4,1,1,2134.8,770,3,5,67000.0,8,358,N,2,2,2,2,53,52
9444,48-02507,62,2,1,0,1,0,2,1,1,3731.1,8590,14,5,-2100.0,0,186,N,2,2,2,2,24,23
9445,48-02515,1,2,N,1,1,1,2,1,2,2134.8,N,N,N,N,N,189,N,N,N,2,2,132,96
9446,48-02516,35,2,1,0,1,0,2,1,1,1338.4,5593,6,7,13000.0,3,501,N,2,2,2,2,809,788
9447,48-02102,62,2,1,0,1,0,2,1,1,450.9,N,N,8,0.0,0,501,N,2,2,2,2,70,61
9448,48-02101,1,1,N,1,1,0,8,1,1,357.4,N,N,N,N,N,384,N,N,N,2,2,247,262
9449,48-02516,33,2,5,0,1,1,2,1,2,1338.4,770,3,8,70000.0,8,401,N,2,2,2,2,520,501
9450,48-02510,9,1,N,0,1,3,5,1,1,3092.4,N,N,3,N,N,206,N,2,2,2,2,71,65
9451,48-02510,47,2,1,0,1,0,3,1,1,3092.4,N,N,9,0.0,0,501,N,2,2,2,2,148,145
9452,48-02516,72,2,1,0,1,0,2,1,2,1338.4,N,N,9,13000.0,3,479,N,2,2,2,2,14,13
9453,48-02102,27,1,4,0,1,1,2,1,2,450.9,9470,16,7,28400.0,5,163,N,2,2,2,2,179,179
9454,48-02515,54,1,6,0,1,0,N,1,1,2134.8,7860,11,10,82500.0,8,501,N,2,2,2,2,24,24
9455,48-02515,92,2,3,0,1,0,N,1,2,2134.8,N,N,6,14400.0,3,118,N,2,1,2,2,94,94
9456,48-02102,42,1,1,0,1,2,4,1,2,450.9,9470,16,9,78000.0,8,356,N,2,2,2,2,73,69
9457,48-02510,12,1,N,0,1,5,7,1,1,3092.4,N,N,3,N,N,245,N,2,2,2,2,76,71
9458,48-02515,14,1,6,0,1,3,6,1,1,2134.8,N,N,4,0.0,0,124,N,2,2,2,2,51,47
9459,48-02102,48,2,1,0,1,0,2,1,1,450.9,7870,11,9,42500.0,6,501,N,2,2,2,2,43,42
9460,48-02516,79,1,1,0,1,0,2,1,1,1338.4,N,N,9,7800.0,2,66,N,2,2,1,1,142,141
9461,48-02101,13,2,2,0,1,0,2,1,2,357.4,4195,5,8,20000.0,4,298,N,2,2,2,2,197,218
9462,48-02515,47,1,1,0,1,0,6,1,1,2134.8,9380,16,9,73000.0,8,501,N,2,2,2,2,142,77
9463,48-02515,48,2,1,0,1,0,2,1,1,2134.8,5593,6,5,27000.0,5,160,N,2,2,2,2,64,60
9464,48-02101,12,2,N,0,1,3,5,1,1,357.4,N,N,3,N,N,290,N,2,2,2,2,71,72
9465,48-02515,8,1,N,0,1,2,5,1,1,2134.8,N,N,3,N,N,501,N,2,2,2,2,73,71
9466,48-02515,36,1,1,0,1,2,4,1,1,2134.8,770,3,5,53000.0,7,205,N,2,2,2,2,96,96
9467,48-02516,14,2,6,0,1,2,4,1,1,1338.4,N,N,4,0.0,0,501,N,2,2,2,2,284,253
9468,48-02510,41,1,1,0,1,3,5,1,1,3092.4,6290,7,8,100000.0,9,478,N,2,2,2,2,55,60
9469,48-02515,70,1,3,0,1,0,N,1,1,2134.8,N,N,6,20400.0,4,169,N,2,1,2,2,35,34
9470,48-02102,72,1,3,0,1,0,N,1,1,450.9,N,N,9,58240.0,7,478,N,2,2,2,2,84,83
9471,48-02101,49,1,1,0,1,0,2,1,1,357.4,4990,6,7,50000.0,7,471,N,2,2,2,2,84,92
9472,48-02516,56,2,1,0,1,0,4,1,2,1338.4,N,N,7,0.0,0,501,N,2,2,2,2,36,39
9473,48-02101,37,2,1,0,1,0,2,1,1,357.4,5090,6,9,61000.0,7,501,N,2,2,2,2,78,79
9474,48-02515,61,2,4,1,1,0,N,1,2,2134.8,N,N,4,6200.0,2,46,N,1,1,2,2,50,49
9475,48-02101,25,2,6,0,1,0,3,1,1,357.4,5790,6,5,20000.0,4,501,N,2,2,2,2,151,96
9476,48-02101,0,1,N,1,1,0,4,1,1,357.4,N,N,N,N,N,227,N,N,N,2,2,36,51
9477,48-02102,75,2,1,0,1,0,2,1,1,450.9,N,N,8,27400.0,5,345,N,1,1,2,2,36,37
9478,48-02515,70,2,1,0,1,0,2,1,1,2134.8,770,3,6,8500.0,2,92,N,2,2,2,2,44,45
9479,48-02515,82,1,1,0,1,0,2,1,1,2134.8,6970,9,7,608800.0,9,501,N,2,2,2,2,11,10
9480,48-02507,15,2,N,0,1,3,5,1,1,3731.1,N,N,3,N,N,338,N,2,2,2,2,29,23
9481,48-02516,59,2,4,1,1,0,3,1,1,1338.4,8270,12,6,15000.0,3,253,N,2,2,1,2,29,26
9482,48-02101,58,1,4,0,1,0,N,1,1,357.4,7290,10,7,103000.0,9,501,N,2,2,2,2,24,24
9483,48-02516,17,1,6,1,1,2,5,1,1,1338.4,8680,14,5,10000.0,2,75,N,2,2,2,2,17,16
9484,48-02510,60,2,4,0,1,0,N,1,1,3092.4,3580,4,9,62000.0,7,467,N,2,2,2,2,195,196
9485,48-02516,62,2,1,0,1,0,2,1,1,1338.4,6390,7,8,30000.0,5,370,N,2,2,2,2,44,40
9486,48-02516,13,1,N,0,1,4,6,1,1,1338.4,N,N,3,N,N,380,N,2,2,2,2,143,141
9487,48-02101,42,1,1,0,1,1,6,1,1,357.4,4770,6,7,39000.0,6,501,N,2,2,2,2,38,38
9488,48-02515,18,2,6,1,1,2,5,1,1,2134.8,N,N,7,0.0,0,246,N,2,2,2,2,224,181
9489,48-02507,61,2,1,0,1,0,2,1,1,3731.1,7870,11,10,14000.0,3,501,N,2,2,2,2,24,29
9490,48-02101,19,1,6,1,1,2,4,1,1,357.4,180,0,4,2500.0,1,501,N,2,2,2,2,103,66
9491,48-02101,51,1,1,0,1,0,3,1,2,357.4,5080,6,7,40000.0,6,501,N,2,2,2,2,79,83
9492,48-02101,92,1,3,0,1,N,N,2,0,357.4,N,N,5,18100.0,4,N,N,1,1,2,1,13,0
9493,48-02101,30,1,1,0,1,2,4,1,1,357.4,2370,4,5,48000.0,6,305,N,2,2,2,2,67,59
9494,48-02510,80,2,1,0,1,0,2,1,1,3092.4,7860,11,10,34600.0,5,501,N,2,2,1,2,77,76
9495,48-02101,48,1,1,0,1,1,5,1,1,357.4,9470,16,9,252000.0,9,501,N,2,2,2,2,40,40
9496,48-02515,33,1,1,0,1,1,3,1,1,2134.8,6170,7,9,32000.0,5,156,N,2,2,2,2,50,51
9497,48-02101,42,2,4,0,1,0,N,1,2,357.4,N,N,6,0.0,0,0,N,1,1,2,2,218,183
9498,48-02516,21,1,6,1,1,1,5,1,1,1338.4,5080,6,7,11000.0,3,246,N,2,2,2,2,289,260
9499,48-02516,73,1,3,0,1,0,N,1,1,1338.4,7890,11,7,16800.0,3,137,N,2,2,2,2,81,81
9500,48-02516,8,2,N,0,1,2,3,1,1,1338.4,N,N,2,N,N,0,N,2,2,2,2,148,159
9501,48-02102,51,1,1,0,1,0,2,1,1,450.9,4795,6,6,29700.0,5,175,N,2,2,2,2,43,53
9502,48-02510,60,1,1,0,1,0,6,1,1,3092.4,3570,4,10,121960.0,9,501,2,2,2,2,2,93,93
9503,48-02507,48,1,1,0,1,2,4,1,1,3731.1,7860,11,12,60000.0,7,501,N,2,2,2,2,29,29
9504,48-02507,10,2,N,0,1,3,5,1,1,3731.1,N,N,3,N,N,183,N,2,2,2,2,49,49
9505,48-02516,28,2,6,0,1,1,4,1,2,1338.4,1370,4,9,3000.0,1,501,N,2,2,2,2,291,252
