,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
12481,48-02101,9,2,N,0,1,1,5,1,1,357.4,N,N,3,N,N,501,N,2,2,2,2,40,38
5073,48-02510,51,1,4,0,1,0,2,1,1,3092.4,8870,15,9,58000.0,7,334,N,2,2,2,2,73,73
14773,48-02101,11,1,6,1,1,1,7,1,1,357.4,N,N,4,0.0,0,179,N,2,2,2,2,428,253
17923,48-02510,68,1,1,0,6,0,5,1,1,3092.4,6770,8,12,93300.0,8,501,N,2,2,2,2,50,49
5834,48-02516,36,2,6,0,1,2,3,1,2,1338.4,8690,14,7,35000.0,5,170,N,2,2,2,2,297,297
7775,48-02516,11,2,N,1,1,2,4,1,2,1338.4,N,N,3,N,N,271,N,2,2,2,2,366,325
16640,48-02507,17,2,6,0,1,0,2,1,1,3731.1,9290,15,4,30.0,1,295,N,2,2,2,2,107,82
3400,48-02507,73,2,1,0,1,0,2,1,2,3731.1,3580,4,10,141900.0,9,501,N,2,2,2,2,52,63
5063,48-02510,66,1,4,0,1,0,N,1,2,3092.4,8191,12,2,86000.0,8,501,N,2,2,2,2,112,111
12339,48-02516,44,2,1,0,1,2,4,1,1,1338.4,7860,11,9,54000.0,7,501,N,2,2,2,2,17,17
3741,48-02101,57,2,1,0,1,0,3,1,1,357.4,8191,12,10,125000.0,9,501,N,2,2,2,2,94,105
9560,48-02101,80,1,1,0,1,0,5,1,1,357.4,7670,10,10,77100.0,8,284,N,2,1,2,1,31,31
13327,48-02510,44,1,1,0,1,3,5,1,1,3092.4,6490,8,9,120000.0,9,409,N,2,2,2,2,57,61
14531,48-02507,9,1,N,1,1,0,5,1,1,3731.1,N,N,3,N,N,257,N,2,2,2,2,112,91
620,48-02102,57,2,1,1,1,0,4,1,1,450.9,N,N,3,0.0,0,241,N,2,2,2,2,247,155
11962,48-02101,85,1,1,0,1,0,2,1,1,357.4,N,N,9,44500.0,6,429,N,2,2,2,2,52,51
13862,48-02510,16,2,6,1,1,2,4,1,2,3092.4,N,N,4,0.0,0,493,N,2,2,2,2,184,127
4003,48-02515,72,1,1,0,1,0,2,1,1,2134.8,N,N,9,44000.0,6,285,N,1,1,2,1,44,44
5619,48-02101,38,2,4,0,1,0,2,1,1,357.4,4580,5,6,16000.0,3,447,N,2,2,2,2,83,58
10106,48-02102,35,2,1,0,1,0,5,1,1,450.9,N,N,5,0.0,0,197,N,2,2,2,2,306,336
6536,48-02516,26,2,6,0,2,0,4,1,1,1338.4,7860,11,9,6000.0,2,501,N,2,2,2,2,131,145
3180,48-02516,61,1,1,0,1,0,2,1,1,1338.4,N,N,7,6000.0,2,444,N,2,2,2,2,80,72
3974,48-02515,83,2,1,1,1,0,5,1,1,2134.8,N,N,5,26500.0,5,277,N,2,1,2,2,47,51
736,48-02101,51,1,1,0,2,0,3,1,1,357.4,9470,16,6,123000.0,9,501,N,2,2,2,2,133,70
134,48-02101,50,2,1,0,1,0,3,1,1,357.4,N,N,9,0.0,0,501,N,2,2,2,2,61,70
15033,48-02101,14,2,N,0,1,1,3,1,1,357.4,N,N,3,N,N,209,N,2,2,2,2,318,307
10157,48-02102,71,1,4,0,1,0,5,1,1,450.9,N,N,9,18000.0,4,249,N,2,2,2,2,55,55
13295,48-02515,25,2,6,0,1,0,3,1,1,2134.8,7870,11,9,20000.0,4,355,N,2,2,2,2,130,77
2877,48-02101,46,1,1,0,1,0,2,1,2,357.4,6170,7,5,185000.0,9,501,N,2,2,2,2,15,13
3665,48-02516,42,1,1,0,1,3,5,1,1,1338.4,7380,10,9,80000.0,8,456,N,2,2,2,2,207,207
9548,48-02101,6,2,N,0,1,3,5,1,2,357.4,N,N,2,N,N,501,N,2,2,2,2,51,57
18245,48-02507,52,1,1,2,8,3,5,1,2,3731.1,770,3,4,23000.0,4,138,N,2,2,2,2,211,211
8578,48-02101,9,1,N,0,1,2,4,1,1,357.4,N,N,3,N,N,389,N,2,2,2,2,105,93
16356,48-02101,47,1,1,0,1,2,4,1,1,357.4,9180,15,7,100000.0,9,501,N,2,2,2,2,63,62
5206,48-02510,56,2,4,0,1,0,N,1,1,3092.4,3490,4,5,44000.0,6,364,N,2,2,2,2,61,84
966,48-02102,35,1,1,0,1,2,7,1,1,450.9,8191,12,5,30000.0,5,309,N,2,2,2,2,153,153
14702,48-02101,76,2,4,0,1,0,2,1,2,357.4,N,N,5,10600.0,3,224,N,2,1,2,1,242,227
14342,48-02102,61,2,3,0,1,3,6,1,1,450.9,N,N,5,8000.0,2,329,N,2,2,2,2,34,35
14966,48-02515,71,1,1,0,1,0,2,1,1,2134.8,7390,10,9,295700.0,9,501,N,2,2,2,2,63,64
12442,48-02101,74,2,3,0,1,0,N,1,1,357.4,N,N,4,13500.0,3,111,N,2,1,2,2,35,35
15238,48-02102,66,2,1,0,1,0,2,1,1,450.9,6870,9,5,11700.0,3,394,N,2,2,2,2,44,44
7492,48-02102,17,1,6,0,1,0,3,1,1,450.9,5275,6,4,300.0,1,440,N,2,2,2,2,30,35
14894,48-02102,70,1,1,0,1,0,2,1,1,450.9,7860,11,10,45600.0,6,501,N,2,2,2,2,79,76
13334,48-02507,60,1,1,0,1,0,2,1,1,3731.1,3580,4,7,47000.0,6,501,N,2,2,2,2,55,50
8900,48-02101,14,2,N,0,1,2,4,1,2,357.4,N,N,4,N,N,353,N,2,2,2,2,90,86
7266,48-02516,20,1,6,0,1,0,3,1,1,1338.4,8470,13,7,500.0,1,501,N,2,2,2,2,92,70
8421,48-02507,11,2,N,0,1,1,5,1,1,3731.1,N,N,3,N,N,389,N,2,2,2,2,36,35
10570,48-02507,53,1,4,1,1,1,5,1,1,3731.1,7290,10,9,115000.0,9,389,N,2,2,2,2,33,34
554,48-02102,29,2,1,1,1,3,5,1,2,450.9,8380,13,9,31700.0,5,285,N,2,2,2,2,37,38
5789,48-02102,49,2,5,0,1,0,N,1,2,450.9,3680,4,4,0.0,0,0,N,2,2,2,2,47,47
13371,48-02102,75,1,1,0,1,0,2,1,2,450.9,N,N,7,1500.0,1,96,N,2,1,2,1,49,53
13062,48-02510,77,2,1,0,1,0,2,1,1,3092.4,N,N,5,7100.0,2,269,N,2,2,2,2,38,37
3016,48-02101,44,2,1,1,1,0,2,1,1,357.4,6890,9,5,67000.0,8,501,N,2,2,2,2,63,71
108,48-02516,62,1,1,0,1,0,2,1,1,1338.4,7071,9,6,40000.0,6,457,N,2,2,2,2,66,58
2436,48-02510,48,1,1,0,1,1,3,1,1,3092.4,7860,11,9,55000.0,7,501,N,2,2,2,1,63,63
14697,48-02101,2,2,N,0,1,3,6,1,1,357.4,N,N,N,N,N,260,N,N,N,2,2,19,13
12297,48-02102,52,1,1,0,1,0,3,1,1,450.9,490,1,3,4000.0,2,172,N,2,2,2,2,60,58
3564,48-02101,65,1,1,0,1,0,2,1,1,357.4,2570,4,7,78000.0,8,501,N,2,2,2,2,22,22
8987,48-02516,7,1,N,0,1,3,5,1,2,1338.4,N,N,2,N,N,199,N,2,2,2,2,15,14
16757,48-02102,14,2,6,0,1,2,4,1,1,450.9,N,N,4,0.0,0,373,N,2,2,2,2,104,114
10080,48-02102,12,2,N,0,1,0,5,1,1,450.9,N,N,3,N,N,501,N,2,2,2,2,61,61
13978,48-02516,5,2,N,1,1,11,13,1,1,1338.4,N,N,2,N,N,203,N,2,2,2,2,92,72
3301,48-02515,28,1,1,0,1,0,2,1,1,2134.8,9470,16,8,25000.0,4,415,N,2,2,2,2,43,43
1475,48-02510,64,2,1,0,1,0,2,1,1,3092.4,N,N,5,-2100.0,0,225,N,2,2,2,2,100,95
13423,48-02101,54,2,1,0,1,0,2,1,1,357.4,9160,15,7,5300.0,2,179,N,2,2,2,2,11,11
4369,48-02507,40,2,2,0,2,3,4,1,2,3731.1,7860,11,10,58000.0,7,224,N,2,2,2,2,84,84
16463,48-02510,58,1,1,0,1,0,2,1,1,3092.4,570,2,7,75000.0,8,501,N,2,2,2,2,59,60
13226,48-02101,53,2,6,0,1,0,N,1,1,357.4,5070,6,8,70100.0,8,501,N,2,2,2,2,47,47
1295,48-02101,50,1,1,0,1,1,3,1,1,357.4,7860,11,9,60000.0,7,414,N,2,2,2,2,35,35
2273,48-02101,31,2,1,1,1,2,4,1,1,357.4,N,N,5,0.0,0,281,N,2,2,2,2,105,86
6107,48-02507,29,1,6,0,1,1,4,1,1,3731.1,4690,6,5,4000.0,2,470,N,2,2,2,2,138,84
12983,48-02516,7,2,N,0,1,4,6,1,1,1338.4,N,N,2,N,N,311,N,2,2,2,2,96,92
14992,48-02101,7,2,N,0,1,2,4,1,1,357.4,N,N,2,N,N,501,N,2,2,2,2,83,84
16852,48-02515,17,2,6,1,1,2,5,1,1,2134.8,N,N,7,0.0,0,246,N,2,2,2,2,225,181
7759,48-02516,5,2,N,0,1,3,5,1,2,1338.4,N,N,2,N,N,33,N,2,2,2,2,89,88
12918,48-02101,74,1,1,0,1,0,2,1,1,357.4,N,N,7,21300.0,4,233,N,2,2,2,2,33,24
18040,48-02510,57,2,1,0,7,0,2,1,1,3092.4,9170,15,8,55000.0,7,351,N,2,2,2,2,91,106
14529,48-02507,68,1,2,1,1,0,N,1,2,3731.1,N,N,5,24000.0,4,198,N,2,2,2,2,174,174
16417,48-02515,64,1,5,0,1,0,N,1,1,2134.8,5275,6,7,28600.0,5,217,N,2,2,2,2,44,45
16860,48-02102,44,1,6,0,1,0,N,1,1,450.9,2890,4,7,53000.0,7,405,N,2,2,2,2,61,60
17434,48-02510,17,1,N,0,2,4,5,1,2,3092.4,N,N,3,N,N,188,N,2,2,2,2,207,188
3435,48-02101,65,1,1,0,1,0,3,1,1,357.4,6290,7,5,57200.0,7,414,N,2,2,2,1,33,33
14026,48-02507,20,1,1,0,1,1,3,1,2,3731.1,N,N,5,0.0,0,492,N,2,2,2,2,311,241
3964,48-02101,41,2,1,0,1,2,4,1,1,357.4,7870,11,9,500.0,1,389,N,2,2,2,2,95,94
11209,48-02101,39,1,1,0,1,2,6,1,1,357.4,7860,11,9,460.0,1,501,N,2,2,2,2,109,112
18214,48-02101,31,2,1,1,8,1,3,1,1,357.4,3570,4,7,42000.0,6,337,N,2,2,2,2,20,20
397,48-02102,73,1,1,0,1,0,2,1,1,450.9,7870,11,12,68800.0,8,473,N,2,2,2,2,59,59
18097,48-02516,17,1,6,2,8,3,5,1,1,1338.4,N,N,4,0.0,0,261,N,2,2,2,2,310,277
18135,48-02510,5,2,N,2,8,2,4,1,1,3092.4,N,N,3,N,N,501,N,2,2,2,2,95,78
12180,48-02101,76,2,1,0,1,0,2,1,1,357.4,N,N,6,70700.0,8,501,N,2,2,2,2,57,56
10546,48-02101,25,2,1,1,1,0,6,1,1,357.4,7860,11,8,16000.0,3,245,N,2,2,2,2,60,57
17051,48-02515,64,1,4,0,1,0,N,1,2,2134.8,N,N,5,151000.0,9,501,N,2,2,2,1,51,51
5518,48-02515,68,2,4,0,1,0,N,1,2,2134.8,N,N,8,14100.0,3,115,N,2,2,2,2,144,144
6673,48-02516,29,1,6,0,1,0,N,1,2,1338.4,490,1,7,43250.0,6,330,5,2,2,2,2,68,67
6869,48-02101,16,1,6,0,1,3,5,1,1,357.4,N,N,4,0.0,0,232,N,2,2,2,2,34,38
4282,48-02102,26,1,2,0,1,0,4,1,1,450.9,N,N,5,600.0,1,69,N,2,2,2,2,70,58
7902,48-02516,2,2,N,0,1,1,3,1,2,1338.4,N,N,N,N,N,501,N,N,N,2,2,291,258
4237,48-02510,65,2,1,0,1,0,2,1,1,3092.4,8680,14,8,30000.0,5,501,N,2,2,2,2,51,52
17027,48-02101,3,2,N,0,1,3,5,1,1,357.4,N,N,N,N,N,247,N,N,N,2,2,79,93
13190,48-02101,23,2,6,0,1,0,3,1,1,357.4,7780,10,5,20000.0,4,501,N,2,2,2,2,200,107
16610,48-02516,65,2,1,0,1,0,2,1,1,1338.4,N,N,5,27500.0,5,279,N,2,2,2,2,17,16
12403,48-02507,55,2,1,0,1,0,2,1,1,3731.1,3170,4,5,3000.0,1,486,N,2,1,2,2,35,38
14637,48-02101,65,1,1,1,1,0,2,1,1,357.4,9470,16,5,40000.0,6,501,N,2,2,2,2,80,79
9873,48-02510,33,2,1,0,1,0,8,1,1,3092.4,4780,6,6,15000.0,3,216,N,2,2,2,2,124,72
14845,48-02101,28,1,6,0,1,0,3,1,1,357.4,7071,9,9,30000.0,5,501,N,2,2,2,2,168,128
5543,48-02516,62,2,4,0,2,0,N,1,1,1338.4,8680,14,7,62000.0,7,501,N,2,2,2,2,127,127
15903,48-02102,64,2,4,0,1,N,N,3,0,450.9,N,N,4,9600.0,2,N,N,1,2,2,1,19,0
11121,48-02516,65,1,1,0,1,0,2,1,1,1338.4,770,3,7,14400.0,3,154,N,2,2,1,1,70,73
17524,48-02101,1,1,N,0,2,3,5,1,2,357.4,N,N,N,N,N,76,N,N,N,2,2,78,116
11559,48-02102,66,2,1,0,1,0,2,1,1,450.9,8090,12,8,18700.0,4,460,N,2,1,2,2,10,9
6535,48-02516,17,2,6,1,1,1,3,1,2,1338.4,N,N,4,0.0,0,123,N,2,2,2,2,641,493
6770,48-02102,21,1,6,0,1,0,N,1,1,450.9,3570,4,5,17000.0,3,129,N,2,2,2,2,76,144
17922,48-02516,7,2,N,0,6,2,4,1,1,1338.4,N,N,3,N,N,501,N,2,2,2,2,285,326
9093,48-02516,10,1,N,0,2,3,7,1,1,1338.4,N,N,3,N,N,95,N,2,2,2,2,87,148
2795,48-02515,69,1,1,0,1,0,2,1,1,2134.8,4090,5,7,176800.0,9,501,N,2,2,2,2,17,17
11353,48-02516,54,2,1,0,1,1,3,1,2,1338.4,7860,11,11,82000.0,8,501,N,2,2,2,2,243,243
10644,48-02101,57,1,1,0,1,0,4,1,1,357.4,N,N,8,151450.0,9,501,N,2,2,2,2,128,128
8708,48-02102,7,2,N,0,1,1,3,1,1,450.9,N,N,3,N,N,501,N,2,2,2,2,75,95
17427,48-02507,23,2,6,0,2,0,5,1,1,3731.1,5580,6,8,15300.0,3,501,N,2,2,2,2,66,42
9638,48-02507,60,1,3,0,1,0,3,1,1,3731.1,7860,11,10,45000.0,6,400,N,2,2,2,2,89,83
3518,48-02101,60,2,1,1,1,0,2,1,1,357.4,9390,16,7,22100.0,4,501,N,2,2,2,2,89,84
1060,48-02515,62,1,1,0,1,0,2,1,1,2134.8,4380,5,9,150000.0,9,501,N,2,2,2,2,156,155
7781,48-02507,13,1,N,0,2,5,7,1,2,3731.1,N,N,3,N,N,157,N,2,2,2,2,280,230
12561,48-02510,61,2,3,0,1,0,4,1,1,3092.4,7870,11,10,95000.0,8,453,N,2,2,2,2,46,48
18226,48-02101,25,2,1,1,8,1,4,1,1,357.4,4971,6,4,25000.0,4,220,N,2,2,2,2,309,629
1866,48-02507,28,1,1,1,8,0,2,1,1,3731.1,3580,4,9,85000.0,8,501,N,2,2,2,2,316,317
2921,48-02515,28,1,1,0,1,0,2,1,1,2134.8,3580,4,7,68000.0,8,501,N,2,2,2,2,17,16
7291,48-02507,45,1,6,0,1,0,2,1,1,3731.1,2190,4,7,25000.0,4,501,N,2,2,2,2,85,47
16125,48-02102,33,1,4,0,1,N,N,2,0,450.9,N,N,5,0.0,0,N,N,2,2,2,1,51,0
6856,48-02507,60,2,6,0,1,0,N,1,1,3731.1,N,N,7,0.0,0,0,N,2,2,2,2,86,86
15554,48-02101,11,1,N,0,1,2,4,1,1,357.4,N,N,3,N,N,468,N,2,2,2,2,169,150
2078,48-02510,34,1,1,0,1,2,4,1,1,3092.4,3570,4,9,120000.0,9,465,N,2,2,2,2,48,51
13769,48-02101,72,2,1,1,1,0,2,1,1,357.4,9470,16,10,109500.0,9,501,N,2,2,2,2,81,81
1428,48-02101,58,1,1,0,1,0,4,1,1,357.4,2490,4,8,106000.0,9,483,N,2,2,2,2,22,19
3414,48-02102,38,2,1,0,1,3,5,1,1,450.9,7860,11,9,56000.0,7,327,N,2,2,2,2,28,28
16827,48-02515,37,2,6,1,1,0,2,1,1,2134.8,6770,8,9,45000.0,6,501,N,2,2,2,2,73,51
17336,48-02507,16,1,6,0,2,1,2,1,2,3731.1,N,N,4,0.0,0,121,N,2,2,2,2,86,68
516,48-02510,28,2,1,0,1,2,4,1,1,3092.4,7860,11,9,53000.0,7,391,N,2,2,2,2,69,69
7529,48-02510,16,2,6,1,1,2,4,1,1,3092.4,N,N,4,0.0,0,132,N,2,2,2,2,114,82
13517,48-02510,54,2,1,0,1,0,2,1,1,3092.4,5593,6,7,29400.0,5,385,N,2,2,2,2,65,70
12245,48-02515,73,1,4,0,1,0,N,1,1,2134.8,770,3,9,51000.0,7,418,N,2,2,2,2,69,69
619,48-02102,60,2,1,0,1,0,3,1,1,450.9,7280,10,4,32000.0,5,302,N,2,1,2,2,76,75
1270,48-02102,61,1,1,0,1,0,3,1,1,450.9,N,N,5,0.0,0,501,N,2,2,2,2,63,61
7377,48-02101,24,1,6,1,1,0,6,1,1,357.4,6170,7,5,25000.0,4,501,N,2,2,2,2,132,110
10453,48-02507,60,2,6,0,1,0,2,1,1,3731.1,4270,5,7,117040.0,9,501,N,2,2,2,2,86,86
227,48-02515,22,1,1,4,7,1,3,1,2,2134.8,770,3,5,30000.0,5,245,N,2,2,1,2,76,75
1578,48-02510,52,1,1,0,1,0,2,1,1,3092.4,3990,4,9,200300.0,9,501,N,2,2,2,2,59,64
9258,48-02510,5,1,N,0,8,3,5,1,1,3092.4,N,N,3,N,N,501,N,2,2,2,2,65,59
3259,48-02515,89,2,1,0,1,0,2,1,1,2134.8,N,N,7,332000.0,9,501,N,1,2,2,2,74,74
17806,48-02516,13,2,N,0,6,2,4,1,1,1338.4,N,N,3,N,N,358,N,2,2,2,2,147,142
16281,48-02102,25,2,1,0,1,0,5,1,1,450.9,4470,5,7,15000.0,3,501,N,2,2,2,1,80,60
3374,48-02101,37,2,1,0,1,2,4,1,1,357.4,5070,6,7,0.0,0,73,N,2,2,2,2,78,79
14095,48-02102,65,2,1,0,1,0,3,1,1,450.9,6680,8,8,22000.0,4,350,N,2,2,2,2,38,39
4837,48-02507,77,2,3,0,1,N,N,3,0,3731.1,N,N,7,23000.0,4,190,N,2,1,1,1,12,0
15783,48-02101,5,1,N,0,1,3,5,1,1,357.4,N,N,1,N,N,363,N,2,2,2,2,55,46
1147,48-02510,36,1,1,0,1,2,4,1,1,3092.4,6070,7,10,195000.0,9,501,3,2,2,2,2,57,57
8413,48-02507,3,1,N,0,1,3,5,1,1,3731.1,N,N,N,N,N,383,N,N,N,2,2,24,24
12002,48-02515,36,2,1,0,1,1,3,1,1,2134.8,4971,6,5,60000.0,7,501,N,2,2,2,2,52,51
12523,48-02515,50,2,4,0,1,0,N,1,1,2134.8,770,3,5,53000.0,7,400,N,2,2,2,2,126,84
10701,48-02101,54,2,1,0,1,0,2,1,1,357.4,7071,9,7,70000.0,8,501,N,2,2,2,2,53,53
15082,48-02516,73,1,1,0,1,0,2,1,1,1338.4,8680,14,7,62000.0,7,444,N,2,2,2,2,74,73
9008,48-02510,8,2,N,1,1,3,5,1,1,3092.4,N,N,2,N,N,133,N,N,N,2,2,172,150
16287,48-02515,28,2,N,0,1,0,4,1,1,2134.8,N,N,N,N,N,232,N,N,N,2,2,396,241
943,48-02507,66,1,1,0,1,0,2,1,1,3731.1,9160,15,10,42000.0,6,501,N,2,2,2,2,39,39
2012,48-02101,53,2,1,0,1,0,2,1,1,357.4,7071,9,7,70000.0,8,501,N,2,2,2,2,54,54
4209,48-02510,49,2,1,0,1,1,3,1,1,3092.4,8891,15,8,13100.0,3,501,N,2,2,2,2,133,133
2320,48-02101,53,2,1,0,1,0,3,1,2,357.4,5080,6,7,40000.0,6,501,N,2,2,2,2,79,82
