,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
9309,48-02101,44,2,1,0,2,5,7,1,1,357.4,9470,16,9,90000.0,8,237,N,2,2,2,2,69,69
9310,48-02101,35,2,1,0,2,1,3,1,1,357.4,7890,11,7,2400.0,1,306,N,2,2,2,2,116,135
9311,48-02101,47,1,1,0,2,2,4,1,1,357.4,770,3,7,39000.0,6,299,N,2,2,2,2,138,72
9312,48-02102,60,1,1,0,1,1,4,1,1,450.9,6070,7,8,114000.0,9,501,N,2,2,2,2,13,12
9313,48-02510,66,2,1,0,1,0,2,1,1,3092.4,4690,6,5,41200.0,6,297,N,2,2,2,2,104,96
9314,48-02102,56,1,1,0,1,0,3,1,1,450.9,1990,4,4,45000.0,6,501,N,2,2,2,2,151,178
9315,48-02102,40,2,1,0,2,2,4,1,1,450.9,7380,10,9,102000.0,9,501,N,2,2,2,2,157,153
9316,48-02515,68,1,1,0,1,0,2,1,1,2134.8,6870,9,7,85000.0,8,501,N,2,2,2,1,65,68
9317,48-02507,41,2,1,0,1,3,5,1,2,3731.1,7860,11,9,10000.0,2,338,N,2,2,2,2,26,26
9318,48-02101,68,1,1,0,1,0,2,1,1,357.4,N,N,8,15400.0,3,211,N,2,2,2,1,36,25
9319,48-02510,72,1,1,0,1,0,2,1,1,3092.4,7290,10,9,52600.0,7,501,N,2,2,2,1,95,94
9320,48-02101,55,2,1,1,1,0,2,1,1,357.4,7860,11,9,60000.0,7,501,N,2,2,2,2,128,105
9321,48-02101,56,1,1,0,1,0,2,1,1,357.4,770,3,9,54000.0,7,501,N,2,2,1,2,81,67
9322,48-02516,30,1,1,0,1,0,2,1,1,1338.4,7870,11,9,45000.0,6,501,N,2,2,2,2,228,196
9323,48-02515,35,2,1,1,1,2,4,1,1,2134.8,770,3,7,60000.0,7,304,N,2,2,2,2,101,108
9324,48-02101,54,2,1,0,1,0,2,1,1,357.4,8192,12,8,25000.0,4,179,N,2,2,2,2,12,11
9325,48-02101,71,1,1,0,1,0,2,1,1,357.4,7390,10,10,70100.0,8,501,N,2,2,2,2,52,52
9326,48-02102,76,2,1,0,1,0,2,1,1,450.9,N,N,7,14500.0,3,340,N,2,2,2,2,24,23
9327,48-02510,59,2,1,0,1,0,2,1,1,3092.4,9480,16,8,100000.0,9,501,N,2,2,2,2,45,46
9328,48-02101,35,2,1,1,8,0,2,1,1,357.4,N,N,9,0.0,0,501,N,2,2,2,2,46,89
9329,48-02507,42,1,1,0,1,2,5,1,1,3731.1,7380,10,7,140000.0,9,501,N,2,2,2,2,54,50
9330,48-02510,53,1,1,0,1,1,3,1,1,3092.4,7290,10,9,175000.0,9,501,2,2,2,2,2,99,98
9331,48-02101,68,2,1,0,1,0,2,1,1,357.4,7860,11,6,68000.0,8,501,N,2,2,2,2,32,71
9332,48-02515,38,2,1,0,1,3,5,1,1,2134.8,8090,12,7,50000.0,7,404,N,2,2,2,2,51,55
9333,48-02101,66,1,1,1,1,0,2,1,1,357.4,9470,16,5,40000.0,6,501,N,2,2,2,2,80,79
9334,48-02515,74,1,1,0,1,0,2,1,1,2134.8,N,N,5,68400.0,8,501,N,2,1,2,2,43,43
9335,48-02516,38,1,1,4,1,5,7,1,2,1338.4,770,3,5,60000.0,7,159,N,2,2,2,2,228,228
9336,48-02516,68,2,1,0,1,0,2,1,1,1338.4,N,N,7,43000.0,6,501,N,2,2,2,2,128,129
9337,48-02101,59,1,1,3,5,0,3,1,1,357.4,9470,16,6,123000.0,9,501,N,2,2,2,2,135,79
9338,48-02516,34,2,1,0,1,2,4,1,1,1338.4,6870,9,9,0.0,0,345,N,2,2,2,2,85,74
9339,48-02102,61,1,1,1,1,0,2,1,1,450.9,N,N,5,0.0,0,501,N,2,2,2,2,269,269
9340,48-02516,37,2,1,0,1,2,4,1,1,1338.4,7071,9,6,0.0,0,501,N,2,2,2,2,92,90
9341,48-02101,53,1,1,2,5,2,4,1,1,357.4,770,3,7,39000.0,6,299,N,2,2,2,2,134,74
9342,48-02101,47,2,1,0,1,1,3,1,2,357.4,8770,15,5,78000.0,8,501,N,2,2,2,2,84,83
9343,48-02102,52,1,1,0,1,2,4,1,1,450.9,490,1,7,85000.0,8,476,N,2,2,2,2,20,20
9344,48-02516,34,2,1,0,1,2,4,1,1,1338.4,6870,9,9,0.0,0,345,N,2,2,2,2,85,74
9345,48-02101,62,2,1,0,1,0,3,1,2,357.4,N,N,5,0.0,0,501,N,2,2,2,2,88,101
9346,48-02101,78,1,1,0,1,0,3,1,1,357.4,N,N,5,17800.0,4,501,N,2,2,2,2,8,9
9347,48-02516,31,1,1,0,1,0,2,1,1,1338.4,8680,14,8,42500.0,6,501,N,2,2,2,2,245,268
9348,48-02516,36,2,1,0,1,4,6,1,1,1338.4,7380,10,8,69000.0,8,380,N,2,2,2,2,142,141
9349,48-02102,51,1,1,0,2,0,4,1,1,450.9,9390,16,8,75000.0,8,501,N,2,2,2,2,123,79
9350,48-02516,35,1,1,1,1,3,5,1,1,1338.4,6170,7,5,80000.0,8,265,N,2,2,2,2,349,341
9351,48-02510,50,1,1,3,1,1,3,1,1,3092.4,N,N,9,0.0,0,501,N,2,2,2,2,99,99
9352,48-02516,37,2,1,1,3,2,4,1,1,1338.4,7380,10,10,98510.0,8,501,N,2,2,2,2,331,320
9353,48-02507,84,1,1,0,1,0,2,1,1,3731.1,N,N,9,8700.0,2,322,N,2,2,2,2,99,99
9354,48-02102,34,2,1,0,1,1,3,1,1,450.9,490,1,9,77000.0,8,501,N,2,2,2,2,131,130
9355,48-02101,36,1,1,0,1,2,4,1,1,357.4,6380,7,7,125000.0,9,491,N,2,2,2,2,81,83
9356,48-02102,55,1,1,0,1,0,3,1,1,450.9,9470,16,9,232100.0,9,501,N,2,2,2,2,20,20
9357,48-02101,68,2,1,0,1,0,2,1,1,357.4,N,N,6,12000.0,3,488,N,2,1,2,2,53,70
9358,48-02515,36,2,1,0,1,2,4,1,1,2134.8,770,3,5,67000.0,8,358,N,2,2,2,2,52,51
9359,48-02102,30,2,1,0,1,1,3,1,2,450.9,7280,10,7,27000.0,5,470,N,2,2,2,2,124,148
9360,48-02515,58,2,1,0,1,0,3,1,1,2134.8,9170,15,9,25000.0,4,501,N,2,2,1,2,46,46
9361,48-02101,54,2,1,0,1,0,3,1,1,357.4,7860,11,9,50000.0,7,501,N,2,2,2,2,82,98
9362,48-02507,82,1,1,0,1,0,2,1,2,3731.1,N,N,7,24400.0,4,249,N,1,1,2,1,90,89
9363,48-02510,59,1,1,0,1,0,2,1,1,3092.4,3580,4,7,189500.0,9,501,N,2,2,2,1,57,56
9364,48-02510,53,1,1,0,3,0,4,1,1,3092.4,7270,10,7,68000.0,8,501,N,2,2,2,2,103,111
9365,48-02510,55,1,1,0,1,0,2,1,1,3092.4,8980,15,7,0.0,0,501,N,2,2,2,2,66,67
9366,48-02516,68,2,1,0,1,0,3,1,1,1338.4,N,N,5,8400.0,2,258,N,1,1,2,2,15,13
9367,48-02516,37,2,1,0,1,3,5,1,1,1338.4,7860,11,9,21000.0,4,278,N,2,2,2,2,159,156
9368,48-02102,82,1,1,0,1,0,2,1,1,450.9,3990,4,5,428000.0,9,501,N,2,2,2,2,81,81
9369,48-02510,59,1,1,0,1,0,2,1,1,3092.4,6870,9,9,195800.0,9,501,N,2,2,2,2,47,46
9370,48-02516,45,2,1,1,1,0,2,1,1,1338.4,8191,12,8,60000.0,7,447,1,2,2,2,2,140,140
9371,48-02516,63,1,1,0,1,0,2,1,1,1338.4,N,N,5,48700.0,7,351,N,2,1,2,2,226,238
9372,48-02515,64,2,1,0,1,0,2,1,1,2134.8,9490,16,11,374000.0,9,501,5,2,2,2,2,48,43
9373,48-02516,42,1,1,1,1,0,2,1,1,1338.4,N,N,7,15600.0,3,447,3,2,2,2,2,161,142
9374,48-02515,37,1,1,0,1,2,6,1,1,2134.8,7860,11,4,40000.0,6,253,N,2,2,2,2,61,56
9375,48-02101,31,1,1,1,1,0,8,1,1,357.4,670,2,5,40000.0,6,384,N,2,2,2,2,322,246
9376,48-02101,58,2,1,0,1,0,2,1,1,357.4,4390,5,10,73890.0,8,501,N,2,2,2,2,42,44
9377,48-02515,55,1,1,0,1,0,2,1,1,2134.8,490,1,8,150000.0,9,501,N,2,2,2,2,92,92
9378,48-02516,66,1,1,0,1,0,3,1,1,1338.4,9470,16,7,139000.0,9,501,N,2,2,2,2,111,111
9379,48-02101,55,2,1,0,1,0,2,1,1,357.4,N,N,7,0.0,0,501,N,2,2,2,2,67,71
9380,48-02507,38,2,1,0,1,2,4,1,1,3731.1,7870,11,12,49000.0,7,210,N,2,2,2,2,85,103
9381,48-02507,57,2,1,0,1,0,2,1,1,3731.1,7860,11,10,51000.0,7,501,N,2,2,2,2,51,58
9382,48-02510,63,1,1,0,6,0,2,1,1,3092.4,6870,9,10,104000.0,9,501,N,2,2,2,2,37,37
9383,48-02516,56,1,1,0,1,3,7,1,1,1338.4,7970,12,10,483000.0,9,501,N,2,2,2,1,197,197
9384,48-02507,66,1,1,0,2,0,2,1,1,3731.1,8090,12,11,37200.0,6,501,N,2,2,2,2,69,41
9385,48-02515,29,2,1,0,1,1,3,1,1,2134.8,7860,11,9,8000.0,2,501,N,2,2,2,2,55,55
9386,48-02101,37,1,1,1,1,0,2,1,1,357.4,1080,4,6,60000.0,7,501,N,2,2,2,2,227,227
9387,48-02516,62,1,1,1,1,0,3,1,1,1338.4,770,3,5,41000.0,6,501,N,2,2,2,2,110,110
9388,48-02516,29,2,1,0,1,4,6,1,1,1338.4,8170,12,8,45000.0,6,312,N,2,2,2,2,428,427
9389,48-02516,43,1,1,1,1,3,5,1,1,1338.4,7690,10,5,43000.0,6,141,N,2,2,2,2,316,316
9390,48-02515,46,2,1,0,1,0,2,1,2,2134.8,370,1,7,12000.0,3,215,4,2,2,2,2,41,40
9391,48-02515,85,2,1,0,1,0,2,1,1,2134.8,N,N,7,1400.0,1,121,N,1,1,2,2,82,83
9392,48-02102,36,1,1,0,1,2,4,1,1,450.9,8680,14,5,7000.0,2,37,N,2,2,2,2,89,89
9393,48-02515,88,1,1,0,1,0,2,1,1,2134.8,N,N,7,50180.0,7,471,N,2,2,2,1,92,96
9394,48-02515,69,1,1,0,1,0,2,1,1,2134.8,4090,5,7,176800.0,9,501,N,2,2,2,2,17,17
9395,48-02510,39,1,1,0,1,2,4,1,1,3092.4,N,N,9,0.0,0,501,N,2,2,2,2,134,147
9396,48-02515,86,2,1,0,1,0,2,1,1,2134.8,N,N,7,1400.0,1,121,N,1,1,2,2,81,83
9397,48-02510,71,2,1,0,1,0,2,1,1,3092.4,N,N,7,10400.0,3,253,N,2,1,2,2,60,56
9398,48-02101,58,1,1,0,1,0,3,1,1,357.4,7860,11,10,36400.0,6,501,N,2,2,2,2,97,97
9399,48-02516,26,2,1,0,1,1,3,1,2,1338.4,8191,12,8,50000.0,7,501,N,2,2,2,2,16,16
9400,48-02507,61,2,1,0,5,0,3,1,1,3731.1,7860,11,5,18500.0,4,501,N,2,2,2,2,33,41
9401,48-02507,36,2,1,1,1,1,3,1,2,3731.1,5180,6,7,65000.0,8,501,N,2,2,2,2,71,68
9402,48-02515,52,2,1,0,1,0,3,1,1,2134.8,4560,5,7,63900.0,7,412,N,2,2,2,2,38,38
9403,48-02510,53,1,1,0,1,0,2,1,1,3092.4,3580,4,9,100000.0,9,501,N,2,2,2,2,59,59
9404,48-02101,54,2,1,0,1,0,2,1,1,357.4,7071,9,7,70000.0,8,501,N,2,2,2,2,53,53
9405,48-02102,34,2,1,0,4,3,5,1,1,450.9,770,3,5,107000.0,9,353,N,2,2,2,2,69,69
9406,48-02510,71,2,1,0,1,0,2,1,1,3092.4,N,N,7,8590.0,2,83,N,2,2,2,2,60,56
9407,48-02101,38,1,1,0,1,2,4,1,2,357.4,2880,4,4,60000.0,7,239,N,2,2,2,2,31,31
9408,48-02101,58,1,1,0,1,2,6,1,1,357.4,3291,4,7,85000.0,8,474,N,2,2,2,1,67,53
9409,48-02516,39,1,1,0,1,3,5,1,1,1338.4,770,3,7,76500.0,8,361,N,2,2,2,2,39,38
9410,48-02101,26,2,1,1,1,2,4,1,2,357.4,7980,12,9,45000.0,6,501,N,2,2,2,2,169,169
9411,48-02515,37,1,1,0,1,0,5,1,1,2134.8,8570,14,9,12000.0,3,501,N,2,2,2,2,77,46
9412,48-02516,43,1,1,0,1,3,5,1,1,1338.4,7380,10,10,130000.0,9,427,N,2,2,2,2,156,140
9413,48-02102,46,2,1,0,1,0,2,1,1,450.9,4795,6,6,29700.0,5,175,N,2,2,2,2,45,52
9414,48-02510,46,2,1,0,1,2,4,1,1,3092.4,8191,12,12,60000.0,7,501,N,2,2,2,2,46,47
9415,48-02102,52,1,1,0,1,2,4,1,1,450.9,490,1,7,85000.0,8,476,N,2,2,2,2,19,19
9416,48-02510,53,1,1,0,1,0,2,1,1,3092.4,180,0,7,4900.0,2,351,5,1,2,2,2,109,109
9417,48-02510,45,2,1,0,1,1,4,1,1,3092.4,8980,15,5,12200.0,3,358,N,2,2,2,2,80,80
9418,48-02507,55,2,1,0,1,0,2,1,1,3731.1,6992,9,9,95900.0,8,501,N,2,2,2,2,43,40
9419,48-02101,43,2,1,0,1,2,6,1,2,357.4,7970,12,7,34200.0,5,500,N,2,2,2,2,32,31
9420,48-02516,36,2,1,0,1,5,7,1,1,1338.4,7071,9,9,50000.0,7,501,N,2,2,2,2,210,207
9421,48-02516,42,2,1,0,2,0,4,1,1,1338.4,7580,10,7,35600.0,6,501,N,2,2,2,2,241,240
9422,48-02102,63,1,1,0,1,0,4,1,1,450.9,4690,6,9,63900.0,7,434,5,2,2,2,2,37,37
9423,48-02516,60,2,1,0,1,0,2,1,1,1338.4,N,N,5,0.0,0,469,N,2,2,2,2,13,12
9424,48-02510,43,2,1,0,1,2,4,1,1,3092.4,N,N,9,0.0,0,501,N,2,2,2,2,136,143
9425,48-02516,34,1,1,0,6,1,3,1,1,1338.4,7380,10,9,85000.0,8,501,N,2,2,2,2,91,91
9426,48-02516,43,1,1,0,1,1,5,1,1,1338.4,3580,4,6,120000.0,9,501,N,2,2,2,2,24,24
9427,48-02102,31,1,1,1,3,1,3,1,1,450.9,N,N,1,0.0,0,73,N,2,2,2,2,113,127
9428,48-02507,59,1,1,0,1,1,3,1,1,3731.1,3570,4,5,10000.0,2,49,N,2,2,2,2,39,40
9429,48-02516,33,1,1,0,1,2,4,1,1,1338.4,6890,9,7,125000.0,9,501,N,1,2,2,2,243,243
9430,48-02101,82,1,1,0,1,0,2,1,1,357.4,N,N,7,70300.0,8,501,N,2,2,2,2,12,11
9431,48-02101,33,2,1,0,1,2,4,1,1,357.4,8680,14,7,15600.0,3,363,N,2,2,2,2,43,52
9432,48-02516,59,2,1,0,5,0,2,1,2,1338.4,6170,7,7,25500.0,5,154,N,2,1,2,2,113,106
9433,48-02101,56,2,1,1,1,0,2,1,1,357.4,7181,9,5,40000.0,6,501,N,2,2,2,2,124,101
9434,48-02516,43,1,1,4,8,1,3,1,2,1338.4,490,1,5,69000.0,8,336,N,2,2,2,2,310,308
9435,48-02515,44,2,1,1,1,1,4,1,2,2134.8,7370,10,5,32000.0,5,120,N,2,2,2,2,133,136
9436,48-02516,40,1,1,2,7,1,3,1,2,1338.4,490,1,5,69000.0,8,336,N,2,2,2,2,305,305
9437,48-02510,45,1,1,0,4,0,3,1,1,3092.4,6070,7,5,65000.0,8,326,N,2,2,2,2,193,189
9438,48-02507,77,1,1,0,1,0,2,1,1,3731.1,N,N,7,10000.0,2,501,N,2,2,2,2,39,39
9439,48-02510,47,2,1,0,1,0,2,1,1,3092.4,2280,4,5,90000.0,8,501,N,2,2,2,2,89,87
9440,48-02101,29,2,1,1,1,4,6,1,1,357.4,7071,9,10,88000.0,8,501,N,2,2,2,2,13,13
9441,48-02102,63,1,1,0,1,0,2,1,2,450.9,N,N,5,17900.0,4,264,N,2,1,2,2,50,50
9442,48-02102,56,1,1,0,1,0,11,1,1,450.9,N,N,3,0.0,0,241,N,2,2,2,2,61,61
9443,48-02102,73,1,1,0,1,0,2,1,1,450.9,N,N,7,31100.0,5,378,2,2,2,2,2,32,31
9444,48-02102,55,1,1,0,1,0,2,1,1,450.9,N,N,7,15000.0,3,337,N,2,2,2,2,62,104
9445,48-02507,48,2,1,0,3,2,4,1,1,3731.1,6991,9,9,41000.0,6,501,N,2,2,2,2,192,192
9446,48-02507,27,2,1,0,2,1,3,1,2,3731.1,8660,14,9,150000.0,9,501,N,2,2,2,2,182,182
9447,48-02507,50,1,1,1,1,0,2,1,1,3731.1,2670,4,3,60000.0,7,393,N,2,2,2,2,193,193
9448,48-02507,56,2,1,0,6,1,5,1,1,3731.1,N,N,9,0.0,0,440,N,2,2,2,2,193,218
9449,48-02515,73,1,1,0,1,0,2,1,1,2134.8,N,N,5,9400.0,2,209,N,2,1,2,2,27,27
9450,48-02516,50,2,1,0,1,1,3,1,1,1338.4,9590,16,8,38000.0,6,501,N,2,2,2,2,91,91
9451,48-02102,61,1,1,0,1,0,2,1,1,450.9,2880,4,8,35300.0,6,447,N,2,2,2,2,31,30
9452,48-02510,63,1,1,0,1,0,2,1,1,3092.4,6670,8,8,90000.0,8,501,N,2,2,2,2,323,327
9453,48-02507,43,1,1,0,1,4,6,1,1,3731.1,7580,10,10,483000.0,9,501,N,2,2,2,2,24,24
9454,48-02101,63,1,1,0,1,0,2,1,1,357.4,7071,9,9,42000.0,6,501,N,2,2,2,2,62,63
9455,48-02101,71,1,1,0,1,0,2,1,1,357.4,4380,5,5,109800.0,9,501,3,2,2,2,1,66,66
9456,48-02510,60,1,1,0,1,0,3,1,1,3092.4,N,N,7,0.0,0,326,N,2,2,2,2,186,187
9457,48-02101,54,1,1,0,1,0,2,1,1,357.4,580,2,7,112000.0,9,501,N,2,2,1,2,109,109
9458,48-02510,70,1,1,0,3,0,2,1,1,3092.4,N,N,9,35200.0,6,501,N,2,2,2,2,71,70
9459,48-02510,28,1,1,0,5,0,2,1,1,3092.4,7370,10,7,1600.0,1,501,N,2,2,2,2,154,91
9460,48-02516,62,2,1,0,1,0,2,1,1,1338.4,N,N,7,6000.0,2,444,N,2,2,2,2,80,73
9461,48-02101,31,2,1,0,1,2,4,1,1,357.4,7860,11,9,52000.0,7,501,N,2,2,2,2,67,71
9462,48-02510,44,2,1,1,3,0,6,1,2,3092.4,8170,12,7,14000.0,3,287,N,2,2,2,2,96,108
9463,48-02102,80,1,1,0,2,0,7,1,1,450.9,8191,12,7,38000.0,6,351,N,2,2,2,2,170,169
9464,48-02101,60,2,1,0,1,0,3,1,2,357.4,8470,13,8,21000.0,4,406,N,2,2,2,2,38,45
9465,48-02510,61,2,1,0,1,0,2,1,1,3092.4,7071,9,9,12000.0,3,501,N,2,2,2,2,56,60
9466,48-02510,47,2,1,0,1,1,3,1,1,3092.4,5490,6,5,15200.0,3,501,N,2,2,2,2,118,120
9467,48-02516,36,2,1,0,1,3,5,1,1,1338.4,4795,6,9,60000.0,7,501,N,2,2,2,2,19,19
9468,48-02101,30,2,1,0,1,2,4,1,1,357.4,770,3,9,0.0,0,429,N,2,2,2,2,87,89
9469,48-02516,43,1,1,1,1,2,4,1,1,1338.4,6970,9,9,135100.0,9,501,N,2,2,2,2,158,159
9470,48-02102,30,2,1,1,1,2,4,1,1,450.9,8090,12,9,80000.0,8,501,N,2,2,2,2,68,73
9471,48-02102,33,1,1,0,6,2,4,1,1,450.9,8090,12,8,27000.0,5,501,N,2,2,2,2,117,115
9472,48-02101,31,1,1,1,1,1,3,1,1,357.4,770,3,5,43000.0,6,469,N,2,2,2,2,63,65
9473,48-02516,70,2,1,0,1,0,2,1,1,1338.4,N,N,7,25000.0,4,317,N,2,2,2,2,87,89
9474,48-02102,21,1,1,0,1,0,2,1,1,450.9,9470,16,5,46300.0,6,501,N,2,2,2,2,58,64
9475,48-02510,40,1,1,1,1,2,4,1,1,3092.4,9470,16,12,150000.0,9,501,N,2,2,2,2,51,46
9476,48-02102,32,1,1,1,4,2,4,1,1,450.9,2880,4,7,50000.0,7,196,N,2,2,2,2,78,81
9477,48-02510,45,2,1,0,1,2,4,1,1,3092.4,7970,12,11,508000.0,9,501,N,2,2,2,2,137,141
9478,48-02515,44,1,1,0,1,0,6,1,1,2134.8,9380,16,9,73000.0,8,501,N,2,2,2,2,144,78
9479,48-02516,30,1,1,0,1,0,5,1,1,1338.4,1370,4,5,34300.0,5,501,N,2,2,2,2,117,79
9480,48-02101,58,1,1,0,1,0,2,1,1,357.4,8191,12,9,100000.0,9,501,N,2,2,2,2,92,92
9481,48-02510,47,1,1,0,6,3,5,1,1,3092.4,4870,6,7,44200.0,6,146,N,2,2,2,2,104,103
9482,48-02101,61,2,1,0,1,0,3,1,1,357.4,570,2,7,88500.0,8,501,N,2,2,2,2,114,128
9483,48-02101,76,2,1,0,1,0,2,1,2,357.4,N,N,10,33000.0,5,501,N,2,2,2,2,59,52
9484,48-02515,58,2,1,0,1,0,2,1,1,2134.8,1880,4,6,241800.0,9,501,N,2,2,2,2,16,15
9485,48-02101,59,1,1,0,1,0,2,1,1,357.4,7970,12,11,279580.0,9,501,N,2,2,2,2,100,83
9486,48-02515,34,2,1,0,1,2,4,1,1,2134.8,N,N,10,12000.0,3,298,N,2,2,2,2,82,81
9487,48-02515,60,1,1,0,1,0,6,1,1,2134.8,6170,7,5,56100.0,7,420,N,2,2,2,2,14,15
9488,48-02101,54,2,1,0,1,0,3,1,1,357.4,8191,12,10,125000.0,9,501,N,2,2,2,2,94,107
9489,48-02510,56,1,1,1,1,0,2,1,1,3092.4,6870,9,9,100000.0,9,501,N,2,2,2,2,67,67
9490,48-02101,38,2,1,0,1,2,4,1,1,357.4,4390,5,7,60000.0,7,409,N,2,2,2,2,482,465
9491,48-02507,55,2,1,0,1,0,3,1,1,3731.1,N,N,7,-2100.0,0,284,N,2,2,2,2,41,46
9492,48-02516,35,1,1,0,2,0,6,1,1,1338.4,9160,15,10,55000.0,7,454,N,2,2,2,2,233,183
9493,48-02101,34,2,1,0,7,1,3,1,1,357.4,9160,15,7,9800.0,2,280,N,2,2,2,2,45,90
9494,48-02507,54,1,1,0,2,0,2,1,1,3731.1,6870,9,10,194000.0,9,501,N,2,2,1,2,355,388
9495,48-02515,45,1,1,0,1,1,4,1,1,2134.8,770,3,5,36000.0,6,235,N,2,2,2,2,34,27
9496,48-02101,43,2,1,0,1,0,3,1,1,357.4,8180,12,8,73600.0,8,501,N,2,2,2,2,62,61
9497,48-02102,67,1,1,0,1,0,5,1,1,450.9,4270,5,4,26100.0,5,247,N,2,2,2,2,7,6
9498,48-02507,65,2,1,0,4,0,2,1,1,3731.1,1180,4,1,86000.0,8,501,N,2,2,2,2,58,38
9499,48-02101,57,1,1,0,1,0,3,1,1,357.4,6992,9,7,100000.0,9,501,N,2,2,2,2,99,96
9500,48-02507,54,1,1,0,1,0,2,1,1,3731.1,3170,4,5,79000.0,8,486,N,2,2,2,2,40,39
9501,48-02102,60,2,1,0,1,0,2,1,1,450.9,4890,6,5,10000.0,2,315,N,2,2,1,1,12,11
9502,48-02516,52,2,1,1,1,0,4,1,2,1338.4,770,3,9,80000.0,8,501,N,2,2,2,2,156,201
9503,48-02510,63,2,1,0,1,0,2,1,1,3092.4,N,N,10,40300.0,6,501,N,2,2,2,2,74,68
