,EDU,HISP,INDP_CAT,MSP,OWN_RENT,PINCP_DECILE_x,PUMA,RAC1P,SEX,PINCP_DECILE_y,percent_match
112,9,0,N,4,1,3,25-00703,1,1,2,0.0
113,7,0,8,1,2,3,25-00703,1,1,5,0.0
114,5,0,N,4,0,2,25-02800,1,1,2,100.0
115,4,0,N,N,1,N,25-00503,1,1,N,100.0
116,5,0,12,3,1,4,25-01000,1,2,3,0.0
117,7,0,13,2,1,4,25-01000,1,2,4,100.0
118,5,0,10,1,2,0,25-02800,1,2,3,0.0
119,12,0,10,1,1,8,25-01000,1,2,9,0.0
120,5,0,N,2,1,0,25-02800,1,2,0,100.0
121,9,0,7,1,1,6,25-00503,1,1,8,0.0
122,5,0,N,2,2,4,25-00703,1,2,1,0.0
123,8,0,N,6,0,2,25-01000,1,2,2,100.0
124,3,0,N,N,1,N,25-01000,9,1,N,100.0
125,9,0,4,1,1,0,25-01300,6,2,9,0.0
126,5,0,N,4,2,6,25-02800,2,2,2,0.0
127,5,0,4,4,1,4,25-01000,1,2,9,0.0
128,11,0,12,1,1,2,25-01000,6,2,9,0.0
129,4,0,15,6,1,1,25-01300,1,2,2,0.0
130,5,0,8,6,2,8,25-02800,1,1,6,0.0
131,10,0,6,6,1,9,25-01000,1,1,0,0.0
132,7,0,16,1,1,6,25-02800,1,2,3,0.0
133,4,0,N,6,0,0,25-01300,1,2,2,0.0
134,10,0,14,1,1,5,25-02800,1,2,7,0.0
135,10,0,10,6,2,8,25-02800,1,2,9,0.0
136,11,0,12,1,1,9,25-01300,1,1,9,100.0
137,6,0,3,6,1,2,25-00503,1,1,1,0.0
138,6,0,7,1,1,5,25-01000,1,1,8,0.0
139,5,0,16,1,1,6,25-02800,1,1,8,0.0
140,5,0,15,6,2,2,25-00503,1,1,2,100.0
141,5,0,7,1,2,2,25-01300,1,1,8,0.0
142,6,0,N,3,1,8,25-02800,1,1,6,0.0
143,5,0,N,6,2,0,25-01300,1,1,1,0.0
144,7,0,6,6,1,1,25-00503,6,2,7,0.0
145,9,0,9,6,1,1,25-00503,1,2,6,0.0
146,8,0,N,6,1,3,25-00503,1,2,3,100.0
147,7,0,6,6,2,4,25-00503,1,1,3,0.0
148,9,0,10,1,2,8,25-01300,6,1,7,0.0
149,4,0,N,4,1,0,25-01300,1,2,1,0.0
150,4,0,6,4,2,1,25-01000,1,2,4,0.0
151,8,0,10,1,1,8,25-01000,1,2,4,0.0
152,10,0,12,6,1,7,25-02800,1,2,8,0.0
153,7,0,9,6,1,1,25-00503,1,2,2,0.0
154,11,0,10,6,1,6,25-01300,1,2,6,100.0
155,8,0,10,1,2,7,25-00703,1,1,6,0.0
156,9,0,12,4,2,7,25-00503,1,2,7,100.0
157,9,0,14,1,2,6,25-00703,1,2,4,0.0
158,5,0,13,6,1,3,25-00703,1,1,3,100.0
159,9,0,10,1,1,0,25-02800,6,2,6,0.0
160,9,0,16,1,1,9,25-00503,1,2,4,0.0
161,5,0,12,6,2,8,25-02800,1,2,3,0.0
162,9,0,7,1,1,9,25-02800,1,1,9,100.0
163,7,0,11,6,1,1,25-01300,1,2,1,100.0
164,11,0,9,1,1,9,25-01000,1,2,9,100.0
165,7,0,9,6,1,8,25-02800,1,1,3,0.0
166,8,0,12,4,1,8,25-01000,1,2,4,0.0
167,5,0,6,6,2,4,25-00703,1,1,2,0.0
168,5,0,6,6,2,5,25-00503,1,1,5,100.0
169,5,0,10,6,2,0,25-00503,1,2,0,100.0
170,7,0,4,6,1,5,25-00503,1,2,4,0.0
171,12,0,N,1,1,2,25-01000,1,1,6,0.0
172,1,0,N,6,0,3,25-01300,1,1,2,0.0
173,11,0,11,4,1,7,25-00703,1,2,7,100.0
174,9,0,10,2,1,9,25-02800,1,2,8,0.0
175,5,0,9,1,2,4,25-01000,1,2,5,0.0
176,9,0,4,6,2,7,25-01300,1,1,7,100.0
177,4,0,N,6,1,3,25-01000,2,1,0,0.0
178,10,0,8,1,1,7,25-01300,1,2,5,0.0
179,6,0,N,1,1,2,25-01300,1,2,6,0.0
180,4,0,N,6,2,0,25-00703,2,1,0,100.0
181,7,0,3,4,1,8,25-01000,1,1,9,0.0
182,9,0,9,1,2,8,25-01000,1,1,7,0.0
183,8,0,15,1,1,4,25-01300,1,2,6,0.0
184,10,0,N,1,2,0,25-00503,6,2,0,100.0
185,5,0,10,1,1,1,25-00503,1,2,2,0.0
186,6,0,16,1,1,9,25-01000,1,1,5,0.0
187,N,0,N,N,1,N,25-00503,9,1,N,100.0
188,5,0,11,6,0,1,25-00503,6,2,3,0.0
189,7,0,7,6,2,7,25-02800,1,1,7,100.0
190,9,0,8,4,1,4,25-01300,1,2,4,100.0
191,9,0,N,6,2,0,25-00503,1,2,4,0.0
192,1,0,N,6,0,1,25-00503,1,2,1,100.0
193,7,0,3,4,1,4,25-02800,1,1,9,0.0
194,5,0,14,1,1,2,25-01300,1,1,6,0.0
195,10,0,N,1,2,3,25-01000,1,1,7,0.0
196,11,0,15,1,1,9,25-01300,1,1,9,100.0
197,5,0,15,6,0,2,25-00703,1,2,1,0.0
198,10,0,10,6,1,8,25-01000,1,2,9,0.0
199,7,0,6,6,2,6,25-01000,1,2,3,0.0
200,5,0,N,1,1,0,25-01300,6,2,2,0.0
201,9,0,6,1,1,3,25-01000,6,2,6,0.0
202,6,0,3,6,2,8,25-01300,1,1,8,100.0
203,7,0,15,6,2,7,25-00503,1,2,1,0.0
204,7,0,14,6,2,2,25-00503,1,2,3,0.0
205,4,0,12,1,1,4,25-01300,1,1,4,100.0
206,10,0,11,3,1,8,25-00503,1,2,8,100.0
207,9,0,17,1,2,7,25-00503,1,1,8,0.0
208,9,0,4,6,1,8,25-02800,1,1,1,0.0
209,10,0,9,4,2,8,25-01000,1,1,9,0.0
210,7,4,12,6,1,5,25-00703,8,2,1,0.0
211,10,0,16,6,1,6,25-01000,1,2,6,100.0
212,1,0,4,1,1,5,25-02800,1,1,8,0.0
213,7,0,6,1,2,2,25-02800,1,2,5,0.0
214,11,4,10,1,1,7,25-01000,1,2,5,0.0
215,5,0,N,3,1,3,25-01300,1,1,2,0.0
216,9,0,11,6,0,2,25-00503,1,1,7,0.0
217,10,0,13,6,1,4,25-00703,1,2,1,0.0
218,9,0,6,1,2,5,25-01300,1,2,2,0.0
219,8,0,12,6,1,4,25-01000,1,2,7,0.0
220,10,0,12,6,1,8,25-01000,1,1,7,0.0
221,5,0,15,4,1,4,25-01300,1,2,3,0.0
222,9,0,4,6,1,8,25-01300,1,1,9,0.0
223,10,0,N,6,2,0,25-00703,1,2,5,0.0
224,4,0,12,6,1,2,25-01000,1,2,1,0.0
225,8,0,10,4,1,6,25-02800,1,2,6,100.0
226,9,0,11,6,2,7,25-02800,1,1,4,0.0
227,5,0,11,6,1,7,25-00703,1,1,6,0.0
228,5,0,3,3,1,4,25-01000,1,1,6,0.0
229,2,0,N,N,2,N,25-01300,6,1,N,100.0
230,7,0,9,6,1,1,25-02800,1,2,8,0.0
231,5,4,N,1,1,2,25-01000,1,1,0,0.0
232,7,0,13,6,1,1,25-01000,1,2,6,0.0
233,9,0,13,4,1,4,25-01000,1,2,5,0.0
234,5,0,N,3,2,0,25-00703,1,1,3,0.0
235,9,0,9,6,1,8,25-01300,6,2,2,0.0
236,11,0,12,4,1,8,25-01000,1,2,4,0.0
237,5,0,16,6,1,6,25-02800,1,1,6,100.0
238,7,0,14,1,2,5,25-00503,1,1,4,0.0
239,9,0,15,6,1,7,25-00503,1,1,4,0.0
240,7,0,4,4,1,5,25-01300,1,2,9,0.0
241,9,0,4,4,2,8,25-00503,1,1,9,0.0
242,9,0,10,4,1,9,25-01000,1,1,3,0.0
243,8,0,N,6,2,0,25-02800,1,2,2,0.0
244,10,0,5,1,1,8,25-00703,1,1,9,0.0
245,5,0,16,1,1,3,25-01000,1,2,1,0.0
246,5,0,10,1,1,3,25-01300,1,1,8,0.0
247,N,4,N,N,2,N,25-00703,1,1,N,100.0
248,7,0,14,6,0,1,25-00703,2,2,1,100.0
249,9,0,12,1,2,6,25-01000,1,1,8,0.0
250,8,0,5,1,1,6,25-01300,1,2,2,0.0
251,7,0,10,6,0,2,25-00503,1,1,2,100.0
252,9,0,10,4,2,8,25-01000,1,2,6,0.0
253,12,0,6,1,1,9,25-00503,6,1,4,0.0
254,9,0,13,1,1,6,25-02800,1,2,4,0.0
255,8,0,13,4,2,4,25-00703,1,2,4,100.0
256,5,0,N,4,2,7,25-02800,1,2,2,0.0
257,12,0,10,6,1,9,25-00503,1,1,9,100.0
258,12,0,N,1,1,7,25-02800,1,2,9,0.0
259,10,0,11,1,2,8,25-01000,1,2,3,0.0
260,8,0,N,6,1,4,25-00703,1,2,3,0.0
261,10,0,11,3,1,6,25-01300,1,2,7,0.0
262,9,0,6,4,1,5,25-02800,1,1,7,0.0
263,7,0,4,6,1,6,25-01300,1,1,5,0.0
264,8,0,12,6,2,4,25-00703,1,2,6,0.0
265,8,0,12,4,1,8,25-02800,1,2,0,0.0
266,5,0,13,6,1,4,25-01300,1,2,1,0.0
267,5,0,16,6,1,7,25-01000,1,1,5,0.0
268,9,0,3,6,2,6,25-01300,1,1,6,100.0
269,5,0,15,1,1,3,25-00703,1,2,4,0.0
270,5,0,14,6,2,3,25-00503,1,1,7,0.0
271,4,0,N,4,2,2,25-02800,1,2,2,100.0
272,6,0,6,6,1,1,25-00703,1,1,1,100.0
273,3,0,N,N,1,N,25-01000,9,2,N,100.0
274,3,0,N,N,1,N,25-01000,2,2,N,100.0
275,5,0,13,6,1,2,25-01300,1,1,1,0.0
276,11,0,10,1,1,6,25-01000,1,2,9,0.0
277,8,0,6,4,1,2,25-01000,1,2,6,0.0
278,12,0,11,1,1,7,25-00503,1,2,3,0.0
279,5,0,4,1,2,7,25-01000,1,1,6,0.0
280,8,0,12,3,1,7,25-01000,1,2,4,0.0
281,2,0,N,N,2,N,25-02800,2,1,N,100.0
282,5,0,9,1,2,8,25-02800,1,2,4,0.0
283,10,0,9,6,1,9,25-00503,1,2,6,0.0
284,5,0,10,6,1,5,25-02800,1,2,5,100.0
285,8,0,N,1,1,3,25-00703,6,2,1,0.0
286,6,0,N,6,1,0,25-00503,1,2,0,100.0
287,7,0,15,4,1,5,25-02800,1,2,4,0.0
288,4,0,3,6,2,5,25-00703,1,1,7,0.0
289,9,0,8,6,1,5,25-01300,1,1,9,0.0
290,5,0,16,1,1,6,25-00503,1,1,7,0.0
291,10,0,12,1,2,9,25-02800,1,2,7,0.0
292,10,0,12,1,2,8,25-01300,1,2,3,0.0
293,6,0,8,1,1,9,25-01300,6,1,5,0.0
294,7,0,15,6,1,1,25-01000,1,2,2,0.0
295,9,0,6,1,2,3,25-02800,1,2,7,0.0
296,4,0,N,6,0,3,25-00703,1,1,2,0.0
297,9,0,N,6,0,0,25-00503,2,2,1,0.0
298,10,0,15,1,1,1,25-01000,1,2,1,100.0
299,7,0,4,6,1,4,25-01000,1,1,7,0.0
300,8,0,12,1,2,7,25-00703,1,2,7,100.0
301,10,0,9,4,1,9,25-00703,1,1,8,0.0
302,10,4,8,1,2,9,25-00503,1,2,6,0.0
303,7,0,N,4,2,2,25-00503,1,2,6,0.0
304,8,0,2,1,1,9,25-00703,1,2,8,0.0
305,4,0,4,1,1,8,25-02800,1,1,1,0.0
306,5,0,13,6,0,1,25-00503,1,2,2,0.0
307,8,0,N,1,2,3,25-02800,1,2,2,0.0
308,5,0,6,6,2,6,25-01300,1,1,6,100.0
309,5,0,4,1,2,5,25-00703,1,2,6,0.0
310,5,0,14,1,2,2,25-02800,1,2,3,0.0
311,9,0,10,4,1,6,25-01300,1,1,9,0.0
312,7,0,14,6,1,1,25-00503,1,2,1,100.0
313,N,0,N,N,2,N,25-02800,9,2,N,100.0
314,5,0,14,1,2,4,25-02800,1,1,4,100.0
315,9,0,N,2,1,3,25-00703,1,1,9,0.0
316,2,0,N,N,2,N,25-00703,2,2,N,100.0
317,9,0,10,1,2,7,25-02800,1,2,5,0.0
318,8,0,6,6,2,4,25-00703,1,1,6,0.0
319,6,0,3,6,1,2,25-00703,1,1,8,0.0
320,7,0,6,4,2,7,25-00703,1,2,2,0.0
321,10,0,6,6,1,6,25-02800,6,1,8,0.0
322,9,0,13,6,2,2,25-02800,1,2,5,0.0
323,8,0,2,1,1,3,25-01300,1,2,9,0.0
324,10,0,13,6,1,4,25-01000,1,2,8,0.0
325,5,0,6,4,1,4,25-00503,1,2,4,100.0
326,11,0,12,1,1,9,25-02800,6,2,9,100.0
327,9,0,9,4,1,8,25-02800,1,2,7,0.0
328,9,0,3,1,1,2,25-00703,1,2,9,0.0
329,4,0,14,6,2,3,25-02800,1,2,1,0.0
330,9,0,16,6,1,2,25-00703,1,2,8,0.0
331,5,0,N,2,2,0,25-00503,1,2,0,100.0
332,5,0,N,1,2,4,25-00503,6,1,1,0.0
333,5,0,4,1,2,4,25-01000,1,2,6,0.0
334,11,0,N,1,1,6,25-01000,1,2,2,0.0
335,7,0,12,6,1,3,25-01000,1,1,7,0.0
336,10,0,10,1,2,9,25-00703,1,1,6,0.0
337,6,0,10,6,2,5,25-00703,1,1,2,0.0
338,3,0,N,N,2,N,25-01300,6,1,N,100.0
339,5,0,4,4,2,7,25-00703,1,2,5,0.0
340,7,0,15,6,1,4,25-00503,1,1,1,0.0
341,5,0,13,1,2,4,25-00703,1,2,1,0.0
342,9,0,15,6,2,2,25-02800,1,2,2,100.0
343,7,0,N,4,2,3,25-02800,1,1,2,0.0
344,5,0,N,6,2,0,25-02800,1,2,2,0.0
345,10,0,N,6,1,6,25-01000,1,2,7,0.0
346,10,0,8,6,2,8,25-00503,1,1,8,100.0
347,9,0,10,1,2,8,25-01300,1,2,6,0.0
348,3,4,N,N,1,N,25-00503,9,1,N,100.0
349,10,0,11,3,1,4,25-01000,1,2,6,0.0
350,11,0,11,1,1,9,25-00703,1,2,5,0.0
351,7,0,3,4,2,5,25-02800,1,1,9,0.0
352,9,0,4,2,1,9,25-01000,1,1,7,0.0
353,5,0,3,5,1,8,25-00703,1,1,5,0.0
354,5,0,13,6,1,1,25-00503,1,2,3,0.0
355,10,0,9,4,1,6,25-01300,1,2,8,0.0
356,5,0,11,4,1,3,25-00703,1,2,4,0.0
357,5,0,3,4,1,5,25-01300,1,1,8,0.0
358,5,0,16,3,1,6,25-00703,1,2,6,100.0
359,9,0,9,6,2,5,25-00703,1,1,7,0.0
360,10,0,10,4,1,9,25-02800,1,1,3,0.0
361,8,0,6,6,1,7,25-02800,1,2,4,0.0
362,9,0,11,1,1,7,25-02800,6,2,2,0.0
363,7,0,6,6,2,2,25-00503,1,2,9,0.0
364,10,0,15,1,2,9,25-02800,1,2,6,0.0
365,5,0,N,4,0,1,25-02800,1,2,0,0.0
366,8,0,N,6,1,2,25-00703,1,1,1,0.0
367,9,0,10,4,1,7,25-00703,1,2,9,0.0
368,11,0,4,1,1,9,25-00703,1,1,9,100.0
369,5,0,12,4,2,4,25-00503,1,2,5,0.0
370,5,0,N,1,2,2,25-02800,1,1,3,0.0
371,9,0,16,4,1,8,25-01000,1,2,7,0.0
372,7,0,14,1,1,6,25-01300,1,2,2,0.0
373,6,0,N,3,2,2,25-02800,1,2,1,0.0
374,9,0,4,4,1,9,25-00703,1,1,9,100.0
375,12,0,11,4,1,4,25-01300,1,2,5,0.0
376,10,0,N,3,2,9,25-00703,1,1,4,0.0
377,9,0,9,3,1,9,25-00703,1,1,9,100.0
378,10,0,8,4,1,7,25-00503,1,2,9,0.0
379,5,0,15,1,2,4,25-02800,1,1,3,0.0
380,12,0,12,1,1,9,25-00503,6,2,1,0.0
381,9,0,12,1,1,9,25-00703,6,2,8,0.0
382,10,4,10,6,1,4,25-00703,1,2,6,0.0
383,3,0,N,N,1,N,25-02800,9,1,N,100.0
384,9,0,N,6,2,0,25-00503,6,2,0,100.0
385,9,0,6,6,1,4,25-02800,1,2,6,0.0
386,9,0,N,6,0,0,25-01300,1,1,3,0.0
387,5,0,15,6,1,5,25-00503,1,1,2,0.0
388,5,0,16,4,1,8,25-00703,1,2,7,0.0
389,5,0,11,6,1,2,25-00503,1,2,7,0.0
390,9,0,4,3,1,9,25-00703,1,2,9,100.0
391,3,4,N,N,1,N,25-00703,9,1,N,100.0
392,10,0,N,1,2,4,25-02800,6,1,3,0.0
393,10,2,10,1,1,8,25-00703,1,1,9,0.0
394,5,0,15,1,1,6,25-01300,1,1,5,0.0
395,7,0,15,4,1,5,25-01000,1,2,2,0.0
396,N,0,N,N,1,N,25-00703,9,1,N,100.0
397,5,0,4,1,2,8,25-00503,1,1,6,0.0
398,7,0,4,4,2,5,25-00703,1,2,6,0.0
399,11,0,10,6,1,9,25-00703,1,1,9,100.0
400,8,0,2,1,1,7,25-01000,1,1,8,0.0
401,10,0,11,4,2,8,25-00703,1,2,8,100.0
402,10,0,12,5,1,7,25-00703,1,2,6,0.0
403,7,0,15,6,1,2,25-00703,1,1,2,100.0
404,8,0,11,1,1,4,25-00503,1,2,4,100.0
405,9,0,N,3,1,9,25-01300,1,1,6,0.0
406,N,0,N,N,2,N,25-00503,6,1,N,100.0
407,5,0,9,3,1,4,25-01300,1,2,7,0.0
408,8,0,N,3,1,4,25-00503,1,2,3,0.0
409,4,0,4,6,1,0,25-00703,1,2,0,100.0
410,5,0,N,1,2,2,25-00503,6,2,1,0.0
411,5,0,14,4,1,2,25-02800,1,2,3,0.0
412,7,0,11,6,0,1,25-00703,1,1,1,100.0
