,EDU,HISP,INDP_CAT,MSP,OWN_RENT,PINCP_DECILE_x,PUMA,RAC1P,SEX,PINCP_DECILE_y,percent_match
129,9,0,9,1,1,9,25-02800,6,1,8,0.0
130,9,0,6,4,1,4,25-00503,1,1,6,0.0
131,12,0,10,6,2,6,25-00503,6,2,6,100.0
132,9,0,16,6,1,7,25-00703,1,2,8,0.0
133,7,0,N,3,2,3,25-02800,1,2,3,100.0
134,2,0,N,N,2,N,25-01000,1,1,N,100.0
135,10,0,5,1,1,6,25-00703,1,2,8,0.0
136,8,0,12,6,1,8,25-01000,1,2,7,0.0
137,4,0,N,6,0,2,25-01000,1,2,2,100.0
138,4,0,14,6,1,1,25-00703,9,1,1,100.0
139,5,0,12,4,2,4,25-00503,1,2,5,0.0
140,10,0,14,1,1,7,25-01300,1,2,9,0.0
141,5,0,14,1,1,2,25-00503,1,2,5,0.0
142,10,0,5,1,1,7,25-01000,1,2,9,0.0
143,10,0,11,6,0,0,25-00503,6,2,5,0.0
144,4,0,3,6,1,1,25-00703,1,1,4,0.0
145,5,0,7,1,1,4,25-02800,1,2,7,0.0
146,7,0,9,6,1,2,25-00703,1,2,1,0.0
147,10,0,9,4,1,9,25-01000,1,2,8,0.0
148,4,0,N,6,2,0,25-01300,6,2,0,100.0
149,7,0,N,1,2,0,25-02800,1,2,0,100.0
150,5,0,4,4,1,6,25-01000,1,2,9,0.0
151,10,0,9,4,1,9,25-02800,1,1,9,100.0
152,7,0,7,1,1,6,25-01000,1,2,8,0.0
153,9,0,4,6,2,5,25-01000,1,2,5,100.0
154,7,0,16,4,2,7,25-00503,1,2,7,100.0
155,4,0,N,N,1,N,25-01300,1,2,N,100.0
156,9,0,9,6,1,6,25-00503,1,2,6,100.0
157,9,0,11,4,1,4,25-00703,1,1,9,0.0
158,9,0,6,6,2,4,25-02800,1,1,8,0.0
159,7,0,10,1,2,8,25-00503,1,1,7,0.0
160,7,0,5,1,1,9,25-02800,1,1,7,0.0
161,7,0,3,4,1,9,25-01000,1,1,9,100.0
162,10,0,4,4,1,8,25-01300,1,1,9,0.0
163,7,0,15,6,2,1,25-00503,1,2,1,100.0
164,7,0,16,6,1,5,25-00703,1,2,4,0.0
165,12,0,N,1,1,9,25-02800,1,2,9,100.0
166,8,0,12,6,2,5,25-00703,1,2,6,0.0
167,9,0,11,1,1,6,25-00503,6,2,0,0.0
168,9,0,12,6,2,8,25-00503,1,1,9,0.0
169,8,0,4,6,1,8,25-01300,1,2,6,0.0
170,7,0,4,4,2,6,25-02800,1,2,6,100.0
171,5,0,9,4,1,7,25-01300,1,1,6,0.0
172,8,0,15,6,1,2,25-01000,1,2,5,0.0
173,9,0,10,6,2,6,25-00703,9,2,5,0.0
174,9,0,3,1,1,9,25-01300,1,2,9,100.0
175,9,0,N,2,1,1,25-02800,6,2,0,0.0
176,1,0,N,1,1,0,25-01300,1,1,3,0.0
177,5,0,6,1,1,1,25-01300,1,2,6,0.0
178,5,0,11,6,1,3,25-00703,1,1,6,0.0
179,7,0,N,4,2,2,25-00503,1,2,6,0.0
180,7,0,12,4,1,5,25-01300,1,2,5,100.0
181,7,0,11,6,0,2,25-00703,1,1,1,0.0
182,5,0,16,1,1,4,25-01000,1,2,1,0.0
183,12,0,11,1,1,6,25-01300,6,2,7,0.0
184,7,0,15,1,2,5,25-00703,1,2,3,0.0
185,9,0,4,3,1,8,25-00703,1,2,9,0.0
186,5,0,16,3,1,6,25-00703,1,2,6,100.0
187,8,0,3,1,1,3,25-00503,1,1,3,100.0
188,5,0,4,4,2,4,25-00703,1,1,8,0.0
189,9,0,N,1,2,0,25-02800,1,1,2,0.0
190,10,0,11,3,1,4,25-00503,1,2,8,0.0
191,9,0,N,1,1,9,25-01000,6,2,0,0.0
192,7,0,N,3,1,6,25-02800,1,1,4,0.0
193,7,0,14,4,1,4,25-00703,1,1,6,0.0
194,5,0,14,1,2,3,25-02800,1,2,3,100.0
195,9,0,4,6,1,5,25-00703,1,2,4,0.0
196,10,0,13,6,1,5,25-01000,1,2,8,0.0
197,8,0,6,4,1,9,25-02800,1,1,9,100.0
198,5,4,14,6,2,4,25-00703,1,2,4,100.0
199,9,0,4,1,2,9,25-00503,1,1,8,0.0
200,9,0,2,1,1,9,25-00703,1,2,3,0.0
201,9,0,5,6,2,7,25-01300,1,1,5,0.0
202,11,0,10,1,2,9,25-00703,1,1,9,100.0
203,9,0,4,6,2,9,25-01300,1,1,7,0.0
204,5,0,15,6,2,3,25-00503,1,1,2,0.0
205,4,0,N,3,2,4,25-00503,6,2,2,0.0
206,9,0,5,1,2,7,25-02800,1,1,8,0.0
207,6,0,14,1,1,4,25-00703,1,1,8,0.0
208,4,4,14,6,1,1,25-01000,1,1,1,100.0
209,5,0,14,4,1,2,25-02800,1,2,3,0.0
210,7,0,4,3,1,7,25-01000,1,2,9,0.0
211,7,0,N,6,1,1,25-00503,1,1,0,0.0
212,7,0,10,4,1,9,25-01300,1,1,9,100.0
213,9,0,9,1,2,4,25-02800,1,1,8,0.0
214,10,0,9,3,1,9,25-00703,1,2,9,100.0
215,12,0,10,1,1,7,25-01000,1,2,9,0.0
216,9,0,7,1,1,8,25-00503,1,1,8,100.0
217,8,0,16,4,1,8,25-00703,1,2,5,0.0
218,4,0,N,6,1,2,25-02800,2,1,1,0.0
219,5,0,10,2,1,3,25-00703,1,2,5,0.0
220,9,0,N,6,2,0,25-00503,6,2,0,100.0
221,5,0,16,4,1,8,25-02800,1,2,4,0.0
222,5,0,4,4,2,5,25-01000,1,1,5,100.0
223,12,0,10,6,1,8,25-00703,1,2,9,0.0
224,7,0,9,1,2,5,25-00703,1,2,6,0.0
225,5,0,N,4,2,3,25-02800,1,2,2,0.0
226,10,0,10,6,2,9,25-02800,1,1,0,0.0
227,5,4,N,1,1,0,25-00703,1,2,0,100.0
228,4,4,N,6,2,0,25-00503,1,2,0,100.0
229,9,0,15,6,2,3,25-02800,1,2,2,0.0
230,10,0,10,6,1,8,25-01000,1,2,9,0.0
231,8,0,N,4,1,7,25-01000,1,1,7,100.0
232,5,0,15,6,2,1,25-01000,1,2,4,0.0
233,7,0,13,6,2,4,25-00503,1,1,5,0.0
234,7,0,4,4,2,8,25-00703,1,1,2,0.0
235,5,0,11,6,0,2,25-00503,6,2,3,0.0
236,9,0,4,4,1,6,25-01300,1,2,9,0.0
237,7,0,6,4,1,1,25-01300,1,2,1,100.0
238,7,0,14,6,2,6,25-02800,1,2,5,0.0
239,11,0,12,1,1,9,25-01300,1,1,9,100.0
240,5,0,N,6,2,1,25-02800,1,2,2,0.0
241,5,0,6,6,2,2,25-00503,1,1,5,0.0
242,4,0,N,3,1,7,25-01000,1,1,3,0.0
243,9,0,N,4,1,3,25-02800,1,2,5,0.0
244,9,0,10,4,1,4,25-00503,1,2,4,100.0
245,4,0,11,6,1,6,25-01000,1,1,1,0.0
246,12,0,4,1,1,9,25-00503,6,2,9,100.0
247,3,0,N,3,2,4,25-00503,1,2,0,0.0
248,N,4,N,N,2,N,25-00703,1,1,N,100.0
249,4,0,12,6,1,1,25-01000,1,2,1,100.0
250,4,0,N,6,1,0,25-02800,2,2,3,0.0
251,10,0,14,1,1,8,25-02800,1,2,7,0.0
252,5,0,10,6,1,1,25-02800,1,2,5,0.0
253,9,0,14,4,1,4,25-00703,1,2,4,100.0
254,11,0,12,6,1,9,25-00503,1,1,9,100.0
255,3,0,N,N,2,N,25-00703,2,1,N,100.0
256,2,0,N,N,2,N,25-00703,9,1,N,100.0
257,8,0,16,1,1,8,25-01300,1,1,7,0.0
258,12,0,4,1,1,7,25-01300,6,2,9,0.0
259,10,0,13,6,1,2,25-00503,1,2,4,0.0
260,9,0,10,4,1,8,25-01000,1,1,3,0.0
261,5,0,15,1,2,4,25-00703,1,2,1,0.0
262,9,0,6,5,1,6,25-02800,1,2,1,0.0
263,9,0,11,1,1,7,25-02800,6,2,2,0.0
264,5,0,15,1,1,2,25-01300,1,1,5,0.0
265,10,0,11,3,1,7,25-01300,1,2,7,100.0
266,10,0,6,1,1,9,25-02800,1,1,9,100.0
267,5,0,7,1,1,7,25-01000,1,2,2,0.0
268,9,0,10,4,1,9,25-01300,1,1,9,100.0
269,5,0,15,6,1,6,25-00503,1,1,2,0.0
270,12,0,11,1,1,9,25-02800,6,2,2,0.0
271,12,0,10,1,1,9,25-01300,1,1,7,0.0
272,9,0,13,6,2,2,25-01300,1,2,5,0.0
273,8,0,4,1,2,4,25-01000,1,1,7,0.0
274,7,4,N,6,0,0,25-00503,1,2,0,100.0
275,7,0,N,2,1,2,25-00703,1,2,0,0.0
276,4,0,6,6,1,1,25-00703,1,2,1,100.0
277,10,0,4,1,1,9,25-00503,6,1,8,0.0
278,8,0,16,3,1,7,25-01300,1,2,7,100.0
279,1,0,N,N,2,N,25-00503,1,2,N,100.0
280,11,0,11,1,2,2,25-00503,1,2,8,0.0
281,12,0,11,6,1,9,25-00703,1,1,1,0.0
282,8,0,14,4,1,5,25-01300,1,2,5,100.0
283,8,0,4,1,1,6,25-00503,1,1,9,0.0
284,3,4,N,N,1,N,25-01000,1,2,N,100.0
285,5,0,6,4,1,3,25-01300,1,2,3,100.0
286,10,0,N,1,2,3,25-01000,1,2,3,100.0
287,8,0,11,6,2,5,25-02800,2,2,6,0.0
288,8,0,N,6,1,2,25-00703,1,1,1,0.0
289,8,0,N,6,0,2,25-00703,1,2,2,100.0
290,10,0,13,1,1,8,25-01300,1,1,9,0.0
291,8,0,9,1,2,8,25-00703,1,2,5,0.0
292,3,0,N,N,1,N,25-01000,8,1,N,100.0
293,7,0,3,4,1,6,25-02800,1,1,9,0.0
294,9,0,N,6,2,6,25-02800,1,2,1,0.0
295,10,0,5,1,1,8,25-01300,6,2,6,0.0
296,7,0,14,6,2,1,25-01300,1,2,4,0.0
297,10,0,9,1,1,1,25-01300,6,2,9,0.0
298,10,0,10,6,2,3,25-00503,1,2,8,0.0
299,8,0,12,1,2,6,25-00703,1,2,7,0.0
300,N,0,N,N,1,N,25-01000,6,1,N,100.0
301,5,4,14,6,2,6,25-02800,1,2,3,0.0
302,4,0,18,6,1,0,25-01000,1,1,0,100.0
303,8,0,4,6,1,4,25-01300,1,1,4,100.0
304,6,0,N,4,1,4,25-00703,1,2,4,100.0
305,10,0,11,6,2,7,25-02800,1,2,7,100.0
306,5,0,N,4,1,3,25-00503,1,2,4,0.0
307,5,0,15,6,2,0,25-01000,1,1,8,0.0
308,7,0,N,2,1,1,25-01300,1,2,2,0.0
309,4,0,N,1,1,0,25-02800,6,2,0,100.0
310,4,0,N,6,0,0,25-01300,1,2,2,0.0
311,9,0,7,6,1,1,25-00703,1,2,6,0.0
312,7,0,4,6,2,0,25-00503,1,2,4,0.0
313,5,0,6,1,1,3,25-00503,1,2,4,0.0
314,8,0,N,1,2,2,25-01000,1,1,3,0.0
315,9,0,11,6,1,4,25-02800,1,1,4,100.0
316,5,0,14,6,1,1,25-01300,1,2,0,0.0
317,9,0,6,4,1,7,25-00703,1,1,5,0.0
318,7,0,N,3,2,3,25-01300,1,2,4,0.0
319,7,0,N,6,1,0,25-00703,1,1,6,0.0
320,9,0,12,6,1,8,25-01000,1,1,8,100.0
321,7,0,10,4,1,7,25-00503,1,2,5,0.0
322,5,0,16,3,1,7,25-01000,1,2,6,0.0
323,4,0,N,4,1,4,25-01300,1,2,1,0.0
324,7,0,12,3,1,3,25-01000,1,2,6,0.0
325,9,0,13,1,1,8,25-00703,1,1,0,0.0
326,4,0,N,6,0,0,25-00503,1,1,0,100.0
327,10,0,9,6,2,9,25-00503,1,1,4,0.0
328,2,0,N,N,2,N,25-02800,6,1,N,100.0
329,5,0,15,1,2,5,25-00703,1,1,7,0.0
330,12,0,12,1,1,9,25-00503,6,1,9,100.0
331,5,0,15,4,1,3,25-01000,1,2,4,0.0
332,9,0,14,6,2,2,25-00503,1,2,3,0.0
333,6,0,6,1,2,4,25-00503,1,1,9,0.0
334,6,0,6,1,1,9,25-01000,1,1,8,0.0
335,5,0,13,6,1,1,25-01300,1,2,1,100.0
336,10,0,5,1,1,6,25-02800,1,1,9,0.0
337,7,0,15,4,1,4,25-00503,1,2,5,0.0
338,7,0,16,6,1,8,25-01300,1,1,4,0.0
339,12,0,11,1,1,6,25-02800,1,2,5,0.0
340,12,0,10,1,2,4,25-02800,1,2,7,0.0
341,1,0,N,3,2,3,25-00703,1,2,2,0.0
342,9,0,N,6,0,0,25-00503,2,2,1,0.0
343,11,0,10,6,1,7,25-00703,1,2,9,0.0
344,4,0,N,4,2,3,25-00703,1,1,3,100.0
345,7,0,N,6,1,0,25-02800,1,2,3,0.0
346,7,0,10,1,2,6,25-00703,1,1,5,0.0
347,7,0,6,6,2,7,25-01300,1,1,6,0.0
348,9,0,12,4,2,8,25-00703,1,2,5,0.0
349,4,0,N,6,1,0,25-00703,6,2,0,100.0
350,5,0,N,4,0,0,25-00703,1,1,1,0.0
351,5,0,12,6,1,7,25-01300,1,1,3,0.0
352,10,0,8,4,1,9,25-00503,1,2,9,100.0
353,6,0,10,4,2,5,25-00703,1,1,0,0.0
354,11,0,9,1,1,7,25-01000,1,2,9,0.0
355,7,0,4,6,0,0,25-00503,1,1,1,0.0
356,12,0,10,1,1,7,25-02800,6,1,9,0.0
357,12,0,N,1,1,7,25-01000,1,1,6,0.0
358,7,0,15,6,1,7,25-01000,1,2,2,0.0
359,6,0,12,1,1,5,25-02800,1,2,4,0.0
360,5,0,14,5,1,5,25-00503,1,1,6,0.0
361,5,0,N,1,2,2,25-00503,6,1,1,0.0
362,11,0,11,1,1,7,25-01300,1,1,9,0.0
363,10,0,10,6,2,8,25-00503,6,2,9,0.0
364,6,0,6,6,1,4,25-01300,1,1,4,100.0
365,10,0,4,6,1,7,25-01300,1,2,9,0.0
366,8,0,3,1,1,7,25-00703,1,1,6,0.0
367,6,0,10,1,1,9,25-01300,1,1,8,0.0
368,7,0,11,4,1,7,25-01000,1,2,6,0.0
369,10,0,14,1,1,9,25-00703,1,1,9,100.0
370,12,0,15,1,1,1,25-00503,1,2,4,0.0
371,8,0,14,1,1,4,25-01000,1,1,5,0.0
372,4,0,N,6,1,0,25-00503,9,2,0,100.0
373,9,0,10,4,2,5,25-01000,1,2,6,0.0
374,10,2,10,1,1,8,25-00703,1,1,9,0.0
375,9,0,8,6,1,8,25-02800,1,2,7,0.0
376,5,0,11,4,1,4,25-00703,1,2,4,100.0
377,7,0,6,4,2,1,25-00703,1,2,2,0.0
378,12,0,4,1,1,9,25-00703,1,1,9,100.0
379,10,0,14,6,2,0,25-00703,1,2,4,0.0
380,12,0,10,1,2,9,25-01300,1,1,8,0.0
381,10,0,11,1,2,5,25-01300,1,2,9,0.0
382,9,0,N,1,2,8,25-01000,1,2,6,0.0
383,5,0,6,6,1,0,25-02800,6,2,1,0.0
384,9,0,0,1,1,1,25-01300,1,1,8,0.0
385,7,0,12,6,2,5,25-01000,1,2,4,0.0
386,9,0,10,1,2,9,25-02800,1,2,5,0.0
387,5,0,N,2,2,2,25-00703,1,2,1,0.0
388,9,0,3,6,1,3,25-00703,1,2,7,0.0
389,9,0,N,6,1,0,25-02800,1,1,4,0.0
390,10,0,N,4,2,2,25-00703,1,2,3,0.0
391,10,0,N,6,0,1,25-00703,1,2,0,0.0
392,9,0,12,1,2,7,25-01000,1,1,8,0.0
393,7,0,7,6,2,8,25-02800,1,1,7,0.0
394,4,0,14,6,2,1,25-02800,1,2,1,100.0
395,5,0,16,6,1,1,25-01000,1,1,5,0.0
396,10,0,13,6,1,5,25-00503,1,1,5,100.0
397,10,0,6,6,2,3,25-00703,1,2,5,0.0
398,10,0,N,2,1,0,25-00703,1,2,1,0.0
399,7,0,12,2,1,3,25-02800,1,2,6,0.0
400,3,0,N,1,1,0,25-01300,1,1,6,0.0
401,4,0,N,6,0,0,25-01300,2,1,0,100.0
