,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
7707,25-01000,67,2,1,0,1,0,2,1,1,2447.1,8564,14,5,26600.0,4,501,N,2,2,2,2,48,42
7708,25-00703,10,1,N,0,1,2,4,1,1,2195.3,N,N,3,N,N,477,N,2,2,2,2,223,231
7709,25-01000,49,2,1,0,1,2,4,1,1,2447.1,6570,8,9,75000.0,7,501,N,2,2,2,2,56,70
7710,25-00703,33,2,6,0,1,0,5,1,1,2195.3,4870,6,5,20500.0,3,478,N,1,2,2,2,83,66
7711,25-00703,40,2,1,0,1,2,4,1,1,2195.3,6480,8,9,45600.0,5,501,N,2,2,2,2,73,73
7712,25-01000,61,1,1,0,1,0,3,1,1,2447.1,6070,7,8,95000.0,8,501,N,2,2,2,2,58,50
7713,25-00503,49,2,1,0,1,2,5,1,1,2872.7,N,N,9,0.0,0,501,N,2,2,2,2,105,124
7714,25-00503,16,1,6,0,1,1,3,1,1,2872.7,N,N,4,0.0,0,501,N,2,2,2,2,72,59
7715,25-00703,19,2,6,0,1,0,3,1,2,2195.3,7460,10,9,60000.0,6,501,N,2,2,2,2,150,115
7716,25-01000,69,2,1,0,1,0,2,1,1,2447.1,9370,16,8,12200.0,2,314,N,2,2,2,2,83,87
7717,25-00503,16,2,6,0,1,2,5,1,1,2872.7,N,N,4,0.0,0,501,N,2,2,2,2,57,58
7718,25-00703,3,1,N,0,1,2,4,1,1,2195.3,N,N,2,N,N,272,N,N,N,2,2,58,58
7719,25-02800,19,2,6,0,1,0,6,1,1,3683.9,8660,14,5,5400.0,1,501,N,2,2,2,2,151,93
7720,25-02800,76,1,1,0,1,0,2,1,1,3683.9,8891,15,7,5500.0,1,172,N,2,2,2,2,89,89
7721,25-01000,59,1,1,0,1,0,2,1,1,2447.1,4195,5,9,140000.0,9,501,N,2,2,2,2,67,68
7722,25-01300,16,1,6,0,1,4,9,1,1,1457.2,N,N,4,0.0,0,501,N,2,2,2,2,60,52
7723,25-00703,74,1,1,0,1,0,2,1,1,2195.3,7870,11,9,278500.0,9,501,N,2,2,2,2,49,48
7724,25-02800,82,2,3,0,1,0,N,1,2,3683.9,N,N,9,7400.0,2,60,N,2,2,2,2,97,97
7725,25-02800,7,1,N,0,1,2,4,1,1,3683.9,N,N,3,N,N,501,N,2,2,2,2,98,94
7726,25-02800,26,2,6,0,1,0,2,1,2,3683.9,3580,4,10,100000.0,8,501,N,2,2,2,2,156,156
7727,25-01000,26,2,6,0,1,1,2,1,1,2447.1,8290,12,7,36000.0,5,274,N,2,2,2,2,48,50
7728,25-00703,74,2,3,0,1,0,2,1,1,2195.3,7970,12,8,24000.0,4,403,N,2,2,2,2,57,57
7729,25-00503,20,2,6,0,1,N,N,3,0,2872.7,7460,10,7,11000.0,2,N,N,2,2,2,2,11,0
7730,25-02800,57,1,1,0,1,0,2,1,1,3683.9,4470,5,5,260000.0,9,501,N,2,2,2,2,55,54
7731,25-00503,24,2,6,0,1,0,N,1,2,2872.7,7860,11,10,48000.0,6,362,N,2,2,2,2,132,98
7732,25-00703,60,1,1,0,1,0,2,1,1,2195.3,5580,6,9,98000.0,8,501,N,2,2,2,2,62,62
7733,25-00703,18,2,6,0,1,1,4,1,1,2195.3,170,0,4,4200.0,1,501,N,2,2,2,2,48,59
7734,25-00703,67,1,1,0,1,0,2,1,1,2195.3,9480,16,9,61500.0,6,499,N,2,2,2,2,48,51
7735,25-01300,60,2,4,0,1,0,2,1,2,1457.2,7860,11,7,0.0,0,0,N,2,2,2,2,110,110
7736,25-00503,21,1,6,0,1,N,N,3,0,2872.7,N,N,5,0.0,0,N,N,2,2,2,2,33,0
7737,25-01000,28,1,1,0,1,0,2,1,1,2447.1,7860,11,9,56000.0,6,368,N,2,2,2,2,56,50
7738,25-02800,57,2,1,0,1,0,2,1,1,3683.9,7190,9,9,66000.0,7,501,N,2,2,2,2,107,107
7739,25-01000,61,2,6,0,1,0,N,1,1,2447.1,7270,10,9,24700.0,4,186,N,2,1,1,2,106,105
7740,25-00703,31,2,1,0,1,2,4,1,1,2195.3,7860,11,10,71000.0,7,501,N,2,2,2,2,121,119
7741,25-01300,48,1,1,0,1,0,2,1,1,1457.2,770,3,5,50000.0,6,474,N,2,2,2,2,109,109
7742,25-02800,58,2,1,0,1,0,3,1,1,3683.9,2190,4,5,70000.0,7,501,N,2,2,2,2,101,101
7743,25-02800,38,1,1,0,1,1,4,1,1,3683.9,7380,10,9,115000.0,8,501,N,2,2,2,2,508,409
7744,25-01300,48,2,1,0,1,2,4,1,2,1457.2,8370,13,9,110000.0,8,501,N,2,2,2,2,57,57
7745,25-00703,56,1,1,0,1,1,3,1,1,2195.3,4670,6,10,70000.0,7,353,N,2,2,2,2,336,339
7746,25-01300,46,2,1,0,1,0,2,1,1,1457.2,N,N,9,21000.0,3,501,N,1,1,2,2,66,67
7747,25-02800,76,2,3,0,1,0,N,1,1,3683.9,N,N,8,53500.0,6,438,N,2,2,2,2,71,71
7748,25-00703,57,2,1,0,1,0,3,1,1,2195.3,4795,6,9,105000.0,8,501,N,2,2,2,2,94,93
7749,25-01300,37,2,6,0,1,0,2,1,1,1457.2,N,N,5,7800.0,2,481,N,1,2,2,2,80,58
7750,25-00703,59,1,1,0,1,1,3,1,2,2195.3,4590,5,9,100000.0,8,501,N,2,2,2,2,53,53
7751,25-02800,58,1,4,0,1,0,N,1,1,3683.9,N,N,7,31200.0,4,237,N,2,2,2,2,103,101
7752,25-00703,65,1,1,0,1,0,2,1,1,2195.3,9490,16,10,187600.0,9,501,N,2,2,2,2,42,42
7753,25-02800,52,1,6,0,1,0,N,1,2,3683.9,8191,12,8,85000.0,8,501,N,2,2,2,2,132,133
7754,25-01000,68,2,1,0,1,0,2,1,1,2447.1,N,N,10,11700.0,2,405,N,2,2,2,2,98,86
7755,25-00503,35,1,1,0,1,0,2,1,1,2872.7,7690,10,7,71000.0,7,501,N,2,2,2,2,104,103
7756,25-00703,71,2,3,0,1,0,N,1,2,2195.3,N,N,7,29400.0,4,244,N,1,2,2,2,154,155
7757,25-00703,88,1,3,0,1,0,3,1,1,2195.3,N,N,5,39600.0,5,501,N,1,1,2,1,57,50
7758,25-02800,36,2,1,0,1,2,4,1,2,3683.9,7860,11,10,77000.0,7,501,N,2,2,2,2,171,209
7759,25-01300,11,1,N,0,1,1,2,1,1,1457.2,N,N,3,N,N,353,N,2,2,2,2,62,66
7760,25-01000,30,1,2,0,1,0,5,1,1,2447.1,7860,11,7,36000.0,5,501,N,2,2,2,2,82,59
7761,25-02800,52,1,1,0,1,0,2,1,1,3683.9,7870,11,9,81000.0,7,501,N,2,2,2,2,94,94
7762,25-02800,49,1,4,0,1,2,4,1,1,3683.9,4670,6,8,159000.0,9,501,N,2,2,2,2,117,118
7763,25-00503,82,2,1,0,1,0,2,1,2,2872.7,N,N,5,47700.0,5,423,3,2,2,2,2,61,60
7764,25-00703,2,1,N,0,1,2,3,1,2,2195.3,N,N,N,N,N,256,N,N,N,2,2,78,74
7765,25-00703,67,1,1,0,1,0,2,1,1,2195.3,6991,9,9,290000.0,9,501,N,2,2,2,1,83,83
7766,25-00503,60,1,1,0,1,0,2,1,2,2872.7,2190,4,9,473000.0,9,501,N,2,2,2,2,105,104
7767,25-00503,40,2,6,0,1,0,N,1,2,2872.7,8370,13,10,60000.0,6,456,N,2,2,2,2,68,68
7768,25-00503,51,2,1,0,1,2,5,1,1,2872.7,9490,16,5,64000.0,7,425,N,2,2,2,2,270,272
7769,25-01300,36,2,1,0,1,0,2,1,1,1457.2,4380,5,10,35020.0,5,501,N,2,2,2,2,114,111
7770,25-01300,57,2,1,0,1,0,3,1,1,1457.2,6770,8,5,32000.0,4,501,N,2,2,2,2,248,243
7771,25-01300,41,1,1,0,1,4,6,1,1,1457.2,7680,10,10,243000.0,9,501,N,2,2,2,2,71,72
7772,25-00703,49,2,1,2,1,2,4,1,1,2195.3,8191,12,9,101000.0,8,501,N,2,2,2,2,175,175
7773,25-02800,29,2,6,0,1,0,N,1,2,3683.9,5170,6,9,52000.0,6,396,N,2,2,2,2,81,81
7774,25-00503,27,2,6,0,1,0,N,1,2,2872.7,7380,10,9,40000.0,5,301,N,2,2,2,2,77,60
7775,25-01300,51,1,1,0,1,0,5,1,1,1457.2,3291,4,5,115000.0,8,501,N,2,2,2,2,75,74
7776,25-01300,90,2,2,0,1,N,N,2,0,1457.2,N,N,9,9600.0,2,N,N,1,1,2,2,59,0
7777,25-00703,78,2,4,0,1,0,N,1,2,2195.3,N,N,4,13600.0,2,112,N,2,2,2,1,46,47
7778,25-01000,31,1,1,0,1,0,2,1,1,2447.1,8191,12,10,100000.0,8,501,N,2,2,2,2,104,105
7779,25-00503,20,2,6,1,1,N,N,3,0,2872.7,N,N,8,0.0,0,N,N,2,2,2,2,67,0
7780,25-02800,65,1,1,0,1,0,2,1,1,3683.9,9470,16,9,142000.0,9,501,N,2,2,1,2,95,95
7781,25-01300,4,2,N,0,1,2,4,1,1,1457.2,N,N,1,N,N,501,N,2,2,2,2,62,70
7782,25-00703,45,1,1,0,1,2,4,1,1,2195.3,7860,11,9,28000.0,4,186,N,2,2,2,2,38,38
7783,25-02800,4,1,N,0,1,2,4,1,1,3683.9,N,N,2,N,N,501,N,N,N,2,2,217,203
7784,25-00703,19,2,6,0,1,N,N,3,0,2195.3,8680,14,7,5000.0,1,N,N,2,2,2,2,24,0
7785,25-01000,68,2,5,0,1,0,N,1,1,2447.1,7860,11,10,100800.0,8,501,N,2,2,2,2,133,133
7786,25-00703,3,2,N,0,1,3,5,1,1,2195.3,N,N,1,N,N,501,N,N,N,2,2,152,160
7787,25-02800,42,1,6,0,1,0,5,1,1,3683.9,9160,15,11,75000.0,7,501,N,2,2,2,2,95,105
7788,25-00703,47,2,4,0,1,0,2,1,1,2195.3,6480,8,7,20000.0,3,487,N,2,2,2,2,197,158
7789,25-00703,61,2,4,0,1,0,2,1,2,2195.3,N,N,8,4000.0,1,103,N,2,2,2,2,98,98
7790,25-01300,41,1,1,0,1,4,6,1,1,1457.2,7770,10,9,72000.0,7,501,N,2,2,2,2,90,89
7791,25-02800,64,1,1,0,1,0,2,1,1,3683.9,2980,4,5,52000.0,6,501,N,2,2,2,2,76,76
7792,25-02800,42,2,1,0,1,1,4,1,1,3683.9,7270,10,7,35000.0,5,398,N,2,2,2,2,155,155
7793,25-02800,57,2,1,0,1,0,2,1,1,3683.9,7290,10,9,299000.0,9,501,N,2,2,2,2,60,61
7794,25-02800,35,2,1,0,1,2,6,1,1,3683.9,7890,11,10,5000.0,1,501,N,2,2,2,2,69,87
7795,25-00703,36,2,1,0,1,2,4,1,1,2195.3,7390,10,9,10000.0,2,501,N,2,2,2,2,109,107
7796,25-00703,28,1,6,0,1,0,2,1,1,2195.3,4670,6,9,25000.0,4,184,N,2,2,2,2,65,51
7797,25-01300,49,2,1,0,1,4,9,1,1,1457.2,7390,10,5,98000.0,8,501,N,2,2,2,2,71,54
7798,25-02800,58,1,4,0,1,0,N,1,1,3683.9,N,N,7,31200.0,4,237,N,2,2,2,2,103,101
7799,25-00703,29,1,6,0,1,0,N,1,1,2195.3,7290,10,9,36900.0,5,280,N,2,2,2,2,218,218
7800,25-00703,7,1,N,0,1,2,4,1,1,2195.3,N,N,2,N,N,357,N,2,2,2,2,228,217
7801,25-00503,20,2,6,0,1,N,N,3,0,2872.7,7280,10,7,8500.0,2,N,N,2,2,2,2,43,0
7802,25-01300,2,2,N,0,1,1,3,1,1,1457.2,N,N,1,N,N,501,N,N,N,2,2,53,57
7803,25-00703,49,2,1,0,1,2,4,1,1,2195.3,7390,10,9,54000.0,6,414,N,2,2,2,2,90,89
7804,25-00703,57,2,4,0,1,0,N,1,1,2195.3,4795,6,9,141020.0,9,501,N,2,2,2,2,100,100
7805,25-02800,73,1,1,0,1,0,2,1,1,3683.9,N,N,5,69900.0,7,501,N,2,2,2,2,119,119
7806,25-01300,30,1,6,0,1,0,N,1,1,1457.2,6695,8,10,90010.0,8,501,N,2,2,2,2,73,74
7807,25-01300,64,2,6,0,1,0,2,1,1,1457.2,8191,12,7,100000.0,8,501,N,2,2,2,2,120,119
7808,25-00503,55,2,6,0,1,0,N,1,2,2872.7,2190,4,12,149000.0,9,501,N,2,2,2,2,60,60
7809,25-00703,49,1,6,0,1,2,3,1,1,2195.3,8660,14,9,81000.0,7,501,N,2,2,2,2,102,102
7810,25-01300,20,1,6,0,1,0,4,1,1,1457.2,7770,10,5,3000.0,1,490,N,2,2,2,2,149,130
7811,25-00503,0,2,N,0,1,2,4,1,2,2872.7,N,N,N,N,N,501,N,N,N,2,2,112,99
7812,25-00503,57,1,1,0,1,0,2,1,1,2872.7,2190,4,9,170540.0,9,501,N,2,2,2,2,111,111
7813,25-01000,50,1,1,0,1,0,7,1,2,2447.1,8191,12,9,88000.0,8,422,N,2,2,2,2,119,119
7814,25-01000,28,1,6,0,1,0,3,1,1,2447.1,9470,16,5,40000.0,5,501,N,2,2,2,2,130,128
7815,25-00703,15,2,6,0,1,3,5,1,1,2195.3,N,N,4,0.0,0,501,N,2,2,2,2,59,75
7816,25-00703,37,1,1,0,1,2,4,1,1,2195.3,7071,9,9,100000.0,8,477,N,2,2,2,2,234,234
7817,25-01000,68,2,1,0,1,0,2,1,1,2447.1,N,N,10,70000.0,7,501,N,2,2,2,2,105,105
7818,25-00503,6,2,N,0,1,1,3,1,1,2872.7,N,N,2,N,N,501,N,2,2,2,2,235,229
7819,25-01000,52,2,1,0,1,0,5,1,1,2447.1,7280,10,9,28230.0,4,501,N,2,2,2,2,111,111
7820,25-02800,42,1,1,0,1,0,5,1,1,3683.9,7870,11,10,132000.0,9,501,N,2,2,2,2,80,105
7821,25-00703,57,1,1,0,1,0,3,1,1,2195.3,9370,16,7,86000.0,8,501,N,2,2,2,2,40,40
7822,25-00703,65,2,1,0,1,0,2,1,1,2195.3,N,N,9,0.0,0,501,N,2,1,2,2,31,32
7823,25-02800,50,1,1,0,1,1,3,1,1,3683.9,9170,15,9,83000.0,7,501,N,2,2,2,2,105,109
7824,25-00703,49,1,1,0,1,2,4,1,1,2195.3,8191,12,9,160000.0,9,501,N,2,2,2,2,86,84
7825,25-01000,83,1,1,0,1,0,2,1,2,2447.1,N,N,5,22500.0,3,203,N,2,2,2,2,165,166
7826,25-00703,87,2,4,0,1,0,N,1,1,2195.3,N,N,5,18900.0,3,156,N,2,2,2,2,50,51
7827,25-02800,7,1,N,0,1,3,5,1,1,3683.9,N,N,2,N,N,336,N,2,2,2,2,80,77
7828,25-01000,37,2,1,0,1,4,6,1,1,2447.1,3380,4,9,212000.0,9,501,N,2,2,2,2,114,114
7829,25-00703,74,1,1,0,1,0,2,1,1,2195.3,7870,11,9,278500.0,9,501,N,2,2,2,2,49,48
7830,25-00503,26,2,6,0,1,0,3,1,1,2872.7,8590,14,9,19000.0,3,501,N,2,2,2,2,162,128
7831,25-00703,41,2,1,0,1,1,3,1,1,2195.3,7071,9,9,23000.0,3,501,N,2,2,2,2,214,215
7832,25-02800,4,1,N,0,1,2,4,1,1,3683.9,N,N,3,N,N,501,N,2,2,2,2,80,67
7833,25-00703,53,2,1,0,1,0,2,1,1,2195.3,7860,11,12,90000.0,8,501,N,2,2,2,2,85,86
7834,25-00703,56,1,5,0,1,0,N,1,1,2195.3,7370,10,10,66000.0,7,501,N,2,2,2,2,54,55
7835,25-01000,82,1,1,0,1,0,4,1,1,2447.1,N,N,3,0.0,0,279,N,2,2,2,2,55,54
7836,25-02800,28,2,1,0,1,1,4,1,1,3683.9,7380,10,9,115000.0,8,501,N,2,2,2,2,517,409
7837,25-02800,57,2,1,0,1,0,2,1,1,3683.9,7190,9,9,66000.0,7,501,N,2,2,2,2,107,107
7838,25-01000,66,2,1,0,1,0,2,1,1,2447.1,6991,9,9,37580.0,5,276,N,2,2,2,2,92,92
7839,25-00703,30,1,1,0,1,0,2,1,1,2195.3,8191,12,8,70000.0,7,501,N,2,2,2,2,101,101
7840,25-00703,71,2,4,0,1,1,4,1,1,2195.3,7860,11,5,42900.0,5,501,N,2,2,2,2,371,338
7841,25-00703,1,2,N,0,1,2,4,1,1,2195.3,N,N,N,N,N,501,N,N,N,2,2,90,102
7842,25-00503,33,1,1,0,1,2,4,1,1,2872.7,4560,5,9,120000.0,8,481,N,2,2,2,2,68,68
7843,25-00503,92,1,3,0,1,0,N,1,2,2872.7,N,N,5,33100.0,4,271,N,2,1,2,2,96,96
7844,25-01000,16,2,6,0,1,3,4,1,1,2447.1,N,N,4,0.0,0,501,N,2,2,2,2,96,86
7845,25-00503,3,2,N,0,1,2,3,1,1,2872.7,N,N,2,N,N,36,N,2,2,2,2,88,78
7846,25-02800,17,1,6,0,1,1,2,1,1,3683.9,N,N,4,0.0,0,0,N,2,2,2,2,79,69
7847,25-00703,67,2,1,0,1,0,2,1,1,2195.3,9370,16,9,55000.0,6,501,N,2,2,1,2,57,57
7848,25-01000,44,1,1,0,1,2,5,1,2,2447.1,6690,8,5,80000.0,7,501,N,2,2,2,2,114,114
7849,25-00503,45,2,4,0,1,0,3,1,1,2872.7,8470,13,9,29200.0,4,337,N,2,2,2,2,74,59
7850,25-00703,85,2,1,0,1,0,2,1,2,2195.3,N,N,7,278500.0,9,501,N,2,2,1,2,91,92
7851,25-01000,70,2,3,0,1,0,N,1,2,2447.1,8470,13,5,34000.0,4,279,N,2,2,2,2,111,112
7852,25-01000,60,2,1,0,1,0,2,1,2,2447.1,9470,16,10,120.0,1,501,N,2,2,2,2,61,61
7853,25-01300,29,2,1,1,1,0,2,1,1,1457.2,7280,10,9,27080.0,4,249,N,2,2,2,2,391,368
7854,25-01000,68,2,1,0,1,0,2,1,1,2447.1,5570,6,7,29300.0,4,491,N,2,2,2,2,57,57
7855,25-01300,85,1,2,0,1,N,N,2,0,1457.2,N,N,5,0.0,0,N,N,1,1,2,1,16,0
7856,25-01300,8,1,N,0,1,2,4,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,51,50
7857,25-02800,37,1,6,3,1,0,N,1,1,3683.9,7490,10,10,-4600.0,0,0,N,2,2,2,2,130,130
7858,25-02800,52,1,4,0,1,0,N,1,1,3683.9,4971,6,9,80000.0,7,501,N,2,2,2,2,85,77
7859,25-01300,30,2,6,0,1,0,N,1,1,1457.2,3380,4,10,80000.0,7,501,N,2,2,2,2,60,61
7860,25-01000,70,1,3,0,1,N,N,2,0,2447.1,N,N,5,12900.0,2,N,N,2,1,2,2,58,0
7861,25-00503,37,1,6,0,1,0,3,1,1,2872.7,7870,11,9,48000.0,6,501,N,2,2,2,2,68,55
7862,25-00703,58,2,1,0,1,0,2,1,1,2195.3,7980,12,5,75000.0,7,501,N,2,2,2,2,108,90
7863,25-01000,60,2,6,0,1,0,N,1,1,2447.1,7860,11,9,97030.0,8,501,N,2,2,2,2,117,117
