,Unnamed: 0,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
109,7743,25-02800,34,2,1,0,1,0,2,1,1,3683.9,7380,10,10,95000.0,8,501,N,2,2,2,2,87,98
110,7744,25-00503,62,1,1,0,1,0,2,1,1,2872.7,8590,14,7,47140.0,5,279,N,2,2,2,2,64,63
111,7745,25-01000,73,1,1,0,1,0,2,1,1,2447.1,9470,16,6,40900.0,5,501,5,2,2,2,2,81,97
112,7746,25-00703,55,1,1,0,1,0,2,1,1,2195.3,770,3,5,358000.0,9,501,N,2,2,2,2,107,107
113,7747,25-01300,56,1,1,0,1,0,4,1,1,1457.2,8990,15,7,0.0,0,501,N,2,2,2,2,90,90
114,7748,25-00703,60,1,1,0,1,0,4,1,1,2195.3,6370,7,5,92000.0,8,501,N,2,2,2,2,91,92
115,7749,25-01000,43,2,1,0,1,3,5,1,1,2447.1,1870,4,9,175000.0,9,501,N,2,2,2,2,108,109
116,7750,25-02800,57,1,1,0,2,0,2,1,1,3683.9,N,N,5,0.0,0,44,N,2,2,2,2,61,64
117,7751,25-00703,64,1,1,0,1,0,2,1,1,2195.3,5570,6,9,15000.0,3,501,N,2,2,2,2,118,118
118,7752,25-01000,65,1,1,0,1,0,2,1,1,2447.1,6970,9,9,639000.0,9,501,N,2,2,2,2,102,102
119,7753,25-00703,40,2,1,0,1,1,4,1,2,2195.3,8470,13,5,2400.0,1,137,N,2,2,2,2,449,425
120,7754,25-00503,53,1,1,0,1,2,5,1,1,2872.7,8370,13,7,65000.0,7,425,N,2,2,2,2,262,272
121,7755,25-00503,64,1,1,0,1,0,3,1,1,2872.7,2270,4,8,124000.0,9,501,N,2,2,2,2,123,125
122,7756,25-00503,76,2,1,0,1,0,2,1,1,2872.7,N,N,8,15000.0,3,501,N,2,2,2,2,69,69
123,7757,25-00703,76,1,1,0,1,0,2,1,1,2195.3,7071,9,7,38200.0,5,424,N,2,2,2,2,26,27
124,7758,25-02800,66,2,1,0,1,0,2,1,2,3683.9,N,N,8,10000.0,2,501,N,2,2,2,2,85,95
125,7759,25-00503,53,1,1,0,1,3,5,1,1,2872.7,3490,4,10,180000.0,9,501,N,2,2,2,2,48,50
126,7760,25-00703,66,2,1,0,1,0,2,1,1,2195.3,8564,14,9,13500.0,2,470,N,2,2,2,2,44,41
127,7761,25-00703,54,1,1,0,1,1,4,1,1,2195.3,6480,8,10,162600.0,9,501,N,2,2,2,2,121,119
128,7762,25-00703,48,2,1,0,1,0,2,1,1,2195.3,7970,12,7,48000.0,6,501,N,2,2,2,2,70,70
129,7763,25-01000,71,1,1,0,1,0,2,1,1,2447.1,9470,16,9,20000.0,3,417,N,2,2,2,2,45,44
130,7764,25-01000,44,2,1,4,2,2,4,1,1,2447.1,7270,10,11,36000.0,5,501,N,2,2,2,2,203,110
131,7765,25-01300,36,2,1,0,1,2,4,1,1,1457.2,7860,11,9,30000.0,4,454,N,2,2,2,2,87,84
132,7766,25-00703,71,2,1,0,1,0,2,1,1,2195.3,N,N,9,18600.0,3,501,N,2,2,2,2,44,45
133,7767,25-01000,46,1,1,0,1,2,4,1,1,2447.1,7380,10,7,75000.0,7,501,N,2,2,2,2,49,64
134,7768,25-02800,38,2,1,0,1,2,4,1,2,3683.9,7860,11,9,60000.0,6,501,N,2,2,2,2,108,94
135,7769,25-00703,65,2,1,0,1,0,2,1,1,2195.3,8270,12,5,82000.0,7,501,N,2,2,2,2,43,40
136,7770,25-01300,42,1,1,0,1,2,4,1,1,1457.2,2190,4,10,185000.0,9,501,N,2,2,2,2,127,128
137,7771,25-02800,56,1,1,0,1,0,2,1,1,3683.9,3390,4,7,96000.0,8,501,N,2,2,2,2,68,67
138,7772,25-01300,45,2,1,0,2,3,6,1,1,1457.2,3570,4,9,55000.0,6,330,N,2,2,2,2,441,591
139,7773,25-00703,42,2,1,0,1,3,5,1,1,2195.3,7980,12,11,0.0,0,501,N,2,2,2,2,59,55
140,7774,25-02800,75,1,1,0,1,0,2,1,1,3683.9,N,N,5,66000.0,7,501,2,2,2,2,2,60,60
141,7775,25-01000,52,1,1,0,1,3,5,1,1,2447.1,9370,16,9,124000.0,9,481,N,2,2,2,2,109,109
142,7776,25-00703,29,1,1,0,1,0,4,1,2,2195.3,8380,13,9,40000.0,5,501,N,2,2,2,2,109,103
143,7777,25-02800,56,2,1,0,2,0,2,1,1,3683.9,7290,10,9,299000.0,9,501,N,2,2,2,2,56,64
144,7778,25-00503,31,2,1,0,1,0,2,1,1,2872.7,4380,5,7,52000.0,6,501,N,2,2,2,2,71,76
145,7779,25-01000,56,1,1,0,1,1,4,1,1,2447.1,770,3,6,65000.0,7,501,N,2,2,2,2,77,69
146,7780,25-01300,71,2,1,0,1,0,2,1,1,1457.2,N,N,9,10000.0,2,240,N,2,2,2,2,50,50
147,7781,25-00703,58,2,1,0,1,0,2,1,1,2195.3,N,N,10,12000.0,2,501,N,2,2,2,2,85,82
148,7782,25-00503,66,1,1,0,1,0,3,1,1,2872.7,7380,10,10,178000.0,9,501,N,2,2,2,2,93,93
149,7783,25-01000,48,2,1,0,1,2,4,1,1,2447.1,8191,12,10,67000.0,7,416,N,2,2,2,2,127,127
150,7784,25-01300,71,2,1,0,1,0,2,1,1,1457.2,N,N,7,25600.0,4,219,N,2,1,2,2,84,86
151,7785,25-01000,46,2,1,0,1,0,2,1,1,2447.1,5080,6,10,12000.0,2,501,N,2,2,2,2,319,319
152,7786,25-00703,46,1,1,0,1,3,5,1,1,2195.3,6870,9,9,675800.0,9,501,N,2,2,2,2,54,61
153,7787,25-00703,56,1,1,0,1,0,2,1,1,2195.3,3390,4,9,49000.0,6,501,N,2,2,2,2,54,55
154,7788,25-01000,38,2,1,0,1,3,5,1,1,2447.1,7280,10,9,0.0,0,501,N,2,2,2,2,108,109
155,7789,25-00503,53,2,1,4,1,2,5,1,1,2872.7,N,N,9,0.0,0,501,N,2,2,2,2,99,123
156,7790,25-01300,55,1,1,0,1,0,4,1,1,1457.2,6180,7,7,120000.0,8,501,N,2,2,2,2,103,103
157,7791,25-00703,58,1,1,0,1,0,2,1,1,2195.3,7071,9,5,60000.0,6,501,N,2,2,2,1,95,95
158,7792,25-00503,36,2,1,0,6,2,4,1,2,2872.7,8090,12,10,178000.0,9,501,N,2,2,2,2,290,295
159,7793,25-00503,44,1,1,0,1,0,2,1,1,2872.7,7380,10,9,265100.0,9,501,N,2,2,2,2,112,112
160,7794,25-01000,38,1,1,0,1,1,3,1,1,2447.1,3960,4,9,100000.0,8,501,N,2,2,2,2,89,88
161,7795,25-00503,60,1,1,0,1,0,4,1,2,2872.7,N,N,10,6000.0,1,501,N,2,2,2,2,93,70
162,7796,25-00703,61,1,1,0,1,0,4,1,1,2195.3,4580,5,5,77200.0,7,501,N,2,2,2,2,60,60
163,7797,25-02800,37,1,1,0,6,0,2,1,1,3683.9,N,N,10,9200.0,2,197,N,2,2,2,2,480,477
164,7798,25-00703,47,1,1,0,1,2,4,1,1,2195.3,8590,14,5,120000.0,8,501,N,2,2,2,2,61,62
165,7799,25-00703,52,1,1,0,1,2,5,1,1,2195.3,7380,10,11,225000.0,9,501,N,2,2,2,2,54,50
166,7800,25-00703,60,2,1,0,1,0,2,1,1,2195.3,7380,10,11,-4600.0,0,501,N,2,2,2,2,70,71
167,7801,25-01300,46,1,1,0,1,2,5,1,1,1457.2,8191,12,9,55000.0,6,480,N,2,2,2,2,196,195
168,7802,25-02800,61,1,1,0,1,0,4,1,1,3683.9,8191,12,9,22350.0,3,469,N,2,2,2,2,66,66
169,7803,25-00503,71,2,1,0,1,0,3,1,1,2872.7,N,N,10,52000.0,6,501,N,2,2,2,2,94,93
170,7804,25-00703,57,2,1,0,1,0,6,1,1,2195.3,7860,11,10,20700.0,3,271,N,2,2,2,2,49,49
171,7805,25-01000,37,1,1,1,1,2,4,1,1,2447.1,4590,5,9,70000.0,7,501,N,2,2,2,2,82,71
172,7806,25-01300,35,1,1,0,1,0,2,1,2,1457.2,6480,8,10,55000.0,6,501,N,2,2,2,2,113,113
173,7807,25-00703,59,1,1,0,1,0,2,1,1,2195.3,7290,10,10,123000.0,8,501,N,2,2,2,2,62,62
174,7808,25-00703,32,2,1,0,1,0,2,1,1,2195.3,8180,12,10,120000.0,8,501,N,2,2,2,2,99,98
175,7809,25-00503,53,1,1,0,2,0,4,1,1,2872.7,7380,10,10,210000.0,9,501,N,2,2,2,2,79,79
176,7810,25-00703,73,1,1,0,1,0,2,1,1,2195.3,8770,15,10,16500.0,3,501,N,2,2,2,2,124,143
177,7811,25-02800,65,2,1,0,1,0,4,1,1,3683.9,8660,14,7,38900.0,5,501,N,2,2,2,2,46,46
178,7812,25-01000,47,1,1,0,8,2,4,1,1,2447.1,N,N,5,0.0,0,276,N,2,2,2,2,51,50
179,7813,25-02800,47,1,1,0,1,0,2,1,1,3683.9,1770,4,9,125000.0,9,501,N,2,2,2,2,100,99
180,7814,25-01000,71,1,1,0,1,0,2,1,1,2447.1,4780,6,7,83000.0,7,501,N,2,1,2,1,86,86
181,7815,25-00503,75,1,1,0,6,0,5,1,1,2872.7,N,N,9,8600.0,2,454,N,2,2,2,2,120,124
182,7816,25-00503,71,1,1,0,1,0,2,1,1,2872.7,6870,9,10,213500.0,9,501,N,2,2,2,2,48,47
183,7817,25-02800,46,2,1,0,1,2,4,1,1,3683.9,7890,11,8,27000.0,4,493,N,2,2,2,2,58,67
184,7818,25-00703,66,2,1,0,1,0,5,1,1,2195.3,9480,16,10,80100.0,7,501,N,2,2,2,2,135,123
185,7819,25-01000,84,1,1,0,1,0,2,1,1,2447.1,7590,10,10,30300.0,4,501,N,2,2,2,1,158,157
186,7820,25-01300,63,1,1,0,1,0,2,1,1,1457.2,7870,11,10,80000.0,7,501,N,2,2,2,2,53,47
187,7821,25-00703,46,1,1,0,1,2,5,1,1,2195.3,4795,6,9,250000.0,9,501,N,2,2,2,2,48,47
188,7822,25-02800,50,1,1,0,1,0,2,1,1,3683.9,7270,10,11,627000.0,9,501,N,2,2,2,2,116,116
189,7823,25-02800,69,2,1,0,1,0,2,1,1,3683.9,N,N,5,14300.0,3,224,N,2,1,2,2,50,58
190,7824,25-00503,43,1,1,0,1,0,2,1,1,2872.7,7380,10,9,265100.0,9,501,N,2,2,2,2,113,108
191,7825,25-00703,67,2,1,0,1,0,2,1,1,2195.3,7460,10,9,65000.0,7,501,N,2,2,2,2,293,290
192,7826,25-00703,44,2,1,0,1,2,4,1,1,2195.3,7380,10,9,170000.0,9,501,N,2,2,2,2,95,96
194,7828,25-02800,46,1,1,0,6,0,2,1,1,3683.9,N,N,10,9200.0,2,197,N,2,2,2,2,481,464
195,7829,25-00703,81,1,1,0,1,0,2,1,1,2195.3,N,N,9,39000.0,5,501,N,2,2,2,1,64,57
196,7830,25-02800,72,2,1,0,2,0,2,1,1,3683.9,7280,10,7,66200.0,7,501,N,2,2,2,2,122,122
197,7831,25-00503,63,1,1,0,1,0,2,1,1,2872.7,7590,10,9,41000.0,5,501,N,2,2,2,2,64,63
198,7832,25-00703,86,1,1,0,1,0,2,1,2,2195.3,N,N,9,9100.0,2,156,N,1,1,1,1,101,91
199,7833,25-01300,35,1,1,0,1,2,4,1,1,1457.2,7390,10,9,195000.0,9,501,N,2,2,2,2,166,166
200,7834,25-00703,64,1,1,0,1,0,3,1,1,2195.3,570,2,9,39800.0,5,222,N,1,1,2,2,73,72
201,7835,25-00503,46,2,1,0,6,1,3,1,1,2872.7,2190,4,10,275000.0,9,501,N,2,2,2,2,58,54
202,7836,25-02800,44,1,1,0,1,2,4,1,1,3683.9,8770,15,9,5000.0,1,326,N,2,2,2,2,94,95
203,7837,25-01000,31,1,1,0,1,2,4,1,1,2447.1,8980,15,5,0.0,0,339,N,2,2,2,2,198,199
204,7838,25-00703,64,1,1,0,1,0,2,1,1,2195.3,7460,10,9,174000.0,9,501,N,2,2,2,2,74,73
205,7839,25-01300,46,1,1,0,1,3,5,1,1,1457.2,9470,16,7,60000.0,6,239,N,2,1,2,2,63,63
206,7840,25-01300,56,1,1,0,3,2,4,1,1,1457.2,3380,4,10,115000.0,8,501,N,2,2,2,2,64,58
207,7841,25-00503,78,2,1,0,1,0,2,1,1,2872.7,N,N,5,24200.0,4,501,N,1,2,2,2,69,75
208,7842,25-00503,43,2,1,0,1,1,4,1,2,2872.7,7390,10,10,144000.0,9,501,N,2,2,2,2,104,100
209,7843,25-01300,47,1,1,0,1,3,5,1,1,1457.2,2190,4,9,200000.0,9,501,N,2,2,2,2,94,86
210,7844,25-01000,46,1,1,0,1,2,5,1,1,2447.1,7570,10,5,75000.0,7,501,N,2,2,2,2,97,115
211,7845,25-01000,84,2,1,0,1,0,2,1,1,2447.1,N,N,5,8600.0,2,459,N,2,2,2,2,81,80
212,7846,25-00703,37,1,1,1,5,2,4,1,1,2195.3,7380,10,8,55000.0,6,298,N,2,2,2,2,61,61
213,7847,25-00503,32,2,1,0,1,1,3,1,2,2872.7,7460,10,10,113000.0,8,501,N,2,2,2,2,85,85
214,7848,25-01000,66,2,1,0,1,0,2,1,1,2447.1,7860,11,8,26500.0,4,387,N,2,2,2,2,57,49
215,7849,25-00703,32,2,1,0,1,0,2,1,1,2195.3,7460,10,7,165000.0,9,501,N,2,2,2,2,132,132
216,7850,25-00703,47,2,1,0,1,0,2,1,1,2195.3,7970,12,7,48000.0,6,501,N,2,2,2,2,69,70
217,7851,25-01000,48,2,1,0,1,3,5,1,1,2447.1,7860,11,10,40000.0,5,501,N,2,2,2,2,103,100
218,7852,25-02800,76,1,1,0,1,0,6,1,1,3683.9,N,N,10,57300.0,6,501,N,2,2,2,2,123,110
219,7853,25-00503,60,1,1,0,1,0,2,1,2,2872.7,8680,14,10,40000.0,5,237,N,2,2,2,2,93,70
221,7855,25-00703,35,2,1,0,1,0,2,1,2,2195.3,7380,10,9,125000.0,9,501,N,2,2,2,2,49,53
222,7856,25-00503,53,2,1,3,3,1,3,1,1,2872.7,8191,12,7,39500.0,5,501,N,2,2,2,2,99,125
