HISP,SEX,DEAR,PINCP,NOC,EDU,RAC1P,DEYE,DPHY,DENSITY,MSP,POVPIP,HOUSING_TYPE,OWN_RENT,NPF,AGEP,PINCP_DECILE,DVET,INDP_CAT,PUMA,DREM
0,2,2,3400.0,1,10,6,2,2,9844.0,1,501,1,1,3,61,7,N,11,51-51255,2
0,2,2,351000.0,0,9,1,2,2,9844.0,6,501,1,2,N,44,8,N,8,51-51255,2
0,2,2,35300.0,0,10,1,2,2,16396.0,3,501,1,2,N,58,9,N,11,17-03529,2
0,1,2,5000.0,2,7,2,2,2,3292.0,3,110,1,1,5,4,3,N,0,13-04600,2
0,1,2,26000.0,1,3,2,1,2,9844.0,N,501,1,1,3,10,N,N,N,17-03531,2
4,1,2,205000.0,0,4,1,2,2,55708.0,6,6,1,2,2,29,1,N,11,36-03710,2
0,1,2,72000.0,4,3,3,2,2,3292.0,N,501,1,1,6,7,N,N,N,40-00200,2
0,2,2,12000.0,1,10,1,2,2,3292.0,1,501,1,2,2,46,9,N,12,40-00200,2
0,2,2,20000.0,2,9,1,2,2,3292.0,1,364,1,1,4,42,0,N,N,06-08507,2
1,2,2,110.0,2,3,1,2,2,9844.0,6,88,1,2,4,15,0,N,N,32-00405,2
1,2,2,113000.0,2,4,1,2,2,9844.0,6,234,1,2,4,43,5,N,17,32-00405,2
0,2,2,0.0,1,9,6,2,2,3292.0,1,501,1,1,2,85,5,N,12,06-08507,2
2,2,1,30000.0,0,4,8,1,1,62260.0,3,136,1,2,N,88,8,N,N,36-03710,2
0,2,1,0.0,0,4,2,2,2,3292.0,1,442,1,1,5,34,2,N,N,13-04600,2
0,1,2,N,1,3,6,2,2,16396.0,1,48,1,2,3,29,0,3,N,06-07502,2
0,1,2,19800.0,2,1,5,2,N,3292.0,N,3,1,2,4,3,N,N,N,38-00100,N
0,1,2,N,1,2,9,2,2,3292.0,N,501,1,1,2,6,N,N,N,30-00600,2
0,2,2,13000.0,0,5,2,2,1,3292.0,3,276,1,1,N,88,4,N,N,28-01100,2
0,2,2,125050.0,0,5,3,2,2,3292.0,4,352,1,1,2,46,2,N,15,30-00600,2
0,1,2,176900.0,0,8,2,2,2,55708.0,1,167,1,2,3,39,7,N,12,36-03710,2
0,1,2,32400.0,0,9,1,2,2,9844.0,6,366,1,1,3,23,1,N,15,51-01301,2
0,1,2,N,0,11,1,2,2,3292.0,1,501,1,2,2,39,9,N,12,24-01004,2
0,2,2,104000.0,0,5,1,2,2,3292.0,6,112,1,2,N,25,0,N,6,38-00100,2
0,2,2,114200.0,0,9,1,2,2,3292.0,4,363,1,1,4,39,6,N,N,38-00100,2
0,2,2,73000.0,0,7,2,2,2,16396.0,6,318,1,2,2,30,4,N,13,17-03529,2
0,1,2,104000.0,N,3,2,2,2,3292.0,6,N,2,0,N,52,4,N,N,29-01901,2
0,2,2,26000.0,0,9,1,2,2,3292.0,6,501,1,2,3,25,5,N,8,38-00100,1
0,1,2,0.0,0,9,9,2,2,3292.0,6,282,1,2,N,23,6,N,11,38-00100,2
0,1,1,50000.0,0,7,1,2,1,16396.0,6,218,1,2,N,66,4,N,N,17-03529,2
0,1,2,12300.0,0,7,1,2,2,36052.0,6,453,1,2,N,43,7,N,16,06-07502,2
2,1,2,205000.0,9,3,2,2,1,3292.0,4,125,1,2,12,66,0,N,N,24-01004,2
0,2,2,20000.0,3,5,1,2,2,3292.0,1,78,1,1,5,65,1,N,11,38-00100,2
0,1,2,49000.0,0,9,1,2,2,3292.0,1,142,1,1,2,63,4,N,N,40-00200,2
1,1,2,19800.0,0,7,1,2,2,3292.0,1,501,1,1,2,42,8,N,0,19-01700,2
0,1,2,0.0,0,3,2,2,2,3292.0,N,122,1,2,4,8,N,N,N,24-01004,2
0,2,2,0.0,2,10,1,2,2,3292.0,1,501,1,1,5,34,8,N,10,24-01004,2
0,2,2,21900.0,N,7,6,2,2,16396.0,6,N,3,0,N,18,0,N,N,17-03529,2
0,2,2,140000.0,0,9,1,2,2,3292.0,6,61,1,2,N,34,2,N,14,06-08507,1
0,2,2,N,2,3,6,2,2,3292.0,N,79,1,2,3,14,N,N,N,26-02702,2
0,1,2,N,N,5,2,2,2,3292.0,6,0,2,0,N,51,0,N,N,13-04600,2
0,2,2,N,0,9,1,2,2,3292.0,1,501,1,1,3,42,9,N,11,19-01700,2
0,2,2,68000.0,0,10,2,2,2,3292.0,6,501,1,2,N,26,7,N,10,29-01901,2
0,1,2,300.0,0,11,9,2,2,36052.0,6,501,1,2,N,71,9,N,10,06-07502,2
0,1,2,5000.0,0,7,3,2,2,3292.0,6,183,1,2,4,18,4,N,9,40-00200,2
0,2,2,25000.0,1,7,9,2,1,3292.0,1,286,1,2,2,69,6,N,N,38-00100,2
0,2,2,201200.0,1,8,1,2,2,3292.0,1,363,1,1,3,43,7,N,18,30-00600,2
0,1,2,56800.0,2,1,9,2,N,3292.0,N,152,1,2,6,4,N,N,N,19-01700,N
0,2,2,12300.0,2,12,6,2,2,3292.0,2,501,1,1,4,5,9,N,16,06-08507,2
0,2,2,210000.0,0,11,2,2,1,9844.0,6,0,1,2,N,36,0,N,N,17-03531,2
0,2,2,35000.0,0,9,1,2,2,3292.0,4,501,1,2,N,69,9,N,6,38-00100,2
0,2,2,200000.0,N,7,1,1,2,9844.0,6,N,3,0,N,19,1,N,N,51-51255,2
0,2,2,74300.0,1,4,2,2,2,3292.0,6,200,1,2,3,22,3,N,12,28-01100,2
0,1,2,0.0,0,12,1,2,2,3292.0,2,501,1,1,N,75,8,N,11,26-02702,2
0,1,2,70000.0,0,9,1,2,2,3292.0,1,501,1,2,6,44,9,N,5,24-01004,2
0,2,2,1400.0,1,10,1,2,2,3292.0,1,333,1,2,4,29,6,N,16,24-01004,2
0,2,2,12000.0,0,9,2,2,2,16396.0,1,455,1,1,2,48,7,N,4,17-03529,2
0,2,2,N,0,7,2,2,2,16396.0,3,49,1,2,N,69,2,N,16,17-03529,2
0,2,2,35000.0,0,9,1,2,2,16396.0,6,137,1,2,N,23,4,N,4,17-03529,2
0,1,2,25000.0,0,9,1,2,2,3292.0,4,241,1,2,N,50,5,N,N,19-01700,2
0,1,2,5900.0,0,5,2,2,2,3292.0,6,181,1,1,2,45,4,2,14,29-01901,2
0,1,2,N,3,9,1,2,2,3292.0,6,323,1,1,5,24,0,N,N,30-00600,2
0,1,2,18800.0,0,10,1,2,2,3292.0,4,158,1,1,3,62,8,N,12,24-01004,2
0,1,2,N,3,8,4,2,2,3292.0,4,147,1,1,6,40,3,N,9,38-00100,2
0,1,2,N,2,3,5,2,2,3292.0,6,501,1,1,8,24,N,N,N,40-00200,2
0,1,2,56000.0,2,N,1,2,N,3292.0,N,428,1,1,5,1,N,N,N,30-00600,N
0,1,2,15000.0,2,N,6,2,N,3292.0,N,100,1,2,5,0,N,N,N,24-01004,N
0,2,2,39030.0,2,3,2,2,2,9844.0,N,43,1,2,3,12,N,N,N,17-03531,2
0,1,2,N,0,7,1,2,2,9844.0,4,393,1,2,N,64,7,N,5,51-01301,2
0,2,2,0.0,0,12,1,2,2,3292.0,1,501,1,1,2,78,0,N,N,24-01004,2
0,2,2,204000.0,2,10,1,2,2,9844.0,1,449,1,2,4,30,8,N,15,51-51255,2
0,2,2,34400.0,0,7,1,2,2,3292.0,1,501,1,2,2,43,9,N,2,28-01100,2
0,2,2,N,2,3,2,2,2,49156.0,N,99,1,2,4,14,N,N,N,36-04010,2
0,1,2,N,0,7,5,2,2,3292.0,1,501,1,1,5,33,9,N,3,38-00100,2
0,2,2,0.0,2,5,2,2,2,9844.0,6,10,1,2,4,25,1,N,10,51-51255,2
0,2,2,20000.0,0,4,6,1,2,9844.0,6,90,1,2,2,23,3,N,14,51-51255,1
0,2,2,14440.0,0,7,1,2,2,3292.0,4,454,1,1,N,79,7,N,N,29-01901,2
0,1,2,83000.0,0,5,2,2,2,3292.0,5,307,1,2,N,61,5,N,16,13-04600,2
0,1,2,4000.0,2,3,1,2,2,3292.0,N,501,1,1,4,14,N,N,N,30-00600,2
0,1,2,64030.0,0,7,1,2,2,3292.0,1,501,1,1,2,76,8,N,5,30-00600,2
0,2,1,0.0,N,3,1,1,1,3292.0,3,N,2,0,N,76,4,N,N,28-01100,2
0,2,2,70000.0,0,10,6,2,2,9844.0,2,501,1,2,N,35,0,N,N,51-51255,2
0,2,2,39590.0,0,6,2,2,2,3292.0,6,167,1,1,5,35,4,N,12,01-01301,2
0,2,2,0.0,0,9,6,2,2,3292.0,6,395,1,2,N,34,5,N,9,06-08507,2
0,1,2,22200.0,0,3,1,2,2,3292.0,N,288,1,1,2,74,N,N,N,06-08507,2
0,2,2,29060.0,0,10,1,2,1,3292.0,3,174,1,1,N,62,3,N,N,24-01004,2
0,2,2,N,1,9,1,2,2,3292.0,1,501,1,1,2,78,4,N,10,08-00803,2
1,2,2,24080.0,2,3,8,2,2,9844.0,N,501,1,2,4,14,N,N,N,32-00405,2
1,1,2,55000.0,4,N,1,2,N,9844.0,N,501,1,1,6,0,N,N,N,32-00405,N
0,1,2,291500.0,2,10,1,2,2,36052.0,1,501,1,1,3,54,9,N,0,06-07502,2
0,1,2,5000.0,N,7,1,2,2,3292.0,6,N,3,0,N,63,1,N,14,08-00803,2
4,2,2,46800.0,3,3,1,2,2,9844.0,N,501,1,1,4,7,N,N,N,51-01301,2
0,2,2,50000.0,1,9,2,2,2,3292.0,4,377,1,1,3,57,4,N,14,26-02702,2
0,2,2,82000.0,3,1,1,2,N,3292.0,N,155,1,2,4,3,N,N,N,28-01100,N
0,1,2,N,3,2,2,2,N,16396.0,N,59,1,2,5,4,N,N,N,17-03529,N
0,1,2,3700.0,3,9,1,2,2,3292.0,1,501,1,1,5,23,9,N,6,38-00100,2
0,1,2,85000.0,0,5,1,2,1,3292.0,6,147,1,1,4,47,0,N,N,40-00200,2
0,2,2,N,3,1,2,2,2,49156.0,N,108,1,1,5,5,N,N,N,36-04010,2
0,1,2,38000.0,4,10,1,2,2,3292.0,6,430,1,2,6,33,3,N,7,08-00803,2
0,1,2,45000.0,0,5,1,2,2,9844.0,1,182,1,2,2,68,5,N,6,51-51255,2
0,1,2,110000.0,0,9,1,2,2,3292.0,6,326,1,2,N,22,6,N,11,24-01004,2
0,2,2,19900.0,3,12,1,2,2,3292.0,1,501,1,1,4,34,8,N,11,06-08507,2
0,2,2,0.0,2,2,1,2,2,3292.0,N,186,1,1,4,5,N,N,N,38-00100,2
0,2,2,10000.0,0,9,1,2,2,3292.0,6,500,1,1,N,56,5,N,16,24-01004,1
0,1,2,N,N,7,1,2,2,3292.0,6,0,3,0,N,17,0,N,N,13-04600,2
0,2,2,N,0,5,1,2,2,3292.0,3,307,1,1,N,84,5,N,N,38-00100,2
4,2,2,51200.0,2,3,1,2,2,3292.0,N,281,1,2,4,9,N,N,N,30-00600,2
0,2,2,88100.0,2,2,6,2,2,3292.0,N,501,1,2,4,6,N,N,N,24-01004,2
0,2,2,N,3,5,2,2,2,49156.0,6,68,1,2,5,30,2,N,14,36-04010,2
0,1,2,20000.0,0,4,2,2,2,3292.0,6,72,1,2,N,53,3,N,3,28-01100,2
0,2,2,535000.0,0,4,1,2,2,3292.0,6,91,1,1,7,15,2,N,15,40-00200,2
0,1,2,0.0,5,11,2,2,2,49156.0,2,N,1,0,5,39,4,N,8,36-04010,2
0,2,2,0.0,0,8,1,2,2,3292.0,6,501,1,1,N,31,7,N,9,38-00100,2
0,1,2,9600.0,N,5,1,2,2,3292.0,6,N,3,0,N,20,0,N,18,26-02702,2
0,1,2,37100.0,0,9,1,2,2,9844.0,6,501,1,1,N,68,7,N,4,51-01301,2
0,1,2,3820.0,0,10,1,2,2,3292.0,1,501,1,1,2,47,2,N,12,38-00100,2
0,2,2,120000.0,0,5,1,2,1,9844.0,3,70,1,2,N,79,2,N,N,51-51255,2
0,1,2,14720.0,1,4,1,2,2,3292.0,6,97,1,2,3,30,3,3,14,01-01301,2
2,2,2,4600.0,3,3,5,2,2,16396.0,6,360,1,1,4,17,0,N,N,17-03529,2
0,1,2,10200.0,2,9,6,2,2,3292.0,2,182,1,1,5,23,6,N,N,06-08507,2
0,1,2,0.0,0,5,1,2,2,3292.0,6,381,1,2,N,25,6,N,4,19-01700,2
0,2,2,451500.0,0,10,1,2,2,9844.0,6,501,1,2,N,29,8,N,12,51-01301,2
0,1,2,21000.0,N,7,6,2,2,3292.0,6,N,3,0,N,19,0,N,N,26-02702,2
4,2,2,6900.0,3,2,1,2,2,3292.0,N,501,1,1,5,5,N,N,N,19-01700,2
0,2,2,N,0,3,2,2,2,9844.0,3,213,1,1,2,72,3,N,N,17-03531,2
0,2,1,38000.0,4,10,1,2,2,3292.0,6,501,1,1,6,29,8,N,16,24-01004,2
0,2,2,10200.0,0,11,1,2,2,3292.0,4,501,1,1,N,57,9,N,12,26-02702,2
0,2,2,45000.0,0,9,2,2,2,9844.0,1,501,1,1,4,81,2,N,11,17-03531,2
0,1,2,60000.0,2,3,1,2,2,3292.0,N,501,1,1,4,14,N,N,N,24-01004,2
0,1,2,18000.0,0,5,2,2,2,9844.0,6,274,1,2,5,18,5,N,7,32-00405,2
0,2,2,27900.0,3,4,1,2,2,3292.0,6,154,1,1,5,16,1,N,14,19-01700,2
0,1,2,265000.0,0,5,1,2,2,3292.0,1,301,1,2,2,50,4,N,N,38-00100,2
0,1,2,33000.0,0,7,1,2,2,3292.0,4,202,1,2,5,36,3,N,N,38-00100,2
0,1,2,27700.0,3,10,1,2,2,9844.0,1,501,1,1,5,59,4,N,10,51-51255,2
0,1,1,8000.0,1,10,1,2,2,3292.0,1,501,1,1,3,58,9,N,10,06-08507,2
0,1,2,45000.0,3,3,2,2,2,3292.0,N,160,1,1,5,9,N,N,N,01-01301,2
0,1,2,25000.0,0,10,1,2,2,9844.0,4,333,1,1,N,85,3,N,10,17-03531,1
0,1,2,63000.0,0,9,2,2,2,16396.0,6,197,1,1,N,31,7,N,6,17-03529,2
0,2,2,20000.0,0,9,1,2,2,9844.0,6,501,1,1,N,26,8,N,11,51-51255,2
0,1,2,24000.0,0,3,2,2,2,49156.0,6,501,1,1,4,16,5,N,5,36-04010,2
0,2,2,20300.0,0,5,1,2,2,3292.0,1,277,1,1,3,65,5,N,12,38-00100,2
0,1,2,182100.0,1,3,1,2,2,3292.0,N,501,1,1,3,13,N,N,N,06-08507,2
0,2,2,198600.0,2,7,6,2,2,3292.0,2,0,1,1,4,35,0,N,N,06-08507,2
0,2,2,14000.0,2,9,1,2,2,3292.0,1,207,1,2,4,32,6,N,10,06-08507,2
0,2,2,0.0,N,5,2,2,1,3292.0,3,N,2,0,N,83,2,N,N,28-01100,1
0,1,2,12000.0,3,7,2,2,2,49156.0,1,147,1,2,5,35,4,N,6,36-04010,2
1,1,2,59000.0,2,4,1,2,2,9844.0,6,122,1,2,4,17,0,N,18,32-00405,2
0,1,2,N,0,7,1,2,2,3292.0,1,501,1,1,3,58,0,N,7,08-00803,2
0,2,2,9000.0,0,10,1,2,2,3292.0,1,153,1,1,2,66,4,N,13,30-00600,2
0,2,2,14150.0,0,4,1,2,1,3292.0,6,76,1,2,N,61,6,N,7,19-01700,2
0,2,2,190000.0,0,10,1,2,2,3292.0,1,501,1,1,2,80,9,N,10,06-08507,2
0,1,2,23400.0,0,11,6,2,2,3292.0,1,431,1,1,2,69,1,N,N,26-02702,2
0,2,2,9600.0,1,3,2,2,2,55708.0,N,112,1,2,3,11,N,N,N,36-03710,2
0,2,2,21600.0,2,12,6,2,2,3292.0,1,501,1,1,4,35,1,N,10,06-08507,2
0,2,2,130000.0,0,8,2,2,2,3292.0,1,438,1,1,2,73,7,N,7,01-01301,2
0,1,2,35500.0,1,2,1,2,N,3292.0,N,0,1,1,4,3,N,N,N,24-01004,N
0,2,2,2000.0,0,10,2,2,2,49156.0,1,501,1,1,3,51,8,N,10,36-04010,2
0,2,2,50000.0,2,2,1,1,2,3292.0,N,501,1,1,5,6,N,N,N,24-01004,2
1,2,2,0.0,0,8,8,2,2,3292.0,6,116,1,2,N,30,4,N,12,38-00100,2
0,2,2,70000.0,0,9,1,2,1,9844.0,1,352,1,1,2,58,2,N,N,51-51255,1
0,2,2,5000.0,0,3,2,2,1,16396.0,3,181,1,2,N,86,4,N,N,17-03529,2
0,1,2,N,N,7,2,2,2,3292.0,6,125,3,0,N,19,0,N,N,13-04600,2
0,2,2,0.0,5,3,2,2,2,3292.0,N,96,1,1,6,14,N,N,N,28-01100,2
0,2,2,11400.0,0,5,2,2,2,3292.0,4,278,1,1,3,53,3,N,6,01-01301,2
0,2,2,10000.0,0,9,1,2,2,3292.0,1,180,1,1,2,71,3,N,N,40-00200,2
0,2,2,39030.0,0,9,1,2,2,3292.0,6,501,1,1,N,24,8,N,10,30-00600,2
0,2,2,7000.0,3,3,1,2,2,3292.0,N,356,1,1,6,11,N,N,N,30-00600,2
0,1,2,50000.0,0,9,1,2,2,3292.0,1,501,1,1,2,76,9,N,10,28-01100,2
0,1,2,58000.0,5,5,1,2,2,3292.0,1,262,1,1,6,52,5,N,11,19-01700,2
0,2,2,17500.0,0,8,1,2,2,3292.0,1,205,1,1,7,39,3,N,12,30-00600,2
0,2,2,0.0,0,7,1,2,2,3292.0,4,175,1,1,N,74,4,N,4,38-00100,2
0,2,2,412000.0,1,9,9,2,2,3292.0,1,48,1,2,3,32,0,N,N,08-00803,2
0,1,2,30500.0,0,5,1,2,2,3292.0,1,451,1,1,2,32,4,N,6,30-00600,2
0,1,2,N,0,8,9,2,2,3292.0,4,195,1,1,N,61,3,N,11,29-01901,2
0,2,2,3700.0,2,1,3,2,2,3292.0,N,501,1,1,4,5,N,N,N,38-00100,1
0,1,2,84800.0,0,10,1,2,2,3292.0,6,267,1,2,N,37,8,N,14,24-01004,2
0,1,2,0.0,0,7,1,2,2,16396.0,6,358,1,2,N,20,6,N,10,06-07502,2
0,2,2,47500.0,0,8,1,2,2,9844.0,1,230,1,2,2,56,5,N,13,51-01301,2
0,1,2,6000.0,0,9,2,2,2,49156.0,6,501,1,1,4,29,0,N,N,36-04010,2
0,1,2,10800.0,3,3,1,2,2,3292.0,N,45,1,2,4,7,N,N,N,08-00803,2
0,1,2,0.0,0,N,1,2,N,3292.0,N,501,1,1,6,0,N,N,N,30-00600,N
0,1,1,N,0,4,1,1,1,3292.0,1,41,1,1,2,76,0,N,N,40-00200,1
1,1,2,20000.0,0,8,1,2,2,9844.0,4,501,1,1,N,71,3,N,14,32-00405,2
0,1,2,330.0,1,N,1,2,N,55708.0,N,174,1,2,3,0,N,N,N,36-03710,N
0,1,2,35000.0,0,9,9,2,2,3292.0,6,425,1,1,N,59,6,N,14,01-01301,2
0,2,2,N,0,10,9,2,2,3292.0,1,66,1,1,2,48,7,N,11,24-01004,2
1,1,2,140000.0,3,1,1,2,N,3292.0,N,19,1,2,5,4,N,N,N,08-00803,N
0,2,2,10000.0,0,9,2,2,2,9844.0,6,430,1,2,N,30,6,N,11,32-00405,2
0,2,2,0.0,N,10,6,2,2,3292.0,6,4,3,0,N,18,1,N,10,26-02702,2
0,1,2,16400.0,N,7,1,2,2,3292.0,6,N,2,0,N,19,6,N,3,28-01100,2
2,1,2,106000.0,2,4,1,2,2,55708.0,6,38,1,2,3,17,2,N,N,36-03710,2
0,1,2,10400.0,0,7,2,2,2,3292.0,4,106,1,2,2,54,3,N,14,28-01100,2
0,1,2,24000.0,0,12,1,2,2,3292.0,4,501,1,1,N,55,9,N,16,28-01100,2
0,2,2,6600.0,0,9,1,2,2,3292.0,6,119,1,2,N,29,3,N,12,24-01004,2
1,1,2,70000.0,0,5,1,1,2,9844.0,6,114,1,1,N,62,3,2,0,32-00405,2
0,2,2,N,0,5,2,2,2,3292.0,1,46,1,2,2,60,2,N,15,29-01901,2
0,2,2,13000.0,3,9,1,2,2,3292.0,1,349,1,1,5,52,7,N,12,38-00100,2
0,1,2,14000.0,0,5,3,2,2,3292.0,5,290,1,2,4,35,6,N,10,38-00100,2
1,2,2,0.0,4,3,1,2,2,9844.0,N,501,1,1,6,12,N,N,N,32-00405,2
0,2,2,52000.0,0,5,1,2,2,3292.0,4,331,1,1,N,36,6,N,7,38-00100,2
0,1,1,0.0,0,9,1,2,2,3292.0,1,501,1,1,4,56,9,N,10,38-00100,2
0,1,2,90700.0,N,7,1,2,2,3292.0,6,N,3,0,N,19,0,N,10,26-02702,2
0,1,2,3000.0,0,5,2,2,2,3292.0,1,226,1,2,3,48,5,N,10,28-01100,2
0,1,2,0.0,0,4,6,2,2,3292.0,1,0,1,1,7,62,0,N,N,06-08507,2
0,1,2,3150.0,2,9,1,2,2,3292.0,1,501,1,1,4,53,9,5,9,24-01004,2
0,1,2,16000.0,N,4,2,2,2,16396.0,6,42,2,0,N,43,1,N,14,17-03529,1
0,2,2,N,1,4,1,2,2,3292.0,6,22,1,2,4,16,0,N,N,38-00100,2
0,1,2,85000.0,2,2,2,2,N,3292.0,N,264,1,1,4,4,N,N,N,01-01301,N
0,1,1,N,1,N,6,2,N,3292.0,N,69,1,2,4,1,N,N,N,24-01004,N
