,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
131,2,2,2,1,1,N,3,5
132,1,6,1,1,1,N,8,9
133,1,1,2,1,1,N,2,7
134,1,1,1,1,1,N,0,5
135,2,2,2,1,2,N,0,8
136,1,6,2,1,1,N,1,5
137,6,1,1,1,1,N,8,12
138,1,1,1,1,2,N,4,5
139,1,1,2,1,1,N,8,10
140,1,6,1,1,1,N,0,4
141,2,1,2,1,2,N,0,7
142,2,6,1,1,1,N,7,8
143,1,6,1,1,2,N,2,4
144,1,3,2,1,1,N,2,7
145,1,6,1,1,2,N,2,5
146,2,6,2,1,2,N,2,5
147,2,2,2,1,1,N,7,7
148,1,N,2,1,1,N,N,2
149,6,1,2,1,2,N,7,9
150,1,6,2,1,1,N,5,7
151,3,6,2,1,2,N,4,7
152,1,1,2,1,1,N,8,11
153,1,N,1,1,1,N,N,2
154,1,1,1,1,1,N,9,12
155,2,6,1,1,2,N,5,7
156,2,6,2,1,2,N,3,9
157,2,4,2,1,1,N,4,7
158,3,1,2,1,1,N,4,4
159,1,4,1,1,1,N,5,5
160,3,6,2,1,2,N,1,5
161,1,N,1,1,1,N,N,3
162,2,N,1,1,1,N,N,3
163,1,N,2,1,2,N,N,N
164,9,1,2,1,1,N,7,9
165,1,6,2,1,1,N,8,9
166,2,N,2,1,1,N,N,3
167,6,1,2,1,1,N,6,12
168,2,6,2,1,1,N,3,7
169,2,1,2,1,2,N,9,10
170,2,3,2,1,2,N,2,6
171,2,1,2,1,2,N,2,6
172,1,6,2,2,0,N,2,9
173,2,3,2,1,1,N,5,5
174,6,6,2,1,2,N,3,10
175,2,N,1,1,2,N,N,3
176,6,4,2,1,1,N,8,5
177,8,1,2,1,2,N,4,7
178,6,1,1,1,2,N,8,11
179,1,4,2,2,0,N,2,7
180,1,6,2,1,2,N,1,5
181,1,1,2,1,1,N,9,12
182,2,1,2,1,1,N,5,5
183,1,1,1,1,1,N,9,5
184,1,1,1,1,1,N,8,5
185,1,1,2,1,2,N,5,9
186,1,6,2,1,2,N,8,9
187,1,1,1,1,1,N,5,5
188,1,1,1,1,1,N,9,9
189,6,N,2,1,1,N,N,2
190,1,N,1,3,0,N,N,3
191,2,6,1,1,2,N,9,7
192,1,4,2,1,1,N,1,9
193,6,3,2,1,1,N,2,11
194,2,6,1,3,0,N,0,4
195,1,6,2,1,2,N,5,10
196,1,1,2,1,1,N,0,7
197,6,N,2,1,1,N,N,1
198,8,6,2,1,1,N,1,4
199,1,N,1,1,1,N,N,3
200,6,1,2,1,2,N,4,10
201,6,6,2,1,1,N,8,9
202,1,N,2,1,1,N,N,3
203,3,6,1,1,2,N,3,7
204,3,3,2,1,2,N,8,9
205,1,3,2,2,0,N,3,5
206,2,5,2,1,1,N,3,1
207,8,6,1,3,0,N,0,10
208,1,3,2,1,1,N,5,10
209,1,6,1,1,1,N,2,7
210,2,N,1,1,2,N,N,N
211,1,1,2,1,1,N,0,6
212,2,6,2,1,1,N,3,8
213,2,3,2,1,1,N,4,8
214,2,5,1,1,1,N,0,4
215,1,6,1,1,1,N,0,3
216,1,3,2,1,1,N,2,6
217,1,6,1,1,2,N,6,5
218,6,1,1,1,1,N,9,10
219,1,1,2,1,1,N,8,10
220,2,1,2,1,2,N,5,5
221,1,1,2,1,1,N,5,8
222,1,1,1,1,1,N,9,11
223,2,4,2,1,2,N,2,4
224,1,1,1,1,1,5,9,10
225,6,1,1,1,1,N,9,12
226,1,1,2,1,1,N,0,8
227,1,4,2,1,2,N,4,5
228,8,5,1,1,2,N,4,3
229,1,6,1,1,1,N,9,10
230,1,3,2,1,1,N,7,10
231,1,6,1,1,2,N,8,12
232,2,6,2,1,2,N,7,5
233,1,1,1,1,1,N,2,1
234,1,1,1,1,1,N,9,9
235,1,N,2,1,1,N,N,3
236,2,N,2,1,2,N,N,2
237,2,1,2,1,1,N,9,9
238,1,5,2,1,1,N,9,9
239,1,1,2,1,1,N,7,10
240,1,6,1,1,2,N,0,4
241,1,4,1,2,0,N,0,5
242,1,1,2,1,2,N,5,10
243,2,6,2,1,2,N,5,9
244,3,N,1,1,1,N,N,2
245,2,1,1,1,2,6,0,5
246,1,1,2,1,1,N,0,8
247,3,6,2,1,1,N,0,4
248,2,N,2,1,1,N,N,3
249,2,6,2,1,1,N,5,5
250,1,6,2,3,0,N,7,10
251,8,6,2,1,2,N,2,4
252,2,N,2,1,2,N,N,1
253,2,6,2,3,0,N,0,7
254,9,6,2,1,1,N,0,4
255,1,6,2,3,0,N,2,7
256,1,1,1,1,1,N,9,12
257,1,1,2,1,1,N,6,10
258,2,4,2,1,1,N,2,7
259,1,1,2,1,1,N,9,12
260,1,N,2,1,2,N,N,N
261,1,6,2,1,1,N,4,7
262,2,6,1,1,2,N,2,4
263,9,N,1,1,1,N,N,N
264,1,6,1,2,0,N,0,5
265,9,N,2,1,2,N,8,5
266,1,1,2,1,1,N,9,8
267,2,4,1,1,1,N,8,9
268,8,N,1,1,1,N,N,3
269,2,N,2,1,1,N,N,3
270,6,1,2,1,1,N,2,9
271,1,3,1,1,1,N,9,7
272,1,1,1,1,1,N,9,12
273,2,6,1,1,2,N,1,5
274,1,1,1,1,2,N,9,11
275,2,6,2,1,2,N,2,8
276,1,6,1,1,1,N,3,8
277,8,4,2,1,2,N,6,10
278,2,1,1,1,1,4,7,5
279,1,6,2,1,2,N,5,9
280,2,4,2,1,1,N,6,7
281,2,1,2,1,1,N,4,1
282,8,6,1,1,2,N,6,7
283,2,3,2,1,1,N,6,5
284,2,N,1,1,1,N,N,8
285,2,6,1,1,2,N,8,4
286,2,3,2,1,1,N,3,4
287,1,3,2,1,1,N,4,5
288,2,1,1,1,1,N,5,11
289,3,N,2,1,1,N,N,3
290,2,4,2,1,2,N,5,9
291,1,6,1,1,2,N,2,7
292,6,6,1,3,0,N,0,7
293,1,6,2,1,2,N,7,9
294,1,1,1,1,1,1,8,10
295,1,6,1,1,2,N,8,7
296,9,N,2,1,1,N,N,N
297,2,4,1,1,1,N,3,5
298,1,1,1,1,1,N,9,11
299,2,6,2,1,2,N,6,5
300,1,6,2,1,2,N,8,9
301,2,6,2,1,2,N,2,6
302,1,1,1,1,1,N,8,10
303,6,1,2,1,1,N,9,12
304,1,1,1,1,1,N,9,10
305,6,6,1,1,2,N,8,11
306,1,N,1,1,1,N,N,3
307,2,6,1,3,0,N,0,7
308,6,N,1,1,2,N,N,1
309,2,3,2,1,1,N,1,5
310,6,1,2,1,2,N,9,9
311,3,N,1,1,2,N,N,2
312,2,6,2,1,2,N,4,5
313,3,N,1,1,1,N,N,N
314,6,2,1,1,1,N,7,10
315,1,1,2,1,1,N,5,9
316,1,4,1,1,1,N,2,5
317,1,N,1,1,2,N,N,3
318,2,6,1,1,2,N,1,10
319,2,5,2,1,2,N,3,5
320,1,1,1,1,1,N,8,9
321,2,N,2,1,2,N,N,1
322,1,1,1,1,1,N,7,5
323,1,1,2,1,2,N,3,8
324,1,1,2,1,1,N,8,5
325,1,1,1,1,1,N,8,5
326,1,1,2,1,1,N,6,7
327,1,6,2,1,1,N,6,9
328,3,1,1,1,1,N,1,10
329,1,1,1,1,1,N,9,10
330,2,3,2,1,2,N,3,4
331,1,1,2,1,2,N,6,4
332,1,1,2,1,1,N,4,5
333,2,1,2,1,1,N,1,4
334,1,1,1,1,1,N,1,9
335,1,3,1,1,1,3,5,5
336,2,6,2,1,2,N,0,4
337,1,1,2,1,1,N,8,10
338,1,N,2,1,1,N,N,3
339,1,N,1,1,1,N,N,3
340,1,N,2,1,2,N,N,3
341,1,1,1,1,1,N,8,11
342,2,1,2,1,1,N,6,7
343,1,1,2,1,1,N,0,5
344,1,1,2,1,1,N,8,12
345,2,5,2,1,2,N,2,10
346,1,1,1,1,1,5,9,9
347,1,1,1,1,1,N,6,10
348,1,6,1,1,1,N,6,10
349,2,6,1,3,0,N,2,7
350,2,6,2,1,1,N,0,4
351,1,1,1,1,1,N,9,10
352,1,6,1,1,2,N,4,10
353,1,N,2,1,1,N,N,N
354,3,1,1,1,1,N,7,8
355,3,1,2,1,1,N,0,4
356,2,6,1,1,2,N,1,5
357,9,6,2,3,0,N,0,7
358,6,6,1,1,2,N,9,9
359,1,6,2,1,1,N,7,5
360,6,6,1,1,2,N,8,9
361,2,1,2,1,2,N,2,5
362,1,3,1,2,0,N,5,6
363,6,1,1,1,2,N,9,12
364,6,6,1,1,2,N,0,4
365,9,6,1,1,1,N,6,7
366,1,6,2,1,1,N,4,7
367,1,1,1,1,1,N,9,9
368,2,3,2,1,1,N,4,6
369,2,N,1,1,1,N,N,3
370,1,4,2,3,0,N,0,9
371,2,6,1,1,2,N,7,10
372,2,3,2,1,1,N,3,4
373,1,2,2,1,2,N,9,11
374,1,1,1,1,1,N,9,10
375,2,2,2,3,0,N,7,5
376,6,2,1,1,1,N,1,4
377,8,6,2,1,2,N,4,6
378,3,6,1,1,2,N,0,4
379,1,1,2,1,1,N,3,4
380,2,6,2,1,1,N,0,4
381,1,1,2,1,1,N,9,10
382,8,N,1,1,2,N,N,3
383,1,6,2,1,1,N,7,9
384,2,6,1,1,2,N,7,9
385,8,N,1,1,1,N,N,N
386,1,1,2,1,1,N,8,9
387,1,1,1,1,2,N,9,7
388,1,6,2,1,2,N,6,4
389,1,3,1,1,1,N,9,9
390,1,N,1,1,1,N,N,3
391,1,1,2,1,1,N,8,10
392,1,6,1,1,2,N,8,9
393,2,6,1,1,2,N,3,8
394,1,1,1,1,1,N,9,11
395,6,4,2,3,0,5,3,9
396,1,6,1,1,2,N,2,7
397,9,N,1,1,1,N,N,2
398,6,N,2,1,1,N,N,N
399,1,3,1,1,1,N,9,12
400,1,1,1,1,1,N,5,5
401,2,N,2,1,2,N,N,1
402,6,4,1,1,1,N,6,9
403,6,N,1,1,2,N,N,3
404,9,1,1,1,2,N,7,9
405,1,N,1,1,1,N,N,3
406,1,N,2,1,2,N,N,3
407,2,1,2,1,2,N,4,8
408,1,1,1,1,1,N,0,5
409,1,1,2,1,1,N,4,9
410,2,6,2,1,2,N,4,3
411,2,6,1,1,2,N,2,4
412,8,N,1,1,1,N,N,3
413,2,6,1,1,2,N,6,9
414,2,1,1,1,2,N,6,8
415,1,1,1,1,1,N,5,9
416,2,N,2,1,1,N,N,2
417,1,6,1,1,1,N,9,4
418,1,6,2,3,0,N,3,5
419,1,1,1,1,1,5,9,9
420,1,6,2,3,0,N,1,7
421,2,6,2,3,0,N,2,5
422,3,N,1,1,1,N,N,1
423,1,1,1,1,1,N,9,10
424,1,1,2,1,1,N,9,10
425,1,1,1,1,2,N,0,7
426,8,1,2,1,2,N,N,3
427,2,4,1,1,2,N,7,5
428,1,N,2,1,1,N,N,2
429,2,6,2,1,2,N,2,7
430,2,N,1,1,1,N,N,3
431,1,1,2,1,1,N,8,10
432,1,6,2,3,0,N,8,3
433,2,6,1,1,2,N,3,9
434,1,4,2,1,1,N,7,9
435,1,1,1,1,1,5,9,12
436,2,6,1,1,1,N,0,4
437,3,N,2,1,1,N,N,2
438,1,6,2,3,0,N,1,12
439,1,6,2,1,1,N,5,8
440,1,1,2,1,2,N,8,7
441,1,1,2,1,1,N,2,6
442,1,N,2,1,1,N,N,3
443,2,6,1,3,0,N,2,7
444,1,N,2,1,1,N,N,1
445,2,N,1,1,2,N,N,N
446,6,1,2,1,1,N,9,10
447,1,6,2,1,1,N,4,9
448,1,6,1,3,0,N,1,7
449,1,1,2,1,1,N,3,5
450,2,1,2,1,1,N,3,7
451,6,1,1,1,1,N,7,11
452,1,N,2,1,1,N,N,2
453,6,6,2,3,0,N,0,7
454,2,5,2,1,1,N,2,4
455,6,6,2,1,1,N,3,8
456,2,1,2,1,1,N,5,7
457,1,1,2,1,2,N,0,12
458,2,6,1,1,1,N,8,9
459,1,6,2,3,0,N,0,4
460,1,6,2,1,1,N,3,11
461,2,1,1,1,1,N,7,8
462,1,1,2,1,2,N,4,6
463,1,1,2,1,1,N,8,5
464,1,6,1,1,1,N,8,9
465,1,4,2,1,1,N,2,6
466,1,6,2,3,0,N,0,7
467,1,3,2,1,1,N,8,10
468,8,6,2,1,2,N,6,10
469,3,N,2,1,1,N,N,3
470,1,1,1,1,1,N,9,12
471,1,N,1,1,1,N,N,N
472,1,1,1,1,1,N,2,7
473,6,N,1,1,1,N,N,3
474,1,1,1,1,2,N,8,11
475,2,6,2,1,2,N,2,7
476,1,N,1,1,1,N,N,2
477,1,4,1,1,1,N,8,10
478,8,1,1,1,1,N,5,4
479,2,N,1,1,1,N,N,3
480,1,6,1,1,2,N,2,9
481,1,6,2,1,2,N,4,10
482,1,1,1,1,1,N,9,10
483,1,1,1,1,1,N,9,9
484,1,6,1,1,1,N,0,4
485,2,6,2,1,2,N,0,9
486,1,6,1,3,0,N,1,7
487,1,2,1,2,0,N,3,6
488,2,N,1,1,2,N,N,2
489,1,2,2,1,1,N,9,10
490,1,6,1,1,1,N,5,7
491,1,6,2,2,0,N,1,10
492,1,3,2,1,1,N,8,9
493,6,1,2,1,2,N,1,9
494,1,1,1,1,1,N,5,6
495,2,6,1,1,2,N,7,5
496,2,6,2,3,0,N,5,9
497,2,6,1,1,2,N,3,5
498,2,3,2,1,2,N,2,10
499,1,1,1,1,1,N,3,9
500,2,1,1,1,1,N,1,5
501,1,2,2,1,2,N,2,5
502,2,1,2,1,1,N,3,5
503,2,N,2,1,1,N,N,1
504,6,6,2,1,2,N,1,9
505,1,2,2,1,1,N,4,10
506,1,N,1,1,2,N,N,2
507,1,1,2,1,2,N,2,3
508,2,N,2,1,2,N,N,3
509,1,1,1,1,1,N,9,12
510,8,1,2,1,1,N,3,12
511,1,N,1,1,1,N,N,2
512,1,4,2,1,1,N,5,5
513,1,1,2,1,1,N,2,10
514,1,N,1,1,1,N,N,3
515,1,1,2,1,2,N,7,10
516,1,1,1,1,1,N,9,9
517,1,3,2,1,2,N,4,3
518,2,4,1,1,2,N,9,11
519,2,N,1,1,1,N,N,3
520,6,1,2,1,2,N,2,8
521,6,2,1,1,1,N,9,10
522,2,4,1,1,2,N,6,9
523,1,6,2,1,2,N,6,7
524,1,1,1,1,1,N,1,10
525,2,N,1,1,2,N,N,3
526,1,N,1,1,1,N,N,1
527,2,6,1,3,0,N,3,8
528,1,1,1,1,1,5,4,7
529,1,N,2,1,1,N,N,3
530,1,1,1,1,1,N,9,7
531,1,N,1,1,1,N,N,N
532,2,6,2,1,2,N,7,9
533,1,1,1,1,1,N,9,8
534,1,1,2,1,1,N,7,10
535,3,N,1,1,1,N,N,3
536,1,6,2,1,1,N,0,4
537,1,N,1,1,1,N,N,3
538,6,2,1,2,0,N,3,5
539,6,1,2,1,2,N,9,9
540,1,6,2,1,2,N,7,9
541,2,1,2,1,2,N,2,4
542,1,1,2,1,1,N,3,5
543,2,4,1,1,1,N,9,7
544,2,6,2,1,2,N,2,4
545,2,6,2,1,2,N,0,3
546,1,6,2,1,2,N,1,4
547,1,3,2,1,1,N,3,5
548,2,6,1,1,2,N,5,9
549,1,N,2,1,2,N,N,1
550,1,6,1,1,1,N,8,12
551,2,5,2,1,2,N,2,4
552,6,N,2,1,1,N,N,2
553,6,1,1,1,1,N,0,7
554,1,3,2,2,0,N,2,7
555,2,N,2,1,2,N,N,3
556,1,6,2,1,1,N,7,10
557,1,1,2,1,1,N,0,9
558,1,1,2,1,1,N,5,9
559,2,1,1,1,2,N,7,9
560,2,N,2,1,2,N,N,N
561,1,4,1,1,1,N,6,5
562,1,1,1,1,1,N,9,10
563,1,N,1,1,1,N,N,1
564,1,N,1,1,2,N,N,3
565,1,1,2,1,1,N,8,10
566,1,6,2,1,2,N,1,4
567,2,1,1,1,1,N,6,7
568,1,N,1,1,1,N,N,3
569,1,1,2,1,1,N,6,9
570,1,6,2,1,2,N,0,7
571,1,1,1,1,1,6,2,3
572,2,1,1,1,2,N,4,5
573,8,6,1,1,2,N,0,7
574,1,6,1,1,1,N,0,4
575,3,6,1,1,1,N,2,5
576,9,1,1,1,2,N,5,7
577,8,1,2,1,2,N,1,7
578,1,6,1,1,2,N,9,10
579,1,N,2,1,2,N,N,1
580,2,6,2,1,1,N,4,7
581,2,6,1,1,2,N,4,4
582,1,1,1,1,1,N,6,9
583,9,N,1,1,1,N,N,2
584,6,3,2,1,1,N,7,12
585,1,1,1,1,1,N,7,5
586,1,N,1,1,2,N,N,N
587,2,1,2,1,2,N,7,10
588,2,6,1,1,2,N,5,7
589,8,6,1,3,0,N,0,5
590,9,N,1,1,1,N,N,2
591,1,1,2,1,1,N,9,5
592,1,1,2,1,1,N,0,7
593,1,6,2,1,1,N,0,4
594,2,6,1,3,0,N,0,7
595,1,3,2,1,2,N,8,9
596,2,6,1,1,1,N,3,7
597,9,4,2,1,2,N,4,3
598,1,1,2,1,2,N,N,8
599,1,3,2,1,1,N,6,5
600,2,6,1,1,1,N,5,4
601,1,6,2,1,2,N,4,7
602,2,6,1,3,0,N,0,5
603,1,N,2,1,2,N,N,3
604,1,N,2,1,1,N,N,3
605,1,1,1,1,1,N,4,9
606,1,1,2,1,1,N,4,11
607,1,1,1,1,1,N,9,9
608,1,6,2,1,2,N,1,5
609,3,6,1,1,1,N,3,4
610,1,1,2,1,1,N,6,5
611,1,6,2,3,0,N,1,7
612,2,6,1,1,1,N,8,7
613,1,6,1,1,1,N,2,4
614,3,1,1,1,1,N,2,9
615,3,6,1,1,2,N,0,4
616,1,1,2,1,2,N,9,10
617,1,1,2,1,1,N,4,10
618,2,6,1,3,0,N,3,9
619,2,6,1,2,0,N,1,5
620,8,6,1,1,2,N,0,4
621,1,6,1,1,1,N,0,4
622,1,6,1,1,1,N,8,10
623,1,1,2,1,1,N,8,9
624,1,1,1,1,1,N,9,10
625,1,1,1,1,1,N,7,9
626,2,1,2,1,2,N,2,3
627,1,1,1,1,1,N,9,10
628,1,1,2,1,1,N,8,9
629,1,1,2,1,1,N,8,10
630,1,N,2,1,1,N,N,3
631,2,6,2,1,2,N,7,9
632,1,1,1,1,2,N,6,5
633,1,6,2,1,2,N,1,8
634,6,3,2,1,2,N,3,4
635,1,N,2,1,2,N,N,3
636,1,N,2,1,1,N,N,N
637,1,N,1,1,1,N,N,3
638,1,1,1,1,1,N,4,4
639,1,4,2,1,2,N,1,10
640,1,1,1,1,1,N,8,9
641,1,6,1,1,2,N,1,5
642,1,6,1,1,1,N,1,12
643,1,3,1,1,1,N,4,7
644,2,2,1,3,0,N,0,7
645,1,1,2,1,1,N,6,8
646,1,6,1,1,1,N,3,1
647,1,1,1,1,2,N,9,10
648,1,1,1,1,1,N,5,7
649,1,3,2,1,1,N,2,5
650,1,1,1,1,1,N,8,7
651,2,1,1,1,1,N,4,4
652,1,1,1,1,1,N,9,11
653,1,1,1,1,1,N,6,7
654,1,1,1,1,2,N,2,4
655,1,6,1,1,2,N,9,8
656,2,6,1,1,2,N,5,4
657,2,6,2,1,2,N,0,4
658,1,1,1,1,1,N,4,3
659,1,N,1,1,2,N,N,N
660,6,6,2,1,1,N,0,7
661,8,N,2,1,1,N,N,2
662,1,1,1,1,1,N,8,10
663,1,1,2,1,2,N,4,3
664,2,5,2,1,1,N,1,7
665,1,3,1,1,1,N,8,5
666,2,4,2,1,2,N,4,4
667,1,1,2,1,1,N,6,9
668,2,6,1,3,0,N,4,5
669,2,4,1,1,1,N,4,7
670,1,6,2,1,2,N,3,9
671,3,1,1,1,2,N,5,8
672,2,4,1,1,1,N,9,7
673,2,6,2,1,1,N,4,5
674,1,1,1,1,1,N,7,8
675,6,6,1,1,1,N,4,9
676,1,6,2,1,1,N,9,10
677,1,1,2,1,1,N,9,12
678,2,3,2,1,2,N,1,6
679,2,6,1,1,2,N,7,7
680,1,1,1,1,1,N,4,8
681,2,6,2,1,2,N,0,4
682,1,N,2,1,1,N,N,2
683,1,1,2,1,1,N,7,9
684,1,6,2,1,2,N,5,9
685,8,6,1,1,1,N,3,5
686,2,1,1,1,1,N,0,4
687,1,2,1,3,0,N,1,5
688,1,1,1,1,1,N,8,9
689,1,4,2,1,1,N,9,10
690,2,1,1,1,2,N,0,7
691,1,4,2,1,1,N,7,7
692,1,6,1,1,1,N,8,9
693,2,6,2,1,1,N,0,5
694,6,3,2,1,1,N,2,4
695,1,1,1,1,1,N,2,4
696,1,N,1,1,1,N,N,3
697,1,4,1,1,1,N,9,7
698,1,5,2,1,1,N,4,9
699,2,4,2,3,0,N,5,6
700,1,4,2,1,2,N,2,6
701,8,1,1,1,1,N,6,3
702,1,1,2,1,1,N,9,9
703,1,6,2,1,2,N,2,9
704,1,1,1,1,1,N,7,7
705,2,4,1,1,2,N,6,2
706,6,N,2,1,1,N,N,2
707,2,6,1,1,2,N,3,5
708,1,1,2,1,1,N,7,9
709,2,1,2,1,1,N,3,12
710,1,6,1,1,2,N,7,10
711,1,6,1,1,1,N,0,4
712,9,N,2,1,1,N,N,N
713,6,1,2,1,2,N,4,7
714,1,6,2,3,0,N,1,5
715,1,1,1,1,2,N,8,9
716,8,N,2,1,2,N,N,3
717,1,1,2,1,1,N,2,7
718,2,3,2,1,2,N,5,7
719,2,4,1,1,2,N,8,7
720,2,1,2,1,1,N,9,10
721,6,1,2,1,1,N,0,9
722,1,1,2,1,1,N,9,10
723,1,6,2,1,1,N,4,7
724,8,6,2,1,2,N,0,4
725,2,6,2,1,2,N,5,5
726,1,4,2,1,1,N,8,7
727,2,N,2,1,1,N,N,3
728,2,6,2,1,2,N,0,4
729,1,N,2,1,1,N,N,N
730,1,1,1,1,1,N,8,10
731,9,N,2,1,2,N,9,1
732,1,1,1,1,1,N,9,10
733,2,1,1,1,1,N,7,10
734,2,1,2,1,2,N,2,5
735,9,6,1,1,1,N,2,6
736,2,6,1,1,2,N,1,4
737,1,4,1,1,2,N,5,9
738,1,1,2,1,1,N,7,9
739,1,6,1,1,1,N,6,9
740,1,1,1,1,1,N,9,9
741,1,6,2,1,2,N,5,9
742,2,N,2,1,1,N,N,3
743,6,N,1,1,1,N,N,2
744,1,1,2,1,1,N,4,6
745,6,3,2,1,1,N,6,3
746,1,3,2,1,2,N,5,9
747,1,6,2,1,1,N,8,10
748,2,N,1,1,2,N,N,3
749,6,1,2,1,2,N,0,10
750,1,1,2,1,2,N,0,9
751,1,N,1,1,1,N,N,3
752,8,1,2,1,1,N,2,8
753,1,6,1,1,2,N,6,9
754,5,3,2,1,1,N,6,2
755,1,1,2,1,1,N,6,8
756,1,4,2,1,1,N,8,12
757,2,2,1,1,2,N,8,N
758,2,1,1,1,1,N,4,5
759,1,1,2,1,1,N,4,4
760,2,4,1,1,1,N,5,7
761,2,6,2,3,0,N,1,7
762,1,1,2,1,1,N,8,7
763,1,4,1,1,1,N,3,9
764,1,1,2,1,2,N,6,10
765,1,3,2,1,1,N,7,9
766,2,3,1,2,0,N,4,5
767,1,1,1,1,2,N,9,12
768,6,1,1,1,1,N,9,12
769,1,N,2,1,2,N,N,1
770,1,1,2,1,1,N,9,9
771,1,N,1,1,1,N,N,1
