,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
83,46,1,1,2,4,1,6,220,48-02101,9,2,37,1,3,2,280,0.0
84,84,1,3,7,11,2,2,98,48-02102,1,2,84,0,3,2,501,40.0
85,76,0,1,0,2,1,9,501,48-02507,8,1,57,0,4,6,324,20.0
86,9,1,N,1,3,2,N,226,48-02101,8,2,6,6,7,N,0,20.0
87,5,0,N,2,4,2,N,402,48-02507,9,2,4,3,4,N,89,40.0
88,80,1,3,0,N,1,7,210,48-02510,1,2,67,0,N,3,93,40.0
89,39,4,1,1,3,1,6,501,48-02510,8,2,44,2,4,9,501,20.0
90,11,1,N,5,7,1,N,250,48-02101,3,1,14,2,3,N,229,20.0
91,65,0,5,4,6,1,4,478,48-02507,1,2,60,0,2,9,501,0.0
92,67,0,1,0,2,1,7,501,48-02510,8,1,46,0,3,4,227,20.0
93,54,0,4,1,2,1,9,501,48-02510,9,2,52,0,N,2,41,0.0
94,27,4,1,0,2,1,4,501,48-02510,8,1,37,0,2,8,501,60.0
95,5,4,N,3,5,1,N,287,48-02510,1,2,1,1,4,N,501,20.0
