,EDU,HISP,INDP_CAT,MSP,OWN_RENT,PINCP_DECILE_x,PUMA,RAC1P,SEX,PINCP_DECILE_y,percent_match
53,9,0,12,4,2,7,48-02510,1,2,7,100.0
54,5,1,N,3,1,7,48-02516,1,2,0,0.0
55,8,0,11,1,1,7,48-02101,1,1,7,100.0
56,7,1,14,1,2,2,48-02101,1,2,1,0.0
57,5,0,9,1,1,9,48-02516,1,1,9,100.0
58,7,0,10,5,2,6,48-02101,1,2,3,0.0
59,3,1,N,4,1,3,48-02516,1,2,0,0.0
60,10,0,7,1,1,9,48-02507,1,1,9,100.0
61,5,0,7,6,1,9,48-02515,1,1,5,0.0
62,7,0,N,6,0,0,48-02515,9,2,1,0.0
63,7,1,10,6,2,2,48-02101,1,2,8,0.0
64,5,0,14,6,2,8,48-02101,2,1,0,0.0
65,9,0,7,1,1,8,48-02510,6,1,9,0.0
66,9,0,14,1,1,0,48-02510,6,2,0,100.0
67,4,0,3,1,1,7,48-02102,1,2,5,0.0
68,5,0,11,1,1,5,48-02507,1,2,4,0.0
69,8,0,12,4,1,6,48-02102,1,2,9,0.0
70,7,0,14,1,1,2,48-02515,1,2,3,0.0
71,9,0,11,1,1,3,48-02507,9,2,7,0.0
72,8,0,12,4,1,0,48-02515,1,2,8,0.0
73,8,0,4,1,1,5,48-02516,1,2,2,0.0
74,8,0,N,4,2,5,48-02507,2,2,0,0.0
75,3,0,N,4,1,0,48-02515,1,2,3,0.0
76,7,0,N,6,1,7,48-02515,1,1,4,0.0
77,9,0,13,1,1,5,48-02102,1,2,6,0.0
78,1,1,N,1,1,0,48-02102,1,1,0,100.0
79,6,0,N,4,2,0,48-02102,1,2,1,0.0
80,5,0,4,3,1,6,48-02102,1,1,8,0.0
81,5,1,N,6,1,0,48-02102,1,1,0,100.0
82,8,0,N,3,2,5,48-02507,1,2,3,0.0
83,4,0,14,6,2,2,48-02507,1,2,2,100.0
84,2,0,N,N,2,N,48-02516,2,2,N,100.0
85,9,0,7,6,1,9,48-02516,1,1,4,0.0
86,8,0,14,6,2,2,48-02510,2,2,8,0.0
87,3,0,N,N,2,N,48-02102,9,1,N,100.0
88,4,0,N,6,1,0,48-02515,2,1,0,100.0
89,9,0,10,4,1,9,48-02507,1,2,9,100.0
90,2,4,N,N,1,N,48-02516,1,1,N,100.0
91,9,0,11,6,1,6,48-02515,1,1,7,0.0
92,7,0,11,1,1,6,48-02510,1,1,8,0.0
93,N,1,N,N,2,N,48-02507,1,1,N,100.0
94,4,0,N,2,1,0,48-02101,1,2,3,0.0
95,9,0,9,6,1,6,48-02507,1,1,3,0.0
96,7,0,3,4,2,7,48-02510,1,1,5,0.0
97,N,0,N,N,2,N,48-02515,9,1,N,100.0
98,7,1,6,6,1,4,48-02516,1,1,3,0.0
99,6,0,14,1,1,7,48-02102,1,1,7,100.0
100,9,0,11,1,1,7,48-02516,6,1,6,0.0
101,4,0,N,4,1,0,48-02515,1,2,4,0.0
102,6,0,15,1,1,6,48-02516,1,1,5,0.0
103,4,1,6,6,1,2,48-02101,1,2,1,0.0
104,7,0,13,6,1,1,48-02507,1,2,4,0.0
105,9,0,3,1,1,8,48-02101,1,2,0,0.0
106,N,1,N,N,2,N,48-02515,8,1,N,100.0
107,9,4,3,1,1,9,48-02510,1,1,6,0.0
108,3,1,N,6,2,0,48-02101,1,1,0,100.0
109,5,0,N,6,2,0,48-02516,1,2,0,100.0
110,7,0,4,6,1,9,48-02102,1,2,5,0.0
111,6,0,6,3,1,6,48-02515,1,2,3,0.0
112,9,0,4,1,1,9,48-02507,2,2,5,0.0
113,5,1,4,1,1,9,48-02510,1,1,4,0.0
114,8,0,12,6,1,7,48-02507,1,2,6,0.0
115,1,0,N,1,1,0,48-02507,1,1,6,0.0
116,4,0,N,1,2,0,48-02101,1,1,4,0.0
117,10,0,N,1,1,4,48-02510,6,1,0,0.0
118,5,0,10,6,2,1,48-02102,1,2,5,0.0
119,5,0,13,6,1,3,48-02102,1,2,3,100.0
120,8,0,5,1,1,6,48-02102,1,1,4,0.0
121,9,0,3,4,1,9,48-02515,1,1,7,0.0
122,6,0,16,1,1,8,48-02101,1,1,8,100.0
123,6,0,N,1,1,0,48-02510,6,1,2,0.0
124,9,1,9,1,1,6,48-02102,1,1,9,0.0
125,8,0,N,1,1,3,48-02507,2,2,3,100.0
126,5,0,2,1,1,2,48-02101,1,1,8,0.0
127,9,0,10,6,2,6,48-02510,1,2,4,0.0
128,7,0,N,1,2,2,48-02515,1,1,3,0.0
129,9,1,9,1,1,7,48-02510,1,2,9,0.0
130,7,0,1,1,1,8,48-02101,1,1,9,0.0
131,7,0,12,6,2,4,48-02507,1,2,4,100.0
132,8,0,2,1,1,7,48-02515,1,1,7,100.0
133,N,4,N,N,2,N,48-02516,1,1,N,100.0
134,10,0,7,1,1,6,48-02507,1,2,8,0.0
135,5,0,5,4,2,2,48-02510,1,2,8,0.0
136,7,1,12,6,1,3,48-02102,1,2,5,0.0
137,9,1,11,1,2,7,48-02102,1,2,7,100.0
138,9,0,N,4,2,6,48-02507,1,2,2,0.0
139,7,0,N,4,2,7,48-02102,1,1,3,0.0
140,9,0,7,6,2,6,48-02515,1,1,5,0.0
141,5,0,10,4,2,0,48-02102,1,2,6,0.0
142,8,0,N,4,1,6,48-02101,1,1,3,0.0
143,3,0,N,2,1,0,48-02102,1,1,0,100.0
144,9,0,14,1,1,2,48-02510,2,2,8,0.0
145,5,0,6,6,1,2,48-02516,1,2,2,100.0
146,4,0,N,4,1,3,48-02101,2,2,3,100.0
147,5,0,14,1,1,3,48-02507,1,2,0,0.0
148,7,1,4,6,1,8,48-02516,1,1,5,0.0
149,5,1,11,4,1,6,48-02101,1,2,5,0.0
150,5,0,4,1,1,6,48-02510,1,2,7,0.0
151,N,0,N,N,1,N,48-02507,9,1,N,100.0
152,5,1,10,4,1,3,48-02101,1,2,5,0.0
153,4,1,N,1,2,0,48-02510,1,2,1,0.0
154,5,0,13,1,1,5,48-02102,1,2,4,0.0
155,7,0,14,1,2,4,48-02102,1,2,5,0.0
156,6,0,N,3,1,2,48-02515,1,1,4,0.0
157,5,0,N,6,0,0,48-02515,1,2,0,100.0
158,9,1,16,1,1,8,48-02515,1,2,7,0.0
159,8,0,14,1,1,2,48-02102,1,1,8,0.0
160,9,0,16,6,2,7,48-02515,1,1,9,0.0
161,8,0,12,1,1,8,48-02101,1,1,4,0.0
162,5,0,14,4,1,2,48-02102,1,2,7,0.0
163,5,0,N,3,1,9,48-02510,1,1,1,0.0
164,9,0,10,6,1,8,48-02102,1,1,3,0.0
165,4,0,4,6,1,6,48-02101,1,1,2,0.0
166,7,0,15,6,1,0,48-02102,1,2,1,0.0
167,7,0,N,3,1,3,48-02510,1,1,9,0.0
168,7,0,10,6,1,3,48-02102,1,1,3,100.0
169,9,0,7,4,1,3,48-02101,1,1,7,0.0
170,2,0,N,N,1,N,48-02510,2,1,N,100.0
171,3,0,N,N,2,N,48-02101,2,1,N,100.0
172,5,0,8,1,1,8,48-02507,1,1,9,0.0
173,N,0,N,N,1,N,48-02101,2,2,N,100.0
174,9,0,10,6,1,8,48-02516,1,1,9,0.0
175,8,0,N,4,2,2,48-02510,1,2,4,0.0
176,9,0,6,6,2,2,48-02516,1,2,0,0.0
177,4,0,14,1,1,7,48-02101,1,1,7,100.0
178,6,0,N,4,2,5,48-02507,1,2,3,0.0
179,5,0,N,6,2,4,48-02516,1,1,3,0.0
180,10,0,9,6,1,7,48-02515,1,1,9,0.0
181,9,1,12,1,1,7,48-02102,1,2,8,0.0
182,9,0,11,1,2,4,48-02516,1,2,2,0.0
183,8,0,11,1,1,4,48-02510,1,2,1,0.0
184,4,0,6,6,1,4,48-02515,1,1,1,0.0
185,10,0,N,1,1,1,48-02507,2,2,0,0.0
186,12,0,11,1,1,9,48-02101,1,1,8,0.0
187,6,0,3,1,1,9,48-02102,1,2,5,0.0
188,7,1,N,4,1,2,48-02102,1,2,3,0.0
189,7,0,4,6,2,7,48-02507,1,1,2,0.0
190,10,0,10,6,1,5,48-02101,1,2,0,0.0
191,10,0,N,3,2,4,48-02515,1,2,8,0.0
192,10,0,10,6,1,8,48-02516,1,1,8,100.0
193,4,0,6,6,2,0,48-02516,1,2,0,100.0
194,8,0,7,1,1,5,48-02516,2,1,6,0.0
195,3,1,N,N,2,N,48-02101,3,1,N,100.0
196,9,1,11,6,1,6,48-02516,1,2,6,100.0
197,3,4,N,N,1,N,48-02515,1,1,N,100.0
198,10,0,12,1,1,9,48-02101,6,1,7,0.0
199,5,1,15,1,1,5,48-02102,1,2,3,0.0
200,10,0,N,3,1,7,48-02101,1,2,7,100.0
201,7,0,6,3,1,6,48-02101,1,1,8,0.0
202,9,0,N,3,1,9,48-02510,1,1,8,0.0
203,9,0,9,1,2,8,48-02101,1,1,7,0.0
204,9,0,12,4,2,5,48-02102,1,2,7,0.0
205,7,0,15,4,1,6,48-02507,1,2,6,100.0
206,7,0,15,6,1,6,48-02101,1,1,7,0.0
207,N,1,N,N,2,N,48-02102,1,2,N,100.0
208,4,0,N,4,1,5,48-02101,1,1,3,0.0
209,9,0,11,6,1,7,48-02102,1,1,1,0.0
210,7,0,5,1,2,5,48-02507,1,1,5,100.0
211,10,0,16,1,1,5,48-02507,2,2,7,0.0
212,4,0,15,1,1,2,48-02510,1,1,8,0.0
213,10,0,4,1,1,5,48-02507,1,2,8,0.0
214,4,0,N,6,2,3,48-02516,1,1,1,0.0
215,5,0,9,6,1,0,48-02101,1,2,2,0.0
216,1,4,N,N,1,N,48-02507,8,1,N,100.0
217,4,1,N,6,1,0,48-02507,8,1,0,100.0
218,11,0,16,1,1,8,48-02515,1,2,9,0.0
219,9,0,4,6,2,5,48-02515,1,2,9,0.0
220,7,0,10,1,2,4,48-02102,1,2,5,0.0
221,9,0,11,1,1,8,48-02101,9,1,0,0.0
222,8,0,3,1,1,8,48-02101,1,1,5,0.0
223,9,0,10,1,1,8,48-02507,2,1,7,0.0
224,5,0,15,6,1,1,48-02515,1,2,4,0.0
225,2,0,N,N,2,N,48-02101,2,2,N,100.0
226,6,0,15,1,1,3,48-02510,1,2,5,0.0
227,9,0,11,4,2,1,48-02507,1,2,6,0.0
228,5,0,6,6,1,6,48-02507,6,2,6,100.0
229,9,0,7,1,1,5,48-02101,2,1,9,0.0
230,N,4,N,N,2,N,48-02101,1,2,N,100.0
231,9,0,10,4,2,5,48-02516,1,2,6,0.0
232,4,0,6,6,2,1,48-02515,1,2,3,0.0
233,6,0,N,2,1,4,48-02510,1,1,5,0.0
234,8,0,16,1,1,6,48-02101,1,1,9,0.0
235,4,0,3,1,1,8,48-02515,1,1,5,0.0
236,8,0,N,1,1,0,48-02101,2,2,6,0.0
237,10,0,10,4,1,7,48-02510,1,2,9,0.0
238,7,0,14,4,1,5,48-02102,1,2,5,100.0
239,5,1,12,6,1,0,48-02101,1,2,4,0.0
240,4,0,N,6,2,0,48-02507,1,2,0,100.0
241,2,0,N,N,2,N,48-02507,2,2,N,100.0
242,9,0,5,1,1,9,48-02102,1,1,9,100.0
243,2,0,N,N,1,N,48-02102,9,1,N,100.0
244,11,0,16,1,1,3,48-02507,1,2,8,0.0
245,4,0,11,1,1,5,48-02510,1,1,4,0.0
246,11,0,N,1,1,9,48-02101,1,1,8,0.0
247,6,0,6,6,2,2,48-02101,1,2,2,100.0
248,3,4,N,N,2,N,48-02515,1,1,N,100.0
249,9,0,10,1,1,9,48-02507,6,1,8,0.0
250,5,0,14,1,2,4,48-02102,1,1,2,0.0
251,6,0,11,1,1,4,48-02516,1,2,5,0.0
252,8,0,6,6,1,2,48-02101,1,2,8,0.0
253,10,0,7,1,1,8,48-02516,1,2,8,100.0
254,5,1,7,1,1,4,48-02515,1,1,5,0.0
255,5,0,16,1,1,9,48-02101,1,2,4,0.0
256,4,1,10,2,1,3,48-02516,1,1,8,0.0
257,7,0,14,1,1,9,48-02516,1,1,7,0.0
258,5,0,N,3,1,4,48-02516,1,1,0,0.0
259,5,0,N,6,2,0,48-02515,1,1,3,0.0
260,N,0,N,N,1,N,48-02516,9,1,N,100.0
261,2,4,N,N,1,N,48-02102,1,1,N,100.0
262,9,0,12,6,2,5,48-02515,1,2,7,0.0
263,8,0,3,1,1,6,48-02101,1,2,0,0.0
264,9,0,10,1,1,9,48-02515,2,1,9,100.0
265,9,0,12,6,1,9,48-02101,1,1,8,0.0
266,5,0,6,4,1,6,48-02507,1,2,3,0.0
267,9,0,14,1,1,8,48-02507,1,1,8,100.0
268,3,1,N,6,1,0,48-02507,1,2,0,100.0
269,5,0,N,1,1,2,48-02516,6,2,0,0.0
270,10,0,9,1,1,9,48-02516,1,2,6,0.0
271,9,0,6,6,1,2,48-02510,6,2,3,0.0
272,6,0,N,4,1,5,48-02515,1,2,5,100.0
273,5,0,4,1,2,5,48-02102,1,1,6,0.0
274,7,0,16,1,2,7,48-02101,1,2,6,0.0
275,5,1,11,1,1,0,48-02101,1,2,4,0.0
276,6,0,5,1,1,6,48-02102,1,1,6,100.0
277,8,0,6,4,1,7,48-02507,1,1,3,0.0
278,5,1,10,1,1,3,48-02507,8,2,7,0.0
279,7,1,10,6,1,3,48-02515,1,2,5,0.0
280,8,0,10,4,1,5,48-02101,1,2,3,0.0
281,6,0,6,1,1,2,48-02510,1,1,4,0.0
282,8,1,N,1,1,5,48-02516,1,2,0,0.0
283,7,0,6,1,1,2,48-02516,6,2,0,0.0
284,8,0,17,1,1,7,48-02507,1,1,7,100.0
285,1,1,N,N,2,N,48-02515,1,2,N,100.0
286,9,0,N,1,2,7,48-02507,1,1,6,0.0
287,7,0,14,4,2,1,48-02102,1,2,6,0.0
288,7,0,4,1,1,8,48-02507,1,2,7,0.0
289,6,0,12,1,1,7,48-02101,1,2,5,0.0
290,7,0,6,1,2,6,48-02101,1,1,2,0.0
291,3,4,N,N,2,N,48-02101,1,2,N,100.0
292,5,0,8,6,2,6,48-02515,1,1,3,0.0
293,7,0,15,6,2,6,48-02516,1,1,3,0.0
294,6,0,11,1,1,3,48-02102,1,2,5,0.0
295,9,0,12,4,2,4,48-02507,1,2,9,0.0
296,6,0,7,1,1,6,48-02507,1,1,8,0.0
297,4,0,6,1,1,0,48-02102,1,2,2,0.0
298,11,0,11,1,1,8,48-02507,1,1,8,100.0
299,8,0,12,3,1,3,48-02507,1,2,7,0.0
300,7,1,11,1,1,5,48-02516,1,1,2,0.0
301,9,0,7,4,1,9,48-02515,1,1,9,100.0
302,9,0,6,1,2,5,48-02507,1,1,5,100.0
303,6,1,4,1,1,8,48-02102,1,1,5,0.0
304,11,0,11,1,1,7,48-02515,6,2,9,0.0
305,5,1,2,1,1,8,48-02101,1,1,6,0.0
306,7,0,14,4,2,3,48-02515,1,2,3,100.0
307,10,0,12,4,1,2,48-02510,1,2,8,0.0
308,4,1,N,6,1,2,48-02510,8,1,0,0.0
309,N,0,N,N,1,N,48-02510,6,1,N,100.0
310,7,1,15,6,1,4,48-02101,1,1,7,0.0
311,9,1,11,1,1,9,48-02515,1,2,7,0.0
312,4,0,N,1,1,3,48-02510,2,1,9,0.0
313,4,1,6,6,1,1,48-02102,1,2,2,0.0
314,6,0,6,1,1,8,48-02507,1,1,7,0.0
315,5,0,6,1,1,8,48-02510,3,2,2,0.0
316,5,0,12,4,1,5,48-02507,1,2,6,0.0
317,8,0,12,1,1,5,48-02515,1,1,8,0.0
318,6,0,N,1,2,2,48-02507,1,2,2,100.0
319,6,0,10,1,2,6,48-02102,1,2,6,100.0
320,9,0,16,1,2,7,48-02516,1,1,5,0.0
321,7,0,6,2,1,5,48-02101,1,2,3,0.0
322,6,0,6,1,1,5,48-02515,1,1,6,0.0
323,5,0,9,6,1,4,48-02510,1,2,2,0.0
324,9,0,6,1,1,7,48-02101,2,2,5,0.0
325,7,0,N,4,1,0,48-02101,9,2,2,0.0
326,5,0,N,3,0,5,48-02516,2,2,2,0.0
327,5,1,6,6,1,5,48-02510,1,1,1,0.0
328,7,0,N,1,2,0,48-02101,1,1,2,0.0
329,5,0,3,1,1,4,48-02507,1,2,2,0.0
330,6,0,12,1,1,2,48-02510,1,2,4,0.0
331,5,0,14,1,2,3,48-02515,1,2,3,100.0
332,5,0,11,4,1,6,48-02102,1,1,7,0.0
333,10,0,4,6,1,8,48-02515,1,1,1,0.0
334,4,0,3,4,2,5,48-02101,1,1,7,0.0
335,6,0,4,1,1,9,48-02516,1,1,9,100.0
336,9,0,10,4,1,8,48-02510,1,2,7,0.0
337,6,0,N,5,2,2,48-02101,1,2,3,0.0
338,2,0,N,N,2,N,48-02515,1,1,N,100.0
339,7,0,12,1,1,8,48-02516,1,1,5,0.0
340,6,0,N,3,2,3,48-02102,1,2,1,0.0
341,5,0,N,6,2,0,48-02507,1,1,3,0.0
342,8,0,7,1,1,4,48-02516,1,2,5,0.0
343,9,1,6,6,1,5,48-02510,1,1,6,0.0
344,7,0,5,6,1,0,48-02507,1,2,9,0.0
345,11,0,7,1,1,7,48-02101,1,1,9,0.0
346,9,0,N,3,1,9,48-02516,1,1,6,0.0
347,7,0,N,6,1,0,48-02515,6,2,0,100.0
348,9,0,11,6,1,7,48-02507,2,2,7,100.0
349,9,0,8,6,1,8,48-02507,1,1,4,0.0
350,9,0,9,1,1,8,48-02510,2,2,6,0.0
351,5,1,N,6,2,0,48-02507,1,2,0,100.0
352,4,0,N,6,0,1,48-02101,2,1,0,0.0
353,5,0,6,6,2,3,48-02507,1,2,3,100.0
354,5,0,10,4,2,4,48-02102,1,1,4,100.0
355,3,1,N,6,2,0,48-02515,1,1,0,100.0
356,4,1,N,6,2,3,48-02515,1,1,0,0.0
357,7,1,15,1,1,5,48-02507,1,2,6,0.0
358,9,0,6,6,1,0,48-02507,2,2,3,0.0
359,1,1,3,1,1,4,48-02101,1,1,5,0.0
360,4,0,8,6,1,5,48-02516,1,1,2,0.0
361,7,0,9,4,2,6,48-02516,1,2,3,0.0
362,8,0,9,1,1,7,48-02102,1,2,4,0.0
363,12,0,11,1,2,8,48-02507,2,1,7,0.0
364,7,1,6,6,1,3,48-02102,1,1,5,0.0
365,3,1,N,N,1,N,48-02515,8,2,N,100.0
366,10,1,12,1,1,8,48-02507,1,2,9,0.0
367,4,1,14,6,1,4,48-02101,8,1,1,0.0
368,7,1,6,1,2,7,48-02507,1,2,8,0.0
369,5,0,8,1,1,8,48-02102,1,2,8,100.0
370,8,0,12,4,1,7,48-02101,1,2,8,0.0
371,5,0,8,1,1,5,48-02102,1,1,8,0.0
372,5,0,15,3,1,5,48-02101,1,2,8,0.0
373,5,1,4,1,2,8,48-02515,1,1,4,0.0
374,9,0,10,6,1,3,48-02516,1,2,3,100.0
375,4,0,4,1,2,3,48-02101,1,2,5,0.0
376,8,0,14,1,1,5,48-02516,1,2,9,0.0
377,10,0,11,6,2,6,48-02507,2,2,3,0.0
378,7,0,12,1,1,6,48-02102,1,1,4,0.0
379,8,0,11,1,1,9,48-02516,1,1,9,100.0
380,9,0,10,1,2,8,48-02515,1,1,9,0.0
381,4,0,N,6,2,0,48-02102,2,1,0,100.0
382,2,0,N,N,1,N,48-02102,2,1,N,100.0
383,4,0,6,6,2,7,48-02101,1,1,1,0.0
384,8,0,N,6,2,0,48-02507,1,2,0,100.0
385,9,0,N,3,1,7,48-02507,1,1,9,0.0
386,5,0,4,1,2,9,48-02515,1,1,5,0.0
387,5,1,N,1,1,0,48-02507,1,2,0,100.0
388,9,0,12,1,1,8,48-02507,1,1,8,100.0
389,10,0,16,6,1,9,48-02101,1,1,4,0.0
390,5,0,7,1,2,4,48-02102,1,1,6,0.0
391,3,1,N,N,1,N,48-02101,3,1,N,100.0
392,3,1,N,3,1,5,48-02101,1,2,3,0.0
393,4,2,N,6,2,0,48-02510,1,1,0,100.0
394,5,0,10,6,2,3,48-02515,2,2,4,0.0
395,7,0,9,6,1,6,48-02102,1,2,9,0.0
396,6,0,14,1,1,0,48-02507,1,2,5,0.0
397,5,0,4,4,1,3,48-02515,1,2,8,0.0
398,7,0,10,1,1,6,48-02507,1,2,0,0.0
399,10,0,11,6,1,1,48-02510,1,2,7,0.0
400,6,0,9,1,1,6,48-02101,1,2,5,0.0
401,10,1,11,1,1,8,48-02101,1,2,8,100.0
402,9,0,16,6,1,7,48-02510,1,2,8,0.0
403,8,0,15,1,1,2,48-02510,1,2,3,0.0
404,9,0,10,6,1,4,48-02510,1,2,8,0.0
405,7,0,4,4,2,6,48-02101,1,1,6,100.0
406,9,0,8,1,1,9,48-02102,1,1,8,0.0
407,10,0,N,1,1,9,48-02510,6,2,0,0.0
408,5,0,7,1,2,7,48-02516,1,2,4,0.0
409,9,0,10,1,2,9,48-02102,1,2,8,0.0
410,9,0,6,6,1,4,48-02515,1,1,2,0.0
411,9,0,16,1,1,5,48-02515,1,2,8,0.0
412,6,0,7,1,1,8,48-02510,1,1,8,100.0
413,5,0,9,1,1,4,48-02515,1,1,9,0.0
414,7,0,7,1,2,8,48-02516,1,1,8,100.0
415,7,0,N,4,0,5,48-02515,1,1,2,0.0
416,5,1,7,6,1,4,48-02102,1,1,6,0.0
417,5,0,N,6,1,0,48-02510,1,2,2,0.0
418,7,0,11,1,2,8,48-02515,1,2,5,0.0
419,4,0,14,6,1,2,48-02516,2,1,0,0.0
420,5,1,6,1,1,6,48-02101,8,2,6,100.0
421,9,0,11,4,1,1,48-02101,1,1,6,0.0
422,9,1,9,1,1,8,48-02507,8,1,8,100.0
423,7,1,14,6,1,3,48-02102,1,2,4,0.0
424,9,0,9,6,1,9,48-02507,6,1,7,0.0
425,4,0,15,1,1,1,48-02102,1,1,5,0.0
426,7,1,15,1,1,4,48-02102,1,2,6,0.0
427,2,0,N,N,1,N,48-02102,2,2,N,100.0
428,9,1,10,1,1,8,48-02516,1,2,0,0.0
429,9,0,16,1,1,7,48-02507,1,2,8,0.0
430,5,1,13,2,1,3,48-02101,1,2,4,0.0
431,4,0,N,6,2,0,48-02101,1,2,0,100.0
432,7,0,12,4,2,5,48-02510,1,2,8,0.0
433,9,0,4,4,1,9,48-02515,1,1,7,0.0
434,5,0,9,4,1,6,48-02101,1,2,6,100.0
435,9,0,6,6,1,9,48-02102,1,1,3,0.0
436,9,0,17,1,1,9,48-02510,1,1,9,100.0
437,7,0,2,1,1,8,48-02516,1,1,8,100.0
438,10,0,4,1,1,8,48-02507,2,1,8,100.0
439,9,0,11,6,1,7,48-02516,1,1,3,0.0
440,1,4,N,N,2,N,48-02507,1,2,N,100.0
441,8,1,11,6,1,0,48-02101,1,2,4,0.0
442,6,0,N,6,1,2,48-02507,1,1,2,100.0
443,9,0,6,3,1,9,48-02510,1,2,8,0.0
444,2,4,N,N,2,N,48-02516,1,2,N,100.0
445,5,0,2,1,1,6,48-02102,1,1,8,0.0
446,5,1,6,6,1,1,48-02101,8,2,5,0.0
447,7,0,4,4,2,6,48-02507,1,2,5,0.0
448,5,0,12,4,2,5,48-02510,1,2,7,0.0
449,9,0,N,4,1,6,48-02102,1,1,1,0.0
450,7,0,14,1,1,0,48-02507,1,2,3,0.0
451,8,0,16,1,1,8,48-02516,1,1,7,0.0
452,4,0,6,1,1,6,48-02507,1,1,8,0.0
453,6,0,14,1,1,0,48-02510,1,2,4,0.0
454,5,0,N,6,2,5,48-02102,1,1,0,0.0
455,5,0,10,4,1,4,48-02101,1,2,7,0.0
456,11,0,16,1,1,9,48-02507,1,1,9,100.0
457,10,0,11,4,2,7,48-02507,2,1,7,100.0
458,8,0,14,1,1,6,48-02516,1,1,6,100.0
459,5,0,10,1,1,8,48-02515,1,1,6,0.0
460,7,0,14,6,0,1,48-02515,1,2,4,0.0
461,8,1,12,1,1,8,48-02101,8,2,3,0.0
462,3,0,N,1,1,0,48-02516,1,1,2,0.0
463,10,0,15,1,1,7,48-02102,1,1,5,0.0
464,7,0,3,1,2,8,48-02507,1,1,6,0.0
465,7,1,16,1,1,9,48-02102,1,1,6,0.0
466,7,0,2,1,2,2,48-02102,1,1,8,0.0
467,10,0,6,1,1,6,48-02101,1,1,6,100.0
468,8,0,16,6,1,5,48-02516,1,1,7,0.0
469,7,0,N,1,2,3,48-02507,1,1,4,0.0
470,10,0,10,1,1,6,48-02507,1,2,8,0.0
471,5,0,10,4,2,6,48-02507,1,2,2,0.0
472,7,1,N,1,1,4,48-02507,1,2,0,0.0
473,5,0,12,4,1,4,48-02102,1,2,0,0.0
474,9,1,9,1,1,9,48-02515,1,1,9,100.0
475,7,0,9,4,1,5,48-02510,1,1,8,0.0
476,9,0,10,6,2,8,48-02507,2,2,4,0.0
