SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,1,1,2,6,0,48-02101,26,1,4,190
1,2,1,1,5,0,48-02101,64,3,2,279
1,3,2,2,7,0,48-02510,46,0,5,19
2,1,1,1,9,0,48-02101,47,0,5,161
2,6,8,1,4,1,48-02101,53,1,5,385
2,6,9,2,7,0,48-02101,76,2,3,336
2,1,3,2,0,0,48-02101,20,1,6,294
1,1,1,1,5,0,48-02516,62,1,5,2
1,6,1,2,0,1,48-02101,7,1,4,78
2,1,1,1,8,0,48-02102,33,3,3,501
2,1,1,2,4,0,48-02102,57,0,3,469
1,1,1,1,7,3,48-02507,75,0,3,236
2,1,1,1,7,0,48-02516,2,2,2,191
1,1,1,2,4,0,48-02102,36,0,N,406
1,6,1,2,2,1,48-02515,58,3,4,409
2,1,1,1,5,0,48-02102,42,0,4,365
2,1,1,1,4,0,48-02510,60,0,4,448
1,6,1,2,5,0,48-02515,23,0,N,353
1,1,1,2,5,0,48-02507,8,3,2,80
2,4,2,2,6,0,48-02507,43,1,4,458
2,1,1,1,2,0,48-02515,44,0,3,279
2,6,2,2,7,0,48-02101,22,0,3,464
2,6,1,2,0,0,48-02516,45,0,N,450
2,1,1,1,0,0,48-02510,67,0,3,501
1,1,1,1,6,4,48-02510,40,0,4,407
2,1,1,1,3,0,48-02102,11,3,2,214
2,2,1,1,3,0,48-02102,69,0,3,501
1,6,1,1,9,0,48-02102,73,0,6,98
2,6,1,1,7,0,48-02101,59,0,2,97
2,6,1,2,4,1,48-02101,29,0,N,293
2,3,1,1,5,0,48-02102,64,0,4,249
1,3,1,1,2,0,48-02102,43,0,7,393
2,1,2,1,4,1,48-02510,51,4,4,279
1,1,1,2,6,4,48-02515,57,0,5,461
2,1,1,1,1,0,48-02515,46,0,N,451
2,6,1,1,6,0,48-02102,46,1,2,228
1,6,1,2,0,0,48-02101,33,0,2,139
1,1,1,1,2,0,48-02516,37,0,4,138
2,5,1,1,0,0,48-02510,53,1,N,419
2,1,1,1,7,0,48-02102,39,0,N,332
1,1,1,2,4,0,48-02101,28,0,3,235
1,3,1,2,9,0,48-02101,50,3,2,376
1,1,1,1,2,0,48-02102,23,0,2,249
1,5,1,1,1,0,48-02507,77,0,4,313
2,6,1,2,4,0,48-02102,65,2,4,464
1,1,6,1,0,0,48-02102,41,1,4,351
2,3,1,2,4,4,48-02516,71,0,4,259
1,1,9,2,6,1,48-02101,30,1,3,107
2,1,1,2,8,1,48-02101,38,0,2,246
2,1,1,1,2,0,48-02101,55,0,3,159
1,4,3,1,5,0,48-02101,7,0,3,257
2,2,1,1,9,4,48-02101,50,1,2,415
1,1,1,1,9,0,48-02102,51,0,2,475
1,3,1,2,6,0,48-02101,0,0,7,211
1,1,1,1,7,0,48-02507,64,0,4,333
2,6,1,1,6,0,48-02101,62,2,3,216
1,1,1,1,N,0,48-02101,41,0,3,162
2,1,1,1,5,0,48-02510,20,0,3,212
2,1,1,1,8,0,48-02101,63,3,4,317
2,1,2,1,8,0,48-02515,20,1,4,415
2,6,1,1,5,0,48-02510,18,2,2,147
1,1,1,1,0,0,48-02507,53,0,7,469
1,1,1,1,8,0,48-02102,37,0,4,376
1,6,1,1,4,0,48-02510,75,0,3,413
2,1,1,1,3,0,48-02101,23,0,2,450
2,6,1,2,8,0,48-02101,33,0,8,96
1,1,1,2,1,0,48-02102,52,0,2,386
2,4,1,1,7,4,48-02515,53,2,N,214
1,4,1,2,5,0,48-02507,25,2,4,234
2,5,1,2,1,0,48-02507,35,1,4,89
2,6,1,1,0,0,48-02507,6,1,7,113
2,4,1,1,2,0,48-02516,19,3,2,318
1,2,1,1,3,0,48-02515,28,0,7,501
2,6,1,1,9,0,48-02101,26,0,6,190
2,6,1,2,1,1,48-02515,33,2,N,281
2,1,1,1,2,0,48-02507,26,0,2,497
2,2,1,2,6,0,48-02101,75,0,6,11
1,6,1,1,3,0,48-02510,77,0,6,319
2,2,1,1,9,0,48-02507,79,0,4,191
2,4,1,1,3,0,48-02515,58,0,2,259
2,1,1,2,9,1,48-02515,43,1,4,243
2,6,1,1,6,1,48-02516,4,0,N,500
2,4,1,1,7,0,48-02102,65,1,2,334
2,1,6,1,2,0,48-02515,33,3,2,279
2,6,1,2,2,0,48-02516,51,3,4,197
1,4,1,2,4,0,48-02515,37,0,2,456
1,6,2,1,0,0,48-02507,18,0,2,299
2,1,1,1,8,0,48-02516,46,0,4,469
2,1,1,1,9,1,48-02510,40,0,N,155
2,1,1,1,0,0,48-02516,34,0,5,95
2,1,1,1,8,0,48-02101,18,0,3,501
2,6,1,1,5,4,48-02516,40,0,3,157
1,6,1,2,0,0,48-02515,29,1,3,91
1,4,1,1,0,0,48-02507,38,1,4,461
1,1,4,1,5,0,48-02102,43,1,2,261
2,1,1,2,8,0,48-02516,21,0,3,501
2,1,3,1,4,0,48-02515,45,1,5,501
1,6,1,1,8,1,48-02515,79,0,2,87
2,4,2,1,3,0,48-02515,24,0,3,292
1,1,1,1,N,0,48-02516,38,0,2,161
1,1,1,2,3,1,48-02507,52,2,2,501
1,1,1,1,1,0,48-02507,64,1,3,347
1,1,1,2,4,0,48-02101,80,0,2,238
2,1,4,1,4,0,48-02507,32,3,3,105
2,6,1,1,6,1,48-02510,73,2,N,394
2,6,1,1,3,0,48-02507,60,0,4,452
1,1,1,2,2,1,48-02102,43,2,3,203
1,6,1,2,0,4,48-02507,46,0,6,501
2,1,1,2,4,0,48-02507,59,2,2,159
1,1,1,1,0,0,48-02507,71,4,3,403
1,1,1,1,7,0,48-02102,55,2,3,182
1,1,1,1,6,0,48-02101,67,0,N,420
1,1,1,1,6,0,48-02102,64,0,3,390
2,4,1,1,5,1,48-02515,30,0,4,488
1,1,6,1,2,0,48-02101,28,5,N,301
1,6,1,2,1,0,48-02515,31,0,5,415
2,1,1,1,9,0,48-02507,82,0,5,57
2,1,1,1,5,0,48-02102,68,0,3,295
2,1,6,1,5,0,48-02102,75,2,2,318
2,1,4,1,7,1,48-02516,28,4,7,147
2,6,1,1,3,0,48-02102,17,1,N,133
1,1,1,1,5,0,48-02102,26,1,4,277
1,1,1,1,0,1,48-02507,81,0,4,276
1,1,1,2,0,0,48-02101,62,0,3,299
1,4,1,1,1,1,48-02101,38,2,5,172
2,1,1,1,5,0,48-02515,33,0,N,382
2,1,6,1,2,0,48-02516,78,0,4,N
2,1,1,2,1,0,48-02516,23,1,7,492
1,6,8,1,1,0,48-02507,40,0,3,183
1,4,1,1,4,0,48-02102,44,1,N,190
2,6,1,1,5,0,48-02515,75,0,2,81
2,6,1,1,3,4,48-02101,69,1,6,107
2,6,2,1,9,0,48-02102,62,0,2,501
2,1,1,1,3,0,48-02101,62,0,3,243
1,1,1,1,5,0,48-02102,43,0,2,501
1,1,1,1,5,0,48-02507,31,0,2,226
2,1,1,2,5,0,48-02101,15,0,N,264
1,4,1,2,8,0,48-02102,26,0,5,351
2,6,1,2,0,0,48-02101,59,2,N,416
1,1,1,1,9,0,48-02516,4,2,3,279
1,1,2,1,4,0,48-02507,32,1,2,404
2,4,1,1,7,0,48-02516,35,0,4,453
2,6,1,2,7,0,48-02101,74,0,5,501
2,4,2,1,6,0,48-02101,84,0,5,413
2,4,1,1,3,0,48-02507,15,1,2,156
2,4,1,1,3,0,48-02101,57,1,2,18
2,4,1,1,5,0,48-02516,60,3,3,213
1,3,1,1,1,0,48-02102,92,2,3,501
1,1,1,1,0,0,48-02101,52,0,3,210
2,1,1,2,5,0,48-02515,54,1,2,376
2,1,1,1,6,0,48-02507,56,2,N,257
2,4,1,1,8,0,48-02102,34,0,3,355
2,1,1,1,3,0,48-02515,15,3,N,265
1,1,6,1,2,0,48-02515,42,0,4,40
2,N,1,2,5,0,48-02102,59,0,2,501
1,6,1,1,6,0,48-02516,22,0,4,232
2,2,1,1,N,0,48-02102,34,0,N,262
2,4,8,1,8,0,48-02510,32,0,4,330
2,1,1,2,6,1,48-02516,55,0,2,321
1,1,1,1,3,0,48-02102,88,0,2,307
2,1,1,1,0,1,48-02102,19,6,2,426
1,2,8,2,4,1,48-02102,57,0,6,153
2,5,1,1,N,0,48-02510,82,2,N,237
1,1,1,1,0,0,48-02516,39,0,3,458
1,1,1,1,5,0,48-02507,61,1,2,251
1,1,5,2,4,1,48-02101,57,1,2,225
1,6,1,1,6,0,48-02507,37,0,2,343
2,1,2,1,1,1,48-02507,78,0,4,390
1,1,1,2,8,0,48-02102,43,3,5,299
2,1,1,1,3,0,48-02516,58,0,5,30
1,4,5,2,5,1,48-02101,20,0,6,121
1,4,1,1,3,0,48-02516,81,0,3,358
1,4,1,1,8,0,48-02102,24,0,3,483
1,1,1,2,2,0,48-02101,25,3,4,306
1,1,1,2,7,0,48-02101,41,0,2,210
2,1,1,2,2,0,48-02102,56,0,2,198
1,6,1,1,4,1,48-02101,20,0,N,400
1,3,1,1,5,0,48-02102,40,0,7,464
1,1,1,2,0,0,48-02515,79,0,N,68
1,6,8,1,4,0,48-02102,23,0,2,131
1,1,1,2,2,0,48-02516,33,0,5,501
2,6,1,1,7,0,48-02101,61,0,4,165
1,3,1,1,1,0,48-02510,15,0,N,44
2,1,1,1,6,1,48-02515,50,0,3,99
2,1,1,1,2,1,48-02515,27,1,2,191
2,6,1,1,4,2,48-02507,59,1,2,305
2,6,1,1,5,0,48-02102,39,2,5,298
1,1,1,1,1,0,48-02102,23,0,N,83
1,2,1,1,6,0,48-02510,29,2,N,335
2,1,1,1,0,0,48-02101,23,0,3,501
2,6,9,1,4,0,48-02101,29,0,2,82
2,6,8,1,6,0,48-02507,66,0,3,406
2,2,1,1,2,0,48-02515,62,5,3,13
2,1,1,1,0,4,48-02102,10,3,8,328
1,1,1,2,8,0,48-02516,71,1,3,239
2,1,1,1,5,1,48-02102,37,2,2,500
2,6,1,1,0,0,48-02101,49,0,3,285
2,1,1,1,5,0,48-02510,70,0,2,501
2,4,1,1,7,1,48-02507,39,0,3,359
2,1,1,2,3,0,48-02102,55,1,2,3
1,4,2,1,1,0,48-02516,45,0,3,321
1,6,1,1,6,0,48-02507,84,0,3,436
1,1,1,1,6,0,48-02516,12,0,2,380
1,1,1,1,5,0,48-02515,36,0,3,164
2,6,1,1,6,0,48-02516,46,0,3,474
1,4,1,1,0,2,48-02101,42,0,N,242
2,1,1,1,8,0,48-02102,49,0,2,147
2,1,1,1,0,0,48-02102,44,1,2,40
1,2,1,2,2,2,48-02507,37,0,2,174
2,6,6,1,4,0,48-02102,41,0,2,147
2,6,1,1,4,0,48-02515,76,0,3,458
2,4,1,1,4,0,48-02102,66,1,3,71
2,6,2,1,N,0,48-02101,27,0,6,467
1,5,1,2,0,0,48-02101,53,0,N,309
2,4,4,1,3,0,48-02516,1,0,5,79
2,1,1,1,7,1,48-02102,78,0,7,232
2,1,9,2,3,0,48-02101,7,0,N,228
2,6,1,2,3,0,48-02515,63,0,6,287
2,1,1,1,5,0,48-02516,40,2,4,475
2,1,1,1,4,0,48-02507,42,3,3,392
2,2,1,1,5,0,48-02102,35,0,3,184
2,1,1,1,7,0,48-02507,58,0,4,150
1,1,1,2,6,0,48-02510,40,4,2,390
1,4,1,1,2,0,48-02510,52,1,2,152
2,1,1,1,7,0,48-02507,21,11,2,119
1,2,1,1,8,0,48-02507,36,0,4,455
1,6,1,1,0,0,48-02101,75,2,2,116
2,1,8,2,2,1,48-02102,26,0,N,92
1,6,4,1,2,0,48-02507,62,3,4,366
2,3,1,1,0,1,48-02101,42,0,3,389
2,6,1,1,0,0,48-02101,27,2,5,501
1,4,1,1,9,0,48-02507,26,1,2,381
1,4,2,1,8,0,48-02102,67,0,6,501
2,1,1,1,3,0,48-02507,36,0,4,167
2,6,1,1,0,0,48-02102,45,0,5,413
1,1,1,1,6,0,48-02101,56,2,6,404
2,N,1,1,5,0,48-02507,33,0,N,265
2,4,1,1,0,0,48-02101,69,5,4,407
1,4,1,1,1,0,48-02507,28,4,2,17
1,6,1,1,6,0,48-02510,24,0,2,N
1,6,9,1,8,0,48-02101,45,0,4,360
2,6,1,1,0,4,48-02101,56,0,3,489
2,N,1,1,4,0,48-02101,21,0,3,246
2,6,1,1,7,0,48-02101,31,0,3,345
1,4,6,1,5,1,48-02515,92,1,3,468
1,1,1,1,5,0,48-02101,76,0,2,190
2,1,1,2,1,1,48-02102,33,0,7,317
1,3,1,2,4,0,48-02101,59,0,2,427
1,1,1,2,2,0,48-02515,31,1,N,499
1,1,1,1,5,0,48-02515,43,0,N,235
1,1,1,1,6,0,48-02102,73,0,4,347
2,4,9,2,8,1,48-02507,21,0,2,332
2,6,1,1,5,1,48-02507,44,0,N,333
2,6,1,1,1,0,48-02507,53,1,3,106
2,1,1,1,5,0,48-02515,29,1,2,457
2,6,1,2,3,1,48-02507,41,1,3,327
1,1,1,1,6,0,48-02510,69,0,3,293
2,6,1,2,N,0,48-02102,46,0,2,249
2,1,1,1,4,0,48-02102,18,0,6,455
1,6,1,2,7,0,48-02101,67,2,2,487
2,1,1,1,6,0,48-02510,64,1,6,86
2,1,1,1,5,0,48-02101,7,0,N,182
1,N,1,1,3,0,48-02101,24,0,2,501
2,6,1,1,N,0,48-02102,77,0,7,223
2,1,1,1,5,0,48-02102,52,3,7,448
1,4,1,1,2,0,48-02515,24,0,5,390
1,3,1,2,8,0,48-02102,41,0,3,448
1,1,7,1,8,0,48-02102,46,0,4,355
2,6,1,1,0,0,48-02102,46,1,3,381
1,1,1,1,1,0,48-02516,50,0,2,379
1,N,1,1,7,0,48-02102,12,0,3,501
1,6,9,2,1,0,48-02102,23,0,3,0
2,1,1,1,8,0,48-02101,57,11,6,373
1,1,2,1,1,0,48-02102,92,5,3,443
1,3,1,1,2,1,48-02515,60,0,2,156
2,1,1,1,2,1,48-02102,37,1,N,N
1,6,1,1,7,1,48-02102,24,0,4,127
2,6,1,2,5,0,48-02102,63,0,5,203
1,N,1,2,2,0,48-02507,56,0,4,317
1,6,1,1,0,0,48-02102,13,3,2,175
1,1,1,1,4,0,48-02516,62,0,2,241
1,1,1,1,5,0,48-02101,37,0,2,19
2,1,1,2,2,0,48-02515,45,2,3,402
1,6,1,2,4,0,48-02507,42,0,2,390
2,1,2,2,3,0,48-02507,22,0,2,69
1,1,2,2,9,0,48-02510,26,1,2,378
2,2,1,2,3,0,48-02510,60,0,5,501
2,6,1,1,5,0,48-02101,30,0,3,330
1,1,4,1,3,0,48-02510,63,0,N,501
2,1,1,1,5,0,48-02507,37,2,4,269
2,1,1,1,2,0,48-02510,41,0,5,454
1,1,1,1,6,0,48-02101,68,2,6,264
1,1,1,1,5,1,48-02515,62,2,4,53
2,6,1,1,1,4,48-02102,49,0,8,501
1,2,2,1,4,0,48-02101,28,2,2,258
1,4,1,1,0,0,48-02510,70,3,6,415
1,1,1,1,2,0,48-02515,39,0,4,253
1,1,1,2,1,0,48-02102,44,0,2,244
1,6,2,1,5,1,48-02515,24,0,5,329
1,6,1,1,3,4,48-02507,38,0,4,378
1,6,1,1,4,0,48-02507,32,0,5,355
1,4,6,2,9,0,48-02507,24,0,6,447
1,1,1,1,2,0,48-02516,60,2,7,19
1,1,1,1,5,0,48-02515,16,0,3,501
1,6,1,1,9,0,48-02507,29,2,3,292
1,4,2,2,6,0,48-02101,34,0,2,75
1,6,1,1,9,0,48-02101,46,2,4,501
2,6,1,1,6,1,48-02101,26,0,5,N
2,6,8,2,4,0,48-02101,68,0,6,204
1,4,1,2,7,4,48-02507,43,0,4,440
1,1,2,1,8,1,48-02102,34,1,4,392
1,6,1,1,1,1,48-02102,59,2,5,217
2,1,1,1,3,0,48-02516,47,0,N,398
1,6,1,1,6,0,48-02507,37,0,3,169
2,6,1,2,1,1,48-02101,36,2,2,458
2,3,1,1,4,0,48-02510,48,0,6,148
1,6,1,1,0,0,48-02510,36,1,3,412
2,3,9,1,4,0,48-02102,18,0,4,27
1,6,8,1,N,0,48-02102,88,0,5,189
1,1,9,1,3,0,48-02516,45,1,3,200
2,4,1,1,0,0,48-02101,40,0,6,323
1,3,1,1,0,0,48-02510,61,0,2,214
2,1,1,1,7,0,48-02507,50,0,N,302
1,1,1,2,2,4,48-02101,37,1,2,37
1,6,1,1,2,0,48-02101,35,1,2,501
2,6,1,1,3,0,48-02102,19,1,4,104
1,1,1,1,1,0,48-02507,30,2,2,228
1,3,1,1,3,0,48-02101,24,0,4,24
2,1,1,1,8,0,48-02516,59,0,2,397
2,1,1,2,2,2,48-02516,53,1,3,450
2,1,1,1,7,0,48-02515,38,0,2,458
1,6,1,1,6,1,48-02101,39,0,2,189
2,4,1,2,3,0,48-02510,37,0,4,390
1,6,2,2,3,0,48-02507,41,0,5,86
1,1,9,1,3,0,48-02516,24,2,3,185
1,1,1,2,5,0,48-02102,33,0,3,61
1,3,8,1,0,0,48-02102,43,0,2,468
2,6,1,1,3,4,48-02516,31,0,3,144
2,6,1,1,6,0,48-02507,25,3,3,268
2,6,1,1,0,0,48-02510,47,0,5,476
1,4,1,1,2,0,48-02515,34,1,4,479
1,6,1,1,5,1,48-02101,67,0,5,284
1,6,8,1,7,0,48-02515,74,0,3,161
2,N,1,1,4,0,48-02101,67,4,3,381
2,4,1,1,5,0,48-02102,23,0,5,268
2,1,1,2,8,0,48-02515,41,0,7,501
2,1,1,1,4,0,48-02507,3,0,4,194
2,1,1,2,6,0,48-02510,63,0,6,291
2,4,1,2,5,0,48-02101,23,0,2,159
2,3,1,1,2,0,48-02516,30,0,N,492
1,1,1,1,6,0,48-02101,81,0,4,200
2,6,1,2,4,0,48-02515,36,1,N,331
1,1,2,1,5,0,48-02516,5,0,4,437
2,1,1,1,3,1,48-02510,42,1,2,366
1,4,1,1,6,0,48-02516,50,2,6,0
2,1,1,1,1,0,48-02507,35,0,N,5
2,1,5,1,3,0,48-02101,69,3,2,476
1,1,1,1,2,0,48-02515,62,1,2,210
1,1,1,2,5,0,48-02510,40,0,2,221
1,1,1,1,4,0,48-02516,72,0,6,213
1,1,1,1,4,0,48-02515,48,0,2,231
2,3,2,1,0,0,48-02516,58,0,5,420
1,1,1,1,6,0,48-02507,20,1,2,501
2,1,1,1,0,0,48-02507,71,1,N,175
2,6,1,1,4,0,48-02507,28,0,6,234
2,1,1,2,0,0,48-02101,33,N,3,208
2,1,2,1,4,1,48-02102,41,0,5,493
1,6,1,1,0,0,48-02515,33,0,N,337
1,1,1,1,3,4,48-02507,38,0,2,180
2,6,1,1,2,0,48-02102,31,1,6,271
1,6,1,1,4,0,48-02507,92,2,4,458
2,1,1,1,4,0,48-02102,49,0,2,219
1,1,1,1,6,0,48-02515,48,0,N,501
2,3,1,1,7,0,48-02510,17,0,2,333
2,1,8,2,3,0,48-02515,40,0,3,465
2,1,1,1,0,0,48-02102,19,0,2,492
2,1,1,1,6,0,48-02102,24,0,2,264
2,6,1,2,6,0,48-02515,36,1,3,213
1,1,1,1,1,0,48-02102,20,2,5,331
2,1,1,1,0,0,48-02515,61,0,2,214
1,1,6,1,7,0,48-02101,49,1,6,2
1,4,1,1,1,0,48-02102,27,0,2,127
1,1,1,1,6,0,48-02507,57,0,3,234
2,6,1,1,0,0,48-02516,35,0,4,501
2,6,6,1,3,0,48-02507,52,0,2,281
2,3,1,2,5,1,48-02102,18,3,4,403
2,3,2,1,5,0,48-02101,75,0,5,155
2,1,1,1,1,1,48-02101,72,0,2,197
2,1,1,1,5,0,48-02510,22,0,4,482
2,1,1,1,5,1,48-02102,74,0,3,292
2,2,1,1,0,0,48-02510,0,1,5,323
1,4,1,1,3,0,48-02102,78,0,4,218
2,4,1,2,5,0,48-02510,60,0,2,406
2,4,1,1,3,0,48-02510,35,2,7,60
1,6,1,1,5,0,48-02507,25,1,2,476
1,3,1,1,0,0,48-02102,58,1,3,0
2,1,1,1,2,1,48-02515,25,N,4,418
1,1,1,1,6,0,48-02101,58,4,6,90
2,N,1,1,5,0,48-02102,9,0,2,17
1,1,1,1,5,0,48-02507,6,0,6,311
2,3,2,1,1,0,48-02515,63,1,5,20
2,1,1,1,5,0,48-02516,33,0,3,123
2,1,1,1,7,0,48-02516,57,0,3,178
2,1,6,1,3,0,48-02515,35,0,4,219
2,1,1,1,8,0,48-02101,54,0,4,210
1,1,6,1,1,0,48-02507,6,0,3,158
1,4,1,1,0,0,48-02515,66,0,4,210
1,6,6,2,6,0,48-02510,78,0,2,45
2,6,1,1,2,0,48-02102,67,0,3,144
2,3,2,1,7,1,48-02507,36,0,2,501
1,1,8,2,4,0,48-02101,54,0,2,76
2,1,2,1,0,0,48-02101,24,0,2,180
2,1,1,1,5,1,48-02102,65,0,N,214
1,1,1,1,6,0,48-02101,24,0,3,104
1,6,1,1,9,0,48-02516,15,1,3,78
2,6,1,1,0,0,48-02101,53,3,2,251
2,6,8,1,0,0,48-02507,34,0,6,89
2,4,1,1,5,0,48-02101,85,0,4,350
1,6,6,1,5,0,48-02102,22,0,6,349
1,1,1,1,6,0,48-02102,70,0,4,307
2,3,1,1,3,0,48-02102,54,0,2,295
1,1,1,2,5,0,48-02515,39,1,2,323
2,N,1,1,6,0,48-02510,43,0,2,249
2,1,1,1,0,0,48-02101,34,0,N,68
1,4,1,2,2,0,48-02102,45,0,2,244
2,3,1,1,7,0,48-02507,59,0,2,460
1,6,1,1,3,0,48-02507,33,3,N,501
2,1,1,2,8,0,48-02102,49,0,2,117
2,1,6,2,5,1,48-02510,53,6,2,199
1,1,2,1,7,0,48-02516,30,2,2,402
2,6,2,1,4,0,48-02510,48,0,4,33
2,6,1,2,4,0,48-02102,92,0,4,247
2,6,1,1,2,0,48-02515,44,4,4,150
2,1,1,1,7,0,48-02516,43,0,2,454
1,1,1,2,6,0,48-02507,37,0,2,233
1,6,3,1,0,0,48-02516,59,N,2,118
1,4,1,1,7,0,48-02510,54,0,3,420
1,1,1,0,2,1,48-02102,44,0,3,443
1,1,1,2,8,0,48-02102,0,0,4,304
2,1,2,1,6,0,48-02102,77,2,2,219
1,6,9,1,N,0,48-02102,20,0,4,501
2,1,1,1,2,1,48-02516,12,2,7,388
1,1,1,1,1,0,48-02515,12,1,2,208
1,1,2,1,2,0,48-02101,46,3,4,175
2,1,1,1,5,0,48-02101,79,2,3,14
1,5,1,1,7,0,48-02515,43,2,6,122
1,3,1,2,0,0,48-02507,29,1,4,324
2,N,1,1,1,0,48-02102,23,0,2,501
2,N,1,2,1,0,48-02510,43,0,2,334
2,5,1,1,5,0,48-02101,44,0,2,501
1,1,1,1,7,0,48-02510,55,0,3,146
2,6,1,1,5,0,48-02507,62,0,3,4
1,1,1,1,4,0,48-02507,46,3,4,451
1,4,1,1,5,0,48-02102,47,0,5,249
2,4,6,2,6,0,48-02507,19,2,2,415
2,1,1,1,2,0,48-02516,45,0,4,330
2,3,1,1,6,0,48-02510,51,3,8,340
2,1,1,1,5,0,48-02515,53,0,5,321
1,6,1,2,2,0,48-02515,84,0,2,228
2,6,6,1,5,0,48-02101,40,0,4,358
1,6,6,1,0,0,48-02510,9,0,5,501
2,1,1,2,0,0,48-02510,58,0,3,214
1,6,1,2,4,0,48-02507,32,2,7,380
1,1,1,1,6,0,48-02516,41,0,6,148
2,6,1,1,5,0,48-02516,45,5,3,91
1,6,1,1,8,0,48-02101,74,0,2,78
1,6,1,1,4,0,48-02516,73,1,6,79
1,1,1,1,1,0,48-02101,43,0,3,384
1,N,1,1,8,0,48-02516,23,1,4,405
2,6,2,1,4,0,48-02515,92,0,6,202
2,6,1,1,1,0,48-02507,26,5,3,312
1,1,1,1,1,0,48-02516,62,0,6,471
2,1,5,1,5,0,48-02516,27,3,3,398
2,1,1,2,0,0,48-02102,31,0,3,126
2,1,1,1,4,0,48-02101,47,0,N,75
1,4,1,1,6,0,48-02102,22,1,4,307
2,1,1,1,2,0,48-02102,54,0,8,262
1,1,1,1,4,0,48-02101,16,0,N,265
1,4,6,2,8,0,48-02516,17,0,3,100
2,2,1,1,7,0,48-02102,39,1,4,365
1,5,1,1,0,2,48-02507,37,2,2,100
2,6,1,2,4,0,48-02510,36,6,8,270
1,1,1,1,7,0,48-02102,41,0,3,395
1,6,1,1,4,0,48-02102,15,1,3,419
2,2,1,1,8,0,48-02507,45,2,N,147
1,1,8,2,3,0,48-02102,65,2,4,441
1,4,1,1,2,0,48-02101,13,0,5,399
2,1,1,1,2,0,48-02102,63,1,2,213
1,6,1,1,4,0,48-02102,50,0,N,501
1,6,1,1,7,0,48-02101,15,3,2,226
2,6,1,1,4,0,48-02101,63,1,N,299
2,1,1,1,4,0,48-02101,65,0,3,5
1,1,1,1,8,0,48-02510,66,0,4,87
1,1,1,2,8,0,48-02102,37,0,N,378
1,6,1,1,0,0,48-02510,21,1,N,413
2,1,1,1,6,0,48-02510,54,7,2,323
1,6,2,1,4,0,48-02101,30,3,2,374
2,1,1,1,4,0,48-02102,50,1,3,358
2,1,1,1,6,0,48-02101,74,0,2,213
2,1,1,2,0,0,48-02516,51,0,4,299
2,1,1,1,5,0,48-02101,37,0,4,248
1,1,1,1,5,1,48-02101,29,1,2,184
1,1,1,2,4,1,48-02515,19,2,2,81
