,EDU,HISP,INDP_CAT,MSP,OWN_RENT,PINCP_DECILE_x,PUMA,RAC1P,SEX,PINCP_DECILE_y,percent_match
37,12,0,10,4,1,9,13-04600,2,1,9,100.0
38,3,0,N,4,2,2,06-07502,6,2,2,100.0
39,5,0,N,6,2,1,38-00100,1,2,0,0.0
40,4,0,N,4,1,2,17-03529,2,1,3,0.0
41,7,1,N,6,0,0,08-00803,1,1,0,100.0
42,4,0,7,1,1,3,40-00200,1,1,7,0.0
43,7,0,6,1,1,8,51-51255,1,1,7,0.0
44,5,0,5,1,1,4,40-00200,1,1,9,0.0
45,11,4,10,1,1,9,24-01004,1,1,9,100.0
46,10,0,4,1,1,8,28-01100,1,1,9,0.0
47,8,0,N,6,2,3,17-03531,2,1,0,0.0
48,7,0,7,4,1,5,30-00600,1,1,8,0.0
49,8,0,4,1,1,9,06-08507,1,2,9,100.0
50,9,0,11,1,1,6,30-00600,3,2,8,0.0
51,8,0,12,6,1,3,36-04010,2,2,4,0.0
52,6,0,3,1,1,8,19-01700,1,1,8,100.0
53,5,0,6,6,2,0,36-03710,2,1,7,0.0
54,7,0,10,1,1,9,51-51255,1,2,3,0.0
55,9,0,10,6,2,4,06-08507,6,1,9,0.0
56,9,0,4,6,1,5,30-00600,1,1,9,0.0
57,3,0,N,1,1,2,06-07502,6,1,7,0.0
58,5,0,14,6,2,1,24-01004,1,1,3,0.0
59,10,0,10,4,1,9,08-00803,1,1,8,0.0
60,7,0,12,5,2,5,17-03529,2,2,6,0.0
61,6,0,N,4,2,3,28-01100,2,2,3,100.0
62,10,0,10,4,2,6,17-03529,2,1,4,0.0
63,7,0,6,6,2,2,06-07502,6,1,6,0.0
64,5,0,6,1,2,6,51-51255,2,1,6,100.0
65,9,0,N,1,1,9,13-04600,1,1,6,0.0
66,5,0,3,6,0,1,13-04600,1,1,0,0.0
67,12,0,N,1,2,6,26-02702,1,2,0,0.0
68,7,0,7,6,1,5,29-01901,2,2,3,0.0
69,3,2,N,N,2,N,24-01004,1,2,N,100.0
70,8,0,16,1,2,7,30-00600,3,2,7,100.0
71,10,0,9,6,2,5,17-03529,2,1,7,0.0
72,1,0,N,N,2,N,01-01301,2,2,N,100.0
73,7,0,N,5,2,2,01-01301,2,2,3,0.0
74,9,0,N,4,2,4,13-04600,1,2,2,0.0
75,5,0,N,6,1,4,01-01301,1,2,1,0.0
76,1,1,N,N,2,N,32-00405,9,1,N,100.0
77,3,0,N,4,1,1,17-03531,2,2,2,0.0
78,10,0,N,4,2,7,28-01100,1,2,2,0.0
79,10,0,11,4,2,7,17-03529,1,2,5,0.0
80,9,0,0,1,1,9,19-01700,1,1,9,100.0
81,4,1,14,5,2,4,32-00405,8,1,4,100.0
82,7,0,16,4,2,7,13-04600,2,2,7,100.0
83,10,0,14,1,2,1,24-01004,1,2,2,0.0
84,5,0,4,6,2,4,36-04010,2,1,5,0.0
85,7,0,3,1,1,9,06-08507,1,2,9,100.0
86,7,0,11,6,2,6,13-04600,2,2,4,0.0
87,7,0,7,1,1,5,40-00200,1,2,8,0.0
88,10,0,10,1,2,5,17-03529,1,2,6,0.0
89,8,1,6,1,1,5,30-00600,1,2,7,0.0
90,10,0,7,1,1,1,38-00100,1,1,8,0.0
91,9,0,6,6,2,7,13-04600,1,1,4,0.0
92,8,0,6,1,1,1,19-01700,1,1,8,0.0
93,9,0,0,3,1,9,38-00100,1,1,9,100.0
94,4,0,18,6,2,0,28-01100,2,2,0,100.0
95,4,0,12,6,1,5,28-01100,2,2,1,0.0
96,9,0,9,6,1,3,17-03531,2,1,7,0.0
97,3,0,N,N,0,N,13-04600,2,1,N,100.0
98,5,0,8,6,2,1,36-04010,2,2,6,0.0
99,9,0,4,6,2,7,51-51255,1,1,7,100.0
100,11,0,5,1,2,9,24-01004,1,1,8,0.0
101,3,0,N,N,0,N,30-00600,1,1,N,100.0
102,7,0,12,6,2,8,13-04600,2,1,4,0.0
103,9,0,9,6,1,9,51-51255,1,2,9,100.0
104,8,0,12,5,1,4,36-04010,2,1,5,0.0
105,9,0,N,6,1,0,38-00100,1,2,9,0.0
106,9,0,9,6,2,3,13-04600,2,1,5,0.0
107,9,0,N,1,1,5,51-51255,6,2,4,0.0
108,4,0,3,6,0,0,01-01301,2,1,4,0.0
109,2,0,N,N,2,N,24-01004,9,1,N,100.0
110,1,0,N,6,1,2,28-01100,2,2,4,0.0
111,5,0,14,4,1,2,38-00100,1,2,3,0.0
112,9,0,N,3,2,5,13-04600,2,2,6,0.0
113,5,0,6,6,2,2,01-01301,2,1,0,0.0
114,1,0,N,1,1,0,36-04010,2,1,3,0.0
115,4,1,N,6,1,0,40-00200,3,2,0,100.0
116,5,0,4,4,1,4,17-03531,2,1,0,0.0
117,10,0,16,1,1,8,51-51255,2,1,8,100.0
118,6,0,4,6,1,5,29-01901,2,1,3,0.0
119,10,0,10,1,1,8,51-51255,9,1,5,0.0
120,7,0,11,4,1,2,38-00100,1,2,2,100.0
121,4,0,12,5,2,2,29-01901,2,2,1,0.0
122,9,0,6,6,1,0,24-01004,6,1,1,0.0
123,10,0,15,1,2,6,24-01004,1,2,8,0.0
124,4,0,11,6,1,2,30-00600,1,2,0,0.0
125,8,0,8,1,1,8,30-00600,1,2,6,0.0
126,N,0,N,N,2,N,36-03710,1,2,N,100.0
127,7,0,13,4,2,8,17-03529,2,2,2,0.0
128,7,1,N,6,2,0,32-00405,1,2,0,100.0
129,12,0,11,4,2,8,08-00803,1,1,5,0.0
130,5,0,N,1,1,4,40-00200,9,1,4,100.0
131,8,0,12,1,1,3,51-51255,1,2,0,0.0
132,3,0,N,6,1,2,40-00200,1,2,2,100.0
133,9,0,10,4,1,9,51-51255,1,2,6,0.0
134,10,0,13,6,1,5,08-00803,1,2,5,100.0
135,5,0,N,6,2,2,29-01901,6,1,0,0.0
136,10,0,11,1,1,1,17-03531,2,1,8,0.0
137,7,0,N,6,0,1,36-04010,1,2,0,0.0
138,8,0,N,4,1,3,38-00100,1,1,5,0.0
139,7,0,12,6,2,5,19-01700,1,1,2,0.0
140,5,0,N,2,1,2,40-00200,3,1,0,0.0
141,5,0,N,6,1,0,13-04600,1,2,2,0.0
142,5,1,6,6,1,8,32-00405,1,1,2,0.0
143,10,0,12,3,1,9,24-01004,1,2,9,100.0
144,5,0,5,6,1,6,13-04600,2,1,9,0.0
145,7,0,14,6,1,1,40-00200,3,2,0,0.0
146,9,0,16,6,1,4,28-01100,2,2,5,0.0
147,9,0,13,6,1,6,51-51255,1,2,8,0.0
148,4,0,14,6,2,0,40-00200,9,2,1,0.0
149,9,0,11,1,2,5,36-04010,2,2,7,0.0
150,11,0,11,6,1,9,51-01301,1,2,7,0.0
151,5,0,15,4,1,7,38-00100,1,2,5,0.0
152,12,0,8,1,1,9,51-51255,1,1,9,100.0
153,5,0,15,6,2,0,29-01901,2,2,4,0.0
154,5,0,13,4,1,2,40-00200,1,2,4,0.0
155,12,4,15,1,1,2,24-01004,1,1,9,0.0
156,9,0,16,6,2,4,24-01004,6,2,4,100.0
157,9,0,12,3,1,6,30-00600,1,2,9,0.0
158,1,0,N,N,2,N,32-00405,3,1,N,100.0
159,9,0,7,6,2,6,51-51255,1,1,8,0.0
160,9,0,8,6,1,9,06-07502,6,1,4,0.0
161,7,0,4,6,1,5,17-03531,2,1,5,100.0
162,N,0,N,N,2,N,17-03529,6,2,N,100.0
163,7,1,N,6,2,2,32-00405,8,2,0,0.0
164,7,0,3,6,2,5,38-00100,1,1,3,0.0
165,3,1,N,6,1,0,32-00405,8,1,0,100.0
166,N,0,N,N,0,N,36-03710,2,1,N,100.0
167,3,4,N,N,2,N,36-04010,8,1,N,100.0
168,10,0,10,2,1,9,24-01004,1,2,9,100.0
169,8,0,15,1,2,7,36-03710,2,2,1,0.0
170,9,0,10,3,1,7,06-08507,1,1,8,0.0
171,7,0,6,6,0,0,28-01100,2,2,3,0.0
172,9,0,10,6,2,7,17-03529,1,1,8,0.0
173,N,4,N,N,2,N,51-51255,1,2,N,100.0
174,6,0,N,6,1,1,17-03529,2,2,3,0.0
175,7,0,10,6,1,3,08-00803,1,1,9,0.0
176,9,0,N,6,0,3,19-01700,1,2,0,0.0
177,2,0,N,N,2,N,17-03529,9,2,N,100.0
178,7,0,6,6,2,5,26-02702,1,2,3,0.0
179,4,0,14,6,1,1,17-03529,1,2,3,0.0
180,9,4,10,6,1,7,51-51255,1,2,7,100.0
181,3,1,N,N,2,N,01-01301,1,1,N,100.0
182,5,0,N,1,2,0,24-01004,9,2,0,100.0
183,4,0,18,6,2,0,32-00405,2,1,0,100.0
184,9,0,16,1,2,8,26-02702,1,1,0,0.0
185,7,0,15,6,2,3,08-00803,1,2,1,0.0
186,7,0,6,6,2,4,40-00200,1,2,2,0.0
187,9,0,16,6,2,4,51-01301,2,2,5,0.0
188,2,0,N,N,1,N,51-51255,6,1,N,100.0
189,7,0,14,1,2,1,08-00803,1,2,2,0.0
190,7,0,N,3,2,3,19-01700,1,2,2,0.0
191,7,0,3,1,1,9,13-04600,1,1,7,0.0
192,10,0,12,6,2,0,19-01700,1,2,7,0.0
193,3,4,N,N,2,N,36-04010,2,2,N,100.0
194,9,0,11,2,1,5,51-51255,2,2,8,0.0
195,9,0,16,4,1,1,30-00600,1,2,7,0.0
196,9,0,16,2,1,9,24-01004,1,1,8,0.0
197,4,0,N,5,2,1,28-01100,2,1,2,0.0
198,10,0,N,4,1,4,01-01301,2,2,7,0.0
199,5,0,12,5,1,1,40-00200,1,2,2,0.0
200,5,0,5,1,2,3,01-01301,2,1,5,0.0
201,12,0,N,1,2,9,08-00803,1,1,0,0.0
202,2,0,N,N,1,N,17-03529,9,1,N,100.0
203,9,0,12,1,1,7,17-03529,1,2,8,0.0
204,7,0,N,6,0,2,51-01301,1,2,0,0.0
205,11,0,10,4,2,8,24-01004,1,1,9,0.0
206,6,0,1,1,1,9,30-00600,1,1,6,0.0
207,7,0,15,4,1,8,38-00100,1,1,9,0.0
208,7,0,N,6,1,0,06-08507,1,2,4,0.0
209,4,4,14,6,2,4,36-03710,1,2,1,0.0
210,9,0,13,6,1,1,24-01004,1,2,1,100.0
211,4,4,N,6,1,0,24-01004,1,1,0,100.0
212,10,0,4,1,1,9,08-00803,6,1,9,100.0
213,9,0,13,6,1,1,26-02702,1,2,6,0.0
214,7,0,10,6,1,8,19-01700,1,1,6,0.0
215,10,0,11,1,1,9,29-01901,1,1,9,100.0
216,5,0,N,1,2,2,29-01901,2,1,3,0.0
217,1,2,N,N,2,N,36-03710,2,2,N,100.0
218,5,0,14,6,1,7,51-51255,1,1,1,0.0
219,4,0,12,6,2,6,40-00200,3,1,7,0.0
220,10,0,9,6,1,9,51-01301,1,1,9,100.0
221,7,0,8,6,2,7,17-03529,2,1,5,0.0
222,11,0,10,1,2,9,17-03529,1,2,5,0.0
223,5,0,10,4,2,4,30-00600,3,1,4,100.0
224,11,0,6,1,1,6,24-01004,1,2,5,0.0
225,10,0,N,4,1,4,06-08507,6,1,7,0.0
226,3,1,N,N,1,N,38-00100,8,1,N,100.0
227,10,0,17,1,2,6,51-51255,2,1,8,0.0
228,5,0,N,6,2,3,30-00600,3,1,1,0.0
229,9,0,7,1,1,6,06-07502,1,2,6,100.0
230,6,0,N,1,1,3,28-01100,2,2,2,0.0
231,7,0,6,6,1,1,06-08507,1,1,0,0.0
232,9,0,N,1,2,0,17-03529,6,2,0,100.0
233,10,0,16,1,1,7,29-01901,2,2,3,0.0
234,7,0,N,1,2,2,30-00600,1,1,6,0.0
235,10,0,15,6,2,2,51-51255,1,1,4,0.0
236,9,0,N,1,1,2,26-02702,8,2,8,0.0
237,9,0,9,1,2,8,51-01301,1,1,8,100.0
238,4,0,6,6,2,2,13-04600,2,2,3,0.0
239,11,0,4,1,1,9,24-01004,1,2,9,100.0
240,7,0,12,4,2,2,38-00100,1,2,4,0.0
241,2,4,N,N,1,N,32-00405,1,2,N,100.0
242,9,0,2,1,2,2,38-00100,1,1,9,0.0
243,6,0,6,1,1,7,08-00803,1,1,6,0.0
244,7,0,14,1,1,5,28-01100,1,1,3,0.0
245,5,0,13,6,2,0,17-03529,2,1,0,100.0
246,9,0,10,2,1,9,24-01004,1,1,9,100.0
247,10,0,16,1,1,9,24-01004,9,1,9,100.0
248,2,0,N,N,1,N,06-07502,6,2,N,100.0
249,9,0,13,1,2,4,51-01301,6,2,6,0.0
250,8,0,0,4,1,2,38-00100,1,1,5,0.0
251,10,0,10,6,2,9,26-02702,1,1,7,0.0
252,7,0,N,1,1,0,51-51255,2,1,0,100.0
253,9,0,4,1,1,7,40-00200,1,2,8,0.0
254,1,2,N,N,2,N,36-03710,8,2,N,100.0
255,10,4,16,1,2,9,51-51255,1,1,9,100.0
256,1,0,N,N,1,N,13-04600,1,1,N,100.0
257,5,0,6,6,2,2,36-03710,2,2,3,0.0
258,5,0,N,6,1,0,06-08507,6,2,0,100.0
259,7,0,6,6,2,1,30-00600,3,1,9,0.0
260,7,0,N,6,2,0,08-00803,1,2,5,0.0
261,3,0,N,N,2,N,36-04010,6,2,N,100.0
262,7,0,6,1,1,7,17-03531,2,1,6,0.0
263,11,0,8,1,2,9,06-07502,6,1,9,100.0
264,8,0,12,3,1,4,08-00803,1,2,9,0.0
265,10,0,16,1,2,8,51-51255,2,2,8,100.0
266,7,0,10,6,0,6,19-01700,1,2,1,0.0
267,5,1,14,1,2,5,32-00405,8,1,5,100.0
268,9,0,N,6,2,0,51-51255,6,2,0,100.0
269,9,4,6,6,2,1,36-03710,8,1,7,0.0
270,7,0,N,3,1,5,32-00405,2,2,6,0.0
271,8,0,11,6,2,4,13-04600,2,2,3,0.0
272,8,0,13,1,1,3,17-03531,2,2,6,0.0
273,9,0,N,6,1,0,30-00600,1,2,2,0.0
274,10,0,16,5,1,5,17-03531,2,1,8,0.0
275,10,0,15,1,1,9,08-00803,1,1,5,0.0
276,10,0,11,1,2,4,13-04600,2,1,5,0.0
277,8,0,N,6,2,0,28-01100,2,2,2,0.0
278,5,0,4,6,1,0,24-01004,1,1,2,0.0
279,4,0,N,6,1,0,17-03529,8,1,0,100.0
280,10,0,12,1,1,6,06-08507,6,2,9,0.0
281,5,0,4,1,1,4,24-01004,1,1,3,0.0
282,7,0,14,6,2,8,17-03529,1,1,3,0.0
283,9,0,11,4,1,7,51-51255,1,1,9,0.0
284,7,0,15,1,1,1,01-01301,2,2,5,0.0
285,7,0,N,5,2,7,13-04600,2,2,2,0.0
286,9,0,9,6,2,3,17-03531,2,2,6,0.0
287,8,0,N,1,1,0,32-00405,1,2,2,0.0
288,5,0,N,6,0,0,06-07502,6,2,3,0.0
289,9,0,6,4,2,7,08-00803,1,1,8,0.0
290,7,0,3,4,1,7,38-00100,1,1,2,0.0
291,5,4,N,6,2,2,32-00405,1,2,0,0.0
292,7,0,N,3,1,3,28-01100,1,2,5,0.0
293,7,0,10,6,0,9,06-07502,1,1,2,0.0
294,9,0,N,3,2,3,32-00405,1,2,2,0.0
295,7,0,10,1,1,6,28-01100,2,1,6,100.0
296,9,0,11,6,2,0,08-00803,6,2,3,0.0
297,7,1,7,6,2,7,32-00405,8,1,6,0.0
298,5,0,8,1,1,4,19-01700,1,1,8,0.0
299,8,0,6,1,1,5,38-00100,5,2,6,0.0
300,7,0,10,1,2,5,17-03529,2,2,3,0.0
301,7,0,7,1,1,4,40-00200,3,1,9,0.0
302,9,0,12,6,1,9,08-00803,6,2,6,0.0
303,4,0,N,6,2,1,29-01901,1,2,0,0.0
304,10,0,11,1,2,6,38-00100,1,1,6,100.0
305,10,0,11,3,1,9,06-08507,1,2,8,0.0
306,5,0,10,6,2,5,19-01700,1,1,0,0.0
307,12,0,10,1,2,9,08-00803,1,1,8,0.0
308,5,0,5,6,1,1,17-03531,2,1,5,0.0
309,10,0,N,4,1,3,17-03531,2,1,7,0.0
310,N,0,N,N,1,N,40-00200,5,2,N,100.0
311,9,0,14,1,1,6,51-01301,1,2,7,0.0
312,8,0,14,6,2,3,38-00100,1,2,0,0.0
313,9,0,9,6,2,4,29-01901,6,1,8,0.0
314,4,0,7,5,2,7,17-03529,2,1,2,0.0
315,4,0,12,1,1,6,28-01100,2,2,5,0.0
316,3,0,N,3,2,3,13-04600,2,2,2,0.0
317,10,0,N,4,1,9,51-01301,1,2,0,0.0
318,10,0,16,4,1,8,17-03531,2,2,6,0.0
319,9,0,6,1,1,7,29-01901,1,2,9,0.0
320,9,0,8,4,2,9,08-00803,1,1,8,0.0
321,10,0,8,1,1,9,26-02702,1,2,4,0.0
322,7,0,13,6,1,1,19-01700,1,2,0,0.0
323,4,0,N,6,0,0,30-00600,3,1,0,100.0
324,9,0,N,4,2,2,30-00600,1,2,7,0.0
325,3,0,N,N,1,N,06-07502,6,1,N,100.0
326,1,1,N,N,1,N,38-00100,9,2,N,100.0
327,10,0,N,1,1,0,06-07502,6,2,0,100.0
328,5,1,N,6,1,5,32-00405,8,1,0,0.0
329,7,0,N,3,2,6,13-04600,2,1,3,0.0
330,4,0,N,6,0,0,40-00200,3,1,0,100.0
331,8,1,17,6,2,6,06-07502,1,1,5,0.0
332,5,4,10,6,2,7,51-51255,1,2,4,0.0
333,7,1,11,6,0,1,17-03529,1,1,1,100.0
334,8,0,N,6,2,2,36-03710,2,1,1,0.0
335,3,4,N,6,2,0,36-03710,1,2,2,0.0
336,5,0,12,4,2,4,30-00600,1,2,3,0.0
337,5,1,N,4,2,0,32-00405,8,1,0,100.0
338,5,0,12,6,1,2,38-00100,1,1,4,0.0
339,10,0,4,1,2,9,06-08507,6,2,7,0.0
340,3,4,N,N,1,N,32-00405,1,2,N,100.0
341,3,1,N,6,2,0,32-00405,9,2,0,100.0
342,4,0,N,6,1,0,32-00405,9,1,0,100.0
343,12,0,11,6,2,6,29-01901,6,1,8,0.0
344,3,0,N,N,2,N,36-04010,1,1,N,100.0
345,7,0,N,6,2,2,29-01901,1,1,0,0.0
346,9,0,N,1,2,7,51-51255,2,2,0,0.0
347,9,0,5,1,1,8,08-00803,1,1,8,100.0
348,6,0,N,3,1,2,40-00200,3,2,2,100.0
349,10,0,8,6,1,9,24-01004,1,2,5,0.0
350,4,1,14,1,1,5,32-00405,1,1,6,0.0
351,N,0,N,N,2,N,51-01301,6,2,N,100.0
352,5,4,N,6,1,0,32-00405,8,2,0,100.0
353,9,0,10,1,1,7,01-01301,2,1,8,0.0
354,12,0,4,1,2,9,06-08507,1,1,9,100.0
355,3,1,N,N,2,N,24-01004,1,2,N,100.0
356,1,0,N,1,1,5,28-01100,2,1,3,0.0
357,4,0,7,1,2,5,17-03529,2,1,7,0.0
358,11,0,10,6,1,9,06-07502,6,1,9,100.0
359,N,0,N,N,1,N,30-00600,9,2,N,100.0
360,5,0,3,6,1,4,28-01100,2,1,7,0.0
361,9,0,1,1,1,9,38-00100,1,2,8,0.0
362,11,0,12,4,1,9,17-03529,1,2,9,100.0
363,9,0,11,1,1,7,28-01100,2,2,9,0.0
364,6,0,N,1,2,0,28-01100,2,2,3,0.0
365,9,0,N,3,1,6,13-04600,2,1,7,0.0
366,9,0,N,6,0,0,36-03710,1,1,0,100.0
367,4,0,3,6,0,3,29-01901,2,1,0,0.0
368,9,0,4,1,2,8,17-03529,2,2,7,0.0
369,7,0,13,5,2,5,36-04010,2,2,7,0.0
370,7,0,14,1,1,0,24-01004,6,2,5,0.0
371,9,0,14,1,2,7,51-51255,1,1,6,0.0
372,10,0,10,1,2,3,24-01004,9,1,8,0.0
373,8,0,16,1,1,8,51-01301,1,1,9,0.0
374,7,0,16,5,2,4,36-04010,2,2,0,0.0
375,4,0,N,6,1,2,01-01301,1,2,4,0.0
376,12,0,N,1,2,5,24-01004,6,1,0,0.0
377,4,4,N,1,2,0,36-03710,8,1,2,0.0
378,12,0,N,5,2,2,17-03529,2,1,3,0.0
379,10,0,10,1,1,9,17-03531,2,1,3,0.0
380,9,0,8,1,2,5,51-01301,1,2,8,0.0
381,5,0,16,4,1,5,13-04600,2,2,4,0.0
382,4,0,N,6,1,0,51-51255,2,1,0,100.0
383,9,0,12,6,2,5,51-51255,1,1,8,0.0
384,9,0,10,6,1,9,06-08507,6,2,8,0.0
385,7,0,N,6,0,3,06-07502,1,2,0,0.0
386,10,0,15,1,2,3,51-01301,1,2,8,0.0
387,8,0,N,4,1,6,08-00803,1,2,4,0.0
388,5,0,N,1,2,2,17-03531,2,2,0,0.0
389,2,1,N,N,1,N,38-00100,1,2,N,100.0
390,7,0,14,6,0,1,06-07502,1,2,1,100.0
391,10,0,14,1,1,9,51-01301,1,1,9,100.0
392,10,0,10,1,1,9,24-01004,9,1,7,0.0
393,9,0,6,1,1,8,24-01004,6,1,6,0.0
394,7,0,N,1,2,0,17-03529,2,1,4,0.0
395,4,2,6,6,2,4,36-03710,1,2,3,0.0
396,4,0,1,6,1,9,38-00100,1,1,6,0.0
397,4,0,N,2,2,2,17-03529,2,2,0,0.0
398,9,0,N,3,1,7,32-00405,1,2,6,0.0
399,9,0,12,1,1,6,08-00803,1,1,6,100.0
400,9,0,4,6,2,7,28-01100,2,1,6,0.0
401,9,0,N,6,2,7,28-01100,1,2,0,0.0
402,9,0,6,1,1,2,08-00803,6,2,0,0.0
403,5,0,N,4,0,5,13-04600,2,1,2,0.0
404,1,0,N,3,1,2,40-00200,1,2,3,0.0
405,6,2,6,6,2,6,36-03710,8,2,0,0.0
406,10,0,3,1,1,9,38-00100,1,1,9,100.0
407,7,0,12,4,1,9,32-00405,1,1,1,0.0
408,5,0,N,1,1,2,01-01301,1,1,5,0.0
409,3,1,N,N,2,N,30-00600,3,2,N,100.0
410,7,0,4,6,0,3,13-04600,1,1,4,0.0
411,5,0,2,3,1,3,38-00100,1,2,5,0.0
412,4,0,6,6,1,0,30-00600,3,1,1,0.0
413,7,0,10,6,0,6,29-01901,1,2,1,0.0
414,9,1,5,6,2,8,06-07502,1,2,8,100.0
415,9,0,11,1,2,7,28-01100,1,2,8,0.0
416,3,0,N,6,2,0,32-00405,1,1,0,100.0
417,5,0,10,6,1,5,08-00803,1,1,1,0.0
418,4,1,N,6,1,0,40-00200,1,1,0,100.0
419,4,0,10,6,2,2,01-01301,2,2,3,0.0
420,7,0,N,6,2,0,30-00600,3,2,0,100.0
421,9,0,4,6,2,7,36-04010,2,1,5,0.0
422,5,0,12,4,2,3,29-01901,2,2,6,0.0
423,9,0,11,6,2,5,24-01004,9,2,4,0.0
424,9,0,9,1,1,9,26-02702,1,1,9,100.0
425,7,0,14,6,1,1,51-01301,1,2,7,0.0
426,7,0,6,6,2,6,06-07502,6,2,2,0.0
427,10,0,N,6,1,0,13-04600,2,2,4,0.0
428,9,0,11,1,1,8,24-01004,6,2,1,0.0
429,9,0,N,3,2,4,51-51255,1,2,9,0.0
430,3,1,N,N,2,N,40-00200,9,1,N,100.0
431,4,0,N,1,2,0,17-03531,2,2,2,0.0
432,7,0,4,6,0,6,17-03529,1,1,0,0.0
433,9,0,11,6,0,1,17-03529,1,2,1,100.0
434,5,0,N,3,1,9,13-04600,2,1,3,0.0
435,9,0,6,1,1,6,17-03531,2,2,1,0.0
436,7,0,N,6,2,2,06-08507,6,2,0,0.0
437,11,0,N,1,1,0,26-02702,1,1,7,0.0
438,8,0,10,6,2,3,51-01301,2,2,7,0.0
439,6,0,N,4,1,0,17-03531,2,1,0,100.0
440,11,0,12,1,1,6,40-00200,1,1,3,0.0
441,10,0,9,6,2,5,17-03529,2,2,9,0.0
442,7,0,13,6,1,2,17-03531,2,2,1,0.0
443,6,0,10,4,2,6,17-03529,2,1,3,0.0
444,7,0,11,1,1,4,19-01700,1,2,2,0.0
445,11,0,10,1,2,9,26-02702,1,1,9,100.0
446,7,4,N,6,0,2,08-00803,1,1,0,0.0
447,7,4,6,6,2,9,36-03710,8,1,2,0.0
448,12,0,12,6,2,9,26-02702,1,1,7,0.0
449,7,0,17,1,2,5,24-01004,1,1,8,0.0
450,8,0,12,4,1,5,36-04010,2,2,8,0.0
451,8,0,6,6,1,1,17-03529,2,2,0,0.0
452,8,0,12,1,2,4,26-02702,1,1,6,0.0
453,10,0,11,1,1,7,08-00803,6,2,7,100.0
454,7,0,15,6,1,1,01-01301,2,2,2,0.0
455,9,0,12,4,2,8,51-51255,9,2,7,0.0
456,N,1,N,N,1,N,38-00100,1,2,N,100.0
457,3,1,N,3,2,4,32-00405,8,2,2,0.0
458,9,0,12,1,2,9,36-04010,2,1,8,0.0
459,10,0,15,6,1,9,30-00600,1,1,7,0.0
460,4,0,6,6,1,0,38-00100,1,2,1,0.0
461,6,0,3,6,2,2,38-00100,1,1,3,0.0
462,10,0,14,1,1,4,51-51255,1,2,9,0.0
463,5,0,14,1,1,7,28-01100,2,1,8,0.0
464,9,0,4,1,1,9,51-51255,1,1,9,100.0
465,10,0,11,6,2,8,17-03529,6,1,5,0.0
466,4,0,7,6,2,1,36-04010,2,1,6,0.0
467,7,0,13,6,0,5,26-02702,1,2,5,100.0
468,9,0,10,4,2,9,06-07502,9,2,3,0.0
469,4,0,N,6,1,0,40-00200,9,2,0,100.0
470,1,0,N,N,1,N,38-00100,9,1,N,100.0
471,4,0,7,6,1,3,38-00100,1,1,1,0.0
472,7,0,4,3,2,3,28-01100,2,2,3,100.0
473,7,0,14,6,2,1,28-01100,1,2,2,0.0
474,7,0,0,1,2,7,38-00100,1,1,0,0.0
475,9,1,6,6,2,6,06-07502,1,2,7,0.0
476,8,0,7,6,2,8,17-03529,2,1,8,100.0
