,EDU,HISP,INDP_CAT,MSP,OWN_RENT,PINCP_DECILE_x,PUMA,RAC1P,SEX,PINCP_DECILE_y,percent_match
88,4,0,N,6,1,0,32-00405,6,2,0,100.0
89,3,4,N,N,1,N,32-00405,1,2,N,100.0
90,5,0,6,6,2,3,06-07502,1,1,5,0.0
91,6,0,3,6,2,8,19-01700,1,1,5,0.0
92,6,0,N,4,1,4,29-01901,2,2,2,0.0
93,8,0,N,1,1,3,28-01100,2,1,5,0.0
94,5,0,7,1,2,6,38-00100,1,1,9,0.0
95,7,0,N,6,2,2,51-01301,1,1,5,0.0
96,9,0,10,4,1,8,19-01700,1,2,8,100.0
97,7,0,16,1,2,4,51-51255,1,2,8,0.0
98,7,0,18,4,2,2,13-04600,2,2,2,100.0
99,10,0,N,4,1,9,40-00200,3,1,2,0.0
100,8,0,6,6,2,8,13-04600,2,1,3,0.0
101,3,1,N,N,2,N,08-00803,1,2,N,100.0
102,10,0,9,4,1,9,51-51255,1,2,8,0.0
103,12,0,N,1,2,8,51-51255,1,1,9,0.0
104,7,0,12,6,2,9,30-00600,1,1,6,0.0
105,9,0,N,3,2,7,24-01004,1,1,3,0.0
106,4,0,N,N,1,N,24-01004,2,1,N,100.0
107,7,0,9,1,1,5,26-02702,1,1,7,0.0
108,8,0,12,1,2,7,01-01301,2,2,8,0.0
109,12,0,12,1,2,8,26-02702,1,1,9,0.0
110,5,0,3,6,1,8,17-03531,2,1,2,0.0
111,10,0,N,1,1,8,01-01301,2,1,9,0.0
112,4,0,N,5,1,0,40-00200,1,2,0,100.0
113,3,4,N,N,2,N,36-04010,8,1,N,100.0
114,5,0,15,1,2,8,51-51255,1,2,4,0.0
115,5,1,9,6,2,0,32-00405,1,2,5,0.0
116,8,0,14,1,1,1,36-04010,2,2,1,100.0
117,8,0,5,1,1,8,30-00600,1,1,8,100.0
118,8,0,N,3,1,7,13-04600,2,1,1,0.0
119,5,1,12,1,1,3,38-00100,1,2,4,0.0
120,3,0,N,4,1,0,30-00600,1,1,2,0.0
121,7,0,14,4,1,5,28-01100,2,1,5,100.0
122,6,0,14,6,2,4,32-00405,1,2,5,0.0
123,9,0,11,1,2,2,13-04600,2,1,0,0.0
124,7,1,6,6,1,7,32-00405,8,2,3,0.0
125,7,0,6,1,1,6,28-01100,2,1,3,0.0
126,5,0,10,6,1,2,36-04010,2,2,4,0.0
127,N,4,N,N,2,N,32-00405,9,2,N,100.0
128,5,0,10,6,2,5,32-00405,1,2,2,0.0
129,10,0,6,6,2,2,26-02702,1,2,7,0.0
130,7,0,10,6,0,1,19-01700,1,1,0,0.0
131,5,0,N,4,2,5,17-03529,2,1,0,0.0
132,5,0,15,6,1,1,17-03529,2,2,8,0.0
133,7,2,7,6,2,3,36-03710,2,2,5,0.0
134,N,0,N,N,2,N,06-08507,1,1,N,100.0
135,5,0,6,1,2,1,19-01700,1,2,4,0.0
136,7,0,N,3,1,8,26-02702,1,2,7,0.0
137,10,0,10,1,1,6,29-01901,2,1,9,0.0
138,5,0,10,4,1,2,38-00100,1,2,6,0.0
139,7,0,N,1,1,0,40-00200,9,2,5,0.0
140,9,0,17,1,2,8,24-01004,1,1,9,0.0
141,9,0,13,6,2,1,24-01004,1,2,4,0.0
142,5,0,N,6,0,4,26-02702,2,1,0,0.0
143,10,0,9,1,1,8,29-01901,2,2,8,100.0
144,9,0,16,1,1,9,26-02702,1,2,7,0.0
145,9,0,4,1,1,9,17-03529,1,2,5,0.0
146,1,0,N,N,2,N,17-03529,1,2,N,100.0
147,5,0,12,5,1,3,40-00200,1,2,2,0.0
148,2,0,N,N,1,N,17-03529,6,1,N,100.0
149,9,0,11,6,1,1,17-03529,2,2,4,0.0
150,12,0,4,6,2,7,06-08507,6,1,9,0.0
151,5,3,14,6,0,4,26-02702,1,2,5,0.0
152,10,0,9,4,1,9,06-08507,1,2,8,0.0
153,5,0,4,3,1,3,40-00200,1,1,8,0.0
154,1,0,N,1,1,N,17-03531,2,1,5,0.0
155,3,0,N,6,2,1,08-00803,1,2,0,0.0
156,1,0,N,N,2,N,24-01004,2,2,N,100.0
157,7,0,14,6,2,0,06-08507,6,2,2,0.0
158,8,0,N,6,0,0,38-00100,1,2,3,0.0
159,N,4,N,N,2,N,32-00405,1,1,N,100.0
160,1,0,4,6,1,6,28-01100,2,1,0,0.0
161,5,0,N,6,2,0,51-51255,1,2,2,0.0
162,4,0,10,6,2,0,32-00405,1,1,0,100.0
163,9,0,N,3,2,5,36-04010,2,2,4,0.0
164,5,0,5,6,2,2,29-01901,2,1,3,0.0
165,3,0,N,6,0,0,38-00100,1,2,0,100.0
166,N,0,N,N,2,N,06-07502,9,1,N,100.0
167,N,0,N,N,2,N,17-03529,6,2,N,100.0
168,9,0,10,4,1,3,40-00200,1,1,6,0.0
169,9,0,10,6,2,6,28-01100,2,2,5,0.0
170,3,1,N,6,2,0,32-00405,1,1,2,0.0
171,5,0,3,1,1,7,17-03531,2,1,8,0.0
172,7,0,12,3,1,4,01-01301,2,2,6,0.0
173,8,0,4,1,1,9,38-00100,1,2,2,0.0
174,9,0,12,6,1,6,01-01301,2,1,6,100.0
175,5,0,12,1,2,4,13-04600,2,2,5,0.0
176,7,0,12,2,1,5,28-01100,2,2,4,0.0
177,6,0,7,1,1,3,38-00100,1,1,8,0.0
178,10,0,12,4,1,9,26-02702,1,1,7,0.0
179,1,0,N,N,2,N,51-01301,1,2,N,100.0
180,5,1,N,6,2,0,36-03710,8,1,0,100.0
181,2,0,N,N,1,N,51-01301,6,2,N,100.0
182,7,0,N,6,0,2,01-01301,9,1,0,0.0
183,5,0,6,1,1,6,40-00200,3,1,4,0.0
184,7,0,3,1,2,8,51-51255,1,1,9,0.0
185,5,0,6,6,1,3,40-00200,3,1,4,0.0
186,5,2,N,4,2,8,36-03710,1,2,2,0.0
187,7,0,8,1,1,9,06-08507,1,1,9,100.0
188,7,0,7,1,2,6,13-04600,2,2,4,0.0
189,10,0,16,3,1,7,24-01004,1,2,9,0.0
190,7,0,12,5,2,5,28-01100,2,2,3,0.0
191,7,0,12,1,2,5,28-01100,2,1,5,100.0
192,7,0,N,2,2,0,17-03529,1,2,2,0.0
193,10,0,13,1,2,8,26-02702,1,2,8,100.0
194,6,0,6,1,1,3,19-01700,1,1,3,100.0
195,8,0,15,1,1,2,17-03531,2,2,2,100.0
196,8,2,14,6,2,2,36-03710,8,1,6,0.0
197,10,0,13,6,2,1,17-03529,1,2,1,100.0
198,10,0,N,6,1,5,17-03529,2,1,8,0.0
199,9,0,15,6,1,7,51-51255,1,1,5,0.0
200,N,0,N,N,1,N,36-04010,9,2,N,100.0
201,9,0,12,1,1,8,51-51255,1,1,6,0.0
202,N,2,N,N,2,N,36-03710,9,2,N,100.0
203,2,0,N,N,1,N,36-04010,1,1,N,100.0
204,10,0,11,6,2,5,26-02702,2,2,2,0.0
205,2,4,N,N,1,N,24-01004,1,1,N,100.0
206,10,0,14,6,1,9,08-00803,1,1,7,0.0
207,7,0,4,6,1,3,17-03531,2,1,5,0.0
208,7,0,6,6,1,2,13-04600,6,1,1,0.0
209,5,0,3,1,2,8,06-07502,1,1,9,0.0
210,1,1,N,N,1,N,38-00100,1,1,N,100.0
211,1,0,N,N,2,N,29-01901,9,1,N,100.0
212,7,1,N,6,2,3,32-00405,1,2,0,0.0
213,7,0,0,3,1,4,38-00100,1,1,6,0.0
214,9,0,10,6,1,6,24-01004,2,2,2,0.0
215,11,0,12,1,1,9,06-07502,1,1,9,100.0
216,7,0,N,4,2,3,32-00405,2,2,2,0.0
217,5,0,7,2,1,8,19-01700,1,1,7,0.0
218,12,0,4,1,1,8,51-01301,1,1,9,0.0
219,9,0,9,6,2,8,19-01700,1,2,7,0.0
220,5,0,14,6,2,7,51-01301,1,1,6,0.0
221,7,0,N,2,1,2,17-03531,2,2,0,0.0
222,9,0,N,3,1,3,29-01901,1,2,9,0.0
223,12,0,11,3,1,9,06-07502,1,2,9,100.0
224,7,0,13,1,1,6,30-00600,3,1,6,100.0
225,7,0,13,6,0,2,26-02702,1,2,5,0.0
226,3,0,N,6,2,0,13-04600,2,1,0,100.0
227,7,0,12,4,2,3,38-00100,1,2,4,0.0
228,10,0,8,6,2,7,51-51255,1,2,7,100.0
229,10,0,10,1,1,6,36-04010,2,2,7,0.0
230,7,0,11,3,1,5,40-00200,1,2,7,0.0
231,3,0,N,6,0,0,17-03529,6,2,0,100.0
232,7,0,N,1,1,0,24-01004,6,2,1,0.0
233,7,0,12,6,1,1,24-01004,1,2,4,0.0
234,7,0,16,4,1,9,40-00200,1,1,3,0.0
235,7,1,14,6,2,1,19-01700,8,2,4,0.0
236,5,0,N,2,1,2,17-03531,2,2,0,0.0
237,10,0,N,3,2,2,06-08507,6,2,8,0.0
238,8,0,N,1,1,9,06-08507,6,1,4,0.0
239,6,0,12,1,1,6,19-01700,1,2,5,0.0
240,5,0,9,6,1,2,38-00100,1,2,4,0.0
241,7,0,13,3,2,5,36-04010,2,2,6,0.0
242,6,0,12,6,1,2,30-00600,1,2,2,100.0
243,7,0,8,6,1,4,24-01004,1,1,3,0.0
244,9,0,8,1,1,9,51-51255,1,2,9,100.0
245,5,0,15,4,1,5,38-00100,1,2,5,100.0
246,9,0,7,1,1,6,36-04010,2,1,7,0.0
247,5,0,N,1,1,3,30-00600,3,1,0,0.0
248,10,0,12,1,1,9,19-01700,1,1,9,100.0
249,7,0,N,1,2,7,36-03710,2,2,2,0.0
250,10,0,8,6,2,9,26-02702,1,1,9,100.0
251,5,0,3,1,1,4,36-04010,2,1,7,0.0
252,6,0,N,1,1,0,06-08507,6,2,2,0.0
253,6,0,10,1,1,4,38-00100,1,1,8,0.0
254,3,0,N,6,1,3,30-00600,1,1,1,0.0
255,9,0,10,1,1,3,01-01301,2,1,8,0.0
256,9,0,14,6,2,5,06-08507,6,1,1,0.0
257,4,0,11,6,2,1,17-03529,2,1,1,100.0
258,7,0,13,6,2,6,38-00100,1,2,4,0.0
259,10,0,12,1,1,7,28-01100,2,1,5,0.0
260,9,0,10,1,1,4,13-04600,1,1,0,0.0
261,12,0,16,4,1,8,51-51255,1,2,9,0.0
262,9,0,7,6,1,8,36-04010,2,1,7,0.0
263,9,0,6,1,1,6,17-03529,2,2,1,0.0
264,6,0,N,3,2,7,17-03529,2,1,2,0.0
265,7,0,15,6,2,1,17-03531,2,2,3,0.0
266,10,0,10,6,2,9,06-07502,9,2,4,0.0
267,7,0,10,6,1,6,01-01301,2,1,4,0.0
268,7,0,4,6,0,5,13-04600,1,1,4,0.0
269,7,0,N,4,1,3,32-00405,1,1,2,0.0
270,2,0,N,N,2,N,30-00600,9,2,N,100.0
271,7,4,9,1,1,5,24-01004,1,1,8,0.0
272,1,0,N,N,1,N,19-01700,2,2,N,100.0
273,3,0,N,N,1,N,06-07502,6,2,N,100.0
274,9,0,N,6,0,0,17-03529,6,2,0,100.0
275,3,0,N,N,1,N,13-04600,6,1,N,100.0
276,8,0,16,2,1,6,38-00100,1,1,9,0.0
277,7,0,10,6,2,8,24-01004,1,1,2,0.0
278,7,0,11,4,1,6,19-01700,1,2,6,100.0
279,8,0,16,6,2,7,24-01004,1,1,7,100.0
280,5,0,4,6,2,0,26-02702,6,1,2,0.0
281,1,0,N,N,1,N,51-51255,9,1,N,100.0
282,9,0,7,1,1,6,24-01004,1,1,6,100.0
283,9,0,9,6,1,9,06-08507,6,1,1,0.0
284,12,0,11,3,1,9,24-01004,1,2,9,100.0
285,1,0,N,N,1,N,30-00600,9,1,N,100.0
286,5,0,N,4,1,2,17-03529,2,2,3,0.0
287,8,0,6,6,1,2,38-00100,1,2,6,0.0
288,3,0,N,N,2,N,36-04010,1,2,N,100.0
289,5,4,6,6,1,6,32-00405,1,2,7,0.0
290,7,0,8,6,2,7,28-01100,2,1,6,0.0
291,11,0,N,3,1,9,24-01004,1,1,4,0.0
292,11,0,9,1,1,9,17-03529,1,1,9,100.0
293,7,4,10,6,2,7,36-03710,8,1,4,0.0
294,10,0,N,4,1,7,28-01100,1,1,8,0.0
295,4,4,14,6,2,0,36-03710,8,1,1,0.0
296,9,0,14,2,2,5,32-00405,6,2,3,0.0
297,11,4,N,1,1,8,24-01004,1,2,2,0.0
298,11,0,12,6,2,5,36-04010,2,2,5,100.0
299,7,0,9,4,1,1,01-01301,2,2,8,0.0
300,5,1,7,6,1,8,17-03529,1,1,5,0.0
301,7,0,14,4,2,6,32-00405,1,2,7,0.0
302,7,0,15,4,2,5,01-01301,2,2,5,100.0
303,5,0,10,1,2,5,13-04600,2,2,1,0.0
304,5,0,12,1,1,0,40-00200,3,2,4,0.0
305,10,0,10,1,2,8,17-03529,2,2,6,0.0
306,5,0,1,1,1,6,38-00100,1,2,6,100.0
307,9,0,8,1,2,9,24-01004,1,2,2,0.0
308,7,0,15,6,0,0,13-04600,2,1,4,0.0
309,7,0,4,4,1,9,19-01700,1,2,2,0.0
310,4,4,14,6,1,1,24-01004,1,1,2,0.0
311,4,0,N,3,1,4,32-00405,1,1,0,0.0
312,9,4,12,6,2,2,36-03710,2,1,8,0.0
313,12,4,16,1,1,8,24-01004,1,2,1,0.0
314,7,0,10,6,2,1,30-00600,1,1,2,0.0
315,8,0,10,6,1,5,26-02702,1,2,2,0.0
316,7,0,1,6,2,7,30-00600,1,1,8,0.0
317,7,0,N,6,2,0,17-03531,1,1,2,0.0
318,8,0,10,6,2,1,08-00803,1,1,1,100.0
319,7,0,14,6,1,3,40-00200,3,1,4,0.0
320,10,0,14,6,1,8,26-02702,1,2,2,0.0
321,4,4,10,6,2,2,36-03710,2,1,0,0.0
322,8,0,12,1,2,5,17-03529,2,2,5,100.0
323,4,0,4,6,1,0,19-01700,1,1,1,0.0
324,10,0,N,6,1,2,06-08507,1,2,2,100.0
325,7,0,12,1,2,2,19-01700,1,2,7,0.0
326,3,0,N,N,1,N,06-08507,2,1,N,100.0
327,8,0,4,6,1,7,19-01700,1,1,7,100.0
328,12,0,11,4,2,7,06-07502,1,2,7,100.0
329,7,1,6,6,2,3,19-01700,1,1,2,0.0
330,7,0,4,1,2,9,01-01301,2,1,6,0.0
331,9,0,15,6,2,7,36-04010,2,2,8,0.0
332,3,0,N,N,1,N,08-00803,9,2,N,100.0
333,9,0,N,3,1,8,26-02702,1,1,7,0.0
334,3,0,N,2,1,0,06-08507,6,2,1,0.0
335,7,0,12,6,2,3,29-01901,2,1,5,0.0
336,7,0,6,3,1,6,19-01700,1,2,9,0.0
337,9,0,7,1,1,5,19-01700,1,1,9,0.0
338,7,0,16,6,2,1,17-03529,2,2,3,0.0
339,5,0,N,1,1,5,36-04010,6,2,0,0.0
340,N,0,N,N,1,N,01-01301,1,1,N,100.0
341,9,0,16,1,1,9,51-01301,6,1,8,0.0
342,12,0,15,1,1,9,51-51255,1,1,8,0.0
343,N,0,N,N,2,N,17-03529,1,1,N,100.0
344,10,0,10,4,2,8,17-03529,2,1,4,0.0
345,1,0,N,N,1,N,40-00200,9,2,N,100.0
346,9,0,4,6,1,8,06-08507,1,2,8,100.0
347,8,0,12,1,1,8,51-51255,1,2,0,0.0
348,4,0,N,6,0,0,36-03710,1,2,2,0.0
349,5,0,4,1,1,4,19-01700,2,1,4,100.0
350,3,1,N,N,2,N,24-01004,1,1,N,100.0
351,N,1,N,N,1,N,40-00200,1,1,N,100.0
352,10,0,8,1,2,3,06-08507,6,1,9,0.0
353,9,0,16,1,1,7,40-00200,3,2,7,100.0
354,4,0,N,1,2,0,40-00200,3,1,0,100.0
355,9,0,6,1,2,9,24-01004,1,1,6,0.0
356,8,0,10,6,1,8,36-04010,2,1,1,0.0
357,4,0,11,6,2,3,36-04010,2,2,1,0.0
358,7,0,2,6,1,8,30-00600,1,1,8,100.0
359,5,0,11,6,1,2,38-00100,1,2,5,0.0
360,9,0,8,6,1,6,19-01700,1,2,4,0.0
361,4,0,N,2,1,0,36-04010,2,1,2,0.0
362,3,1,N,N,1,N,17-03531,8,1,N,100.0
363,9,0,16,6,1,9,28-01100,2,2,5,0.0
364,4,2,18,6,2,0,36-03710,1,2,2,0.0
365,4,4,N,6,0,0,36-03710,2,1,0,100.0
366,9,0,9,6,2,7,51-51255,2,1,7,100.0
367,9,0,3,6,1,7,30-00600,1,1,9,0.0
368,5,0,14,6,1,6,30-00600,1,1,6,100.0
369,9,0,12,4,2,5,36-04010,2,2,7,0.0
370,10,0,11,1,1,2,29-01901,1,1,9,0.0
371,10,0,N,1,2,2,51-51255,1,1,8,0.0
372,9,0,9,6,2,8,17-03531,2,1,4,0.0
373,1,1,N,N,1,N,19-01700,1,1,N,100.0
374,3,0,N,N,1,N,36-04010,1,2,N,100.0
375,12,0,10,1,2,9,06-08507,6,1,9,100.0
376,2,0,N,N,2,N,24-01004,2,2,N,100.0
377,10,0,10,1,1,9,30-00600,1,2,1,0.0
378,1,0,N,N,1,N,28-01100,1,2,N,100.0
379,12,0,11,4,1,6,24-01004,1,2,8,0.0
380,7,0,10,4,2,3,24-01004,1,2,6,0.0
381,8,0,9,1,1,7,38-00100,1,1,8,0.0
382,6,0,6,1,1,6,38-00100,1,2,7,0.0
383,5,0,N,6,2,2,29-01901,1,1,0,0.0
384,7,0,6,6,0,3,26-02702,6,2,4,0.0
385,1,4,N,N,1,N,36-04010,2,2,N,100.0
386,5,0,12,4,2,6,17-03529,2,2,4,0.0
387,10,0,10,1,2,8,51-01301,6,1,6,0.0
388,8,0,10,6,2,7,06-07502,6,2,4,0.0
389,10,0,14,6,1,3,24-01004,1,2,6,0.0
390,N,1,N,N,1,N,51-51255,1,1,N,100.0
391,7,4,N,6,2,5,32-00405,1,2,0,0.0
392,9,0,7,6,2,8,51-01301,1,1,4,0.0
393,5,0,9,1,1,7,19-01700,1,1,9,0.0
394,7,0,N,1,2,2,32-00405,1,2,0,0.0
395,12,0,16,4,2,9,13-04600,2,1,9,100.0
396,12,0,N,1,1,9,51-01301,6,1,9,100.0
397,9,0,4,6,1,7,06-07502,1,2,9,0.0
398,5,0,6,5,1,3,01-01301,2,1,4,0.0
399,3,0,N,1,1,2,28-01100,2,2,2,100.0
400,10,0,12,1,1,8,06-07502,1,2,7,0.0
401,10,0,9,1,1,9,08-00803,1,2,9,100.0
402,1,0,N,N,2,N,06-08507,1,2,N,100.0
403,9,0,10,2,2,4,51-01301,1,2,8,0.0
404,6,0,14,1,1,4,30-00600,1,1,4,100.0
405,9,0,13,1,1,7,30-00600,1,1,3,0.0
406,5,0,N,3,1,4,06-07502,1,2,9,0.0
407,7,0,12,5,2,4,17-03531,2,1,3,0.0
408,9,0,12,6,1,7,13-04600,2,1,7,100.0
409,9,0,0,1,1,N,08-00803,1,2,6,0.0
410,9,0,14,6,2,8,51-51255,2,1,8,100.0
411,10,0,10,4,1,8,13-04600,2,2,9,0.0
412,5,0,14,1,1,4,51-51255,1,2,5,0.0
413,4,1,9,6,2,5,30-00600,1,2,1,0.0
414,7,0,6,6,0,1,38-00100,1,1,2,0.0
415,5,0,4,1,1,9,24-01004,1,1,3,0.0
416,3,0,N,N,1,N,32-00405,9,2,N,100.0
417,8,0,11,3,1,9,38-00100,1,2,8,0.0
418,3,0,N,N,0,N,30-00600,1,1,N,100.0
419,11,0,9,1,1,9,19-01700,1,1,9,100.0
420,9,0,10,6,2,8,17-03529,1,1,8,100.0
421,5,0,4,1,2,0,32-00405,1,1,8,0.0
422,5,4,6,1,2,2,32-00405,1,1,4,0.0
423,11,0,6,1,1,9,24-01004,1,2,5,0.0
424,5,0,N,1,2,1,29-01901,1,1,0,0.0
425,7,0,13,4,2,4,36-04010,2,2,5,0.0
426,5,0,N,4,0,0,08-00803,1,2,4,0.0
427,7,0,N,4,2,3,29-01901,1,1,3,100.0
428,9,0,N,6,1,0,28-01100,2,2,7,0.0
429,9,0,8,6,1,8,51-01301,1,1,6,0.0
430,7,0,3,1,2,9,38-00100,1,1,9,100.0
431,9,0,12,6,2,4,51-51255,1,1,8,0.0
432,10,0,8,1,1,1,08-00803,1,2,5,0.0
433,9,0,N,6,2,5,13-04600,1,1,0,0.0
434,4,4,N,6,2,1,51-01301,1,1,0,0.0
435,4,0,6,6,2,6,28-01100,2,2,2,0.0
436,4,0,10,6,1,1,08-00803,1,2,1,100.0
437,9,4,10,6,2,9,51-51255,1,2,4,0.0
438,4,0,0,6,2,2,38-00100,1,2,1,0.0
439,5,4,N,6,0,3,36-03710,1,1,0,0.0
440,N,4,N,N,2,N,51-01301,8,1,N,100.0
441,12,0,12,6,1,9,08-00803,6,2,3,0.0
442,10,0,6,6,1,6,26-02702,1,1,2,0.0
443,10,0,16,1,1,9,06-08507,6,1,7,0.0
444,3,0,N,3,2,4,51-51255,2,2,1,0.0
445,9,0,10,1,2,6,17-03529,1,1,8,0.0
446,7,0,6,1,1,1,30-00600,3,2,2,0.0
447,9,0,15,1,2,2,08-00803,1,2,6,0.0
448,5,0,10,4,1,3,17-03529,2,2,9,0.0
449,10,0,10,2,1,9,24-01004,1,2,9,100.0
450,5,0,14,4,1,4,28-01100,2,2,5,0.0
451,8,4,12,1,2,8,36-03710,2,2,1,0.0
452,6,0,3,1,1,2,01-01301,2,1,2,100.0
453,2,0,N,N,2,N,38-00100,3,2,N,100.0
454,7,0,N,5,2,3,01-01301,2,2,3,100.0
455,8,0,6,6,1,3,06-08507,1,2,1,0.0
456,3,0,N,N,1,N,32-00405,6,1,N,100.0
457,9,0,6,6,2,7,19-01700,1,1,6,0.0
458,10,0,9,1,1,8,38-00100,1,2,8,100.0
459,9,0,6,1,2,2,19-01700,1,2,8,0.0
460,2,0,N,N,2,N,26-02702,6,2,N,100.0
461,6,0,12,1,2,1,36-04010,2,2,0,0.0
462,10,0,11,1,2,3,28-01100,2,2,7,0.0
463,7,0,14,1,1,2,30-00600,3,2,1,0.0
464,10,0,16,1,1,7,51-51255,2,2,7,100.0
465,5,0,14,6,2,2,32-00405,2,1,2,100.0
466,10,0,9,1,2,9,24-01004,1,1,9,100.0
467,1,0,N,N,2,N,06-08507,1,1,N,100.0
468,8,0,14,6,1,6,24-01004,1,1,6,100.0
469,1,1,N,N,2,N,36-03710,8,1,N,100.0
470,6,1,14,6,2,1,32-00405,1,2,2,0.0
471,7,0,6,6,1,2,32-00405,1,1,7,0.0
472,9,0,10,4,2,8,17-03529,2,2,4,0.0
473,N,0,N,N,1,N,19-01700,6,1,N,100.0
474,3,0,N,3,1,4,30-00600,1,1,4,100.0
475,5,0,10,1,2,5,30-00600,1,2,5,100.0
476,11,0,12,1,1,7,17-03529,2,2,9,0.0
