HISP,SEX,DEAR,PINCP,NOC,EDU,RAC1P,DEYE,DPHY,DENSITY,MSP,POVPIP,HOUSING_TYPE,OWN_RENT,NPF,AGEP,PINCP_DECILE,DVET,INDP_CAT,PUMA,DREM
0,1,2,N,0,5,1,2,2,2406.4,1,501,1,1,2,32,2,N,N,25-01000,2
0,2,2,N,2,9,1,2,2,2099.2,1,239,1,1,4,48,1,N,12,25-00703,1
0,1,2,24000.0,2,1,1,2,N,3020.7999999999997,N,501,1,1,4,3,N,N,N,25-00503,N
1,1,2,20700.0,4,3,6,2,2,1484.8000000000002,N,501,1,1,6,13,N,N,N,25-01300,2
0,1,2,1000.0,1,5,1,2,2,2406.4,1,501,1,2,3,32,5,N,N,25-01000,2
0,2,2,80000.0,2,3,1,2,2,3020.7999999999997,N,501,1,1,5,14,N,N,N,25-00503,2
4,2,2,5000.0,2,2,1,2,N,2099.2,N,212,1,2,4,4,N,N,N,25-00703,N
0,2,2,0.0,0,5,1,2,2,3020.7999999999997,6,257,1,1,4,26,2,N,N,25-00503,2
0,1,2,0.0,0,5,1,2,2,3635.2000000000003,1,298,1,2,2,64,3,N,11,25-02800,2
0,2,2,11800.0,2,11,1,2,2,2099.2,1,308,1,2,5,42,9,4,12,25-00703,2
0,1,2,140000.0,0,5,1,2,2,3635.2000000000003,1,366,1,1,2,62,7,N,4,25-02800,2
0,2,2,11000.0,0,5,1,2,2,1484.8000000000002,4,501,1,1,4,76,1,N,13,25-01300,2
0,2,2,80000.0,0,3,1,2,2,2099.2,4,501,1,2,N,59,2,N,N,25-00703,2
1,2,2,0.0,0,10,1,2,2,1484.8000000000002,6,293,1,1,N,70,6,N,N,25-01300,2
0,1,2,100000.0,1,9,6,2,2,3020.7999999999997,1,130,1,1,2,48,9,N,3,25-00503,2
0,1,2,20000.0,0,9,1,2,2,3020.7999999999997,6,501,1,2,N,49,6,N,11,25-00503,2
0,2,1,65300.0,0,10,1,2,2,1484.8000000000002,1,218,1,1,2,75,8,N,12,25-01300,2
0,2,2,21000.0,0,7,1,2,2,2099.2,6,101,1,2,N,67,7,N,12,25-00703,2
0,1,2,142100.0,N,7,1,2,2,2099.2,6,0,2,0,N,18,0,N,7,25-00703,2
0,1,2,10000.0,0,9,1,2,2,2406.4,6,162,1,2,N,25,5,N,10,25-01000,2
0,2,1,950.0,0,5,1,2,2,2099.2,1,463,1,1,2,80,8,N,6,25-00703,2
0,2,2,195000.0,0,3,2,2,2,3020.7999999999997,4,411,1,2,N,45,1,N,N,25-00503,2
0,2,2,N,0,8,1,2,2,2099.2,1,501,1,1,3,59,4,N,12,25-00703,2
0,1,1,95000.0,2,3,1,2,2,3635.2000000000003,N,501,1,1,4,11,N,N,N,25-02800,2
0,1,1,19300.0,0,9,1,2,2,3020.7999999999997,6,26,1,2,7,23,3,N,14,25-00503,2
0,2,2,74000.0,3,3,9,2,2,3020.7999999999997,N,286,1,1,5,13,N,N,N,25-00503,2
0,2,2,N,4,9,1,2,2,3635.2000000000003,1,501,1,1,6,65,4,N,10,25-02800,2
0,2,2,190000.0,0,9,1,2,2,2406.4,4,501,1,1,N,23,6,N,5,25-01000,2
0,2,2,714500.0,0,9,1,2,2,2406.4,1,501,1,1,2,62,8,N,9,25-01000,2
0,1,2,296130.0,2,5,1,2,2,3635.2000000000003,1,501,1,1,4,39,6,N,14,25-02800,2
0,2,2,10000.0,1,4,1,2,2,3020.7999999999997,6,501,1,1,3,15,0,N,N,25-00503,2
0,2,2,5000.0,1,5,1,2,2,1484.8000000000002,1,269,1,1,3,58,0,N,N,25-01300,2
0,2,2,4000.0,0,10,1,2,2,3635.2000000000003,1,417,1,1,2,34,7,N,12,25-02800,2
0,2,2,12000.0,0,3,1,2,2,2099.2,3,302,1,2,2,75,2,N,N,25-00703,2
0,1,2,16000.0,0,10,1,2,2,1484.8000000000002,1,279,1,2,2,54,5,N,11,25-01300,2
0,1,2,87900.0,0,7,1,2,2,3635.2000000000003,6,481,1,1,7,23,2,N,6,25-02800,2
0,1,2,25400.0,1,10,8,2,2,3020.7999999999997,1,501,1,1,3,43,9,N,10,25-00503,2
0,2,2,N,0,10,1,2,2,2099.2,1,501,1,1,2,47,8,N,11,25-00703,2
0,2,2,32000.0,N,10,1,2,2,2099.2,6,N,3,0,N,29,1,N,11,25-00703,2
0,2,2,0.0,0,10,6,2,2,2406.4,4,501,1,1,N,56,2,N,10,25-01000,2
0,2,2,5000.0,2,10,1,2,2,3635.2000000000003,6,501,1,1,4,29,7,N,10,25-02800,2
0,2,2,21100.0,0,11,1,2,2,2099.2,1,501,1,1,2,55,4,N,12,25-00703,2
0,1,2,80000.0,0,9,1,2,2,2099.2,6,305,1,2,2,32,3,N,12,25-00703,2
0,1,2,70000.0,2,3,1,2,2,3020.7999999999997,N,501,1,2,4,14,N,N,N,25-00503,2
0,1,2,N,0,9,1,2,2,3020.7999999999997,6,311,1,2,N,27,9,N,10,25-00503,2
0,1,2,N,0,10,1,2,2,1484.8000000000002,1,501,1,1,3,69,6,N,11,25-01300,2
0,1,2,1000.0,2,2,1,2,N,2099.2,N,501,1,1,4,4,N,N,N,25-00703,N
0,2,2,49100.0,1,9,9,2,2,2099.2,1,501,1,1,3,45,5,N,12,25-00703,2
0,1,2,78400.0,2,4,6,2,2,2099.2,N,501,1,1,4,51,N,N,N,25-00703,2
0,1,2,22500.0,0,7,1,2,2,2099.2,1,501,1,1,4,88,3,N,6,25-00703,2
0,1,2,90000.0,0,8,1,2,2,3635.2000000000003,1,177,1,2,2,57,3,N,6,25-02800,2
0,1,2,55000.0,0,10,1,2,2,3635.2000000000003,1,501,1,1,5,70,5,N,6,25-02800,2
0,1,2,20000.0,0,10,1,2,2,3020.7999999999997,1,501,1,1,2,76,8,N,16,25-00503,2
0,2,2,N,0,10,1,2,2,3635.2000000000003,1,501,1,1,2,78,5,N,N,25-02800,2
0,1,2,38600.0,0,5,1,2,2,2406.4,6,501,1,1,N,20,8,N,8,25-01000,2
0,1,2,23000.0,2,3,1,2,2,2406.4,N,347,1,1,4,9,N,N,N,25-01000,2
0,2,2,0.0,N,7,9,2,2,1484.8000000000002,6,N,3,0,N,19,0,N,6,25-00503,2
0,1,2,37500.0,0,7,1,2,2,2406.4,1,501,1,1,2,79,5,N,15,25-01000,2
0,2,2,170000.0,0,5,1,2,2,2099.2,6,243,1,1,3,20,2,N,6,25-00703,2
0,2,2,N,0,10,1,2,2,3020.7999999999997,1,501,1,1,2,48,9,N,6,25-00503,2
0,2,2,60000.0,2,4,2,2,2,1177.6,1,501,1,1,5,46,1,N,N,25-01300,2
0,1,2,100000.0,0,4,1,2,2,2406.4,6,501,1,1,4,68,3,N,4,25-01000,2
0,2,2,25900.0,2,1,1,2,2,2406.4,N,501,1,2,N,73,N,N,N,25-01000,2
0,2,2,18030.0,0,9,1,2,2,2099.2,4,501,1,1,N,53,3,N,N,25-00703,1
0,1,2,455000.0,0,9,6,2,2,3020.7999999999997,1,447,1,1,2,62,3,N,N,25-00503,2
0,1,2,0.0,2,3,1,2,2,1484.8000000000002,N,501,1,1,4,7,N,N,N,25-01300,2
0,1,2,0.0,2,9,1,2,2,3635.2000000000003,1,501,1,1,4,37,9,N,9,25-02800,2
0,1,2,0.0,2,2,6,2,2,2099.2,N,501,1,1,4,6,N,N,N,25-00703,2
0,2,2,30000.0,1,7,1,2,2,3020.7999999999997,6,501,1,1,4,19,1,N,12,25-00503,2
0,1,2,6800.0,2,3,1,2,2,1484.8000000000002,N,470,1,1,6,9,N,N,N,25-01300,2
0,2,2,68900.0,0,9,1,2,2,2099.2,1,501,1,1,2,59,6,N,14,25-00703,2
0,1,1,30000.0,1,3,1,2,2,3635.2000000000003,N,501,1,1,4,14,N,N,N,25-02800,2
0,1,2,45000.0,1,3,1,2,2,2099.2,N,443,1,1,3,13,N,N,N,25-00703,2
0,1,2,52000.0,0,12,1,2,2,3635.2000000000003,1,224,1,1,3,64,8,N,10,25-02800,2
0,2,2,70000.0,0,9,1,2,2,1484.8000000000002,1,272,1,1,2,60,3,N,12,25-01300,2
2,1,2,120000.0,0,10,1,2,2,2099.2,4,501,1,1,2,72,8,N,16,25-00703,2
0,2,2,54000.0,0,5,1,2,2,1484.8000000000002,6,501,1,1,2,55,2,N,N,25-01300,2
0,1,2,60000.0,0,7,1,2,2,3635.2000000000003,1,501,1,1,2,76,5,N,6,25-02800,2
0,2,2,N,0,9,1,2,2,2406.4,1,501,1,1,2,64,4,N,N,25-01000,2
0,2,2,N,0,7,1,2,1,2406.4,1,501,1,1,4,61,6,N,6,25-01000,2
0,2,2,4100.0,3,3,1,2,2,3020.7999999999997,N,501,1,2,5,11,N,N,N,25-00503,2
0,1,2,0.0,2,9,1,2,2,2099.2,1,501,1,1,5,34,7,N,16,25-00703,2
4,2,2,34200.0,0,9,1,2,2,3635.2000000000003,6,501,1,2,N,27,8,N,10,25-02800,2
0,1,2,36000.0,2,9,6,2,2,3020.7999999999997,1,501,1,1,5,40,9,N,10,25-00503,2
0,1,2,21100.0,0,5,1,2,2,1484.8000000000002,6,501,1,1,4,22,3,N,7,25-01300,2
0,1,2,126000.0,0,5,6,2,2,2406.4,4,501,1,1,N,59,6,N,7,25-01000,2
0,1,2,55000.0,0,5,1,1,2,3635.2000000000003,1,464,1,1,2,52,7,N,9,25-02800,2
0,2,2,6000.0,0,5,1,2,2,2406.4,1,501,1,1,4,69,4,N,12,25-01000,1
0,2,2,8500.0,4,9,1,2,2,2099.2,1,501,1,1,6,33,8,N,N,25-00703,2
0,1,2,100000.0,0,7,1,2,2,2099.2,1,501,1,1,2,60,3,N,N,25-00703,2
0,2,2,0.0,0,10,1,2,1,2099.2,1,501,1,1,3,62,9,N,10,25-00703,2
0,2,2,0.0,2,N,1,2,N,1484.8000000000002,N,501,1,1,4,2,N,N,N,25-01300,N
0,2,2,0.0,0,9,1,2,2,2099.2,1,501,1,1,6,61,5,N,11,25-00703,2
0,2,2,0.0,4,3,1,2,2,3020.7999999999997,N,501,1,1,6,12,N,N,N,25-00503,2
0,2,2,10000.0,0,9,1,2,2,1484.8000000000002,1,233,1,1,3,50,8,N,16,25-01300,2
0,1,2,43600.0,1,9,1,2,2,3020.7999999999997,1,501,1,1,3,39,8,N,12,25-00503,2
0,1,2,N,4,9,1,2,2,1484.8000000000002,1,501,1,1,6,29,7,N,10,25-01300,1
0,1,2,34920.0,1,9,1,2,2,2099.2,1,501,1,1,3,53,5,N,9,25-00703,2
0,2,2,0.0,2,3,1,2,2,2099.2,N,501,1,2,4,7,N,N,N,25-00703,2
0,1,2,50000.0,1,7,8,2,2,2099.2,1,159,1,1,3,38,6,N,4,25-00703,2
0,2,2,21100.0,1,4,1,2,2,3020.7999999999997,6,501,1,1,3,15,0,N,7,25-00503,2
0,1,2,5000.0,0,10,1,2,2,2099.2,1,501,1,1,2,73,6,N,12,25-00703,2
0,1,2,142100.0,0,9,1,2,2,1484.8000000000002,1,501,1,1,2,63,5,N,6,25-01300,2
4,2,2,19070.0,1,10,1,2,2,2406.4,1,501,1,1,2,53,8,N,9,25-01000,2
0,1,2,70000.0,0,7,1,2,2,1484.8000000000002,6,501,1,1,6,28,1,N,6,25-01300,2
0,1,1,N,1,4,1,1,2,2406.4,6,501,1,2,3,16,0,N,N,25-01000,1
0,1,2,74900.0,0,9,1,2,2,2099.2,6,342,1,2,N,44,9,N,8,25-00703,2
0,2,2,N,2,3,1,2,2,3020.7999999999997,N,501,1,1,4,12,N,N,N,25-00503,2
0,2,2,342900.0,0,4,1,2,2,3635.2000000000003,3,501,1,1,2,74,3,N,N,25-02800,2
4,2,2,15000.0,0,9,1,2,2,3020.7999999999997,6,501,1,1,3,25,4,N,11,25-00503,2
0,1,2,86600.0,0,7,1,2,2,3020.7999999999997,6,501,1,1,4,19,1,N,9,25-00503,2
0,2,2,27600.0,0,9,1,2,2,2099.2,1,501,1,1,7,65,0,N,15,25-00703,2
0,2,2,0.0,3,7,1,2,2,3635.2000000000003,1,501,1,1,5,44,4,N,6,25-02800,2
0,2,2,35000.0,2,9,1,2,2,2099.2,1,113,1,1,4,46,8,N,10,25-00703,2
0,1,2,90000.0,1,9,1,2,2,2406.4,1,501,1,1,2,39,9,N,5,25-01000,2
0,2,2,61700.0,0,5,1,2,2,2406.4,1,138,1,1,2,65,2,N,14,25-01000,2
0,1,2,25100.0,0,5,1,2,2,2099.2,1,501,1,1,3,63,6,N,12,25-00703,2
0,2,2,81000.0,0,10,1,2,1,2406.4,3,501,1,1,N,66,5,N,N,25-01000,2
0,1,2,100000.0,0,5,1,2,2,2099.2,6,20,1,2,N,70,6,N,14,25-00703,2
0,1,2,50000.0,1,12,1,2,2,1484.8000000000002,1,501,1,1,3,53,9,N,4,25-01300,2
0,1,2,66300.0,N,7,1,2,2,1484.8000000000002,6,N,2,0,N,20,2,N,6,25-01300,2
0,1,2,N,1,1,9,2,2,3635.2000000000003,5,501,1,2,4,53,1,N,18,25-02800,2
0,2,2,32000.0,0,3,1,2,2,2099.2,1,227,1,1,3,67,2,N,N,25-00703,2
0,2,2,72000.0,2,9,1,2,2,2099.2,1,246,1,1,5,35,5,N,N,25-00703,2
0,1,2,47000.0,2,10,1,2,2,3020.7999999999997,1,501,1,1,4,46,9,N,8,25-00503,2
4,2,2,44000.0,2,3,1,2,2,2406.4,N,501,1,1,4,8,N,N,N,25-01000,2
0,1,2,114000.0,0,9,1,2,2,3020.7999999999997,1,501,1,1,2,56,8,N,3,25-00503,2
0,1,2,8500.0,1,4,1,2,N,3635.2000000000003,4,501,1,1,4,54,8,N,7,25-02800,N
0,2,2,N,0,9,6,2,2,3020.7999999999997,6,501,1,1,2,23,7,N,11,25-00503,2
0,1,2,N,0,N,1,2,N,1484.8000000000002,N,300,1,1,4,0,N,N,N,25-01300,N
0,2,2,38000.0,2,10,1,2,2,1484.8000000000002,1,421,1,2,3,36,2,N,4,25-01300,2
0,1,2,24000.0,1,9,1,2,2,1484.8000000000002,1,501,1,1,3,35,8,N,8,25-01300,2
0,2,2,75000.0,2,4,1,2,2,1484.8000000000002,6,501,1,1,4,16,1,N,14,25-01300,2
0,2,2,90000.0,0,8,1,2,2,1484.8000000000002,6,454,1,1,2,25,1,N,11,25-01300,2
0,2,2,65900.0,0,10,2,2,2,1484.8000000000002,1,501,1,1,2,31,8,N,6,25-01300,2
0,1,2,14100.0,0,10,1,2,2,3020.7999999999997,4,501,1,1,N,64,9,N,9,25-00503,2
0,2,2,433000.0,0,9,1,2,2,1484.8000000000002,1,501,1,1,3,53,7,N,16,25-01300,1
0,1,2,60010.0,2,9,1,2,2,3635.2000000000003,1,0,1,1,4,45,9,N,10,25-02800,2
0,1,2,18000.0,0,12,1,2,2,2406.4,1,501,1,1,6,47,9,N,10,25-01000,2
0,1,2,140000.0,0,10,1,2,2,3635.2000000000003,6,501,1,1,N,48,5,N,6,25-02800,2
0,2,2,N,0,6,1,2,2,2099.2,1,246,1,1,3,75,2,N,N,25-00703,2
0,2,2,2400.0,1,3,2,2,2,3635.2000000000003,N,501,1,1,3,60,N,N,N,25-02800,2
0,1,2,37580.0,2,9,2,2,2,2099.2,1,243,1,1,4,38,8,N,16,25-00703,2
0,1,2,11940.0,0,10,1,2,2,3635.2000000000003,6,501,1,1,N,27,9,N,4,25-02800,2
0,2,2,28010.0,0,4,1,2,2,2099.2,1,501,1,1,2,70,0,N,N,25-00703,2
0,2,2,1200.0,1,3,1,2,2,1484.8000000000002,N,215,1,1,3,10,N,N,N,25-01300,2
0,2,2,85000.0,3,10,1,2,2,2099.2,1,501,1,1,5,26,9,N,9,25-00703,2
0,1,2,0.0,2,3,1,2,2,1484.8000000000002,N,501,1,1,4,7,N,N,N,25-01300,2
0,2,2,N,2,5,1,2,2,2099.2,1,501,1,1,4,41,6,N,16,25-00703,2
0,2,2,15000.0,0,6,1,2,2,3635.2000000000003,6,501,1,1,N,25,2,N,16,25-02800,2
0,1,2,3700.0,0,12,1,2,2,2099.2,6,325,1,1,N,35,9,2,10,25-00703,2
0,2,2,11000.0,2,2,1,2,2,3635.2000000000003,N,86,1,1,4,5,N,N,N,25-02800,2
0,1,2,17300.0,0,3,1,2,2,2099.2,2,501,1,1,4,7,1,N,11,25-00703,2
0,2,2,2600.0,2,N,1,2,N,2099.2,N,501,1,2,3,0,N,N,N,25-00703,N
0,2,2,0.0,2,8,1,2,2,3635.2000000000003,1,501,1,1,4,35,7,N,4,25-02800,2
0,2,2,2600.0,0,8,1,2,2,3635.2000000000003,3,501,1,1,2,5,7,N,16,25-02800,2
1,1,2,5500.0,0,7,1,2,2,2099.2,1,501,1,1,4,68,8,N,9,25-00703,2
0,1,2,24000.0,0,9,1,2,2,1484.8000000000002,1,501,1,1,2,52,9,N,6,25-01300,2
0,1,2,20000.0,0,10,1,2,1,2406.4,1,279,1,1,3,75,4,N,1,25-01000,1
0,2,2,26900.0,0,5,1,2,2,3635.2000000000003,3,501,1,1,N,55,4,N,N,25-02800,2
0,1,2,107300.0,2,10,1,2,2,3635.2000000000003,1,293,1,1,5,41,9,N,12,25-02800,2
1,1,1,0.0,0,10,1,2,2,2099.2,1,501,1,1,2,78,8,N,6,25-00703,2
0,1,2,94000.0,0,5,1,2,2,2099.2,3,164,1,1,N,75,7,N,14,25-00703,2
0,1,2,52000.0,0,8,1,2,2,3020.7999999999997,1,501,1,1,2,67,6,N,N,25-00503,2
4,2,2,N,0,7,1,2,2,2099.2,6,501,1,1,2,26,2,N,14,25-00703,2
0,2,2,27500.0,1,5,1,2,2,2099.2,1,283,1,1,3,41,4,N,9,25-00703,2
0,2,2,0.0,0,5,1,2,2,3635.2000000000003,3,501,1,1,2,58,2,N,N,25-02800,2
0,1,2,86600.0,0,9,1,2,2,1484.8000000000002,1,501,1,1,2,45,9,N,4,25-01300,2
0,2,2,37900.0,2,3,1,2,2,2099.2,N,501,1,1,4,11,N,N,N,25-00703,2
0,2,2,278500.0,2,1,1,2,1,2406.4,N,186,1,1,4,14,N,N,N,25-01000,2
0,2,2,N,0,9,1,2,2,3635.2000000000003,1,501,1,1,2,31,6,N,10,25-02800,2
0,1,2,75000.0,2,12,1,2,2,1484.8000000000002,1,501,1,1,4,37,8,N,4,25-01300,2
0,2,2,173400.0,2,2,9,2,N,2099.2,N,501,1,1,5,4,N,N,N,25-00703,N
0,2,2,36000.0,N,4,1,2,2,3020.7999999999997,6,484,2,0,N,16,1,N,N,25-00503,2
0,2,2,20000.0,2,2,1,2,N,3020.7999999999997,N,501,1,1,4,4,N,N,N,25-00503,N
0,2,2,85000.0,2,1,6,2,N,3635.2000000000003,N,290,1,1,4,3,N,N,N,25-02800,N
0,2,2,22000.0,2,9,1,2,2,3635.2000000000003,1,501,1,1,4,40,1,N,6,25-02800,2
0,2,2,N,0,5,1,2,1,2099.2,1,8,1,2,2,25,2,N,N,25-00703,2
0,2,2,70000.0,0,11,1,2,2,2406.4,1,501,1,1,2,55,4,N,12,25-01000,2
0,2,2,81500.0,1,4,1,2,2,2099.2,6,500,1,1,4,16,1,N,14,25-00703,2
0,2,2,120090.0,0,8,1,2,2,2099.2,1,501,1,1,2,74,2,N,6,25-00703,2
0,2,2,627000.0,N,7,1,2,2,2099.2,6,N,2,0,N,19,1,N,11,25-00703,2
0,2,2,N,0,7,1,2,2,1484.8000000000002,4,501,1,1,3,27,5,N,6,25-01300,2
0,2,2,22000.0,2,3,1,2,2,3020.7999999999997,N,493,1,1,5,8,N,N,N,25-00503,2
0,2,2,10000.0,0,9,1,2,1,3020.7999999999997,1,102,1,2,2,52,3,N,N,25-00503,2
0,1,2,0.0,0,9,1,2,2,3020.7999999999997,1,227,1,2,2,48,7,N,4,25-00503,2
0,1,2,N,0,8,1,2,2,3635.2000000000003,1,501,1,1,2,47,7,N,12,25-02800,2
0,2,2,60000.0,2,9,1,2,2,2406.4,1,501,1,1,5,45,5,N,12,25-01000,2
0,2,2,130600.0,N,5,1,2,2,3020.7999999999997,6,N,2,0,N,18,2,N,14,25-00503,2
0,1,2,30000.0,0,9,1,1,2,3020.7999999999997,1,501,1,1,2,64,5,N,N,25-00503,2
0,2,2,81000.0,3,10,2,2,2,2406.4,1,501,1,1,5,66,8,N,16,25-01000,2
0,2,2,8500.0,0,5,1,2,2,2406.4,3,501,1,1,3,83,2,N,N,25-01000,2
0,1,2,N,0,9,1,2,2,2099.2,1,501,1,1,2,52,8,N,7,25-00703,2
0,1,1,70000.0,1,4,1,2,2,2406.4,6,501,1,1,3,17,0,N,N,25-01000,2
0,2,2,82000.0,1,9,6,2,2,3020.7999999999997,1,501,1,1,3,38,7,N,10,25-00503,2
0,1,2,378100.0,0,11,1,2,2,1484.8000000000002,1,501,1,1,2,54,9,N,11,25-01300,2
0,2,2,90000.0,0,8,1,2,2,2406.4,6,322,1,1,N,31,8,N,12,25-01000,2
0,2,1,38000.0,1,5,6,2,2,3020.7999999999997,1,25,1,1,2,38,5,N,14,25-00503,2
0,2,2,70000.0,0,5,1,2,2,1484.8000000000002,4,501,1,1,N,66,6,N,16,25-01300,2
0,2,2,127400.0,0,5,1,2,2,3020.7999999999997,6,501,1,1,N,25,1,N,6,25-00503,2
0,2,2,3700.0,0,9,1,2,2,2099.2,4,501,1,1,N,64,8,N,8,25-00703,2
