SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,4,1,1,8,0,25-01000,63,0,N,501
1,4,1,1,9,0,25-00503,69,0,N,501
2,6,1,2,7,0,25-00703,52,0,N,501
2,1,6,1,0,0,25-00703,39,2,4,501
1,1,1,1,8,0,25-00703,32,2,4,501
2,1,1,1,9,0,25-02800,50,0,2,501
2,3,1,1,7,0,25-02800,61,0,2,501
1,N,1,1,N,0,25-02800,84,0,2,443
1,1,1,1,6,0,25-00703,62,0,4,501
2,3,1,1,5,0,25-01000,59,0,N,501
2,3,1,1,4,0,25-01000,57,0,N,501
2,5,2,0,3,0,25-02800,65,2,6,N
2,1,1,1,0,0,25-02800,60,0,2,467
1,N,1,1,N,0,25-01000,14,3,5,501
2,1,1,1,9,0,25-02800,57,0,4,501
2,4,1,1,7,0,25-01300,75,0,N,501
1,N,1,1,N,0,25-01300,5,3,5,501
2,6,1,2,3,0,25-00703,60,0,2,323
1,N,1,1,N,0,25-01300,14,0,9,34
1,1,7,1,7,0,25-01300,33,2,4,501
2,1,1,2,8,0,25-00703,24,0,2,158
1,6,1,1,0,0,25-00503,18,0,N,501
2,6,1,0,0,4,25-00503,17,N,N,N
1,1,1,2,8,0,25-00503,41,0,2,501
1,1,1,1,2,0,25-00703,78,0,4,501
2,N,1,1,N,0,25-02800,1,2,6,501
1,6,1,0,2,0,25-00503,19,N,N,279
2,4,1,1,7,0,25-01000,84,0,N,501
2,3,1,1,4,0,25-00703,57,0,N,24
1,6,1,1,6,0,25-02800,38,0,3,416
1,1,1,2,9,0,25-01300,45,2,4,380
1,N,1,1,N,0,25-01300,4,2,4,135
2,1,1,1,6,0,25-00703,59,0,2,501
2,5,1,0,2,0,25-00703,94,N,N,N
1,6,6,0,1,0,25-01300,94,N,N,N
1,1,1,1,9,0,25-01000,43,0,2,501
2,6,1,1,1,0,25-02800,22,0,3,501
1,6,1,1,0,0,25-00703,15,3,5,425
2,6,1,2,2,0,25-00703,32,0,2,34
1,N,1,2,N,0,25-00703,7,2,4,501
2,6,1,2,2,4,25-00503,35,0,N,75
2,6,1,1,1,0,25-01300,17,2,4,501
2,N,1,1,N,0,25-00703,2,2,4,501
1,2,1,2,7,0,25-02800,56,0,N,501
2,1,1,1,6,0,25-01300,64,0,2,501
1,6,1,0,2,0,25-00703,19,N,N,N
1,6,1,0,1,0,25-01300,20,N,N,N
1,4,1,1,7,0,25-00703,80,0,N,501
1,1,1,1,2,0,25-02800,57,0,4,170
1,5,1,0,7,0,25-00503,94,N,N,N
2,N,9,1,N,0,25-00503,8,2,4,501
1,6,6,1,6,0,25-01000,26,0,N,501
1,1,1,1,8,0,25-01000,37,1,3,501
2,3,1,1,7,0,25-00703,82,2,3,501
2,1,1,1,6,0,25-00703,64,0,2,464
1,1,1,1,9,0,25-00503,75,0,2,501
2,1,1,1,9,0,25-00503,43,2,4,501
1,1,1,1,8,0,25-01300,65,0,3,382
2,6,1,2,2,0,25-02800,37,0,2,29
1,4,1,1,8,0,25-01300,54,1,2,501
2,3,1,1,7,0,25-01300,83,0,N,501
2,1,1,1,8,0,25-01000,36,1,3,501
2,N,1,1,N,0,25-01300,5,1,2,501
2,1,1,1,4,0,25-01300,34,0,2,501
1,1,1,1,7,0,25-01300,48,1,3,501
1,N,1,1,N,0,25-01300,88,4,6,460
1,N,1,1,N,0,25-02800,11,2,4,501
1,N,1,1,N,0,25-01000,4,2,6,398
2,1,1,2,2,0,25-02800,65,0,2,501
2,1,1,1,7,0,25-00703,40,0,3,501
1,6,1,1,0,0,25-01300,15,2,5,324
2,6,1,1,2,0,25-00703,23,0,N,501
1,1,1,1,6,0,25-00503,63,0,2,501
2,1,1,1,6,0,25-00703,49,0,2,501
1,1,6,1,9,0,25-01300,43,2,4,501
2,3,1,1,2,0,25-01000,67,0,N,501
1,3,1,2,3,0,25-01300,75,0,2,93
2,4,1,1,1,0,25-01300,75,0,2,65
2,1,1,1,3,0,25-00703,70,0,2,340
1,6,2,2,3,4,25-02800,34,0,2,501
1,6,1,2,8,2,25-00503,50,0,N,402
2,1,1,1,8,0,25-02800,65,0,3,501
2,3,1,1,6,0,25-01300,48,1,2,501
1,6,1,1,2,0,25-02800,27,0,6,501
2,6,1,1,7,0,25-00503,59,0,N,397
2,4,2,0,4,0,25-02800,84,0,N,N
1,1,1,1,4,0,25-01000,86,0,2,327
2,6,1,1,1,0,25-00703,24,0,2,501
2,6,1,2,0,0,25-02800,15,2,4,501
2,1,1,1,9,0,25-00703,50,2,4,501
1,N,1,1,N,0,25-00703,12,1,3,501
1,2,1,2,7,0,25-00703,71,0,N,227
2,1,1,1,8,0,25-01000,57,1,3,501
1,1,1,1,8,0,25-00503,39,1,3,501
2,1,1,1,8,0,25-02800,64,0,4,501
2,6,8,0,2,0,25-00503,20,N,N,N
2,N,8,2,N,0,25-01300,6,3,6,501
1,6,1,1,5,0,25-02800,52,0,N,481
1,6,1,2,0,0,25-00503,36,2,4,465
1,N,1,1,N,0,25-01000,13,4,6,501
1,1,1,1,8,0,25-00703,61,0,2,501
1,5,1,1,7,0,25-00703,77,0,2,501
2,6,1,1,5,0,25-00703,28,0,4,501
2,4,1,1,5,0,25-02800,75,0,N,501
1,1,1,2,4,0,25-00703,35,1,3,173
2,6,1,1,1,0,25-00703,21,0,3,451
1,6,1,1,4,0,25-01000,46,1,3,501
2,1,1,1,5,0,25-00503,53,1,2,501
2,3,1,1,4,0,25-01300,84,0,N,427
1,6,2,2,5,0,25-02800,34,1,5,443
1,6,1,0,2,0,25-00503,18,N,N,441
2,1,1,1,9,0,25-01300,58,3,2,463
2,1,1,1,4,0,25-02800,55,0,3,105
1,N,1,1,N,0,25-00703,11,2,3,501
1,1,1,1,9,0,25-01000,48,3,5,352
2,6,2,0,2,0,25-00503,23,N,N,N
1,N,1,1,N,0,25-02800,1,1,3,304
1,6,1,2,7,0,25-02800,27,0,N,473
1,6,1,1,5,0,25-00503,29,0,N,103
2,6,1,2,1,0,25-00503,29,0,N,126
2,1,1,1,6,0,25-00703,50,0,2,501
2,1,1,1,0,4,25-01300,72,0,4,501
2,4,1,1,3,0,25-01000,55,0,4,501
1,1,1,1,9,0,25-00703,49,4,6,501
1,1,1,1,8,1,25-01000,42,0,2,501
2,1,6,1,9,0,25-02800,50,2,5,501
2,1,1,1,4,0,25-01000,55,0,2,228
1,4,1,1,9,0,25-00703,94,0,N,501
2,N,1,1,N,4,25-00703,10,3,5,501
1,N,1,1,N,0,25-02800,1,2,5,271
2,4,6,0,5,2,25-00503,10,2,3,N
2,1,1,1,5,0,25-00703,31,1,2,440
1,6,1,1,2,0,25-02800,29,1,3,173
1,N,1,1,N,0,25-01000,39,2,5,501
1,1,1,1,7,0,25-00703,54,0,2,275
2,1,2,1,7,0,25-02800,58,0,2,265
1,1,1,1,5,0,25-02800,31,0,2,501
1,1,1,1,7,0,25-02800,72,0,2,366
1,1,1,1,8,0,25-00703,65,0,2,501
1,1,9,2,4,0,25-00503,86,0,2,501
1,1,1,1,8,0,25-02800,50,2,4,501
2,3,1,2,5,0,25-01300,66,0,N,501
1,2,1,1,8,0,25-00703,11,0,N,98
1,1,1,1,0,0,25-01300,42,4,6,501
2,1,9,1,9,0,25-01300,39,2,4,501
2,1,1,1,4,0,25-00703,56,0,2,501
1,1,1,1,2,4,25-00703,85,0,2,501
1,1,1,1,7,0,25-00503,35,2,4,501
2,1,1,1,0,0,25-01000,78,0,7,501
2,1,1,1,1,0,25-02800,72,2,4,501
2,6,1,1,1,0,25-00703,28,0,2,501
1,4,1,1,8,0,25-00703,56,0,4,501
2,1,1,1,5,0,25-01300,39,1,4,501
2,N,1,1,N,4,25-01300,12,2,4,501
2,1,1,1,6,0,25-02800,60,0,2,501
1,N,1,2,N,4,25-00503,0,2,4,66
1,6,1,1,6,0,25-00703,32,0,N,501
1,N,1,1,N,0,25-00503,14,1,3,501
2,6,1,1,6,0,25-02800,72,0,4,501
2,N,1,1,N,0,25-01000,4,1,2,501
2,1,1,1,7,0,25-01000,40,2,4,0
1,1,1,1,8,0,25-00503,50,1,2,501
1,4,1,1,6,0,25-02800,69,0,3,501
2,1,1,1,4,0,25-01300,50,0,3,501
2,N,1,2,N,0,25-00503,1,1,6,457
1,1,1,1,8,0,25-00503,41,1,4,493
2,1,1,1,8,0,25-02800,62,0,2,501
2,N,1,1,N,0,25-01300,41,2,4,501
1,1,1,1,4,0,25-00703,35,0,3,501
1,1,6,1,7,0,25-01300,33,1,3,501
2,1,1,1,0,0,25-01300,63,0,3,501
1,1,1,1,7,0,25-00703,32,1,3,441
2,6,1,0,1,0,25-00503,19,N,N,N
1,6,1,2,2,0,25-00503,56,0,N,156
2,1,1,1,4,0,25-00703,70,0,2,501
1,1,1,1,6,0,25-00703,52,0,2,501
1,1,1,1,9,0,25-00703,72,0,2,501
2,1,1,1,4,0,25-00703,39,2,4,470
1,1,1,1,8,0,25-00703,30,0,2,501
2,1,9,1,0,0,25-01300,44,3,5,501
1,3,6,1,9,0,25-00503,65,0,N,243
2,6,1,1,6,0,25-01000,18,0,3,501
1,4,6,1,9,0,25-00703,75,0,N,501
2,1,6,1,9,0,25-00703,42,2,4,501
1,1,6,1,9,0,25-01300,49,2,4,501
1,1,1,1,6,0,25-02800,48,0,2,501
2,1,8,2,3,0,25-01000,58,3,5,240
1,1,1,1,7,0,25-00703,49,0,2,501
1,1,1,1,5,0,25-02800,68,0,7,327
1,6,1,1,3,0,25-01000,25,0,2,N
2,1,1,1,0,0,25-00703,56,2,4,279
1,1,1,1,9,0,25-00703,33,1,2,501
2,1,1,1,8,0,25-02800,55,0,2,501
1,2,1,0,2,0,25-02800,70,N,N,0
2,1,1,1,6,4,25-01000,51,2,4,501
1,1,1,1,9,0,25-00503,60,1,3,423
1,N,1,1,N,0,25-01000,9,2,4,501
1,1,1,2,8,0,25-00503,60,0,2,90
1,6,6,1,7,0,25-02800,28,0,N,501
1,1,1,1,4,0,25-01300,52,1,2,501
1,N,1,1,N,0,25-00703,14,3,5,501
2,6,1,1,2,0,25-01300,21,0,2,501
2,N,1,1,N,0,25-00503,2,2,4,501
1,1,1,1,6,0,25-02800,54,1,4,427
1,N,1,1,N,0,25-00703,10,2,4,501
2,1,1,1,8,0,25-01300,57,0,3,501
1,1,1,1,4,0,25-02800,53,0,2,501
2,2,1,1,4,0,25-01300,2,0,2,501
2,1,1,1,6,0,25-00703,38,2,4,239
2,6,1,2,2,0,25-00703,24,0,N,260
2,1,1,1,4,0,25-01000,60,0,2,501
1,1,1,2,5,0,25-00503,75,0,2,442
1,1,1,1,5,0,25-01000,71,0,2,501
1,4,6,1,7,0,25-00503,61,0,5,78
1,4,1,1,6,0,25-00703,15,4,5,401
2,6,1,1,7,0,25-01300,15,2,4,501
1,N,1,2,N,0,25-01000,13,2,7,397
1,1,1,1,9,0,25-01300,57,0,2,366
1,6,1,1,3,0,25-00703,51,0,2,396
2,1,6,1,8,0,25-02800,36,2,4,501
2,6,1,1,1,0,25-00703,23,0,4,501
2,6,1,1,1,0,25-00503,25,0,4,501
2,3,1,1,3,0,25-00503,86,0,N,501
2,6,1,2,3,0,25-00703,23,0,N,236
1,2,1,0,3,4,25-00503,88,N,N,27
2,N,9,1,N,0,25-00503,7,1,3,294
2,6,1,1,0,0,25-01000,22,0,5,93
2,1,6,2,6,0,25-00503,55,0,2,501
1,N,1,1,N,0,25-01000,13,2,3,501
2,6,1,1,1,0,25-00503,27,0,N,501
2,6,1,0,3,0,25-02800,20,N,N,N
1,1,1,1,6,0,25-02800,30,0,2,366
1,1,1,1,5,0,25-00703,0,2,4,501
2,N,1,1,N,0,25-00703,10,2,4,501
2,3,1,1,8,0,25-00703,68,0,N,358
2,6,1,2,1,0,25-02800,25,0,N,501
1,6,1,1,1,0,25-01000,23,2,4,501
2,1,1,1,8,0,25-01000,58,0,4,381
2,6,1,1,1,0,25-01300,30,3,5,501
2,3,1,2,5,0,25-00703,54,0,N,501
2,1,1,1,9,0,25-00503,32,0,3,501
1,1,1,1,3,0,25-00703,58,1,2,501
2,6,1,2,3,0,25-00503,29,0,N,31
1,1,1,1,8,0,25-01000,39,2,4,425
2,1,1,1,5,0,25-00703,53,0,2,501
1,6,1,1,7,0,25-02800,23,0,2,191
1,1,1,1,2,0,25-01300,65,0,2,501
2,6,1,0,0,0,25-00503,22,N,N,N
2,1,1,1,3,0,25-00503,29,2,4,501
1,4,1,2,9,0,25-00703,54,0,N,501
2,6,1,0,1,4,25-00703,22,N,N,334
1,1,1,1,9,0,25-01300,52,0,2,501
2,5,1,1,7,0,25-00703,77,1,6,501
2,3,1,1,3,0,25-01000,73,0,N,501
1,2,1,1,8,0,25-00703,1,1,5,366
1,6,1,1,5,0,25-00703,15,3,2,501
2,6,1,1,0,0,25-01300,15,0,3,115
2,1,1,1,1,0,25-00503,50,0,2,501
1,N,1,1,N,0,25-00503,10,2,4,348
1,N,1,1,N,0,25-00703,39,2,4,501
1,1,1,1,1,0,25-00703,64,0,2,308
1,2,1,0,1,0,25-01300,88,N,N,378
1,1,1,1,8,0,25-02800,40,0,2,501
1,4,6,2,8,0,25-01300,10,1,2,256
2,6,1,1,0,0,25-01000,71,0,4,501
2,3,1,1,1,0,25-01000,69,0,2,501
2,6,1,1,6,0,25-00703,19,0,N,501
2,N,6,1,N,0,25-01300,8,2,4,501
2,3,1,2,4,0,25-00703,82,0,N,246
2,4,1,2,2,0,25-00503,56,0,N,501
1,1,1,2,9,2,25-00703,45,2,4,467
2,4,1,2,8,0,25-01300,54,0,N,501
2,6,1,2,2,0,25-00503,33,0,N,227
1,1,1,2,9,0,25-00703,44,0,2,501
2,N,1,1,N,0,25-01300,14,2,4,501
2,N,6,1,N,0,25-00503,1,1,3,380
1,1,1,1,9,0,25-01000,78,0,2,501
1,N,1,1,N,0,25-02800,12,2,4,501
1,6,1,0,0,0,25-02800,18,N,N,N
1,1,1,1,9,0,25-00703,30,0,2,501
1,4,2,0,4,0,25-01300,35,2,3,380
2,1,1,1,5,0,25-02800,72,0,7,501
1,1,1,1,6,0,25-01300,41,2,5,501
2,6,1,0,1,0,25-01000,20,N,N,475
2,1,1,1,2,0,25-01000,60,0,2,501
2,1,1,1,3,0,25-00703,41,3,6,471
2,4,1,1,3,0,25-02800,57,0,N,204
1,N,1,1,N,0,25-01300,87,0,2,501
2,6,1,1,0,0,25-00503,23,0,5,501
2,N,1,1,N,0,25-02800,9,2,4,501
2,1,1,2,9,0,25-02800,61,2,4,305
2,1,1,1,3,0,25-02800,73,0,2,501
2,1,1,1,7,0,25-00703,63,2,4,501
1,1,1,1,8,0,25-02800,85,0,3,501
2,N,6,2,N,0,25-00503,5,2,4,501
2,N,1,1,N,0,25-01300,88,0,2,501
1,1,1,1,9,0,25-01000,39,2,4,501
2,3,1,1,9,0,25-00503,77,0,N,501
2,1,1,1,4,0,25-01000,71,0,2,501
1,6,1,0,2,0,25-00703,52,N,N,N
2,N,1,1,N,0,25-01300,13,4,6,501
2,1,1,1,6,0,25-02800,36,0,2,501
1,6,1,1,7,0,25-00703,23,0,5,501
1,6,1,1,0,0,25-02800,15,2,4,460
2,6,1,2,6,0,25-01000,9,0,N,501
2,3,1,0,2,0,25-00703,94,N,N,407
1,4,7,0,4,0,25-00503,10,2,3,N
1,N,1,1,N,0,25-01300,11,3,5,459
2,6,1,0,2,1,25-00703,21,N,N,70
2,1,1,1,2,0,25-01300,39,0,2,501
2,6,2,0,2,4,25-00703,19,N,N,N
2,6,1,1,3,0,25-02800,49,0,3,501
2,6,1,2,6,0,25-02800,43,0,N,501
2,2,1,1,4,0,25-02800,71,0,5,501
1,N,6,0,5,0,25-00503,11,0,N,37
1,6,1,2,7,0,25-00703,74,0,N,384
2,1,1,1,8,0,25-01000,50,0,2,501
1,1,1,1,9,0,25-00703,34,1,3,501
1,6,6,0,1,4,25-00703,82,N,N,N
1,1,1,1,6,0,25-01300,36,2,4,501
1,N,1,1,N,0,25-00703,13,2,4,30
2,1,8,2,3,0,25-02800,58,0,2,354
2,3,1,1,9,0,25-00503,94,0,N,501
1,N,1,1,N,0,25-01300,12,3,5,244
1,1,6,1,9,0,25-00503,33,3,5,501
2,1,1,1,4,0,25-01000,58,0,3,459
2,6,2,0,2,0,25-02800,32,N,N,N
2,1,1,1,4,0,25-00703,52,1,3,501
1,6,1,2,8,0,25-00503,27,0,N,198
2,1,9,1,6,0,25-00503,53,0,2,501
2,N,1,1,N,4,25-00703,3,2,4,501
1,6,1,1,0,0,25-02800,19,1,3,501
1,1,6,1,9,0,25-02800,72,0,2,480
1,1,1,1,7,0,25-00703,35,1,4,70
2,1,1,1,5,0,25-01300,46,0,4,501
1,1,1,1,9,0,25-00703,54,0,2,501
2,6,1,0,4,0,25-00503,18,N,N,37
1,2,1,2,8,0,25-00503,66,0,N,137
1,N,1,1,N,0,25-01300,0,4,6,376
2,N,1,1,N,0,25-00703,4,2,4,501
1,3,1,2,9,0,25-00703,42,0,N,3
2,6,1,2,6,0,25-00703,22,0,N,294
1,1,1,1,2,1,25-00703,66,0,4,501
1,N,1,2,N,0,25-00503,1,1,2,473
2,1,7,1,1,0,25-00503,37,2,4,501
1,6,1,2,6,4,25-00703,23,0,N,478
1,N,1,1,N,0,25-01300,10,2,4,443
2,1,1,1,4,0,25-02800,52,1,4,501
1,N,1,2,N,0,25-01000,6,3,5,481
1,1,1,1,9,0,25-01300,33,3,5,501
1,N,1,1,N,0,25-01300,11,1,3,501
2,1,1,1,7,0,25-01000,65,0,2,281
2,6,1,1,6,0,25-00703,76,0,N,501
1,1,1,1,8,0,25-01000,85,0,2,501
2,N,1,1,N,0,25-01000,5,4,6,409
1,N,1,1,N,0,25-02800,9,2,4,501
2,2,6,0,2,0,25-00503,63,N,N,N
1,N,1,1,N,0,25-00503,6,4,6,501
1,1,1,1,9,0,25-01300,70,1,2,501
2,6,1,0,1,0,25-00503,19,N,N,N
1,1,1,1,9,0,25-02800,64,0,2,501
1,1,1,1,0,0,25-00703,60,0,6,501
2,N,6,1,N,0,25-00503,84,0,9,501
2,3,1,1,6,0,25-01000,85,0,N,501
2,6,1,1,1,0,25-00503,49,0,3,501
2,1,1,1,3,0,25-01000,67,0,2,501
1,1,1,1,6,0,25-01000,61,0,3,501
1,1,6,1,9,0,25-02800,44,2,4,501
1,N,1,1,N,0,25-01300,1,2,4,501
2,N,1,1,N,0,25-00703,5,2,4,501
2,1,1,1,6,0,25-02800,83,0,2,430
