"AGEP","RAC1P","MSP","SEX","HOUSING_TYPE","OWN_RENT","DVET","DEYE","PINCP_DECILE","EDU"
"23","2","6","1","1","2","N","2","0","4"
"62","2","4","2","1","1","N","2","5","7"
"25","1","6","2","1","2","N","2","5","5"
"32","1","6","1","1","1","N","2","2","5"
"7","9","N","1","1","2","N","2","N","3"
"65","3","1","1","1","1","N","2","3","8"
"28","2","6","2","1","2","N","2","7","5"
"22","2","6","1","1","2","N","2","7","5"
"44","1","6","2","1","1","N","2","1","6"
"36","1","1","1","1","1","N","2","8","5"
"67","1","1","2","1","1","N","2","9","10"
"25","1","6","1","1","2","N","2","5","9"
"31","1","1","2","1","1","N","2","8","10"
"16","1","6","2","1","1","N","2","1","4"
"31","1","1","2","1","1","N","2","8","9"
"22","8","6","1","1","2","N","2","2","4"
"55","2","1","2","1","1","N","2","5","9"
"8","3","N","2","1","2","N","2","N","1"
"80","1","1","2","1","1","N","1","2","3"
"25","8","1","2","1","2","N","2","5","5"
"29","6","1","2","1","1","N","2","7","10"
"50","1","4","2","1","1","N","2","6","9"
"77","1","1","2","1","1","N","2","7","9"
"62","1","1","1","1","2","N","2","2","8"
"61","2","1","1","1","2","N","2","2","9"
"18","2","6","1","3","0","N","2","2","4"
"28","1","6","1","1","2","N","2","6","9"
"19","1","6","1","3","0","N","2","0","7"
"2","1","N","1","1","1","N","2","N","N"
"63","2","5","2","1","2","N","2","2","5"
"66","2","3","2","1","1","N","2","5","5"
"43","1","1","2","1","1","N","2","8","10"
"21","2","6","2","1","2","N","2","0","5"
"32","1","6","2","1","1","N","2","8","10"
"20","1","6","1","3","0","N","2","2","5"
"50","1","1","2","1","1","N","2","9","9"
"30","1","4","2","1","2","N","2","4","6"
"50","1","1","1","1","1","N","2","9","12"
"6","2","N","1","1","2","N","2","N","2"
"65","9","1","2","1","1","N","2","2","9"
"50","1","1","1","1","2","N","2","8","12"
"63","1","4","2","1","2","N","2","3","10"
"10","1","4","1","1","2","N","2","2","3"
"9","6","N","1","1","2","N","2","N","3"
"4","1","N","1","1","1","N","2","N","1"
"14","2","N","1","1","2","N","2","N","3"
"59","9","6","2","1","1","N","2","2","7"
"42","1","1","2","1","1","N","2","7","10"
"23","2","6","2","1","2","N","2","4","7"
"63","2","4","2","1","2","N","2","2","9"
"19","1","6","1","3","0","N","2","0","5"
"32","1","6","1","3","0","N","2","6","7"
"37","1","1","1","1","1","N","2","7","9"
"3","1","N","1","1","2","N","2","N","2"
"25","2","6","1","1","2","N","2","4","7"
"18","1","6","1","3","0","N","2","0","7"
"21","2","6","1","3","0","N","2","0","7"
"42","6","1","1","1","2","N","2","9","11"
"13","2","N","1","1","1","N","2","N","3"
"42","6","1","2","1","1","N","2","9","10"
"22","8","6","1","1","1","N","2","3","5"
"22","2","6","1","1","2","N","2","0","5"
"65","3","3","2","1","1","N","2","3","8"
"34","1","6","2","1","1","N","2","5","9"
"36","2","6","2","1","2","N","2","7","8"
"41","3","6","2","1","2","N","2","5","10"
"44","1","6","2","1","1","N","2","1","6"
"0","1","N","2","1","1","N","2","N","N"
"48","1","1","2","1","1","N","2","9","10"
"57","1","2","1","1","1","N","2","8","10"
"9","2","N","2","1","1","N","2","N","3"
"46","1","1","1","1","1","N","2","8","10"
"55","1","1","2","1","1","N","2","2","9"
"8","1","N","1","1","1","N","2","N","3"
"34","1","1","2","1","1","N","2","5","9"
"65","2","3","1","1","2","N","2","4","8"
"9","2","N","2","1","2","N","2","N","3"
"75","2","3","1","1","2","N","2","3","7"
"65","3","4","2","1","1","N","2","3","5"
"76","1","6","2","1","1","N","2","1","9"
"82","1","1","2","1","1","N","2","3","4"
"14","2","N","1","1","1","N","2","N","3"
"26","1","6","1","1","1","N","2","4","7"
"76","1","1","1","1","1","N","2","0","9"
"67","1","1","1","1","1","N","2","9","7"
"62","1","1","2","1","1","N","2","9","5"
"49","1","6","1","1","1","N","2","8","12"
"3","2","N","1","1","1","N","2","N","1"
"15","1","6","2","1","1","N","2","0","4"
"70","2","4","2","1","1","N","2","5","7"
"50","1","1","1","1","1","N","2","6","9"
"26","1","6","1","1","2","N","2","4","7"
"62","2","4","2","1","2","N","2","5","5"
"60","1","4","2","1","1","N","2","3","8"
"55","1","1","2","1","1","N","1","5","7"
"67","1","1","1","1","1","N","2","5","7"
"73","1","1","2","1","1","N","2","3","7"
"66","2","2","2","1","1","N","2","0","6"
"76","1","1","2","1","2","N","2","0","5"
"67","1","1","2","1","1","N","2","9","10"
"65","2","3","2","1","1","N","2","3","8"
"5","1","N","2","1","1","N","2","N","2"
"44","2","1","2","1","1","N","2","5","7"
"29","2","2","2","1","2","N","2","6","10"
"44","2","6","2","1","2","N","2","2","6"
"1","1","N","2","1","1","N","2","N","N"
"34","2","1","1","1","2","N","2","9","9"
"56","2","4","2","1","1","N","2","1","7"
"3","2","N","1","1","1","N","2","N","2"
"30","2","6","2","1","1","N","2","5","7"
"23","1","6","2","1","1","N","2","3","9"
"56","1","4","2","1","2","N","2","4","5"
"63","1","1","2","1","1","N","2","6","9"
"24","2","6","2","1","2","N","2","7","4"
"49","1","1","2","1","1","N","2","9","12"
"45","2","4","2","1","2","N","2","7","10"
"65","2","3","1","1","1","N","2","3","8"
"42","1","1","1","1","2","N","2","9","11"
"18","1","6","1","3","0","N","2","2","7"
"61","6","1","2","1","2","N","2","9","10"
"64","1","6","1","1","1","N","2","9","10"
"0","1","N","2","1","1","N","2","N","N"
"19","2","6","1","3","0","N","2","0","7"
"16","1","6","2","1","2","N","2","0","4"
"25","2","6","1","1","2","N","2","2","5"
"67","1","1","1","1","1","N","2","9","10"
"66","2","3","2","1","2","N","2","2","3"
"4","1","N","1","1","1","N","2","N","2"
"64","1","4","1","1","1","N","2","3","7"
"27","1","6","2","1","1","N","2","8","9"
"13","1","N","1","1","1","N","2","N","3"
"41","1","1","1","1","2","N","2","9","9"
"64","1","6","1","1","1","N","2","3","8"
"32","1","6","1","1","1","N","2","8","11"
"22","2","6","1","1","2","N","2","2","4"
"67","9","1","1","1","1","N","2","5","7"
"46","1","1","2","1","1","N","2","1","9"
"6","3","N","2","1","1","N","2","N","3"
"29","6","1","2","1","1","N","2","8","10"
"9","2","N","1","1","2","N","2","N","3"
"57","1","1","1","1","1","N","2","7","9"
"24","3","6","1","1","2","N","2","4","7"
"13","1","N","1","1","1","N","2","N","3"
"6","3","N","2","1","1","N","2","N","3"
"26","1","6","1","1","2","N","2","6","7"
"21","2","6","1","1","1","N","2","0","5"
"57","2","4","1","1","2","N","2","7","10"
"15","9","6","2","1","1","N","2","0","3"
"21","2","6","2","1","2","N","2","0","7"
"22","8","6","1","1","2","N","2","0","4"
"50","1","1","1","1","1","N","2","9","9"
"65","2","3","2","1","1","N","1","2","8"
"61","2","4","2","1","2","N","2","1","7"
"46","1","6","2","1","1","N","2","1","11"
"26","2","6","2","1","2","N","2","8","9"
"63","1","1","2","1","1","N","2","8","7"
"50","1","4","1","1","2","N","2","8","12"
"65","1","1","1","1","1","N","2","2","7"
"3","1","N","1","1","2","N","2","N","2"
"64","6","1","2","1","1","N","2","7","9"
"3","1","N","2","1","1","N","2","N","1"
"42","1","1","1","1","2","N","2","9","9"
"35","1","1","2","1","2","N","2","9","11"
"63","2","6","2","1","1","N","2","2","7"
"41","2","6","2","1","2","N","2","9","9"
"36","2","6","1","1","1","N","2","7","8"
"17","2","6","1","1","2","N","2","0","4"
"34","1","1","2","1","1","N","2","0","7"
"30","2","6","1","1","2","N","2","5","5"
"38","6","6","1","1","1","N","2","7","10"
"76","1","6","2","1","1","N","2","1","5"
"59","8","1","1","1","1","N","2","0","6"
"36","1","5","2","1","2","N","2","9","5"
"64","2","4","1","1","1","N","2","5","8"
"1","1","N","1","1","2","N","2","N","N"
"36","1","6","2","1","1","N","2","7","5"
"79","1","3","2","1","1","N","2","2","7"
"54","1","1","2","1","1","N","2","0","2"
"26","2","6","2","1","2","N","2","5","9"
"5","1","N","1","1","2","N","2","N","2"
"60","2","6","1","1","1","N","2","4","7"
"62","1","1","1","1","2","N","2","9","5"
"75","1","3","2","1","2","N","2","3","5"
"14","2","N","2","1","2","N","2","N","3"
"16","2","6","1","1","1","N","2","0","4"
"2","1","N","1","1","2","N","2","N","N"
"82","2","1","1","1","1","N","2","4","5"
"1","2","N","1","1","1","N","2","N","N"
"63","1","1","2","1","1","N","2","9","11"
"22","6","6","2","1","2","N","2","0","4"
"68","1","1","1","1","1","N","2","2","9"
"59","2","6","1","1","1","N","2","3","6"
"64","1","6","2","1","1","N","2","3","8"
"59","1","6","1","1","1","N","2","2","7"
"79","1","3","1","1","1","N","1","2","4"
"63","1","4","1","1","1","N","2","6","7"
"43","1","4","2","1","2","N","2","6","9"
"20","9","6","2","1","2","N","2","1","5"
"64","1","6","2","1","2","N","2","1","5"
"7","1","N","1","1","2","N","2","N","3"
"35","6","1","1","1","1","N","2","9","11"
"16","2","6","1","1","2","N","2","0","4"
"19","2","6","1","3","0","N","2","3","7"
"17","2","6","2","1","1","N","2","0","4"
"46","1","1","2","1","1","N","2","1","10"
"7","9","N","1","1","2","N","2","N","2"
"18","2","6","1","3","0","N","2","0","7"
"55","6","1","2","1","2","N","2","9","12"
"73","1","1","1","1","1","N","2","9","7"
"49","1","1","1","1","1","N","2","8","12"
"18","1","6","2","1","1","N","2","1","4"
"44","2","4","1","1","1","N","2","5","10"
"1","2","N","1","1","1","N","2","N","N"
"3","2","N","1","1","2","N","2","N","1"
"51","1","1","1","1","1","N","2","9","10"
"56","2","4","1","1","2","N","2","4","4"
"30","2","1","1","1","2","N","2","4","7"
"32","1","6","1","3","0","N","2","6","9"
"49","1","1","2","1","1","N","2","8","12"
"38","1","4","2","1","2","N","2","9","9"
"9","1","N","1","1","1","N","2","N","3"
"72","1","4","2","1","1","N","2","3","10"
"3","1","N","1","1","1","N","2","N","1"
"64","6","1","2","1","2","N","2","9","9"
"9","6","N","1","1","2","N","2","N","3"
"48","1","1","2","1","1","N","2","9","10"
"39","6","1","2","1","1","N","2","8","9"
"65","2","3","2","1","1","N","2","3","8"
"47","1","1","2","1","1","N","2","9","10"
"36","6","5","1","1","2","N","2","2","4"
"76","6","1","2","1","1","N","2","2","9"
"43","1","1","2","1","2","N","2","6","7"
"7","1","N","1","1","1","N","2","N","3"
"67","1","1","2","1","1","N","2","9","7"
"29","1","6","2","1","1","N","2","8","9"
"30","2","4","2","1","2","N","2","4","5"
"36","1","1","2","1","1","N","2","8","9"
"9","2","N","1","1","1","N","2","N","3"
"68","1","1","1","1","2","N","2","9","5"
"18","1","6","1","1","1","N","2","0","7"
"58","2","1","2","1","1","N","2","6","5"
"70","2","1","2","1","2","N","2","7","7"
"18","2","6","1","3","0","N","2","0","5"
"25","2","6","2","1","2","N","2","2","5"
"44","2","4","2","1","1","N","2","2","5"
"28","2","6","2","1","2","N","2","6","9"
"57","2","4","2","1","2","N","2","7","10"
"29","6","6","1","1","2","N","2","6","10"
"61","1","1","2","1","1","N","2","7","7"
"26","2","6","1","1","2","N","2","4","5"
"21","1","6","1","1","2","N","2","0","7"
"23","2","6","2","1","1","N","2","1","7"
"25","2","6","1","1","2","N","2","5","5"
"63","2","6","2","1","1","N","2","3","7"
"22","2","6","2","1","2","N","2","3","9"
"62","2","1","2","1","1","N","2","3","8"
"39","1","6","2","1","1","N","2","8","9"
"46","2","1","1","1","1","N","2","8","8"
"18","2","6","1","3","0","N","2","2","5"
"55","1","1","1","1","1","N","2","9","9"
"21","2","6","1","3","0","N","2","0","7"
"56","1","4","2","1","2","N","2","4","4"
"40","1","1","1","1","2","N","2","9","9"
"56","2","4","2","1","2","N","2","1","7"
"31","1","1","2","1","1","N","2","4","9"
"50","1","1","1","1","1","N","2","7","9"
"62","2","4","1","1","2","N","2","3","5"
"63","2","3","2","1","2","N","2","8","7"
"62","2","4","1","1","2","N","2","2","4"
"0","1","N","2","1","1","N","2","N","N"
"59","2","6","2","1","2","N","2","3","7"
"4","2","N","1","1","2","N","2","N","2"
"4","1","N","1","1","1","N","2","N","1"
"30","2","6","1","1","2","N","2","2","5"
"44","2","6","2","1","2","N","2","1","6"
"16","2","6","2","1","1","N","2","0","4"
"46","1","1","1","1","1","N","2","9","11"
"13","1","N","2","1","1","N","2","N","3"
"79","1","3","2","1","1","N","1","2","7"
"66","2","3","2","1","2","N","2","2","6"
"44","6","1","2","1","1","N","2","9","8"
"77","1","1","1","1","1","N","2","7","9"
"13","1","N","2","1","1","N","2","N","3"
"61","6","4","2","1","2","N","2","1","9"
"38","1","3","1","1","2","N","2","8","9"
"19","1","6","1","3","0","N","2","7","7"
"53","1","2","1","1","1","N","2","8","10"
"57","2","1","1","1","1","N","2","9","5"
"18","2","6","1","3","0","N","2","0","7"
"69","1","6","2","1","1","N","2","8","7"
"66","2","6","2","1","1","N","2","2","3"
"56","1","4","2","1","1","N","2","6","4"
"60","1","1","2","1","1","N","2","8","7"
"14","1","N","1","1","2","N","2","N","3"
"59","2","1","2","1","1","N","2","3","6"
"21","2","6","1","3","0","N","2","0","7"
"46","2","6","1","1","2","N","2","8","8"
"3","1","N","2","1","2","N","2","N","1"
"1","1","N","1","1","1","N","2","N","N"
"60","1","1","2","1","2","N","2","3","4"
"50","1","4","2","1","2","N","2","5","7"
"32","1","1","1","1","2","N","2","8","11"
"31","1","6","2","1","1","N","2","4","9"
"32","1","6","1","3","0","N","2","6","6"
"44","2","6","2","1","1","N","2","5","9"
"39","6","4","2","1","2","N","2","0","9"
"27","1","6","2","1","2","N","2","1","4"
"16","2","6","1","1","1","N","2","0","4"
"43","1","1","1","1","2","N","2","8","9"
"56","2","6","2","1","2","N","2","4","9"
"65","2","3","2","1","1","N","1","3","8"
"49","1","1","1","1","1","N","2","9","10"
"70","1","6","2","1","1","N","2","4","5"
"56","1","4","2","1","2","N","2","1","7"
"21","2","6","2","1","2","N","2","0","7"
"19","2","6","1","3","0","N","2","0","7"
"45","1","1","2","1","2","N","2","9","10"
"56","1","1","2","1","1","N","1","1","7"
"6","1","N","1","1","2","N","2","N","2"
"64","2","4","2","1","2","N","2","4","8"
"36","1","5","2","1","2","N","2","1","4"
"55","1","5","2","1","2","N","2","1","7"
"4","2","N","1","1","2","N","2","N","1"
"75","2","3","1","1","2","N","2","3","5"
"51","1","1","1","1","1","N","2","8","5"
"56","3","6","1","1","1","N","2","4","4"
"56","2","4","2","1","1","N","2","8","4"
"24","3","6","1","1","2","N","2","4","4"
"75","1","3","2","1","1","N","1","3","5"
"42","1","6","2","1","2","N","2","9","11"
"26","1","1","1","1","2","N","2","0","9"
"65","2","4","1","1","2","N","2","3","8"
"22","8","6","1","1","2","N","2","3","9"
"69","1","1","2","1","1","N","2","2","5"
"65","3","3","1","1","2","N","2","4","5"
"46","1","6","1","1","1","N","2","9","11"
"70","1","1","2","1","1","N","1","4","5"
"64","1","1","2","1","2","N","2","4","7"
"35","1","1","1","1","1","N","2","8","10"
"35","2","1","1","1","1","N","2","8","4"
"58","1","1","1","1","1","N","2","9","9"
"69","2","1","2","1","2","N","2","7","7"
"32","1","6","1","3","0","N","2","8","9"
"77","1","1","1","1","1","N","2","7","9"
"7","1","N","1","1","1","N","2","N","3"
"52","1","1","2","1","1","N","2","8","5"
"43","2","4","2","1","2","N","2","1","7"
"60","2","4","2","1","2","N","2","0","5"
"12","1","N","2","1","2","N","2","N","3"
"29","1","1","2","1","1","N","2","7","9"
"78","1","3","2","1","1","N","2","3","7"
"47","2","6","2","1","1","N","2","4","5"
"16","2","6","2","1","2","N","2","1","4"
"57","1","1","2","1","1","N","2","0","9"
"24","3","6","2","1","2","N","2","5","7"
"29","1","6","1","1","2","N","2","7","10"
"18","1","6","1","3","0","N","2","2","4"
"4","1","N","1","1","2","N","2","N","2"
"35","1","1","1","1","2","N","2","9","11"
"19","1","6","1","3","0","N","2","0","5"
"69","9","6","1","1","2","N","2","2","5"
"48","1","1","2","1","1","N","2","9","9"
"58","1","1","2","1","1","N","2","9","9"
"77","1","4","1","1","1","N","2","3","3"
"22","8","6","1","1","2","N","2","2","4"
"33","1","6","2","1","1","N","2","7","9"
"32","1","6","1","3","0","N","2","9","7"
"28","2","6","2","1","2","N","2","6","9"
"69","9","1","1","1","1","N","2","7","5"
"22","8","6","1","1","2","N","2","0","4"
"51","1","3","2","1","1","N","2","8","9"
"65","2","3","1","1","2","N","2","4","8"
"71","1","1","2","1","1","N","2","7","8"
"63","1","1","1","1","1","N","2","6","5"
"27","1","6","1","1","2","N","2","8","9"
"62","2","4","2","1","2","N","2","4","8"
"40","6","1","1","1","2","N","2","4","9"
"67","1","1","2","1","1","N","2","5","7"
"67","1","1","1","1","1","N","2","9","10"
"60","2","1","1","1","1","N","1","6","4"
"2","2","N","1","1","1","N","2","N","N"
"25","8","6","2","1","2","N","2","4","4"
"9","6","N","1","1","1","N","2","N","3"
"76","1","1","2","1","1","N","1","2","1"
"16","2","6","1","1","1","N","2","0","4"
"15","9","6","1","1","2","N","2","0","3"
"36","2","5","2","1","2","N","2","1","5"
"22","2","6","1","1","2","N","2","3","5"
"15","1","6","1","1","1","N","2","0","3"
"26","2","6","2","1","1","N","2","4","10"
"79","1","3","2","1","1","N","1","2","10"
"60","1","4","1","1","2","N","2","6","7"
"63","2","3","2","1","1","N","2","6","5"
"81","1","1","1","1","1","N","2","4","5"
"14","1","N","2","1","1","N","2","N","3"
"19","1","4","2","1","2","N","2","1","7"
"32","1","1","2","1","2","N","2","7","7"
"72","1","1","2","1","1","N","2","6","9"
"60","2","1","1","1","2","N","2","4","4"
"29","1","1","1","1","1","N","2","6","9"
"53","1","1","2","1","1","N","2","7","10"
"16","2","6","1","1","2","N","2","0","4"
"41","1","4","1","1","2","N","2","5","8"
"44","2","4","2","1","1","N","2","2","7"
"15","9","6","1","1","1","N","2","0","4"
"32","1","6","1","1","1","N","2","8","11"
"32","1","1","1","1","2","N","2","8","9"
"59","2","4","2","1","2","N","2","2","7"
"55","1","1","2","1","1","N","2","2","10"
"79","1","3","2","1","1","N","1","3","7"
"18","1","6","1","3","0","N","2","0","7"
"44","1","4","1","1","2","N","2","2","7"
"24","2","2","2","1","2","N","2","1","4"
"25","2","6","1","1","2","N","2","2","5"
"32","1","6","1","3","0","N","2","8","5"
"51","1","3","2","1","2","N","2","6","10"
"54","1","1","1","1","1","N","2","9","9"
"44","2","1","1","1","2","N","2","2","8"
"46","2","6","2","1","1","N","2","1","10"
"32","1","1","2","1","1","N","2","7","6"
"56","3","1","1","1","1","N","2","4","5"
"11","2","N","2","1","1","N","2","N","3"
"64","2","6","2","1","1","N","2","7","8"
"79","1","3","2","1","1","N","2","3","7"
"15","1","6","2","1","1","N","2","0","4"
"47","1","1","2","1","1","N","2","4","7"
"56","3","6","1","1","1","N","2","4","7"
"35","6","6","2","1","2","N","2","1","9"
"30","2","6","2","1","2","N","2","6","9"
"44","2","1","2","1","2","N","2","2","9"
"46","1","1","2","1","1","N","2","1","11"
"9","6","N","2","1","2","N","2","N","3"
"64","6","1","2","1","1","N","2","1","11"
"41","1","1","2","1","1","N","2","5","8"
"47","1","1","1","1","1","N","2","9","9"
"48","1","1","1","1","1","N","2","9","10"
"2","1","N","2","1","2","N","2","N","N"
"8","3","N","1","1","2","N","2","N","3"
"79","1","3","2","1","2","N","2","2","4"
"34","1","1","2","1","1","N","2","8","10"
"46","1","1","2","1","1","N","2","8","10"
"18","2","6","1","3","0","N","2","2","4"
"65","2","3","2","1","1","N","2","4","7"
"63","1","4","2","1","1","N","2","6","7"
"4","1","N","1","1","2","N","2","N","2"
"6","2","N","1","1","1","N","2","N","3"
"56","3","4","2","1","1","N","2","1","5"
"45","2","5","2","1","2","N","2","2","9"
"12","1","N","2","1","1","N","2","N","3"
"38","1","1","2","1","2","N","2","3","9"
"11","1","N","1","1","1","N","2","N","3"
"32","1","1","1","1","1","N","2","8","9"
"60","6","1","2","1","1","N","2","9","9"
"1","2","N","2","1","1","N","2","N","N"
"3","2","N","2","1","1","N","2","N","1"
"4","2","N","1","1","2","N","2","N","1"
"12","1","N","2","1","1","N","2","N","1"
"66","1","2","2","1","1","N","2","5","9"
"8","3","N","2","1","1","N","2","N","3"
"31","1","1","2","1","1","N","2","5","7"
"15","6","6","1","1","1","N","2","0","4"
"55","1","1","2","1","1","N","1","1","6"
"9","1","N","2","1","1","N","2","N","3"
"30","1","6","1","1","2","N","2","4","9"
"65","2","3","2","1","1","N","2","1","5"
"63","2","4","2","1","1","N","2","6","7"
"13","2","N","1","1","2","N","2","N","3"
"11","1","N","1","1","2","N","2","N","3"
"22","2","6","1","1","2","N","2","3","9"
"15","6","6","2","1","1","N","2","0","3"
"24","1","1","1","1","1","N","2","4","9"
"50","1","1","2","1","1","N","2","8","10"
"18","1","3","2","1","1","N","2","1","7"
"28","2","1","2","1","1","N","2","4","9"
"23","2","6","2","1","2","N","2","0","9"
"38","1","1","1","1","2","N","2","8","10"
"53","9","1","1","1","1","N","2","8","7"
"30","1","6","2","1","2","N","2","6","7"
"18","1","6","1","3","0","N","2","2","5"
"34","1","1","2","1","1","N","2","0","9"
"19","1","6","1","3","0","N","2","0","7"
"69","1","1","1","1","1","N","2","8","5"
"4","1","N","1","1","2","N","2","N","2"
"49","2","1","1","1","2","N","2","9","10"
"63","2","4","2","1","2","N","2","2","7"
"42","6","6","1","1","1","N","2","9","11"
"14","1","N","2","1","1","N","2","N","3"
"78","2","3","2","1","1","N","2","3","5"
"59","2","1","2","1","1","N","2","2","7"
"14","1","N","1","1","2","N","2","N","3"
"14","2","N","2","1","1","N","2","N","3"
"49","1","6","2","1","2","N","2","8","10"
"36","1","6","2","1","1","N","2","7","8"
"33","2","6","1","1","1","N","2","7","10"
"59","2","4","2","1","2","N","2","5","7"
"63","2","4","2","1","2","N","2","3","5"
"33","1","1","2","1","1","N","2","9","12"
"82","1","1","2","1","1","N","2","6","4"
"57","1","1","1","1","1","N","2","7","10"
"8","1","N","2","1","1","N","2","N","1"
"63","1","4","2","1","2","N","2","2","7"
"50","1","1","1","1","1","N","2","8","9"
"8","1","N","2","1","2","N","2","N","3"
"1","2","N","1","1","1","N","2","N","N"
"39","1","1","2","1","1","N","2","8","10"
"12","1","N","2","1","1","N","2","N","3"
"2","1","N","1","1","1","N","2","N","N"
"1","1","N","2","1","1","N","2","N","N"
"46","1","6","1","1","2","N","2","8","11"
"22","2","6","1","1","1","N","2","3","5"
"60","2","4","2","1","1","N","2","0","7"
"63","1","6","2","1","1","N","2","6","5"
"40","1","1","1","1","1","N","2","7","7"
"43","2","1","2","1","1","N","2","8","9"
"33","1","1","2","1","2","N","2","4","7"
"33","1","1","1","1","1","N","2","7","9"
"72","1","1","2","1","1","N","2","4","9"
"64","1","1","2","1","1","N","2","1","11"
"66","1","4","2","1","1","N","2","2","9"
"46","1","6","1","1","1","N","2","9","9"
"55","6","1","2","1","1","N","2","9","12"
"26","2","6","1","1","2","N","2","4","7"
"25","8","6","1","1","2","N","2","4","5"
"36","2","5","2","1","2","N","2","1","5"
"36","1","6","2","1","2","N","2","7","9"
"49","1","1","1","1","1","N","2","9","9"
"51","1","3","2","1","2","N","2","5","5"
"22","1","6","2","1","2","N","2","1","4"
"64","1","1","1","1","1","N","2","9","9"
"78","1","1","2","1","1","N","2","3","5"
"7","9","N","1","1","2","N","2","N","2"
"18","1","6","1","3","0","N","2","2","4"
"14","1","N","1","1","2","N","2","N","3"
"45","2","6","1","1","2","N","2","5","10"
"48","1","4","2","1","1","N","2","8","10"
"4","1","N","1","1","2","N","2","N","2"
"35","1","1","1","1","1","N","2","9","11"
"26","2","6","2","1","2","N","2","6","10"
"36","2","6","2","1","2","N","2","5","4"
"38","1","1","2","1","2","N","2","3","10"
"47","1","6","1","1","1","N","2","4","5"
"18","2","6","1","3","0","N","2","2","5"
"57","2","4","2","1","1","N","2","2","5"
"70","2","6","1","1","1","N","2","5","7"
"63","2","5","2","1","2","N","2","2","5"
"55","6","5","2","1","2","N","2","9","12"
"56","3","1","1","1","1","N","2","4","5"
"64","2","4","2","1","1","N","2","4","8"
"79","1","3","2","1","1","N","2","3","7"
"16","2","6","1","1","1","N","2","0","4"
"49","1","1","1","1","1","N","2","9","12"
"36","6","6","2","1","2","N","2","7","9"
"58","1","4","1","1","1","N","2","6","10"
"51","1","1","1","1","1","N","2","6","10"
"77","1","4","2","1","1","N","2","7","9"
"62","2","6","1","1","1","N","2","5","7"
"58","1","1","1","1","1","N","2","6","10"
"28","1","1","1","1","2","N","2","7","9"
"42","1","1","1","1","2","N","2","9","11"
"38","1","1","2","1","1","N","2","8","10"
"14","2","N","2","1","2","N","2","N","3"
"56","1","1","1","1","1","N","2","9","9"
"46","1","6","1","1","2","N","2","9","11"
"67","9","1","2","1","1","N","2","5","5"
"49","1","1","1","1","1","N","2","9","9"
"46","1","6","1","1","1","N","2","8","11"
