SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,6,2,1,5,0,25-00703,62,0,N,379
2,4,1,1,5,0,25-00703,61,0,4,405
2,1,2,2,N,0,25-01300,59,0,2,276
2,1,1,1,9,0,25-01300,21,1,5,243
2,6,1,1,1,0,25-00703,63,0,5,49
1,1,1,1,0,0,25-01000,32,0,3,272
1,1,1,2,6,0,25-00503,39,0,N,454
1,6,1,1,5,0,25-00703,31,0,4,8
1,1,1,1,2,0,25-00503,28,0,2,0
1,1,2,1,3,0,25-01300,61,0,N,262
1,6,1,1,9,0,25-00703,31,2,3,501
2,6,1,1,7,0,25-01300,3,0,2,231
2,1,2,1,7,0,25-01300,28,1,4,219
1,4,1,1,3,0,25-00703,51,0,3,114
2,1,1,2,3,0,25-00703,45,0,3,154
1,3,1,1,8,0,25-00703,37,0,4,471
1,3,1,2,2,0,25-00503,39,0,2,156
2,6,1,1,3,0,25-01300,22,0,4,262
2,4,1,1,1,2,25-00503,27,0,4,398
2,1,1,1,6,0,25-02800,44,2,N,85
2,6,1,2,1,0,25-01300,27,1,4,399
2,6,1,1,5,0,25-01300,46,0,2,471
1,1,6,1,0,0,25-02800,54,0,5,362
2,3,1,1,3,0,25-01300,32,0,4,172
2,1,6,1,6,0,25-02800,32,1,N,274
1,1,1,1,1,0,25-00503,22,1,4,493
2,3,1,1,7,0,25-00703,50,0,4,501
1,6,6,1,4,0,25-01000,80,0,4,471
1,3,1,2,3,0,25-01300,18,2,2,328
2,2,1,1,6,0,25-01300,22,1,5,368
2,4,1,2,5,0,25-01000,48,2,6,239
2,1,1,1,3,0,25-02800,52,2,7,381
1,6,1,2,2,0,25-01300,25,1,2,28
1,4,1,2,4,0,25-00503,55,0,5,174
2,6,1,1,3,0,25-00703,19,0,2,314
2,1,1,1,4,0,25-00703,11,0,2,427
2,1,1,1,7,0,25-02800,82,0,4,458
2,6,1,1,4,0,25-01300,52,0,4,448
1,1,8,1,5,0,25-01000,70,0,4,251
2,6,2,2,0,0,25-00503,71,2,2,478
1,1,1,1,4,0,25-02800,82,0,5,501
1,2,1,2,8,0,25-00703,21,1,N,330
1,6,1,1,0,0,25-00703,89,0,4,114
1,6,7,1,8,4,25-02800,74,0,N,N
2,6,2,1,2,0,25-01000,1,2,7,454
1,1,1,1,5,0,25-00703,80,0,4,368
1,2,1,1,4,0,25-01000,59,0,6,493
2,1,1,1,6,0,25-00503,26,0,2,501
2,N,1,1,8,0,25-00703,23,2,4,27
1,6,2,1,6,0,25-02800,89,0,2,17
1,2,6,1,1,0,25-01000,55,0,N,473
1,1,1,1,6,0,25-00503,45,2,2,361
2,6,2,1,2,0,25-00703,24,0,3,237
2,1,1,2,1,2,25-00703,62,0,3,231
2,1,1,1,0,0,25-00703,76,1,2,220
2,6,1,1,7,0,25-02800,52,0,2,300
2,6,1,1,3,0,25-00503,67,0,4,257
1,1,6,1,0,4,25-02800,34,0,3,276
2,1,1,1,5,0,25-01300,15,4,2,223
2,6,1,1,2,0,25-00703,85,0,2,456
2,6,6,1,4,0,25-00503,57,3,4,324
2,1,1,2,6,0,25-01300,19,0,4,82
2,3,1,1,2,0,25-00503,69,0,3,405
1,6,1,2,0,0,25-00703,58,0,2,34
2,1,1,2,3,0,25-00703,25,0,4,501
1,1,1,1,2,0,25-00703,28,0,N,218
1,6,9,1,4,0,25-01000,15,0,2,189
1,6,1,1,7,0,25-00503,88,0,2,335
1,4,6,1,0,0,25-01000,68,1,4,175
2,1,6,1,6,2,25-02800,49,0,4,438
2,1,1,1,4,0,25-00703,42,2,3,472
2,1,1,1,1,0,25-01300,25,3,4,471
2,1,1,1,7,0,25-00703,21,1,2,297
2,1,1,2,4,0,25-00703,69,0,N,266
1,4,1,1,3,0,25-02800,87,0,4,257
1,1,1,1,5,0,25-00703,39,0,3,379
1,6,1,1,4,0,25-01300,73,2,N,0
2,6,2,1,8,0,25-01300,55,2,N,378
2,1,1,2,1,0,25-00703,48,0,3,491
2,6,1,1,3,0,25-02800,62,0,4,99
2,6,1,1,2,0,25-00503,23,2,2,501
2,1,1,1,2,0,25-00503,54,0,3,103
2,1,1,2,5,0,25-00703,56,0,N,470
2,6,1,1,0,4,25-02800,32,1,5,111
2,5,1,1,7,0,25-00703,34,0,N,164
1,2,1,1,9,2,25-01000,89,0,3,340
1,1,1,2,8,0,25-01300,88,0,2,363
1,1,1,1,4,0,25-01300,80,0,2,292
2,1,6,1,4,0,25-01000,90,0,6,299
1,3,1,2,0,0,25-01300,49,0,4,467
2,6,1,1,7,0,25-00703,31,0,4,260
2,3,1,2,4,0,25-02800,80,0,3,323
2,6,1,1,5,0,25-00703,54,0,6,368
1,6,1,1,3,0,25-00703,23,0,N,378
1,1,1,1,6,0,25-02800,37,0,4,396
2,6,1,1,7,0,25-00703,43,0,4,501
2,1,6,2,8,0,25-00703,75,0,4,24
1,6,1,2,5,0,25-00703,15,0,2,455
1,6,1,1,3,0,25-01000,53,1,9,431
2,6,1,1,0,0,25-00503,56,1,3,105
2,6,1,1,7,0,25-00703,29,1,3,463
1,4,1,1,1,0,25-00703,35,2,3,339
2,4,1,1,6,0,25-02800,11,0,N,183
2,6,1,1,1,0,25-01000,48,0,2,501
2,1,1,1,5,0,25-00503,20,0,4,501
2,1,1,1,8,0,25-01300,45,2,2,454
1,1,1,2,1,0,25-00703,29,0,2,236
2,1,1,2,N,0,25-00503,68,0,5,499
2,2,1,1,2,0,25-01300,2,0,2,126
2,1,1,1,5,0,25-01300,49,2,2,28
2,4,1,1,4,0,25-02800,74,0,4,463
2,1,1,1,7,0,25-00703,52,0,3,176
2,2,1,1,4,0,25-00703,69,0,3,137
1,4,2,1,1,0,25-02800,63,0,6,336
2,1,1,2,4,0,25-01300,69,0,2,113
2,6,1,2,6,0,25-00503,43,2,3,257
1,1,1,1,0,0,25-00503,22,0,5,233
2,6,1,1,7,0,25-00503,26,0,2,0
1,1,6,2,4,0,25-02800,64,0,3,364
1,6,1,2,1,0,25-01000,56,4,5,290
1,1,1,1,5,0,25-01300,67,0,5,427
1,3,1,1,7,0,25-00503,55,0,3,329
1,6,1,1,1,0,25-01000,51,0,5,3
1,6,1,1,6,0,25-00503,36,0,4,254
2,6,1,1,0,0,25-01300,64,0,4,443
2,1,1,1,6,0,25-01300,19,2,N,248
2,6,1,1,1,0,25-00703,61,0,2,150
1,1,1,1,2,0,25-00703,22,0,9,185
2,4,1,2,4,0,25-00503,64,5,5,339
1,1,2,1,N,0,25-01000,50,0,4,337
1,6,1,1,2,0,25-00703,53,2,N,112
2,N,1,2,5,0,25-00703,22,0,N,403
1,2,1,1,2,2,25-00703,24,0,6,66
2,5,1,1,6,0,25-01000,30,0,3,397
2,1,1,2,6,0,25-00703,17,0,2,217
1,1,1,1,4,0,25-00703,60,0,3,306
1,6,1,1,6,0,25-01000,8,1,2,371
1,N,5,2,1,0,25-02800,22,2,4,501
1,6,1,2,7,0,25-00703,19,3,3,324
1,1,1,1,3,0,25-01000,86,0,4,501
2,1,1,1,3,0,25-00703,55,0,4,365
2,2,1,1,0,0,25-01000,90,0,5,361
2,1,1,1,2,0,25-00503,24,0,2,164
1,6,1,1,2,0,25-00503,50,0,2,443
2,4,1,2,1,0,25-00503,77,0,2,127
1,1,1,1,5,0,25-00503,44,0,4,235
2,1,1,1,6,0,25-00703,70,0,3,103
2,6,1,2,0,0,25-02800,11,0,3,288
2,6,1,2,9,0,25-02800,27,0,3,236
2,4,1,1,7,0,25-01000,72,0,4,501
2,6,1,2,8,0,25-00503,22,0,4,341
1,6,1,1,1,0,25-00703,51,0,N,311
2,N,1,2,3,0,25-01000,52,0,4,63
1,1,1,1,6,0,25-00703,70,0,3,37
2,6,1,2,N,0,25-01000,23,1,7,441
2,4,2,1,5,0,25-00503,78,2,2,501
2,3,1,1,1,0,25-02800,5,0,N,389
2,6,8,1,4,0,25-00503,24,0,3,61
2,1,1,1,3,0,25-01300,86,0,2,16
2,1,9,2,8,0,25-01300,66,1,2,59
2,1,1,2,1,4,25-00703,19,0,2,72
1,1,1,1,4,0,25-00503,72,1,6,451
2,6,1,2,3,0,25-01000,70,0,3,494
1,2,1,1,6,0,25-00503,9,2,6,288
2,6,2,2,4,0,25-00703,62,0,2,304
2,6,6,2,6,0,25-00703,26,0,2,118
1,1,1,1,2,0,25-01000,89,2,3,182
2,6,1,2,8,0,25-01000,17,0,4,369
2,6,1,1,4,0,25-02800,32,0,3,427
2,1,1,1,4,0,25-00503,56,0,3,228
2,1,1,2,2,0,25-00503,78,0,2,480
1,6,1,1,7,0,25-01300,27,2,4,101
1,1,1,1,5,0,25-00703,43,0,3,313
2,6,1,2,3,0,25-00503,86,1,N,501
2,6,1,1,5,0,25-02800,43,0,3,443
2,1,1,2,5,0,25-02800,66,0,4,236
2,6,1,1,7,0,25-00503,59,0,4,98
2,6,1,2,3,0,25-00503,63,5,4,216
2,6,1,2,0,0,25-01300,57,0,2,229
1,1,1,2,1,0,25-00503,62,1,3,301
1,4,1,1,4,0,25-01300,46,N,7,471
1,6,1,1,0,0,25-01000,60,0,2,466
2,1,1,2,0,0,25-00703,32,0,3,476
2,1,1,1,0,0,25-01300,71,3,5,145
1,1,1,1,2,0,25-00703,32,1,2,340
1,4,1,1,4,0,25-01000,46,0,3,376
1,1,1,2,7,0,25-00503,57,0,3,286
2,3,2,1,4,0,25-02800,37,1,4,112
2,1,1,1,3,0,25-02800,21,0,4,385
2,4,1,1,0,0,25-00703,60,2,N,174
1,6,1,2,1,0,25-01000,48,2,2,217
2,6,1,1,0,0,25-02800,42,0,2,427
1,2,1,1,6,0,25-01000,41,0,2,501
2,3,1,2,2,0,25-02800,33,0,N,467
1,6,1,1,4,4,25-02800,44,0,6,282
2,6,1,1,3,1,25-01000,21,2,2,365
1,1,1,1,9,0,25-00503,24,0,2,152
2,2,6,1,4,0,25-01000,32,0,2,224
2,6,1,1,3,0,25-00503,56,0,4,38
1,6,1,1,1,4,25-00703,37,0,N,173
1,1,1,1,4,4,25-01300,32,0,4,278
1,N,6,2,8,4,25-00503,65,4,2,165
1,4,1,0,1,1,25-01300,56,0,2,492
2,1,2,2,2,0,25-01300,34,2,4,414
2,2,7,1,8,0,25-00703,61,0,4,99
2,6,1,1,4,0,25-00703,39,0,2,329
1,6,1,1,4,0,25-02800,67,0,2,0
1,6,1,1,8,0,25-01000,41,2,2,66
1,5,1,1,6,0,25-01300,29,0,4,382
2,6,1,1,4,0,25-00503,57,0,2,394
2,3,1,1,2,0,25-01300,39,0,N,401
2,6,1,1,5,0,25-02800,39,0,6,365
1,6,1,1,4,0,25-00703,57,3,N,276
2,1,1,2,2,0,25-00703,35,0,4,106
2,1,1,1,N,0,25-02800,89,0,N,421
2,4,1,2,3,0,25-02800,27,0,2,501
2,1,1,1,5,0,25-01300,52,1,3,376
1,4,9,1,N,0,25-02800,45,0,2,488
1,2,1,1,5,0,25-00703,48,1,2,402
2,6,1,2,4,0,25-00703,87,0,4,272
2,4,1,1,2,1,25-01300,63,0,2,69
2,6,1,1,1,0,25-01000,33,0,7,501
2,6,1,1,2,0,25-01300,63,0,4,264
1,4,2,2,2,0,25-00703,74,0,3,356
2,3,1,1,N,0,25-00703,17,0,2,269
1,6,1,1,6,0,25-01000,94,1,N,424
1,6,1,1,3,0,25-00503,36,0,N,394
1,4,6,2,7,0,25-00703,51,0,2,441
2,6,6,1,5,0,25-02800,51,0,4,361
2,6,1,1,0,0,25-01300,67,1,6,177
2,1,1,2,4,0,25-02800,34,0,4,450
1,6,1,2,3,0,25-00503,3,0,2,195
2,1,1,2,5,0,25-00703,28,2,3,501
1,6,1,2,4,0,25-02800,74,0,2,463
1,1,1,1,7,0,25-01000,22,3,6,501
1,1,1,1,1,0,25-01000,34,0,N,184
1,1,6,1,6,0,25-01300,81,0,3,124
2,1,1,1,3,0,25-00503,80,0,4,66
2,6,1,1,4,0,25-00503,63,1,N,176
2,6,1,2,3,0,25-01000,34,0,4,330
1,6,1,1,N,0,25-01000,65,0,2,176
2,1,1,1,1,0,25-00703,27,0,2,501
1,6,1,1,2,0,25-00503,57,2,3,501
1,6,1,1,3,0,25-01000,69,0,4,481
2,4,1,1,7,0,25-02800,30,3,N,271
1,4,1,1,1,0,25-01000,41,0,2,501
1,1,1,1,0,0,25-00503,66,2,2,337
2,4,1,1,6,0,25-00703,67,0,6,12
2,1,1,1,N,0,25-00503,54,1,4,N
2,6,5,1,6,0,25-02800,75,0,4,501
2,6,1,1,3,0,25-00503,82,0,3,501
2,1,1,2,2,0,25-02800,22,0,2,240
2,3,1,1,4,4,25-01000,32,0,4,491
2,1,1,2,5,0,25-00703,49,0,4,501
2,6,1,1,3,0,25-00703,45,0,N,239
2,2,1,1,7,0,25-01000,61,0,3,408
1,6,2,1,4,0,25-00503,20,0,2,192
2,6,1,1,6,0,25-00703,50,0,4,240
1,6,1,1,5,0,25-00703,20,0,4,415
2,6,1,1,2,0,25-01000,19,0,N,353
2,1,1,2,7,0,25-01300,68,1,3,262
2,6,1,1,1,0,25-01300,48,1,4,182
1,6,6,2,6,0,25-02800,88,0,2,469
1,6,1,1,8,0,25-00703,26,1,N,23
1,1,1,1,2,0,25-00503,55,0,3,459
2,1,1,1,1,0,25-00703,19,1,2,61
1,3,1,1,4,0,25-01300,7,0,N,303
2,4,1,1,4,0,25-02800,52,0,N,471
1,1,1,1,9,0,25-01000,62,0,N,298
2,3,1,1,6,0,25-00503,88,0,2,501
2,6,1,1,0,0,25-00503,39,2,3,191
2,2,6,1,1,0,25-02800,62,3,4,0
2,1,1,1,9,0,25-01300,32,0,N,363
2,6,1,1,3,0,25-01300,36,0,4,423
1,2,1,1,2,0,25-01300,18,0,2,456
1,1,6,1,1,0,25-01300,72,0,6,454
2,N,3,2,3,0,25-02800,28,0,3,501
1,4,6,1,0,0,25-01000,28,0,2,220
2,4,1,2,1,0,25-00703,31,0,4,227
1,1,1,2,2,0,25-00703,64,0,5,382
2,1,6,1,9,0,25-00703,66,0,2,501
2,6,2,1,6,0,25-01000,54,0,N,477
2,N,1,0,0,0,25-00503,50,0,3,117
2,1,2,1,5,0,25-02800,70,1,5,154
2,1,1,1,7,0,25-01300,91,0,4,501
2,2,1,1,6,0,25-01000,64,0,4,479
1,6,1,1,2,0,25-01300,62,0,3,141
2,1,1,1,0,0,25-00703,45,1,3,262
2,1,1,2,6,0,25-02800,94,1,5,471
1,6,1,1,3,0,25-00703,48,0,N,464
1,4,1,1,2,2,25-00703,20,0,2,281
2,6,1,1,0,0,25-00703,66,2,3,444
1,5,1,1,1,0,25-01300,39,0,3,47
1,1,1,1,3,0,25-00703,29,0,7,246
2,1,1,1,4,0,25-01300,63,3,4,324
1,6,1,1,7,4,25-01000,58,4,4,409
1,6,1,1,7,0,25-00503,65,0,6,15
1,6,9,1,5,0,25-00703,54,1,5,480
2,1,1,1,6,0,25-00503,16,1,4,28
1,6,1,2,3,0,25-01300,59,2,7,233
1,2,1,1,4,0,25-01300,19,0,3,424
1,1,1,1,4,0,25-01000,32,0,4,291
2,6,1,1,2,0,25-00703,39,2,5,501
1,6,1,1,6,0,25-01000,27,0,4,378
2,6,1,1,4,0,25-01000,47,1,3,251
2,6,1,2,7,0,25-01300,45,2,6,126
1,2,1,2,3,0,25-02800,35,0,2,156
1,1,1,1,5,0,25-01000,70,0,5,501
1,1,1,1,2,0,25-01300,42,0,2,102
1,6,1,2,3,0,25-00703,60,1,5,335
1,6,2,1,3,0,25-01000,20,0,3,208
2,6,1,2,4,0,25-02800,91,2,6,378
1,6,1,1,5,0,25-01000,43,5,5,0
1,6,2,1,3,0,25-00503,36,0,3,295
1,6,1,1,7,0,25-00503,38,0,2,99
1,1,1,1,6,0,25-01000,26,0,N,460
1,6,1,1,1,0,25-00703,31,3,5,282
2,6,1,1,2,0,25-01300,71,0,3,275
2,1,1,1,9,0,25-00703,63,0,N,243
2,6,1,1,0,0,25-02800,17,0,4,501
2,1,1,1,1,0,25-00703,56,0,N,361
2,N,1,1,5,3,25-02800,20,2,N,331
1,1,1,2,1,0,25-00703,81,0,9,408
